date_stamp,ethnicity,cnt_confirmed,pct_confirmed,cnt_death,pct_death
2020-05-04,1,1217,8.9677,,
2020-05-04,0,7076,52.1406,,
2020-05-05,9,5123,37.4215,,
2020-05-05,0,7268,53.0898,,
2020-05-05,1,1299,9.4887,,
2020-05-06,9,5183,37.1861,,
2020-05-06,1,1369,9.8221,,
2020-05-06,0,7386,52.9918,,
2020-05-07,9,5101,36.1876,,
2020-05-07,1,1488,10.5562,,
2020-05-07,0,7507,53.2562,,
2020-05-08,1,1599,11.0726,,
2020-05-08,9,5154,35.69,,
2020-05-08,0,7688,53.2373,,
2020-05-09,9,5301,35.8952,,
2020-05-09,0,7780,52.6815,,
2020-05-09,1,1687,11.4233,,
2020-05-10,9,5427,36.2162,,
2020-05-10,1,1715,11.4448,,
2020-05-10,0,7843,52.339,,
2020-05-11,1,1779,11.4449,,
2020-05-11,9,5792,37.262,,
2020-05-11,0,7973,51.2931,,
2020-05-12,9,6052,37.5644,,
2020-05-12,1,1924,11.9484,,
2020-05-12,0,8134,50.4872,,
2020-05-13,9,5977,36.5119,,
2020-05-13,1,2063,12.6023,,
2020-05-13,0,8330,50.8858,,
2020-05-14,9,6009,35.9842,,
2020-05-14,1,2222,13.3062,,
2020-05-14,0,8468,50.7096,,
2020-05-15,0,8553,50.4007,,
2020-05-15,1,2325,13.7006,,
2020-05-15,9,6092,35.8986,,
2020-05-16,9,6186,35.782,,
2020-05-16,1,2445,14.1428,,
2020-05-16,0,8657,50.0752,,
2020-05-17,9,6158,35.4152,,
2020-05-17,1,2498,14.3662,,
2020-05-17,0,8732,50.2185,,
2020-05-18,9,6613,36.7165,,
2020-05-18,1,2569,14.2635,,
2020-05-18,0,8829,49.02,,
2020-05-19,9,6629,36.0703,,
2020-05-19,1,2767,15.056,,
2020-05-19,0,8982,48.8737,,
2020-05-20,9,6488,35.0097,,
2020-05-20,1,2933,15.8267,,
2020-05-20,0,9111,49.1636,,
2020-05-21,9,6491,34.2334,,
2020-05-21,1,3124,16.4759,,
2020-05-21,0,9346,49.2906,,
2020-05-22,9,6484,33.433,,
2020-05-22,1,3324,17.1393,,
2020-05-22,0,9586,49.4277,,
2020-05-23,1,3470,17.535,,
2020-05-23,9,6421,32.4473,,
2020-05-23,0,9898,50.0177,,
2020-05-24,9,6556,32.5441,,
2020-05-24,1,3578,17.7612,,
2020-05-24,0,10011,49.6947,,
2020-05-25,9,6784,32.9209,,
2020-05-25,1,3706,17.9842,,
2020-05-25,0,10117,49.095,,
2020-05-26,1,3851,18.3687,,
2020-05-26,0,10265,48.9626,,
2020-05-26,9,6849,32.6687,,
2020-05-27,9,6681,31.3574,,
2020-05-27,1,4118,19.3279,,
2020-05-27,0,10507,49.3147,,
2020-05-28,9,6630,30.5826,,
2020-05-28,1,4316,19.9087,,
2020-05-28,0,10733,49.5087,,
2020-05-29,9,6675,30.2241,,
2020-05-29,1,4516,20.4483,,
2020-05-29,0,10894,49.3276,,
2020-05-30,9,6638,29.4159,,
2020-05-30,1,4798,21.2621,,
2020-05-30,0,11130,49.322,,
2020-05-31,9,6801,29.5619,,
2020-05-31,1,4930,21.4292,,
2020-05-31,0,11275,49.009,,
2020-06-01,9,6964,29.5661,,
2020-06-01,1,5144,21.8392,,
2020-06-01,0,11446,48.5947,,
2020-06-02,9,7339,30.1087,,
2020-06-02,1,5368,22.0226,,
2020-06-02,0,11668,47.8687,,
2020-06-03,9,7272,29.2966,,
2020-06-03,1,5613,22.613,,
2020-06-03,0,11937,48.0904,,
2020-06-04,9,7217,28.7301,,
2020-06-04,1,5773,22.9817,,
2020-06-04,0,12130,48.2882,,
2020-06-05,9,7183,28.1466,,
2020-06-05,1,5972,23.4013,,
2020-06-05,0,12365,48.4522,,
2020-06-06,9,7388,28.338,,
2020-06-06,1,6149,23.5856,,
2020-06-06,0,12534,48.0764,,
2020-06-07,9,7435,28.1832,,
2020-06-07,1,6273,23.7785,,
2020-06-07,0,12673,48.0384,,
2020-06-08,9,7733,28.7003,,
2020-06-08,1,6400,23.753,,
2020-06-08,0,12811,47.5468,,
2020-06-09,9,7756,28.1269,,
2020-06-09,1,6693,24.272,,
2020-06-09,0,13126,47.6011,,
2020-06-10,9,7534,27.0336,,
2020-06-10,1,6933,24.8771,,
2020-06-10,0,13402,48.0893,,
2020-06-11,9,7470,26.3585,,
2020-06-11,1,7184,25.3493,,
2020-06-11,0,13686,48.2922,,
2020-06-12,9,7602,26.1004,,
2020-06-12,1,7479,25.6781,,
2020-06-12,0,14045,48.2215,,
2020-06-13,9,7541,25.5272,,
2020-06-13,1,7690,26.0316,,
2020-06-13,0,14310,48.4411,,
2020-06-14,9,8141,26.7514,,
2020-06-14,1,7817,25.6868,,
2020-06-14,0,14474,47.5618,,
2020-06-15,9,8543,27.4166,,
2020-06-15,1,7995,25.6579,,
2020-06-15,0,14622,46.9255,,
2020-06-16,9,8713,27.3735,,
2020-06-16,1,8242,25.8938,,
2020-06-16,0,14875,46.7326,,
2020-06-17,9,8534,26.5501,,
2020-06-17,1,8484,26.3945,,
2020-06-17,0,15125,47.0553,,
2020-06-18,9,8746,26.6411,,
2020-06-18,1,8748,26.6472,,
2020-06-18,0,15335,46.7117,,
2020-06-19,1,9001,26.4603,,
2020-06-19,9,9277,27.2717,,
2020-06-19,0,15739,46.268,,
2020-06-20,9,9161,26.5953,,
2020-06-20,1,9257,26.8739,,
2020-06-20,0,16028,46.5308,,
2020-06-21,9,9444,26.9044,,
2020-06-21,1,9404,26.7905,,
2020-06-21,0,16254,46.3051,,
2020-06-22,9,9470,26.6363,,
2020-06-22,1,9594,26.9851,,
2020-06-22,0,16489,46.3786,,
2020-06-23,9,7748,21.3426,,
2020-06-23,1,9927,27.3448,,
2020-06-23,0,18628,51.3126,,
2020-06-24,9,8129,21.8316,,
2020-06-24,1,10177,27.3318,,
2020-06-24,0,18929,50.8366,,
2020-06-25,1,10358,27.2335,49,8.6
2020-06-25,9,8440,22.1907,3,0.5
2020-06-25,0,19236,50.5758,515,90.8
2020-06-26,9,9127,23.1391,3,0.5
2020-06-26,1,10644,26.9851,49,8.4
2020-06-26,0,19673,49.8758,525,90.9
2020-06-27,1,10928,27.203,51,8.7
2020-06-27,9,9057,22.5456,6,1.0
2020-06-27,0,20187,50.2514,527,90.2
2020-06-29,9,10304,24.3611,6,1.0
2020-06-29,1,11204,26.4889,51,8.6
2020-06-29,0,20789,49.1501,535,90.3
2020-06-30,9,10707,24.6087,7,1.1
2020-06-30,1,11445,26.3049,53,8.7
2020-06-30,0,21357,49.0864,544,90.0
2020-07-01,1,11729,25.8833,53,8.7
2020-07-01,9,10648,23.4977,4,0.6
2020-07-01,0,22938,50.619,552,90.6
2020-07-02,9,11459,24.438,6,0.9
2020-07-02,1,11929,25.4404,54,8.7
2020-07-02,0,23502,50.1216,560,90.3
2020-07-03,9,12353,25.3593,6,0.9
2020-07-03,1,12146,24.9343,57,9.0
2020-07-03,0,24213,49.7064,570,90.0
2020-07-04,9,13095,26.1169,7,1.0
2020-07-04,1,12285,24.5014,57,8.9
2020-07-04,0,24760,49.3817,573,89.9
2020-07-05,9,14046,27.3104,9,1.3
2020-07-05,1,12392,24.0944,58,8.9
2020-07-05,0,24993,48.5952,579,89.6
2020-07-06,0,25506,48.9042,585,89.5
2020-07-06,9,14125,27.0827,11,1.6
2020-07-06,1,12524,24.013,57,8.7
2020-07-07,9,14545,27.1798,12,1.8
2020-07-07,1,12723,23.7751,58,8.7
2020-07-07,0,26246,49.0451,595,89.4
2020-07-08,9,14508,25.9136,8,1.1
2020-07-08,1,13088,23.3773,61,8.9
2020-07-08,0,28390,50.7091,616,89.9
2020-07-09,0,29105,50.5374,633,89.1
2020-07-09,9,15233,26.4503,11,1.5
2020-07-09,1,13253,23.0123,66,9.2
2020-07-10,9,16121,27.0732,12,1.6
2020-07-10,1,13478,22.6346,67,9.2
2020-07-10,0,29947,50.2922,644,89.0
2020-07-11,9,16478,27.0105,9,1.2
2020-07-11,1,13706,22.4666,72,9.7
2020-07-11,0,30822,50.5229,657,89.0
2020-07-12,1,13846,22.3467,72,9.7
2020-07-12,9,16747,27.0287,9,1.2
2020-07-12,0,31367,50.6246,660,89.0
2020-07-13,9,19335,29.6213,10,1.3
2020-07-13,0,31976,48.9873,666,88.9
2020-07-13,1,13963,21.3914,73,9.7
2020-07-14,1,14228,21.3032,73,9.5
2020-07-14,9,19608,29.3586,15,1.9
2020-07-14,0,32952,49.3382,679,88.5
2020-07-15,1,14622,21.1726,74,9.4
2020-07-15,9,18426,26.6808,13,1.6
2020-07-15,0,36013,52.1467,696,88.8
2020-07-16,9,19678,27.5063,10,1.2
2020-07-16,1,14862,20.7744,75,9.4
2020-07-16,0,37000,51.7193,711,89.3
2020-07-17,0,37895,51.335,733,89.9
2020-07-17,9,20894,28.3044,4,0.4
2020-07-17,1,15030,20.3606,78,9.5
2020-07-18,9,22192,29.0715,5,0.5
2020-07-18,1,15228,19.9486,80,9.5
2020-07-18,0,38916,50.9799,753,89.8
2020-07-19,9,23284,29.8073,5,0.5
2020-07-19,1,15326,19.6198,80,9.4
2020-07-19,0,39505,50.5729,758,89.9
2020-07-20,9,24332,30.5088,8,0.9
2020-07-20,1,15416,19.3294,80,9.4
2020-07-20,0,40006,50.1617,759,89.6
2020-07-21,9,24929,30.422,12,1.3
2020-07-21,1,15656,19.1057,82,9.4
2020-07-21,0,41359,50.4723,777,89.2
2020-07-22,0,44823,53.0971,793,89.3
2020-07-22,9,23598,27.9541,12,1.3
2020-07-22,1,15996,18.9488,83,9.3
2020-07-23,9,24672,28.3629,13,1.4
2020-07-23,0,46116,53.0148,825,89.1
2020-07-23,1,16199,18.6223,87,9.4
2020-07-24,0,47256,53.0501,838,89.3
2020-07-24,9,25421,28.5379,12,1.2
2020-07-24,1,16401,18.412,88,9.3
2020-07-25,9,25883,28.5068,15,1.5
2020-07-25,1,16591,18.2728,91,9.4
2020-07-25,0,48322,53.2204,858,89.0
2020-07-26,9,28037,29.8469,17,1.7
2020-07-26,0,49169,52.3431,859,88.8
2020-07-26,1,16730,17.81,91,9.4
2020-07-27,0,50085,51.9075,864,88.3
2020-07-27,9,29537,30.6118,21,2.1
2020-07-27,1,16867,17.4807,93,9.5
2020-07-28,9,30555,30.8499,23,2.3
2020-07-28,1,17078,17.2428,95,9.5
2020-07-28,0,51411,51.9072,881,88.1
2020-07-29,9,28901,28.6654,13,1.2
2020-07-29,1,17390,17.2482,96,9.4
2020-07-29,0,54531,54.0864,911,89.3
2020-07-30,9,29008,28.1984,14,1.3
2020-07-30,1,17621,17.1292,98,9.4
2020-07-30,0,56242,54.6724,921,89.1
2020-07-31,9,30812,29.0792,17,1.6
2020-07-31,1,17824,16.8216,100,9.4
2020-07-31,0,57323,54.0992,943,88.9
2020-08-01,0,58354,53.9396,949,88.9
2020-08-01,9,31825,29.4175,18,1.6
2020-08-01,1,18005,16.6429,100,9.3
2020-08-02,9,32498,29.6442,18,1.6
2020-08-02,1,18101,16.5114,100,9.3
2020-08-02,0,59028,53.8444,955,89.0
2020-08-03,9,32837,29.6802,21,1.9
2020-08-03,1,18171,16.4241,101,9.2
2020-08-03,0,59628,53.8957,970,88.8
2020-08-04,9,33150,29.4821,22,1.9
2020-08-04,1,18388,16.3535,103,9.2
2020-08-04,0,60903,54.1644,992,88.8
2020-08-05,9,33397,29.2705,7,0.6
2020-08-05,1,18536,16.2457,104,9.0
2020-08-05,0,62165,54.4839,1033,90.2
2020-08-06,9,34129,29.333,12,1.0
2020-08-06,1,18733,16.1006,105,8.8
2020-08-06,0,63488,54.5664,1069,90.1
2020-08-07,9,35077,29.5306,14,1.1
2020-08-07,1,18932,15.9384,105,8.7
2020-08-07,0,64773,54.531,1087,90.1
2020-08-08,9,35734,29.6339,15,1.2
2020-08-08,1,19089,15.8303,105,8.6
2020-08-08,0,65762,54.5358,1095,90.1
2020-08-09,9,36884,30.0574,16,1.3
2020-08-09,1,19175,15.626,105,8.5
2020-08-09,0,66653,54.3166,1102,90.1
2020-08-10,9,37342,30.1354,16,1.2
2020-08-10,1,19255,15.539,105,8.5
2020-08-10,0,67317,54.3256,1112,90.1
2020-08-11,0,68314,54.6884,1143,89.9
2020-08-11,9,37181,29.765,22,1.7
2020-08-11,1,19420,15.5466,106,8.3
2020-08-12,9,35257,27.8947,18,1.3
2020-08-12,1,19677,15.5681,106,8.2
2020-08-12,0,71459,56.5372,1165,90.3
2020-08-13,9,33549,26.1059,19,1.4
2020-08-13,1,19912,15.4944,106,8.0
2020-08-13,0,75050,58.3997,1188,90.4
2020-08-14,9,34289,26.2836,20,1.5
2020-08-14,1,20100,15.4073,106,7.9
2020-08-14,0,76069,58.3092,1200,90.4
2020-08-15,9,34482,26.1729,25,1.8
2020-08-15,1,20242,15.3643,106,7.8
2020-08-15,0,77023,58.4628,1214,90.2
2020-08-16,9,35880,26.8346,32,2.3
2020-08-16,1,20318,15.1958,107,7.8
2020-08-16,0,77510,57.9696,1227,89.8
2020-08-17,9,36082,26.7782,33,2.3
2020-08-17,1,20425,15.1584,108,7.7
2020-08-17,0,78237,58.0634,1246,89.8
2020-08-18,9,35996,26.5109,38,2.6
2020-08-18,1,20553,15.1372,108,7.5
2020-08-18,0,79229,58.3519,1280,89.7
2020-08-19,1,20826,15.1132,110,7.5
2020-08-19,9,34839,25.2823,35,2.4
2020-08-19,0,82135,59.6045,1307,90.0
2020-08-20,9,34590,24.8536,41,2.7
2020-08-20,1,21025,15.1069,112,7.5
2020-08-20,0,83560,60.0395,1335,89.7
2020-08-21,9,35066,24.897,49,3.1
2020-08-21,1,21184,15.0408,114,7.3
2020-08-21,0,84594,60.0622,1386,89.4
2020-08-22,9,34948,24.5969,50,3.1
2020-08-22,1,21334,15.0152,114,7.2
2020-08-22,0,85801,60.3879,1399,89.5
2020-08-23,9,36073,25.0617,51,3.2
2020-08-23,1,21421,14.8822,115,7.3
2020-08-23,0,86443,60.0561,1401,89.4
2020-08-24,9,36051,24.9308,51,3.2
2020-08-24,1,21501,14.8689,115,7.2
2020-08-24,0,87052,60.2003,1422,89.5
2020-08-25,9,35706,24.5542,56,3.4
2020-08-25,1,21633,14.8765,117,7.1
2020-08-25,0,88078,60.5693,1455,89.3
2020-08-26,9,34658,23.5204,56,3.3
2020-08-26,1,21870,14.8419,117,7.0
2020-08-26,0,90825,61.6377,1475,89.5
2020-08-27,1,22027,14.7655,118,7.0
2020-08-27,9,35197,23.5938,58,3.4
2020-08-27,0,91955,61.6407,1497,89.4
2020-08-28,9,35421,23.4864,11,0.6
2020-08-28,1,22206,14.724,121,7.1
2020-08-28,0,93188,61.7896,1569,92.2
2020-08-29,9,35566,23.3557,12,0.6
2020-08-29,1,22358,14.6822,122,7.0
2020-08-29,0,94356,61.9622,1591,92.2
2020-08-30,9,35811,23.3883,15,0.8
2020-08-30,1,22416,14.64,124,7.0
2020-08-30,0,94888,61.9717,1608,92.0
2020-08-31,9,36906,23.8206,17,0.9
2020-08-31,1,22479,14.5089,126,7.1
2020-08-31,0,95548,61.6705,1611,91.8
2020-09-01,1,22612,14.4644,126,7.0
2020-09-01,9,37058,23.7051,18,1.0
2020-09-01,0,96659,61.8305,1637,91.9
2020-09-02,9,35719,22.6312,18,1.0
2020-09-02,1,22834,14.4674,127,7.0
2020-09-02,0,99278,62.9015,1652,91.9
2020-09-03,9,36025,22.5797,19,1.0
2020-09-03,1,23000,14.4159,127,6.9
2020-09-03,0,100521,63.0044,1669,91.9
2020-09-04,9,35646,22.1959,19,1.0
2020-09-04,1,23161,14.4218,127,6.9
2020-09-04,0,101790,63.3823,1691,92.0
2020-09-05,9,36189,22.2891,20,1.0
2020-09-05,1,23303,14.3525,127,6.8
2020-09-05,0,102870,63.3584,1715,92.1
2020-09-06,1,23385,14.2482,127,6.8
2020-09-06,9,37175,22.6503,20,1.0
2020-09-06,0,103566,63.1015,1718,92.1
2020-09-07,9,37520,22.7244,21,1.1
2020-09-07,1,23435,14.1937,128,6.8
2020-09-07,0,104154,63.082,1720,92.0
2020-09-08,9,37541,22.6486,23,1.2
2020-09-08,1,23499,14.177,129,6.8
2020-09-08,0,104714,63.1743,1744,91.9
2020-09-09,9,35858,21.5251,27,1.3
2020-09-09,1,23623,14.1806,129,6.6
2020-09-09,0,107106,64.2943,1775,91.9
2020-09-10,9,36142,21.4828,30,1.5
2020-09-10,1,23760,14.1229,129,6.4
2020-09-10,0,108335,64.3943,1829,92.0
2020-09-11,0,109552,64.4958,1864,92.0
2020-09-11,9,36428,21.446,30,1.4
2020-09-11,1,23879,14.0581,131,6.4
2020-09-12,9,36350,21.2709,13,0.6
2020-09-12,1,23943,14.0107,133,6.4
2020-09-12,0,110598,64.7184,1918,92.9
2020-09-13,9,36757,21.3922,13,0.6
2020-09-13,1,23983,13.9579,134,6.4
2020-09-13,0,111084,64.6499,1931,92.9
2020-09-14,9,38221,21.9316,16,0.7
2020-09-14,1,24075,13.8145,135,6.4
2020-09-14,0,111978,64.254,1946,92.7
2020-09-15,9,38037,21.7068,13,0.6
2020-09-15,1,24161,13.7881,136,6.3
2020-09-15,0,113033,64.5051,1978,92.9
2020-09-16,1,24293,13.7181,138,6.4
2020-09-16,9,37162,20.9852,12,0.5
2020-09-16,0,115632,65.2967,2001,93.0
2020-09-17,9,37134,20.8454,12,0.5
2020-09-17,1,24365,13.6774,140,6.4
2020-09-17,0,116641,65.4772,2012,92.9
2020-09-18,9,38147,21.1344,13,0.5
2020-09-18,1,24478,13.5614,140,6.3
2020-09-18,0,117872,65.3041,2043,93.0
2020-09-19,9,38067,20.9806,15,0.6
2020-09-19,1,24558,13.5351,140,6.3
2020-09-19,0,118814,65.4843,2061,93.0
2020-09-20,9,39248,21.3869,15,0.6
2020-09-20,1,24624,13.418,140,6.3
2020-09-20,0,119642,65.195,2063,93.0
2020-09-21,0,120172,65.166,2073,92.8
2020-09-21,9,39584,21.4653,20,0.8
2020-09-21,1,24653,13.3687,140,6.2
2020-09-22,9,39228,21.1874,15,0.6
2020-09-22,1,24739,13.3617,140,6.1
2020-09-22,0,121181,65.4509,2106,93.1
2020-09-23,9,37920,20.3097,12,0.5
2020-09-23,1,24874,13.3223,140,6.1
2020-09-23,0,123915,66.368,2123,93.3
2020-09-24,9,37911,20.2145,4,0.1
2020-09-24,1,24930,13.2929,144,6.2
2020-09-24,0,124703,66.4927,2162,93.5
2020-09-25,9,38565,20.3559,7,0.2
2020-09-25,1,25004,13.1979,145,6.1
2020-09-25,0,125885,66.4462,2200,93.5
2020-09-26,0,126962,66.5102,2220,93.5
2020-09-26,9,38854,20.354,9,0.3
2020-09-26,1,25075,13.1358,145,6.1
2020-09-27,9,39850,20.6482,8,0.3
2020-09-27,1,25132,13.0221,145,6.1
2020-09-27,0,128013,66.3297,2224,93.5
2020-09-28,9,39983,20.6383,9,0.3
2020-09-28,1,25170,12.9922,146,6.1
2020-09-28,0,128579,66.3695,2234,93.5
2020-09-29,0,129454,66.5194,2258,93.3
2020-09-29,9,39938,20.522,14,0.5
2020-09-29,1,25219,12.9587,148,6.1
2020-09-30,9,39199,19.9853,15,0.6
2020-09-30,1,25311,12.9046,149,6.0
2020-09-30,0,131629,67.1101,2290,93.3
2020-10-01,9,39514,20.014,16,0.6
2020-10-01,1,25358,12.8439,150,5.9
2020-10-01,0,132560,67.1421,2335,93.3
2020-10-02,0,133419,67.2465,2347,93.3
2020-10-02,9,39576,19.9473,19,0.7
2020-10-02,1,25408,12.8063,149,5.9
2020-10-03,9,40038,20.0596,10,0.3
2020-10-03,1,25460,12.7558,150,5.8
2020-10-03,0,134097,67.1845,2400,93.7
2020-10-04,9,40884,20.3191,11,0.4
2020-10-04,1,25508,12.6773,151,5.8
2020-10-04,0,134818,67.0036,2415,93.7
2020-10-05,9,42306,20.7689,12,0.4
2020-10-05,1,25581,12.5582,151,5.8
2020-10-05,0,135812,66.6729,2434,93.7
2020-10-06,9,42917,20.8969,12,0.4
2020-10-06,1,25622,12.4757,150,5.7
2020-10-06,0,136836,66.6274,2459,93.8
2020-10-07,1,25735,12.4051,150,5.6
2020-10-07,9,42041,20.2651,11,0.4
2020-10-07,0,139679,67.3298,2481,93.9
2020-10-08,9,42943,20.503,15,0.5
2020-10-08,1,25791,12.3139,151,5.5
2020-10-08,0,140713,67.1831,2539,93.8
2020-10-09,9,43060,20.4073,17,0.6
2020-10-09,1,25920,12.2842,152,5.5
2020-10-09,0,142023,67.3085,2563,93.8
2020-10-10,9,43572,20.4901,18,0.6
2020-10-10,1,25988,12.2211,152,5.5
2020-10-10,0,143089,67.2888,2588,93.8
2020-10-11,9,44784,20.8572,21,0.7
2020-10-11,1,26047,12.1309,152,5.4
2020-10-11,0,143886,67.0119,2594,93.7
2020-10-12,1,26101,11.9904,153,5.5
2020-10-12,9,46750,21.4763,22,0.7
2020-10-12,0,144831,66.5333,2599,93.6
2020-10-13,9,46851,21.4099,26,0.9
2020-10-13,1,26161,11.955,153,5.4
2020-10-13,0,145817,66.6351,2618,93.6
2020-10-14,9,45644,20.6967,27,0.9
2020-10-14,1,26285,11.9186,153,5.4
2020-10-14,0,148609,67.3848,2648,93.6
2020-10-15,9,46109,20.6927,26,0.9
2020-10-15,1,26387,11.8419,153,5.3
2020-10-15,0,150331,67.4653,2685,93.7
2020-10-16,9,46044,20.602,27,0.9
2020-10-16,1,26442,11.8312,153,5.3
2020-10-16,0,151007,67.5668,2691,93.7
2020-10-17,1,26540,11.7361,153,5.2
2020-10-17,9,47238,20.8889,31,1.0
2020-10-17,0,152361,67.3749,2719,93.6
2020-10-18,9,48764,21.3182,33,1.1
2020-10-18,1,26623,11.6388,153,5.2
2020-10-18,0,153357,67.0431,2723,93.6
2020-10-19,9,50740,21.8649,35,1.1
2020-10-19,1,26713,11.5112,153,5.2
2020-10-19,0,154608,66.6239,2734,93.5
2020-10-20,9,51040,21.8522,46,1.5
2020-10-20,1,26778,11.4647,153,5.1
2020-10-20,0,155751,66.6831,2753,93.2
2020-10-21,9,50182,21.2761,47,1.5
2020-10-21,1,26891,11.4012,153,5.1
2020-10-21,0,158788,67.3227,2770,93.2
2020-10-22,0,160825,67.5999,2810,93.3
2020-10-22,9,50073,21.0473,47,1.5
2020-10-22,1,27009,11.3528,154,5.1
2020-10-23,9,51945,21.5082,52,1.6
2020-10-23,1,27132,11.2342,154,5.0
2020-10-23,0,162436,67.2577,2870,93.3
2020-10-24,9,52963,21.6984,54,1.7
2020-10-24,1,27236,11.1583,154,4.9
2020-10-24,0,163888,67.1433,2892,93.2
2020-10-25,9,55060,22.2386,57,1.8
2020-10-25,1,27354,11.0482,154,4.9
2020-10-25,0,165173,66.7131,2920,93.2
2020-10-26,9,56401,22.5725,69,2.1
2020-10-26,1,27415,10.9719,155,4.9
2020-10-26,0,166050,66.4556,2939,92.9
2020-10-27,1,27486,10.9169,157,4.8
2020-10-27,9,56814,22.5655,74,2.3
2020-10-27,0,167474,66.5176,2976,92.7
2020-10-28,9,55809,21.953,69,2.1
2020-10-28,1,27643,10.8737,160,4.9
2020-10-28,0,170768,67.1733,3012,92.9
2020-10-29,9,56557,22.0169,74,2.2
2020-10-29,1,27755,10.8047,160,4.9
2020-10-29,0,172568,67.1784,3029,92.8
2020-10-30,9,57665,22.2226,76,2.2
2020-10-30,1,27855,10.7346,164,4.9
2020-10-30,0,173968,67.0428,3101,92.8
2020-10-31,9,57700,22.1351,78,2.3
2020-10-31,1,27922,10.7115,165,4.9
2020-10-31,0,175050,67.1534,3110,92.7
2020-11-01,0,175218,67.0239,3110,92.7
2020-11-01,9,58264,22.287,78,2.3
2020-11-01,1,27944,10.6891,165,4.9
2020-11-02,9,60187,22.7475,86,2.5
2020-11-02,1,28018,10.5893,166,4.9
2020-11-02,0,176382,66.6631,3127,92.5
2020-11-03,9,60420,22.6838,91,2.6
2020-11-03,1,28127,10.5599,166,4.8
2020-11-03,0,177810,66.7563,3197,92.5
2020-11-04,9,60190,22.309,87,2.5
2020-11-04,1,28295,10.4873,167,4.8
2020-11-04,0,181317,67.2037,3224,92.6
2020-11-05,9,59703,21.9681,91,2.5
2020-11-05,1,28397,10.4489,168,4.7
2020-11-05,0,183671,67.583,3250,92.6
2020-11-06,0,184675,67.6109,3278,92.5
2020-11-06,9,59998,21.9657,95,2.6
2020-11-06,1,28471,10.4234,168,4.7
2020-11-07,9,62930,22.6192,108,3.0
2020-11-07,1,28610,10.2834,169,4.7
2020-11-07,0,186675,67.0974,3313,92.2
2020-11-08,9,65032,23.0732,110,3.0
2020-11-08,1,28705,10.1845,170,4.7
2020-11-08,0,188114,66.7424,3315,92.2
2020-11-09,0,190491,66.1956,3325,92.1
2020-11-09,9,68378,23.7613,115,3.1
2020-11-09,1,28901,10.0431,170,4.7
