date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2021-01-16,US,01,01,AL,420681,6119,0
2021-01-16,US,02,02,AK,51653,229,0
2021-01-16,US,04,04,AZ,666901,11248,0
2021-01-16,US,05,05,AR,270178,4293,0
2021-01-16,US,06,06,CA,2983149,33408,0
2021-01-16,US,08,08,CO,373483,5363,0
2021-01-16,US,09,09,CT,223422,6594,0
2021-01-16,US,10,10,DE,69372,1016,0
2021-01-16,US,11,11,DC,33537,847,0
2021-01-16,US,12,12,FL,1560186,24004,0
2021-01-16,US,13,13,GA,809663,12291,0
2021-01-16,US,15,15,HI,24474,319,0
2021-01-16,US,16,16,ID,155276,1605,0
2021-01-16,US,17,17,IL,1064667,20020,0
2021-01-16,US,18,18,IN,587049,9287,0
2021-01-16,US,19,19,IA,304748,4321,0
2021-01-16,US,20,20,KS,258354,3489,0
2021-01-16,US,21,21,KY,324324,3093,0
2021-01-16,US,22,22,LA,364853,8080,0
2021-01-16,US,23,23,ME,33219,507,0
2021-01-16,US,24,24,MD,324031,6541,0
2021-01-16,US,25,25,MA,465726,13583,0
2021-01-16,US,26,26,MI,581785,14669,0
2021-01-16,US,27,27,MN,445047,5955,0
2021-01-16,US,28,28,MS,250869,5481,0
2021-01-16,US,29,29,MO,449819,6493,0
2021-01-16,US,30,30,MT,89056,1088,0
2021-01-16,US,31,31,NE,180910,1837,0
2021-01-16,US,32,32,NV,260090,3761,0
2021-01-16,US,33,33,NH,55945,927,0
2021-01-16,US,34,34,NJ,622089,20414,0
2021-01-16,US,35,35,NM,162893,2910,0
2021-01-16,US,36,36,NY,1228867,40806,0
2021-01-16,US,37,37,NC,667826,8016,0
2021-01-16,US,38,38,ND,95714,1403,0
2021-01-16,US,39,39,OH,821507,10135,0
2021-01-16,US,40,40,OK,351665,2952,0
2021-01-16,US,41,41,OR,132412,1799,0
2021-01-16,US,42,42,PA,765489,19143,0
2021-01-16,US,44,44,RI,104443,2005,0
2021-01-16,US,45,45,SC,382422,6108,0
2021-01-16,US,46,46,SD,105278,1633,0
2021-01-16,US,47,47,TN,680847,8355,0
2021-01-16,US,48,48,TX,2112662,32428,0
2021-01-16,US,49,49,UT,322252,1485,0
2021-01-16,US,50,50,VT,9915,163,0
2021-01-16,US,51,51,VA,429391,5706,0
2021-01-16,US,53,53,WA,285970,3903,0
2021-01-16,US,54,54,WV,108124,1761,0
2021-01-16,US,55,55,WI,566275,5905,0
2021-01-16,US,56,56,WY,49068,522,0
2021-01-16,US,66,66,GU,7474,125,0
2021-01-16,US,69,69,MP,128,2,0
2021-01-16,US,72,72,PR,86523,1703,0
2021-01-16,US,78,78,VI,2166,24,0
2021-01-16,US,DP,,,49,0,0
2021-01-16,US,GP,,,103,3,0
2021-01-16,US,RC,,,0,0,0
