date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2022-02-24,US,01,01,AL,1276580,18102,0
2022-02-24,US,02,02,AK,237754,1163,0
2022-02-24,US,04,04,AZ,1973479,27876,0
2022-02-24,US,05,05,AR,817798,10381,0
2022-02-24,US,06,06,CA,8946146,84728,0
2022-02-24,US,08,08,CO,1309778,11750,0
2022-02-24,US,09,09,CT,721954,10443,0
2022-02-24,US,10,10,DE,256207,2703,0
2022-02-24,US,11,11,DC,134214,1317,0
2022-02-24,US,12,12,FL,5818706,69553,0
2022-02-24,US,13,13,GA,2461103,35194,0
2022-02-24,US,15,15,HI,235124,1312,0
2022-02-24,US,16,16,ID,421587,4722,0
2022-02-24,US,17,17,IL,3024663,35013,0
2022-02-24,US,18,18,IN,1679591,22736,0
2022-02-24,US,19,19,IA,748057,9085,0
2022-02-24,US,20,20,KS,764957,7928,0
2022-02-24,US,21,21,KY,1270258,13689,0
2022-02-24,US,22,22,LA,1161957,16582,0
2022-02-24,US,23,23,ME,224048,2024,0
2022-02-24,US,24,24,MD,999890,14076,0
2022-02-24,US,25,25,MA,1668242,23340,0
2022-02-24,US,26,26,MI,2350468,34370,0
2022-02-24,US,27,27,MN,1411593,12246,0
2022-02-24,US,28,28,MS,788479,11984,0
2022-02-24,US,29,29,MO,1399180,19037,0
2022-02-24,US,30,30,MT,265177,3162,0
2022-02-24,US,31,31,NE,453522,3954,0
2022-02-24,US,32,32,NV,679715,9612,0
2022-02-24,US,33,33,NH,296870,2370,0
2022-02-24,US,34,34,NJ,2161190,32800,0
2022-02-24,US,35,35,NM,510330,6873,0
2022-02-24,US,36,36,NY,4917723,67220,0
2022-02-24,US,37,37,NC,2578517,22449,0
2022-02-24,US,38,38,ND,237599,2230,0
2022-02-24,US,39,39,OH,2649692,36267,0
2022-02-24,US,40,40,OK,1018328,14537,0
2022-02-24,US,41,41,OR,691337,6578,0
2022-02-24,US,42,42,PA,2751629,43069,0
2022-02-24,US,44,44,RI,355294,3406,0
2022-02-24,US,45,45,SC,1458075,16643,0
2022-02-24,US,46,46,SD,235654,2788,0
2022-02-24,US,47,47,TN,1999965,24107,0
2022-02-24,US,48,48,TX,6600661,84462,0
2022-02-24,US,49,49,UT,921531,4397,0
2022-02-24,US,50,50,VT,111794,593,0
2022-02-24,US,51,51,VA,1634851,18440,0
2022-02-24,US,53,53,WA,1414222,11732,0
2022-02-24,US,54,54,WV,487446,6288,0
2022-02-24,US,55,55,WI,1569673,13223,0
2022-02-24,US,56,56,WY,154797,1718,0
2022-02-24,US,60,60,AS,72,0,0
2022-02-24,US,66,66,GU,43836,321,0
2022-02-24,US,69,69,MP,9265,27,0
2022-02-24,US,72,72,PR,472918,4098,0
2022-02-24,US,78,78,VI,15341,109,0
2022-02-24,US,DP,,,49,0,0
2022-02-24,US,GP,,,103,3,0
2022-02-24,US,RC,,,0,0,0
