date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-10-30,US,01,01,AL,191932,2932,0
2020-10-30,US,02,02,AK,15908,81,0
2020-10-30,US,04,04,AZ,244045,5934,0
2020-10-30,US,05,05,AR,110874,1900,0
2020-10-30,US,06,06,CA,932079,17618,0
2020-10-30,US,08,08,CO,104426,2278,0
2020-10-30,US,09,09,CT,71207,4616,0
2020-10-30,US,10,10,DE,24751,704,0
2020-10-30,US,11,11,DC,17144,646,0
2020-10-30,US,12,12,FL,800216,16720,0
2020-10-30,US,13,13,GA,358225,7955,0
2020-10-30,US,15,15,HI,15003,216,0
2020-10-30,US,16,16,ID,63810,626,0
2020-10-30,US,17,17,IL,408648,9994,0
2020-10-30,US,18,18,IN,175893,4286,0
2020-10-30,US,19,19,IA,125722,1714,0
2020-10-30,US,20,20,KS,86805,1029,0
2020-10-30,US,21,21,KY,105242,1476,0
2020-10-30,US,22,22,LA,182270,5919,0
2020-10-30,US,23,23,ME,6566,146,0
2020-10-30,US,24,24,MD,144314,4137,0
2020-10-30,US,25,25,MA,157146,9975,0
2020-10-30,US,26,26,MI,193388,7665,0
2020-10-30,US,27,27,MN,145465,2491,0
2020-10-30,US,28,28,MS,119336,3328,0
2020-10-30,US,29,29,MO,183587,2932,0
2020-10-30,US,30,30,MT,31916,364,0
2020-10-30,US,31,31,NE,69645,646,0
2020-10-30,US,32,32,NV,99784,1777,0
2020-10-30,US,33,33,NH,10884,482,0
2020-10-30,US,34,34,NJ,248338,16339,0
2020-10-30,US,35,35,NM,45909,1007,0
2020-10-30,US,36,36,NY,509368,33724,0
2020-10-30,US,37,37,NC,271830,4332,0
2020-10-30,US,38,38,ND,42483,512,0
2020-10-30,US,39,39,OH,212782,5291,0
2020-10-30,US,40,40,OK,121495,1326,0
2020-10-30,US,41,41,OR,44388,675,0
2020-10-30,US,42,42,PA,210586,8774,0
2020-10-30,US,44,44,RI,32874,1201,0
2020-10-30,US,45,45,SC,175594,3896,0
2020-10-30,US,46,46,SD,44559,415,0
2020-10-30,US,47,47,TN,259488,3341,0
2020-10-30,US,48,48,TX,934760,18714,0
2020-10-30,US,49,49,UT,112932,601,0
2020-10-30,US,50,50,VT,2155,58,0
2020-10-30,US,51,51,VA,179639,3643,0
2020-10-30,US,53,53,WA,109932,2331,0
2020-10-30,US,54,54,WV,23992,453,0
2020-10-30,US,55,55,WI,232061,1972,0
2020-10-30,US,56,56,WY,13028,87,0
2020-10-30,US,66,66,GU,4628,79,0
2020-10-30,US,69,69,MP,92,2,0
2020-10-30,US,72,72,PR,65743,820,0
2020-10-30,US,78,78,VI,1362,21,0
2020-10-30,US,DP,,,49,0,0
2020-10-30,US,GP,,,103,3,0
2020-10-30,US,RC,,,0,0,3578452
