date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2021-02-20,US,01,01,AL,485986,9590,0
2021-02-20,US,02,02,AK,57393,289,0
2021-02-20,US,04,04,AZ,806163,15480,0
2021-02-20,US,05,05,AR,315230,5348,0
2021-02-20,US,06,06,CA,3526474,49069,0
2021-02-20,US,08,08,CO,419812,5887,0
2021-02-20,US,09,09,CT,273101,7523,0
2021-02-20,US,10,10,DE,84531,1366,0
2021-02-20,US,11,11,DC,39553,994,0
2021-02-20,US,12,12,FL,1863707,29813,0
2021-02-20,US,13,13,GA,983747,16742,0
2021-02-20,US,15,15,HI,27297,429,0
2021-02-20,US,16,16,ID,169150,1826,0
2021-02-20,US,17,17,IL,1172736,22426,0
2021-02-20,US,18,18,IN,654660,12336,0
2021-02-20,US,19,19,IA,359344,5336,0
2021-02-20,US,20,20,KS,293215,4573,0
2021-02-20,US,21,21,KY,396018,4426,0
2021-02-20,US,22,22,LA,422287,9440,0
2021-02-20,US,23,23,ME,43367,658,0
2021-02-20,US,24,24,MD,375737,7697,0
2021-02-20,US,25,25,MA,567764,15779,0
2021-02-20,US,26,26,MI,636269,16342,0
2021-02-20,US,27,27,MN,478157,6491,0
2021-02-20,US,28,28,MS,290242,6553,0
2021-02-20,US,29,29,MO,491070,8059,0
2021-02-20,US,30,30,MT,98641,1341,0
2021-02-20,US,31,31,NE,198751,2047,0
2021-02-20,US,32,32,NV,290671,4868,0
2021-02-20,US,33,33,NH,73161,1153,0
2021-02-20,US,34,34,NJ,764375,22834,0
2021-02-20,US,35,35,NM,182475,3610,0
2021-02-20,US,36,36,NY,1585435,46703,0
2021-02-20,US,37,37,NC,840096,10896,0
2021-02-20,US,38,38,ND,99228,1467,0
2021-02-20,US,39,39,OH,952306,16749,0
2021-02-20,US,40,40,OK,418318,4155,0
2021-02-20,US,41,41,OR,152711,2154,0
2021-02-20,US,42,42,PA,913912,23540,0
2021-02-20,US,44,44,RI,123145,2376,0
2021-02-20,US,45,45,SC,501277,8256,0
2021-02-20,US,46,46,SD,111165,1859,0
2021-02-20,US,47,47,TN,764008,11115,0
2021-02-20,US,48,48,TX,2593816,42041,0
2021-02-20,US,49,49,UT,366034,1842,0
2021-02-20,US,50,50,VT,14359,196,0
2021-02-20,US,51,51,VA,561812,7197,0
2021-02-20,US,53,53,WA,333794,4822,0
2021-02-20,US,54,54,WV,129364,2254,0
2021-02-20,US,55,55,WI,611789,6871,0
2021-02-20,US,56,56,WY,53683,662,0
2021-02-20,US,66,66,GU,7715,130,0
2021-02-20,US,69,69,MP,143,2,0
2021-02-20,US,72,72,PR,98835,1957,0
2021-02-20,US,78,78,VI,2575,25,0
2021-02-20,US,DP,,,49,0,0
2021-02-20,US,GP,,,103,3,0
2021-02-20,US,RC,,,0,0,0
