date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2022-05-16,US,01,01,AL,1305665,19631,0
2022-05-16,US,02,02,AK,256089,1268,0
2022-05-16,US,04,04,AZ,2030925,30230,0
2022-05-16,US,05,05,AR,838684,11418,0
2022-05-16,US,06,06,CA,9357665,90799,0
2022-05-16,US,08,08,CO,1411558,12518,0
2022-05-16,US,09,09,CT,789933,10914,0
2022-05-16,US,10,10,DE,268945,2931,0
2022-05-16,US,11,11,DC,145187,1341,0
2022-05-16,US,12,12,FL,6021780,74239,0
2022-05-16,US,13,13,GA,2530918,38086,0
2022-05-16,US,15,15,HI,258422,1434,0
2022-05-16,US,16,16,ID,448269,4934,0
2022-05-16,US,17,17,IL,3226197,36143,0
2022-05-16,US,18,18,IN,1716327,23640,0
2022-05-16,US,19,19,IA,770128,9555,0
2022-05-16,US,20,20,KS,781596,8720,0
2022-05-16,US,21,21,KY,1339520,15830,0
2022-05-16,US,22,22,LA,1179956,17297,0
2022-05-16,US,23,23,ME,255531,2336,0
2022-05-16,US,24,24,MD,1054547,14524,0
2022-05-16,US,25,25,MA,1821071,20409,0
2022-05-16,US,26,26,MI,2472596,36140,0
2022-05-16,US,27,27,MN,1481627,12853,0
2022-05-16,US,28,28,MS,802482,12460,0
2022-05-16,US,29,29,MO,1426406,20228,0
2022-05-16,US,30,30,MT,275113,3381,0
2022-05-16,US,31,31,NE,482305,4234,0
2022-05-16,US,32,32,NV,717898,10798,0
2022-05-16,US,33,33,NH,316691,2500,0
2022-05-16,US,34,34,NJ,2325525,33553,0
2022-05-16,US,35,35,NM,527161,7623,0
2022-05-16,US,36,36,NY,5315176,68670,0
2022-05-16,US,37,37,NC,2691805,24588,0
2022-05-16,US,38,38,ND,242462,2274,0
2022-05-16,US,39,39,OH,2724041,38550,0
2022-05-16,US,40,40,OK,1044868,15996,0
2022-05-16,US,41,41,OR,741780,7563,0
2022-05-16,US,42,42,PA,2852056,44814,0
2022-05-16,US,44,44,RI,383209,3554,0
2022-05-16,US,45,45,SC,1481975,17869,0
2022-05-16,US,46,46,SD,238635,2917,0
2022-05-16,US,47,47,TN,2036315,26265,0
2022-05-16,US,48,48,TX,6875139,88253,0
2022-05-16,US,49,49,UT,938864,4761,0
2022-05-16,US,50,50,VT,129252,652,0
2022-05-16,US,51,51,VA,1740753,20322,0
2022-05-16,US,53,53,WA,1538228,12812,0
2022-05-16,US,54,54,WV,506833,6895,0
2022-05-16,US,55,55,WI,1644811,14505,0
2022-05-16,US,56,56,WY,157031,1817,0
2022-05-16,US,60,60,AS,6004,30,0
2022-05-16,US,66,66,GU,48542,361,0
2022-05-16,US,69,69,MP,11305,34,0
2022-05-16,US,72,72,PR,609424,4257,0
2022-05-16,US,78,78,VI,18243,113,0
2022-05-16,US,DP,,,49,0,0
2022-05-16,US,GP,,,103,3,0
2022-05-16,US,RC,,,0,0,0
