date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-04-15,US,01,01,AL,4307,118,0
2020-04-15,US,02,02,AK,293,9,0
2020-04-15,US,04,04,AZ,3964,142,0
2020-04-15,US,05,05,AR,1569,33,0
2020-04-15,US,06,06,CA,26699,860,0
2020-04-15,US,08,08,CO,7956,328,0
2020-04-15,US,09,09,CT,14755,868,0
2020-04-15,US,10,10,DE,2014,46,0
2020-04-15,US,11,11,DC,2197,72,0
2020-04-15,US,12,12,FL,22511,596,0
2020-04-15,US,13,13,GA,14987,552,0
2020-04-15,US,15,15,HI,524,9,0
2020-04-15,US,16,16,ID,1473,39,0
2020-04-15,US,17,17,IL,24593,949,0
2020-04-15,US,18,18,IN,8960,436,0
2020-04-15,US,19,19,IA,1995,53,0
2020-04-15,US,20,20,KS,1504,73,0
2020-04-15,US,21,21,KY,2210,115,0
2020-04-15,US,22,22,LA,21951,1103,0
2020-04-15,US,23,23,ME,770,24,0
2020-04-15,US,24,24,MD,10032,311,0
2020-04-15,US,25,25,MA,29918,1108,0
2020-04-15,US,26,26,MI,28059,1921,0
2020-04-15,US,27,27,MN,1809,87,0
2020-04-15,US,28,28,MS,3360,122,0
2020-04-15,US,29,29,MO,4876,154,0
2020-04-15,US,30,30,MT,404,7,0
2020-04-15,US,31,31,NE,901,20,0
2020-04-15,US,32,32,NV,3211,131,0
2020-04-15,US,33,33,NH,1139,32,0
2020-04-15,US,34,34,NJ,71030,3156,0
2020-04-15,US,35,35,NM,1484,36,0
2020-04-15,US,36,36,NY,214454,11617,0
2020-04-15,US,37,37,NC,5340,130,0
2020-04-15,US,38,38,ND,365,9,0
2020-04-15,US,39,39,OH,7794,362,0
2020-04-15,US,40,40,OK,2263,123,0
2020-04-15,US,41,41,OR,1663,58,0
2020-04-15,US,42,42,PA,26753,779,0
2020-04-15,US,44,44,RI,3251,80,0
2020-04-15,US,45,45,SC,3656,106,0
2020-04-15,US,46,46,SD,1168,6,0
2020-04-15,US,47,47,TN,5827,124,0
2020-04-15,US,48,48,TX,16044,406,0
2020-04-15,US,49,49,UT,2548,20,0
2020-04-15,US,50,50,VT,759,29,0
2020-04-15,US,51,51,VA,6500,195,0
2020-04-15,US,53,53,WA,10942,609,0
2020-04-15,US,54,54,WV,702,10,0
2020-04-15,US,55,55,WI,3721,183,0
2020-04-15,US,56,56,WY,287,1,0
2020-04-15,US,66,66,GU,135,5,0
2020-04-15,US,69,69,MP,13,2,0
2020-04-15,US,72,72,PR,974,51,0
2020-04-15,US,78,78,VI,51,1,0
2020-04-15,US,DP,,,49,0,0
2020-04-15,US,GP,,,103,0,0
2020-04-15,US,RC,,,0,0,52096
