date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-11-24,US,01,01,AL,236865,3472,0
2020-11-24,US,02,02,AK,28863,116,0
2020-11-24,US,04,04,AZ,306868,6515,0
2020-11-24,US,05,05,AR,148312,2405,0
2020-11-24,US,06,06,CA,1159318,18883,0
2020-11-24,US,08,08,CO,206439,2860,0
2020-11-24,US,09,09,CT,107280,4881,0
2020-11-24,US,10,10,DE,32664,757,0
2020-11-24,US,11,11,DC,20409,673,0
2020-11-24,US,12,12,FL,953300,18157,0
2020-11-24,US,13,13,GA,454732,9221,0
2020-11-24,US,15,15,HI,17656,233,0
2020-11-24,US,16,16,ID,94730,874,0
2020-11-24,US,17,17,IL,674089,12261,0
2020-11-24,US,18,18,IN,306538,5435,0
2020-11-24,US,19,19,IA,217784,2270,0
2020-11-24,US,20,20,KS,144956,1456,0
2020-11-24,US,21,21,KY,162838,1809,0
2020-11-24,US,22,22,LA,224403,6323,0
2020-11-24,US,23,23,ME,10799,189,0
2020-11-24,US,24,24,MD,185464,4481,0
2020-11-24,US,25,25,MA,211199,10551,0
2020-11-24,US,26,26,MI,347746,9094,0
2020-11-24,US,27,27,MN,282916,3359,0
2020-11-24,US,28,28,MS,144544,3729,0
2020-11-24,US,29,29,MO,285429,3764,0
2020-11-24,US,30,30,MT,57504,630,0
2020-11-24,US,31,31,NE,115921,934,0
2020-11-24,US,32,32,NV,139098,2047,0
2020-11-24,US,33,33,NH,18444,513,0
2020-11-24,US,34,34,NJ,340671,16819,0
2020-11-24,US,35,35,NM,86247,1428,0
2020-11-24,US,36,36,NY,614679,34368,0
2020-11-24,US,37,37,NC,342294,5074,0
2020-11-24,US,38,38,ND,74401,889,0
2020-11-24,US,39,39,OH,371840,6100,0
2020-11-24,US,40,40,OK,180610,1664,0
2020-11-24,US,41,41,OR,67333,847,0
2020-11-24,US,42,42,PA,326513,9924,0
2020-11-24,US,44,44,RI,51424,1325,0
2020-11-24,US,45,45,SC,209230,4313,0
2020-11-24,US,46,46,SD,74859,821,0
2020-11-24,US,47,47,TN,345916,4372,0
2020-11-24,US,48,48,TX,1231319,21589,0
2020-11-24,US,49,49,UT,182121,808,0
2020-11-24,US,50,50,VT,3762,64,0
2020-11-24,US,51,51,VA,223582,3979,0
2020-11-24,US,53,53,WA,157790,2645,0
2020-11-24,US,54,54,WV,42083,682,0
2020-11-24,US,55,55,WI,386441,3272,0
2020-11-24,US,56,56,WY,29959,202,0
2020-11-24,US,66,66,GU,6655,107,0
2020-11-24,US,69,69,MP,104,2,0
2020-11-24,US,72,72,PR,48548,1038,0
2020-11-24,US,78,78,VI,1521,23,0
2020-11-24,US,DP,,,49,0,0
2020-11-24,US,GP,,,103,3,0
2020-11-24,US,RC,,,0,0,4696664
