date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-03-30,US,01,01,AL,1001,10,0
2020-03-30,US,02,02,AK,114,3,0
2020-03-30,US,04,04,AZ,1157,20,0
2020-03-30,US,05,05,AR,473,7,0
2020-03-30,US,06,06,CA,7138,146,0
2020-03-30,US,08,08,CO,2311,47,0
2020-03-30,US,09,09,CT,2571,36,0
2020-03-30,US,10,10,DE,264,6,0
2020-03-30,US,11,11,DC,401,9,0
2020-03-30,US,12,12,FL,5473,63,0
2020-03-30,US,13,13,GA,2808,87,0
2020-03-30,US,15,15,HI,175,0,0
2020-03-30,US,16,16,ID,340,6,0
2020-03-30,US,17,17,IL,5056,73,0
2020-03-30,US,18,18,IN,1786,35,0
2020-03-30,US,19,19,IA,424,6,0
2020-03-30,US,20,20,KS,372,8,0
2020-03-30,US,21,21,KY,479,11,0
2020-03-30,US,22,22,LA,4025,185,0
2020-03-30,US,23,23,ME,275,3,0
2020-03-30,US,24,24,MD,1413,15,0
2020-03-30,US,25,25,MA,5752,56,0
2020-03-30,US,26,26,MI,6498,184,0
2020-03-30,US,27,27,MN,576,10,0
2020-03-30,US,28,28,MS,847,16,0
2020-03-30,US,29,29,MO,1225,13,0
2020-03-30,US,30,30,MT,171,5,0
2020-03-30,US,31,31,NE,145,2,0
2020-03-30,US,32,32,NV,1012,15,0
2020-03-30,US,33,33,NH,314,3,0
2020-03-30,US,34,34,NJ,16636,198,0
2020-03-30,US,35,35,NM,237,2,0
2020-03-30,US,36,36,NY,66663,1218,0
2020-03-30,US,37,37,NC,1313,7,0
2020-03-30,US,38,38,ND,109,2,0
2020-03-30,US,39,39,OH,1933,40,0
2020-03-30,US,40,40,OK,481,16,0
2020-03-30,US,41,41,OR,606,16,0
2020-03-30,US,42,42,PA,4155,50,0
2020-03-30,US,44,44,RI,408,4,0
2020-03-30,US,45,45,SC,925,18,0
2020-03-30,US,46,46,SD,101,1,0
2020-03-30,US,47,47,TN,1917,14,0
2020-03-30,US,48,48,TX,3173,46,0
2020-03-30,US,49,49,UT,798,4,0
2020-03-30,US,50,50,VT,256,12,0
2020-03-30,US,51,51,VA,1020,15,0
2020-03-30,US,53,53,WA,4923,205,0
2020-03-30,US,54,54,WV,145,1,0
2020-03-30,US,55,55,WI,1230,20,0
2020-03-30,US,56,56,WY,94,0,0
2020-03-30,US,60,60,AS,0,0,0
2020-03-30,US,66,66,GU,58,1,0
2020-03-30,US,69,69,MP,0,0,0
2020-03-30,US,72,72,PR,174,6,0
2020-03-30,US,78,78,VI,30,0,0
2020-03-30,US,DP,,,49,0,0
2020-03-30,US,GP,,,103,3,0
2020-03-30,US,RC,,,0,0,5644
