date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2022-03-06,US,01,01,AL,1282945,18480,0
2022-03-06,US,02,02,AK,240789,1191,0
2022-03-06,US,04,04,AZ,1980769,27708,0
2022-03-06,US,05,05,AR,823210,10713,0
2022-03-06,US,06,06,CA,9005322,86286,0
2022-03-06,US,08,08,CO,1317447,11810,0
2022-03-06,US,09,09,CT,724833,10543,0
2022-03-06,US,10,10,DE,257270,2751,0
2022-03-06,US,11,11,DC,134623,1319,0
2022-03-06,US,12,12,FL,5858052,70997,0
2022-03-06,US,13,13,GA,2470384,35782,0
2022-03-06,US,15,15,HI,237363,1354,0
2022-03-06,US,16,16,ID,432483,4788,0
2022-03-06,US,17,17,IL,3037199,35359,0
2022-03-06,US,18,18,IN,1683739,23002,0
2022-03-06,US,19,19,IA,755547,9171,0
2022-03-06,US,20,20,KS,768243,7983,0
2022-03-06,US,21,21,KY,1286697,14018,0
2022-03-06,US,22,22,LA,1164620,16754,0
2022-03-06,US,23,23,ME,230720,2136,0
2022-03-06,US,24,24,MD,1004539,14183,0
2022-03-06,US,25,25,MA,1675767,23577,0
2022-03-06,US,26,26,MI,2365827,34841,0
2022-03-06,US,27,27,MN,1417811,12373,0
2022-03-06,US,28,28,MS,791208,12151,0
2022-03-06,US,29,29,MO,1404926,19321,0
2022-03-06,US,30,30,MT,271030,3204,0
2022-03-06,US,31,31,NE,476194,4013,0
2022-03-06,US,32,32,NV,685346,9798,0
2022-03-06,US,33,33,NH,291137,2377,0
2022-03-06,US,34,34,NJ,2174473,33011,0
2022-03-06,US,35,35,NM,513311,6972,0
2022-03-06,US,36,36,NY,4937052,67556,0
2022-03-06,US,37,37,NC,2598014,22763,0
2022-03-06,US,38,38,ND,238753,2211,0
2022-03-06,US,39,39,OH,2659498,37018,0
2022-03-06,US,40,40,OK,1024471,14835,0
2022-03-06,US,41,41,OR,696717,6709,0
2022-03-06,US,42,42,PA,2763589,43600,0
2022-03-06,US,44,44,RI,356783,3417,0
2022-03-06,US,45,45,SC,1462846,16961,0
2022-03-06,US,46,46,SD,236276,2827,0
2022-03-06,US,47,47,TN,2012072,24684,0
2022-03-06,US,48,48,TX,6639270,85757,0
2022-03-06,US,49,49,UT,924248,4453,0
2022-03-06,US,50,50,VT,113107,607,0
2022-03-06,US,51,51,VA,1645791,18955,0
2022-03-06,US,53,53,WA,1430235,12025,0
2022-03-06,US,54,54,WV,492276,6440,0
2022-03-06,US,55,55,WI,1574581,13489,0
2022-03-06,US,56,56,WY,155426,1741,0
2022-03-06,US,60,60,AS,196,0,0
2022-03-06,US,66,66,GU,45542,331,0
2022-03-06,US,69,69,MP,10126,30,0
2022-03-06,US,72,72,PR,475195,4134,0
2022-03-06,US,78,78,VI,15426,109,0
2022-03-06,US,DP,,,49,0,0
2022-03-06,US,GP,,,103,3,0
2022-03-06,US,RC,,,0,0,0
