date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-03-21,US,01,01,AL,131,0,0
2020-03-21,US,02,02,AK,15,0,0
2020-03-21,US,04,04,AZ,118,1,0
2020-03-21,US,05,05,AR,122,0,0
2020-03-21,US,06,06,CA,1364,24,0
2020-03-21,US,08,08,CO,390,4,0
2020-03-21,US,09,09,CT,194,4,0
2020-03-21,US,10,10,DE,45,0,0
2020-03-21,US,11,11,DC,98,1,0
2020-03-21,US,12,12,FL,659,13,0
2020-03-21,US,13,13,GA,507,14,0
2020-03-21,US,15,15,HI,37,0,0
2020-03-21,US,16,16,ID,36,0,0
2020-03-21,US,17,17,IL,753,6,0
2020-03-21,US,18,18,IN,128,4,0
2020-03-21,US,19,19,IA,68,0,0
2020-03-21,US,20,20,KS,57,2,0
2020-03-21,US,21,21,KY,87,3,0
2020-03-21,US,22,22,LA,585,16,0
2020-03-21,US,23,23,ME,70,0,0
2020-03-21,US,24,24,MD,193,2,0
2020-03-21,US,25,25,MA,525,1,0
2020-03-21,US,26,26,MI,788,5,0
2020-03-21,US,27,27,MN,138,1,0
2020-03-21,US,28,28,MS,140,1,0
2020-03-21,US,29,29,MO,74,3,0
2020-03-21,US,30,30,MT,21,0,0
2020-03-21,US,31,31,NE,38,0,0
2020-03-21,US,32,32,NV,161,2,0
2020-03-21,US,33,33,NH,55,0,0
2020-03-21,US,34,34,NJ,1327,16,0
2020-03-21,US,35,35,NM,43,0,0
2020-03-21,US,36,36,NY,11710,60,0
2020-03-21,US,37,37,NC,253,0,0
2020-03-21,US,38,38,ND,28,0,0
2020-03-21,US,39,39,OH,248,3,0
2020-03-21,US,40,40,OK,53,1,0
2020-03-21,US,41,41,OR,114,5,0
2020-03-21,US,42,42,PA,396,2,0
2020-03-21,US,44,44,RI,66,0,0
2020-03-21,US,45,45,SC,171,3,0
2020-03-21,US,46,46,SD,14,1,0
2020-03-21,US,47,47,TN,371,1,0
2020-03-21,US,48,48,TX,581,5,0
2020-03-21,US,49,49,UT,136,0,0
2020-03-21,US,50,50,VT,29,2,0
2020-03-21,US,51,51,VA,156,2,0
2020-03-21,US,53,53,WA,1793,94,0
2020-03-21,US,54,54,WV,8,0,0
2020-03-21,US,55,55,WI,282,4,0
2020-03-21,US,56,56,WY,23,0,0
2020-03-21,US,66,66,GU,15,0,0
2020-03-21,US,72,72,PR,21,1,0
2020-03-21,US,78,78,VI,6,0,0
2020-03-21,US,DP,,,49,0,0
2020-03-21,US,GP,,,23,0,0
2020-03-21,US,US,,,1,0,171
