date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-11-15,US,01,01,AL,217822,3248,0
2020-11-15,US,02,02,AK,23814,98,0
2020-11-15,US,04,04,AZ,275436,6302,0
2020-11-15,US,05,05,AR,133040,2183,0
2020-11-15,US,06,06,CA,1038776,18265,0
2020-11-15,US,08,08,CO,163417,2546,0
2020-11-15,US,09,09,CT,88645,4737,0
2020-11-15,US,10,10,DE,28803,736,0
2020-11-15,US,11,11,DC,18977,660,0
2020-11-15,US,12,12,FL,885201,17518,0
2020-11-15,US,13,13,GA,424989,8957,0
2020-11-15,US,15,15,HI,16759,222,0
2020-11-15,US,16,16,ID,82245,759,0
2020-11-15,US,17,17,IL,573616,11162,0
2020-11-15,US,18,18,IN,251597,4910,0
2020-11-15,US,19,19,IA,186314,1989,0
2020-11-15,US,20,20,KS,117430,1256,0
2020-11-15,US,21,21,KY,137586,1661,0
2020-11-15,US,22,22,LA,204513,6132,0
2020-11-15,US,23,23,ME,8944,165,0
2020-11-15,US,24,24,MD,165930,4302,0
2020-11-15,US,25,25,MA,188275,10329,0
2020-11-15,US,26,26,MI,275792,8376,0
2020-11-15,US,27,27,MN,223581,2961,0
2020-11-15,US,28,28,MS,134309,3543,0
2020-11-15,US,29,29,MO,245302,3380,0
2020-11-15,US,30,30,MT,47158,520,0
2020-11-15,US,31,31,NE,98161,779,0
2020-11-15,US,32,32,NV,120183,1909,0
2020-11-15,US,33,33,NH,14682,499,0
2020-11-15,US,34,34,NJ,300283,16566,0
2020-11-15,US,35,35,NM,64201,1215,0
2020-11-15,US,36,36,NY,566113,34032,0
2020-11-15,US,37,37,NC,312235,4806,0
2020-11-15,US,38,38,ND,63796,736,0
2020-11-15,US,39,39,OH,298096,5722,0
2020-11-15,US,40,40,OK,154128,1528,0
2020-11-15,US,41,41,OR,56880,761,0
2020-11-15,US,42,42,PA,268696,9290,0
2020-11-15,US,44,44,RI,41529,1254,0
2020-11-15,US,45,45,SC,195507,4112,0
2020-11-15,US,46,46,SD,65381,644,0
2020-11-15,US,47,47,TN,310937,3893,0
2020-11-15,US,48,48,TX,1115378,20373,0
2020-11-15,US,49,49,UT,153808,718,0
2020-11-15,US,50,50,VT,2889,59,0
2020-11-15,US,51,51,VA,201960,3800,0
2020-11-15,US,53,53,WA,134969,2505,0
2020-11-15,US,54,54,WV,33659,582,0
2020-11-15,US,55,55,WI,329924,2751,0
2020-11-15,US,56,56,WY,22494,144,0
2020-11-15,US,66,66,GU,6121,94,0
2020-11-15,US,69,69,MP,102,2,0
2020-11-15,US,72,72,PR,42479,935,0
2020-11-15,US,78,78,VI,1434,23,0
2020-11-15,US,DP,,,49,0,0
2020-11-15,US,GP,,,103,3,0
2020-11-15,US,RC,,,0,0,4174884
