date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2020-10-13,US,01,01,AL,167396,2665,0
2020-10-13,US,02,02,AK,10028,60,0
2020-10-13,US,04,04,AZ,226734,5767,0
2020-10-13,US,05,05,AR,94167,1611,0
2020-10-13,US,06,06,CA,864710,16644,0
2020-10-13,US,08,08,CO,80085,2153,0
2020-10-13,US,09,09,CT,61697,4533,0
2020-10-13,US,10,10,DE,22394,659,0
2020-10-13,US,11,11,DC,16068,637,0
2020-10-13,US,12,12,FL,738749,15531,0
2020-10-13,US,13,13,GA,333304,7454,0
2020-10-13,US,15,15,HI,13575,173,0
2020-10-13,US,16,16,ID,49247,512,0
2020-10-13,US,17,17,IL,327771,9273,0
2020-10-13,US,18,18,IN,138104,3822,0
2020-10-13,US,19,19,IA,101422,1491,0
2020-10-13,US,20,20,KS,70413,799,0
2020-10-13,US,21,21,KY,81691,1269,0
2020-10-13,US,22,22,LA,172801,5679,0
2020-10-13,US,23,23,ME,5780,143,0
2020-10-13,US,24,24,MD,132343,4012,0
2020-10-13,US,25,25,MA,140412,9630,0
2020-10-13,US,26,26,MI,152862,7255,0
2020-10-13,US,27,27,MN,114574,2204,0
2020-10-13,US,28,28,MS,105941,3115,0
2020-10-13,US,29,29,MO,146659,2408,0
2020-10-13,US,30,30,MT,19611,217,0
2020-10-13,US,31,31,NE,53543,527,0
2020-10-13,US,32,32,NV,86835,1674,0
2020-10-13,US,33,33,NH,9279,456,0
2020-10-13,US,34,34,NJ,221935,16182,0
2020-10-13,US,35,35,NM,33713,918,0
2020-10-13,US,36,36,NY,480129,33490,0
2020-10-13,US,37,37,NC,234481,3816,0
2020-10-13,US,38,38,ND,28244,357,0
2020-10-13,US,39,39,OH,171626,5017,0
2020-10-13,US,40,40,OK,101493,1119,0
2020-10-13,US,41,41,OR,37780,605,0
2020-10-13,US,42,42,PA,179651,8361,0
2020-10-13,US,44,44,RI,26960,1139,0
2020-10-13,US,45,45,SC,158883,3576,0
2020-10-13,US,46,46,SD,29339,288,0
2020-10-13,US,47,47,TN,218829,2797,0
2020-10-13,US,48,48,TX,834761,17360,0
2020-10-13,US,49,49,UT,87819,522,0
2020-10-13,US,50,50,VT,1886,58,0
2020-10-13,US,51,51,VA,160805,3372,0
2020-10-13,US,53,53,WA,97240,2187,0
2020-10-13,US,54,54,WV,18557,390,0
2020-10-13,US,55,55,WI,155471,1508,0
2020-10-13,US,56,56,WY,7964,57,0
2020-10-13,US,66,66,GU,3266,61,0
2020-10-13,US,69,69,MP,77,2,0
2020-10-13,US,72,72,PR,54540,738,0
2020-10-13,US,78,78,VI,1328,20,0
2020-10-13,US,DP,,,49,0,0
2020-10-13,US,GP,,,103,3,0
2020-10-13,US,RC,,,0,0,3124593
