date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2021-06-28,US,01,01,AL,550451,11338,0
2021-06-28,US,02,02,AK,71181,374,0
2021-06-28,US,04,04,AZ,893560,17913,0
2021-06-28,US,05,05,AR,348220,5897,0
2021-06-28,US,06,06,CA,3817372,63598,0
2021-06-28,US,08,08,CO,557004,6776,0
2021-06-28,US,09,09,CT,349261,8276,0
2021-06-28,US,10,10,DE,109700,1694,0
2021-06-28,US,11,11,DC,49333,1141,0
2021-06-28,US,12,12,FL,2365464,37772,0
2021-06-28,US,13,13,GA,1133481,21393,0
2021-06-28,US,15,15,HI,37669,516,0
2021-06-28,US,16,16,ID,194824,2145,0
2021-06-28,US,17,17,IL,1391179,25652,0
2021-06-28,US,18,18,IN,753260,13836,0
2021-06-28,US,19,19,IA,373636,6133,0
2021-06-28,US,20,20,KS,318689,5150,0
2021-06-28,US,21,21,KY,464686,7212,0
2021-06-28,US,22,22,LA,480463,10728,0
2021-06-28,US,23,23,ME,68990,858,0
2021-06-28,US,24,24,MD,462181,9739,0
2021-06-28,US,25,25,MA,709810,17990,0
2021-06-28,US,26,26,MI,999471,20964,0
2021-06-28,US,27,27,MN,605218,7680,0
2021-06-28,US,28,28,MS,321138,7401,0
2021-06-28,US,29,29,MO,623538,9676,0
2021-06-28,US,30,30,MT,113577,1662,0
2021-06-28,US,31,31,NE,224330,2259,0
2021-06-28,US,32,32,NV,332529,5670,0
2021-06-28,US,33,33,NH,99455,1371,0
2021-06-28,US,34,34,NJ,1022977,26438,0
2021-06-28,US,35,35,NM,205438,4336,0
2021-06-28,US,36,36,NY,2114434,53672,0
2021-06-28,US,37,37,NC,1013207,13420,0
2021-06-28,US,38,38,ND,110666,1559,0
2021-06-28,US,39,39,OH,1110847,20281,0
2021-06-28,US,40,40,OK,457490,7384,0
2021-06-28,US,41,41,OR,208222,2763,0
2021-06-28,US,42,42,PA,1216293,27657,0
2021-06-28,US,44,44,RI,152567,2728,0
2021-06-28,US,45,45,SC,596616,9814,0
2021-06-28,US,46,46,SD,124515,2030,0
2021-06-28,US,47,47,TN,866883,12557,0
2021-06-28,US,48,48,TX,2995223,52279,0
2021-06-28,US,49,49,UT,414204,2365,0
2021-06-28,US,50,50,VT,24402,256,0
2021-06-28,US,51,51,VA,679917,11402,0
2021-06-28,US,53,53,WA,450930,5911,0
2021-06-28,US,54,54,WV,163967,2878,0
2021-06-28,US,55,55,WI,677396,8109,0
2021-06-28,US,56,56,WY,62099,740,0
2021-06-28,US,66,66,GU,8344,140,0
2021-06-28,US,69,69,MP,183,2,0
2021-06-28,US,72,72,PR,140021,2547,0
2021-06-28,US,78,78,VI,3839,30,0
2021-06-28,US,DP,,,49,0,0
2021-06-28,US,GP,,,103,3,0
2021-06-28,US,RC,,,0,0,0
