date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,cnt_confirmed,cnt_deaths,cnt_recovered
2021-01-03,US,01,01,AL,371934,4873,0
2021-01-03,US,02,02,AK,48098,215,0
2021-01-03,US,04,04,AZ,556384,9061,0
2021-01-03,US,05,05,AR,233475,3749,0
2021-01-03,US,06,06,CA,2452262,26638,0
2021-01-03,US,08,08,CO,341250,4934,0
2021-01-03,US,09,09,CT,190120,6099,0
2021-01-03,US,10,10,DE,59484,930,0
2021-01-03,US,11,11,DC,29764,794,0
2021-01-03,US,12,12,FL,1365436,21987,0
2021-01-03,US,13,13,GA,690900,10964,0
2021-01-03,US,15,15,HI,22303,289,0
2021-01-03,US,16,16,ID,142507,1448,0
2021-01-03,US,17,17,IL,979821,18322,0
2021-01-03,US,18,18,IN,526071,8475,0
2021-01-03,US,19,19,IA,284715,3946,0
2021-01-03,US,20,20,KS,230119,2872,0
2021-01-03,US,21,21,KY,276825,2723,0
2021-01-03,US,22,22,LA,321058,7537,0
2021-01-03,US,23,23,ME,25592,359,0
2021-01-03,US,24,24,MD,285319,5994,0
2021-01-03,US,25,25,MA,387662,12610,0
2021-01-03,US,26,26,MI,538121,13306,0
2021-01-03,US,27,27,MN,420544,5489,0
2021-01-03,US,28,28,MS,222061,4871,0
2021-01-03,US,29,29,MO,413295,5740,0
2021-01-03,US,30,30,MT,82381,972,0
2021-01-03,US,31,31,NE,169000,1672,0
2021-01-03,US,32,32,NV,231614,3180,0
2021-01-03,US,33,33,NH,46450,780,0
2021-01-03,US,34,34,NJ,545450,19208,0
2021-01-03,US,35,35,NM,146394,2551,0
2021-01-03,US,36,36,NY,1023897,38415,0
2021-01-03,US,37,37,NC,564924,6910,0
2021-01-03,US,38,38,ND,93041,1317,0
2021-01-03,US,39,39,OH,721481,9076,0
2021-01-03,US,40,40,OK,304072,2547,0
2021-01-03,US,41,41,OR,117745,1500,0
2021-01-03,US,42,42,PA,664913,16230,0
2021-01-03,US,44,44,RI,87949,1777,0
2021-01-03,US,45,45,SC,321669,5469,0
2021-01-03,US,46,46,SD,100532,1513,0
2021-01-03,US,47,47,TN,608297,7025,0
2021-01-03,US,48,48,TX,1816886,28496,0
2021-01-03,US,49,49,UT,283473,1301,0
2021-01-03,US,50,50,VT,7793,140,0
2021-01-03,US,51,51,VA,363765,5124,0
2021-01-03,US,53,53,WA,255396,3459,0
2021-01-03,US,54,54,WV,91058,1376,0
2021-01-03,US,55,55,WI,526245,5261,0
2021-01-03,US,56,56,WY,44875,438,0
2021-01-03,US,66,66,GU,7326,122,0
2021-01-03,US,69,69,MP,122,2,0
2021-01-03,US,72,72,PR,78169,1545,0
2021-01-03,US,78,78,VI,2042,23,0
2021-01-03,US,DP,,,49,0,0
2021-01-03,US,GP,,,103,3,0
2021-01-03,US,RC,,,0,0,0
