date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2022-01-10,AD,27983,141,0,27842
2022-01-10,AE,788187,2174,0,786013
2022-01-10,AF,158394,7373,0,151021
2022-01-10,AG,5058,120,0,4938
2022-01-10,AL,220487,3241,0,217246
2022-01-10,AM,345981,8004,0,337977
2022-01-10,AO,90316,1832,0,88484
2022-01-10,AR,6399196,117543,0,6281653
2022-01-10,AT,1350225,13855,0,1336370
2022-01-10,AU,1139097,2415,0,1136682
2022-01-10,AZ,621563,8457,0,613106
2022-01-10,BA,302587,13645,0,288942
2022-01-10,BB,32228,266,0,31962
2022-01-10,BD,1595931,28105,0,1567826
2022-01-10,BE,2286532,28518,0,2258014
2022-01-10,BF,19636,333,0,19303
2022-01-10,BG,787178,31672,0,755506
2022-01-10,BH,294466,1397,0,293069
2022-01-10,BI,35500,38,0,35462
2022-01-10,BJ,25522,161,0,25361
2022-01-10,BN,15678,98,0,15580
2022-01-10,BO,686023,19999,0,666024
2022-01-10,BR,22563104,620366,0,21942738
2022-01-10,BS,28968,717,0,28251
2022-01-10,BT,2802,3,0,2799
2022-01-10,BW,232432,2497,0,229935
2022-01-10,BY,708931,5724,0,703207
2022-01-10,BZ,36983,607,0,36376
2022-01-10,CA,2598598,30924,0,2567674
2022-01-10,CD,80998,1225,0,79773
2022-01-10,CF,12454,101,0,12353
2022-01-10,CG,22418,370,0,22048
2022-01-10,CH,1546877,12387,0,1534490
2022-01-10,CI,77677,738,0,76939
2022-01-10,CL,1833478,39285,0,1794193
2022-01-10,CM,109666,1853,0,107813
2022-01-10,CN,116839,4849,0,111990
2022-01-10,CO,5357767,130395,0,5227372
2022-01-10,CR,591745,7382,0,584363
2022-01-10,CU,979929,8495,0,971434
2022-01-10,CV,50959,364,0,50595
2022-01-10,CY,208559,661,0,207898
2022-01-10,CZ,2530917,36624,0,2494293
2022-01-10,DE,7570361,114127,0,7456234
2022-01-10,DJ,14317,189,0,14128
2022-01-10,DK,997079,3411,0,993668
2022-01-10,DM,7394,47,0,7347
2022-01-10,DO,462382,4255,0,458127
2022-01-10,DZ,222639,6349,0,216290
2022-01-10,EC,559950,33699,0,526251
2022-01-10,EE,253775,1956,0,251819
2022-01-10,EG,393808,21995,0,371813
2022-01-10,ER,8419,82,0,8337
2022-01-10,ES,7457300,90136,0,7367164
