date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2022-10-16,AD,46366,155,0,46211
2022-10-16,AE,1032844,2346,0,1030498
2022-10-16,AF,201212,7811,0,193401
2022-10-16,AG,9106,146,0,8960
2022-10-16,AL,332638,3591,0,329047
2022-10-16,AM,444482,8700,0,435782
2022-10-16,AO,103131,1917,0,101214
2022-10-16,AR,9715464,129970,0,9585494
2022-10-16,AT,5340548,20926,0,5319622
2022-10-16,AU,10310525,15475,0,10295050
2022-10-16,AZ,822599,9932,0,812667
2022-10-16,BA,399410,16156,0,383254
2022-10-16,BB,103014,560,0,102454
2022-10-16,BD,2032443,29401,0,2003042
2022-10-16,BE,4586564,32776,0,4553788
2022-10-16,BF,21631,387,0,21244
2022-10-16,BG,1270081,37784,0,1232297
2022-10-16,BH,685602,1523,0,684079
2022-10-16,BI,50289,38,0,50251
2022-10-16,BJ,27782,163,0,27619
2022-10-16,BN,231833,225,0,231608
2022-10-16,BO,1108948,22237,0,1086711
2022-10-16,BR,34746462,687144,0,34059318
2022-10-16,BS,37334,833,0,36501
2022-10-16,BT,62200,21,0,62179
2022-10-16,BW,326344,2790,0,323554
2022-10-16,BY,994037,7118,0,986919
2022-10-16,BZ,68909,686,0,68223
2022-10-16,CA,4326086,45940,0,4280146
2022-10-16,CD,92972,1444,0,91528
2022-10-16,CF,14957,113,0,14844
2022-10-16,CG,24837,386,0,24451
2022-10-16,CH,4164685,14022,0,4150663
2022-10-16,CI,87598,827,0,86771
2022-10-16,CL,4678644,61433,0,4617211
2022-10-16,CM,121652,1935,0,119717
2022-10-16,CN,2852031,15505,0,2836526
2022-10-16,CO,6308558,141820,0,6166738
2022-10-16,CR,1127602,8974,0,1118628
2022-10-16,CU,1111258,8530,0,1102728
2022-10-16,CV,62397,410,0,61987
2022-10-16,CY,593542,1189,0,592353
2022-10-16,CZ,4141069,41388,0,4099681
2022-10-16,DE,34608837,151420,0,34457417
2022-10-16,DJ,15690,189,0,15501
2022-10-16,DK,3364246,7222,0,3357024
2022-10-16,DM,15760,74,0,15686
2022-10-16,DO,647205,4384,0,642821
2022-10-16,DZ,270740,6881,0,263859
2022-10-16,EC,1006922,35904,0,971018
2022-10-16,EE,604552,2713,0,601839
2022-10-16,EG,515645,24797,0,490848
2022-10-16,ER,10182,103,0,10079
2022-10-16,ES,13462593,114641,0,13347952
2022-10-16,ET,493783,7572,0,486211
2022-10-16,FI,1323455,6242,0,1317213
2022-10-16,FJ,68248,878,0,67370
2022-10-16,FM,21815,55,0,21760
2022-10-16,FR,36378553,156856,0,36221697
2022-10-16,GA,48810,306,0,48504
2022-10-16,GB,24021696,208678,0,23813018
2022-10-16,GD,19574,237,0,19337
2022-10-16,GE,1780691,16900,0,1763791
2022-10-16,GH,170321,1460,0,168861
2022-10-16,GM,12508,372,0,12136
2022-10-16,GN,37950,455,0,37495
2022-10-16,GQ,17081,183,0,16898
2022-10-16,GR,5026494,33313,0,4993181
2022-10-16,GT,1133421,19852,0,1113569
2022-10-16,GW,8831,176,0,8655
2022-10-16,GY,71403,1281,0,70122
2022-10-16,HN,456664,10996,0,445668
2022-10-16,HR,1241764,17023,0,1224741
2022-10-16,HT,33764,857,0,32907
2022-10-16,HU,2120543,47680,0,2072863
2022-10-16,ID,6456868,158313,0,6298555
2022-10-16,IE,1668301,7988,0,1660313
