date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2020-12-22,AD,7633,82,7073,478
2020-12-22,AE,195878,642,171451,23785
2020-12-22,AF,50190,2096,39585,8509
2020-12-22,AG,153,5,144,4
2020-12-22,AL,53814,1111,29249,23454
2020-12-22,AM,154602,2673,134586,17343
2020-12-22,AO,16802,393,9729,6680
2020-12-22,AR,1555279,42254,1379726,133299
2020-12-22,AT,342226,5540,309595,27091
2020-12-22,AU,28237,908,25718,1611
2020-12-22,AZ,205877,2294,147199,56384
2020-12-22,BA,106986,3792,72597,30597
2020-12-22,BB,327,7,284,36
2020-12-22,BD,503501,7329,441929,54243
2020-12-22,BE,629109,18821,0,610288
2020-12-22,BF,5461,77,3877,1507
2020-12-22,BG,194271,6879,105090,82302
2020-12-22,BH,90634,350,88666,1618
2020-12-22,BI,762,2,687,73
2020-12-22,BJ,3167,44,3061,62
2020-12-22,BN,152,3,149,0
2020-12-22,BO,151059,9052,128540,13467
2020-12-22,BR,7318821,188259,6501341,629221
2020-12-22,BS,7772,169,6166,1437
2020-12-22,BT,479,0,430,49
2020-12-22,BW,13622,38,11147,2437
2020-12-22,BY,177274,1341,154807,21126
2020-12-22,BZ,10257,226,8802,1229
2020-12-22,CA,525585,14607,437458,73520
2020-12-22,CD,15810,370,13736,1704
2020-12-22,CF,4936,63,1924,2949
2020-12-22,CG,6571,100,4988,1483
2020-12-22,CH,418266,6924,311500,99842
2020-12-22,CI,21942,133,21536,273
2020-12-22,CL,589189,16217,559845,13127
2020-12-22,CM,25849,448,23851,1550
2020-12-22,CN,95228,4766,88963,1499
2020-12-22,CO,1530593,40931,1394374,95288
2020-12-22,CR,160804,2051,127618,31135
2020-12-22,CU,10384,139,9219,1026
2020-12-22,CV,11636,112,11275,249
2020-12-22,CY,18004,96,2057,15851
2020-12-22,CZ,635414,10562,541012,83840
2020-12-22,DE,1570371,28096,1171444,370831
2020-12-22,DJ,5786,61,5676,49
2020-12-22,DK,140750,1070,96476,43204
2020-12-22,DM,88,0,83,5
2020-12-22,DO,161930,2398,125715,33817
2020-12-22,DZ,96069,2687,64020,29362
2020-12-22,EC,206364,13949,181618,10797
2020-12-22,EE,22647,187,14395,8065
2020-12-22,EG,127061,7167,107563,12331
2020-12-22,ER,832,1,599,232
2020-12-22,ES,1829903,49520,150376,1630007
2020-12-22,ET,120638,1864,104818,13956
2020-12-22,FI,33717,511,22500,10706
2020-12-22,FJ,46,2,44,0
2020-12-22,FR,2547577,61821,191892,2293864
2020-12-22,GA,9420,64,9283,73
2020-12-22,GB,2116609,68409,4409,2043791
2020-12-22,GD,103,0,49,54
2020-12-22,GE,212526,2182,188408,21936
2020-12-22,GH,53954,333,52675,946
2020-12-22,GM,3791,123,3659,9
2020-12-22,GN,13578,80,13001,497
2020-12-22,GQ,5231,85,5077,69
2020-12-22,GR,132430,4340,93764,34326
2020-12-22,GT,133601,4718,121936,6947
2020-12-22,GW,2447,45,2386,16
2020-12-22,GY,6216,160,5385,671
2020-12-22,HN,117588,3046,54446,60096
2020-12-22,HR,197323,3328,178880,15115
