date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2021-09-04,AD,15055,130,0,14925
2021-09-04,AE,722292,2045,0,720247
2021-09-04,AF,153375,7127,0,146248
2021-09-04,AG,1759,46,0,1713
2021-09-04,AL,150101,2512,0,147589
2021-09-04,AM,244602,4904,0,239698
2021-09-04,AO,48475,1258,0,47217
2021-09-04,AR,5202405,112444,0,5089961
2021-09-04,AT,695131,10790,0,684341
2021-09-04,AU,61619,1039,0,60580
2021-09-04,AZ,439562,5800,0,433762
2021-09-04,BA,216124,9862,0,206262
2021-09-04,BB,5248,51,0,5197
2021-09-04,BD,1512026,26493,0,1485533
2021-09-04,BE,1192008,25397,0,1166611
2021-09-04,BF,13827,171,0,13656
2021-09-04,BG,461545,19083,0,442462
2021-09-04,BH,272916,1388,0,271528
2021-09-04,BI,12585,38,0,12547
2021-09-04,BJ,16946,135,0,16811
2021-09-04,BN,3093,12,0,3081
2021-09-04,BO,492509,18507,0,474002
2021-09-04,BR,20877864,583362,0,20294502
2021-09-04,BS,18694,412,0,18282
2021-09-04,BT,2596,3,0,2593
2021-09-04,BW,159317,2276,0,157041
2021-09-04,BY,488963,3826,0,485137
2021-09-04,BZ,16750,363,0,16387
2021-09-04,CA,1520892,27069,0,1493823
2021-09-04,CD,55307,1061,0,54246
2021-09-04,CF,11296,100,0,11196
2021-09-04,CG,13588,183,0,13405
2021-09-04,CH,785696,11011,0,774685
2021-09-04,CI,56735,464,0,56271
2021-09-04,CL,1640666,37067,0,1603599
2021-09-04,CM,84210,1357,0,82853
2021-09-04,CN,107186,4848,0,102338
2021-09-04,CO,4916980,125230,0,4791750
2021-09-04,CR,472315,5568,0,466747
2021-09-04,CU,680453,5617,0,674836
2021-09-04,CV,35739,315,0,35424
2021-09-04,CY,114899,513,0,114386
2021-09-04,CZ,1680354,30406,0,1649948
2021-09-04,DE,4014858,92352,0,3922506
2021-09-04,DJ,11775,157,0,11618
2021-09-04,DK,349702,2592,0,347110
2021-09-04,DM,1832,4,0,1828
2021-09-04,DO,351453,4012,0,347441
2021-09-04,DZ,197659,5399,0,192260
2021-09-04,EC,502146,32296,0,469850
2021-09-04,EE,143533,1297,0,142236
2021-09-04,EG,289684,16776,0,272908
2021-09-04,ER,6647,38,0,6609
2021-09-04,ES,4877755,84795,0,4792960
2021-09-04,ET,313468,4749,0,308719
2021-09-04,FI,129192,1031,0,128161
2021-09-04,FJ,47709,510,0,47199
2021-09-04,FM,1,0,0,1
2021-09-04,FR,6910865,115352,0,6795513
2021-09-04,GA,26079,167,0,25912
2021-09-04,GB,6973995,133485,0,6840510
2021-09-04,GD,1098,5,0,1093
2021-09-04,GE,562627,7732,0,554895
2021-09-04,GH,120452,1052,0,119400
2021-09-04,GM,9736,323,0,9413
2021-09-04,GN,29842,352,0,29490
2021-09-04,GQ,9760,128,0,9632
2021-09-04,GR,598667,13843,0,584824
2021-09-04,GT,486819,12203,0,474616
2021-09-04,GW,5890,121,0,5769
2021-09-04,GY,26295,640,0,25655
2021-09-04,HN,343807,9023,0,334784
2021-09-04,HR,377299,8362,0,368937
2021-09-04,HT,20977,586,0,20391
2021-09-04,HU,813040,30061,0,782979
2021-09-04,ID,4123617,135469,0,3988148
2021-09-04,IE,355639,5112,0,350527
2021-09-04,IL,1112964,7154,0,1105810
2021-09-04,IN,32988673,440533,0,32548140
2021-09-04,IQ,1912395,21042,0,1891353
2021-09-04,IR,5103537,110064,0,4993473
2021-09-04,IS,11010,33,0,10977
2021-09-04,IT,4566126,129466,0,4436660
2021-09-04,JM,70657,1593,0,69064
2021-09-04,JO,800240,10463,0,789777
2021-09-04,JP,1562476,16339,0,1546137
2021-09-04,KE,239692,4778,0,234914
2021-09-04,KG,176347,2546,0,173801
2021-09-04,KH,94839,1950,0,92889
2021-09-04,KI,2,0,0,2
2021-09-04,KM,4084,147,0,3937
2021-09-04,KN,1148,4,0,1144
2021-09-04,KR,258913,2315,0,256598
2021-09-04,KW,410270,2423,0,407847
2021-09-04,KZ,884224,13732,0,870492
2021-09-04,LA,15761,16,0,15745
2021-09-04,LB,606536,8089,0,598447
2021-09-04,LC,9025,116,0,8909
2021-09-04,LI,3314,59,0,3255
2021-09-04,LK,451401,9806,0,441595
2021-09-04,LR,5727,245,0,5482
2021-09-04,LS,14395,403,0,13992
2021-09-04,LT,302014,4598,0,297416
2021-09-04,LU,76102,830,0,75272
2021-09-04,LV,144160,2584,0,141576
2021-09-04,LY,313504,4308,0,309196
2021-09-04,MA,881042,12993,0,868049
2021-09-04,MC,3232,33,0,3199
2021-09-04,MD,269986,6426,0,263560
2021-09-04,ME,117632,1753,0,115879
2021-09-04,MG,42881,957,0,41924
2021-09-04,MH,4,0,0,4
2021-09-04,MK,179587,6045,0,173542
2021-09-04,ML,14930,541,0,14389
2021-09-04,MM,412587,15795,0,396792
2021-09-04,MN,228685,957,0,227728
2021-09-04,MR,34111,733,0,33378
2021-09-04,MT,36426,442,0,35984
2021-09-04,MU,11181,31,0,11150
2021-09-04,MV,81810,226,0,81584
2021-09-04,MW,60803,2206,0,58597
2021-09-04,MX,3420880,262868,0,3158012
2021-09-04,MY,1824439,17883,0,1806556
2021-09-04,MZ,147785,1877,0,145908
2021-09-04,NA,125494,3407,0,122087
2021-09-04,NE,5880,199,0,5681
2021-09-04,NG,195052,2522,0,192530
2021-09-04,NI,11735,200,0,11535
2021-09-04,NL,1987793,18408,0,1969385
2021-09-04,NO,166200,822,0,165378
2021-09-04,NP,768295,10818,0,757477
2021-09-04,NZ,3769,27,0,3742
2021-09-04,OM,302466,4070,0,298396
