date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2021-08-24,AD,15003,130,0,14873
2021-08-24,AE,711428,2026,0,709402
2021-08-24,AF,152660,7083,0,145577
2021-08-24,AG,1540,43,0,1497
2021-08-24,AL,140521,2480,0,138041
2021-08-24,AM,238422,4768,0,233654
2021-08-24,AO,46340,1166,0,45174
2021-08-24,AR,5148085,110806,0,5037279
2021-08-24,AT,678605,10768,0,667837
2021-08-24,AU,46725,986,0,45739
2021-08-24,AZ,398034,5370,0,392664
2021-08-24,BA,210442,9750,0,200692
2021-08-24,BB,4694,48,0,4646
2021-08-24,BD,1472964,25513,0,1447451
2021-08-24,BE,1170213,25342,0,1144871
2021-08-24,BF,13725,171,0,13554
2021-08-24,BG,445097,18565,0,426532
2021-08-24,BH,271803,1387,0,270416
2021-08-24,BI,10791,38,0,10753
2021-08-24,BJ,12492,127,0,12365
2021-08-24,BN,1873,3,0,1870
2021-08-24,BO,487721,18330,0,469391
2021-08-24,BR,20614866,575742,0,20039124
2021-08-24,BS,17545,338,0,17207
2021-08-24,BT,2591,3,0,2588
2021-08-24,BW,150842,2171,0,148671
2021-08-24,BY,471495,3701,0,467794
2021-08-24,BZ,15683,355,0,15328
2021-08-24,CA,1483660,26798,0,1456862
2021-08-24,CD,54009,1053,0,52956
2021-08-24,CF,11270,99,0,11171
2021-08-24,CG,13493,179,0,13314
2021-08-24,CH,761978,10954,0,751024
2021-08-24,CI,53787,402,0,53385
2021-08-24,CL,1634774,36701,0,1598073
2021-08-24,CM,82454,1338,0,81116
2021-08-24,CN,106839,4848,0,101991
2021-08-24,CO,4894702,124388,0,4770314
2021-08-24,CR,447672,5378,0,442294
2021-08-24,CU,602526,4710,0,597816
2021-08-24,CV,34825,306,0,34519
2021-08-24,CY,112021,486,0,111535
2021-08-24,CZ,1677829,30385,0,1647444
2021-08-24,DE,3898287,92067,0,3806220
2021-08-24,DJ,11701,157,0,11544
2021-08-24,DK,340887,2570,0,338317
2021-08-24,DM,1339,1,0,1338
2021-08-24,DO,348249,4002,0,344247
2021-08-24,DZ,192626,5063,0,187563
2021-08-24,EC,499196,32104,0,467092
2021-08-24,EE,139500,1285,0,138215
2021-08-24,EG,286735,16683,0,270052
