date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2021-01-13,AD,8818,87,8070,661
2021-01-13,AE,239587,723,213149,25715
2021-01-13,AF,53584,2301,44850,6433
2021-01-13,AG,176,5,152,19
2021-01-13,AL,65334,1256,38860,25218
2021-01-13,AM,163128,2951,151246,8931
2021-01-13,AO,18425,424,15631,2370
2021-01-13,AR,1757429,44983,1536423,176023
2021-01-13,AT,385750,6868,359692,19190
2021-01-13,AU,28660,909,25875,1876
2021-01-13,AZ,225820,2957,212120,10743
2021-01-13,BA,116668,4399,83662,28607
2021-01-13,BB,1007,7,465,535
2021-01-13,BD,524910,7833,469522,47555
2021-01-13,BE,670249,20250,0,649999
2021-01-13,BF,8546,93,6119,2334
2021-01-13,BG,210416,8349,143642,58425
2021-01-13,BH,96470,356,93160,2954
2021-01-13,BI,1062,2,773,287
2021-01-13,BJ,3413,46,3222,145
2021-01-13,BN,174,3,168,3
2021-01-13,BO,178818,9493,140671,28654
2021-01-13,BR,8256536,205964,7347080,703492
2021-01-13,BS,8011,175,6351,1485
2021-01-13,BT,833,1,504,328
2021-01-13,BW,16768,59,13310,3399
2021-01-13,BY,217696,1544,200132,16020
2021-01-13,BZ,11419,278,10569,572
2021-01-13,CA,686211,17539,591131,77541
2021-01-13,CD,20003,626,14767,4610
2021-01-13,CF,4973,63,4885,25
2021-01-13,CG,7160,112,5846,1202
2021-01-13,CH,490358,8521,317600,164237
2021-01-13,CI,24369,140,22856,1373
2021-01-13,CL,652525,17204,611564,23757
2021-01-13,CM,27336,451,24892,1993
2021-01-13,CN,97275,4796,90953,1526
2021-01-13,CO,1831980,47124,1665003,119853
2021-01-13,CR,182156,2384,139967,39805
2021-01-13,CU,16044,158,12478,3408
2021-01-13,CV,12592,115,11900,577
2021-01-13,CY,28124,163,2057,25904
2021-01-13,CZ,855600,13656,692547,149397
2021-01-13,DE,1993892,44096,1640682,309114
2021-01-13,DJ,5891,61,5808,22
2021-01-13,DK,185835,1661,161841,22333
2021-01-13,DM,109,0,101,8
2021-01-13,DO,186383,2428,140217,43738
2021-01-13,DZ,102860,2819,69791,30250
2021-01-13,EC,224315,14229,193581,16505
2021-01-13,EE,34991,301,24360,10330
2021-01-13,EG,152719,8362,120312,24045
2021-01-13,ER,1596,6,934,656
2021-01-13,ES,2176089,52878,150376,1972835
2021-01-13,ET,129455,2006,114567,12882
2021-01-13,FI,39335,602,31000,7733
2021-01-13,FJ,53,2,47,4
2021-01-13,FR,2888292,69168,211598,2607526
2021-01-13,GA,9819,66,9597,156
2021-01-13,GB,3220953,84910,7430,3128613
2021-01-13,GD,132,1,123,8
2021-01-13,GE,243255,2846,227611,12798
2021-01-13,GH,56981,341,55236,1404
2021-01-13,GM,3885,125,3679,81
2021-01-13,GN,14051,81,13301,669
2021-01-13,GQ,5316,86,5169,61
2021-01-13,GR,146688,5354,93764,47570
2021-01-13,GT,145986,5117,132507,8362
2021-01-13,GW,2478,45,2400,33
2021-01-13,GY,6696,170,6063,463
2021-01-13,HN,131009,3320,59647,68042
2021-01-13,HR,222117,4472,212345,5300
2021-01-13,HT,10386,238,8888,1260
2021-01-13,HU,345710,10948,215453,119309
2021-01-13,ID,858043,24951,703464,129628
2021-01-13,IE,159144,2460,23364,133320
2021-01-13,IL,520060,3817,437790,78453
2021-01-13,IN,10512093,151727,10146763,213603
2021-01-13,IQ,605416,12915,562575,29926
2021-01-13,IR,1305339,56457,1094388,154494
2021-01-13,IS,5935,29,5742,164
2021-01-13,IT,2319036,80326,1673936,564774
2021-01-13,JM,13852,317,11568,1967
2021-01-13,JO,310968,4091,293531,13346
2021-01-13,JP,304140,4059,228917,71164
2021-01-13,KE,98555,1720,81667,15168
2021-01-13,KG,82587,1375,78358,2854
2021-01-13,KH,411,0,377,34
2021-01-13,KM,1169,33,949,187
2021-01-13,KN,34,0,31,3
2021-01-13,KR,70728,1195,55772,13761
2021-01-13,KW,155874,946,149809,5119
2021-01-13,KZ,211901,2881,185381,23639
2021-01-13,LA,41,0,40,1
2021-01-13,LB,231936,1740,145873,84323
2021-01-13,LC,502,6,319,177
2021-01-13,LI,2370,49,2211,110
2021-01-13,LK,50229,247,43267,6715
2021-01-13,LR,1877,84,1697,96
2021-01-13,LS,6241,87,1585,4569
2021-01-13,LT,163042,2314,97336,63392
2021-01-13,LU,48372,542,44935,2895
2021-01-13,LV,52032,909,36260,14863
2021-01-13,LY,106670,1629,83311,21730
2021-01-13,MA,455055,7810,429278,17967
2021-01-13,MC,1128,7,926,195
2021-01-13,MD,150946,3193,140217,7536
2021-01-13,ME,53840,737,43475,9628
2021-01-13,MG,18001,267,17447,287
2021-01-13,MH,4,0,4,0
2021-01-13,MK,87590,2657,68695,16238
2021-01-13,ML,7738,303,5374,2061
2021-01-13,MM,132260,2902,115621,13737
2021-01-13,MN,1479,2,909,568
2021-01-13,MR,15794,395,14008,1391
2021-01-13,MT,14958,234,12123,2601
2021-01-13,MU,547,10,516,21
2021-01-13,MV,14277,49,13438,790
2021-01-13,MW,9400,254,5854,3292
2021-01-13,MX,1571901,136917,1176658,258326
2021-01-13,MY,144518,563,111578,32377
2021-01-13,MZ,23726,205,18282,5239
2021-01-13,NA,29183,271,25408,3504
2021-01-13,NE,3998,136,2631,1231
2021-01-13,NG,103999,1382,82555,20062
