date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2021-03-02,AD,10908,110,10501,297
2021-03-02,AE,396771,1253,383998,11520
2021-03-02,AF,55759,2446,49347,3966
2021-03-02,AG,769,14,307,448
2021-03-02,AL,108823,1835,71173,35815
2021-03-02,AM,172456,3200,163738,5518
2021-03-02,AO,20882,510,19410,962
2021-03-02,AR,2118676,52192,1916936,149548
2021-03-02,AT,462769,8605,433873,20291
2021-03-02,AU,28996,909,22917,5170
2021-03-02,AZ,235014,3225,228982,2807
2021-03-02,BA,133088,5145,116821,11122
2021-03-02,BB,3140,36,2552,552
2021-03-02,BD,547316,8423,498391,40502
2021-03-02,BE,774344,22141,0,752203
2021-03-02,BF,12047,143,11635,269
2021-03-02,BG,252029,10391,208411,33227
2021-03-02,BH,123531,453,116487,6591
2021-03-02,BI,2224,3,773,1448
2021-03-02,BJ,5434,70,4248,1116
2021-03-02,BN,187,3,181,3
2021-03-02,BO,250557,11703,194370,44484
2021-03-02,BR,10646926,257361,9506251,883314
2021-03-02,BS,8519,179,7309,1031
2021-03-02,BT,867,1,865,1
2021-03-02,BW,30727,332,24884,5511
2021-03-02,BY,289136,1993,279450,7693
2021-03-02,BZ,12320,315,11870,135
2021-03-02,CA,878051,22043,826172,29836
2021-03-02,CD,26050,711,20466,4873
2021-03-02,CF,5004,63,4920,21
2021-03-02,CG,8820,128,7019,1673
2021-03-02,CH,558622,10005,317600,231017
2021-03-02,CI,32929,193,31866,870
2021-03-02,CL,832512,20684,787700,24128
2021-03-02,CM,35714,551,32594,2569
2021-03-02,CN,101013,4836,95721,456
2021-03-02,CO,2259599,59972,2156057,43570
2021-03-02,CR,205514,2820,183911,18783
2021-03-02,CU,51587,328,46926,4333
2021-03-02,CV,15483,148,14898,437
2021-03-02,CY,35297,232,2057,33008
2021-03-02,CZ,1252242,20701,1082617,148924
2021-03-02,DE,2462061,70926,2277626,113509
2021-03-02,DJ,6089,63,5920,106
2021-03-02,DK,212912,2368,203601,6943
2021-03-02,DM,144,0,130,14
2021-03-02,DO,240201,3118,192651,44432
2021-03-02,DZ,113430,2991,78377,32062
2021-03-02,EC,286725,15850,247898,22977
2021-03-02,EE,67739,605,50351,16783
2021-03-02,EG,183591,10778,141655,31158
