date_stamp,iso3166_1,cnt_confirmed,cnt_deaths,cnt_recovered,cnt_active
2022-11-10,AD,46664,155,0,46509
2022-11-10,AE,1040384,2348,0,1038036
2022-11-10,AF,204287,7829,0,196458
2022-11-10,AG,9106,146,0,8960
2022-11-10,AL,333103,3593,0,329510
2022-11-10,AM,445397,8709,0,436688
2022-11-10,AO,103131,1917,0,101214
2022-11-10,AR,9720232,130003,0,9590229
2022-11-10,AT,5481274,21069,0,5460205
2022-11-10,AU,10458954,15855,0,10443099
2022-11-10,AZ,823592,9957,0,813635
2022-11-10,BA,400162,16184,0,383978
2022-11-10,BB,103424,560,0,102864
2022-11-10,BD,2036061,29426,0,2006635
2022-11-10,BE,4622723,32976,0,4589747
2022-11-10,BF,21631,387,0,21244
2022-11-10,BG,1282751,37940,0,1244811
2022-11-10,BH,692885,1531,0,691354
2022-11-10,BI,50574,38,0,50536
2022-11-10,BJ,27912,163,0,27749
2022-11-10,BN,244599,225,0,244374
2022-11-10,BO,1109730,22241,0,1087489
2022-11-10,BR,34889576,688607,0,34200969
2022-11-10,BS,37429,833,0,36596
2022-11-10,BT,62430,21,0,62409
2022-11-10,BW,326344,2790,0,323554
2022-11-10,BY,994037,7118,0,986919
2022-11-10,BZ,68972,687,0,68285
2022-11-10,CA,4401096,47240,0,4353856
2022-11-10,CD,93467,1447,0,92020
2022-11-10,CF,15289,113,0,15176
2022-11-10,CG,24837,386,0,24451
2022-11-10,CH,4276848,14097,0,4262751
2022-11-10,CI,87847,829,0,87018
2022-11-10,CL,4818999,61923,0,4757076
2022-11-10,CM,123993,1965,0,122028
2022-11-10,CN,3053673,15733,0,3037940
2022-11-10,CO,6311359,141862,0,6169497
2022-11-10,CR,1138416,9009,0,1129407
2022-11-10,CU,1111311,8530,0,1102781
2022-11-10,CV,62646,410,0,62236
2022-11-10,CY,602662,1200,0,601462
2022-11-10,CZ,4164050,41698,0,4122352
2022-11-10,DE,36005025,155403,0,35849622
2022-11-10,DJ,15690,189,0,15501
2022-11-10,DK,3387782,7479,0,3380303
2022-11-10,DM,15760,74,0,15686
2022-11-10,DO,647717,4384,0,643333
2022-11-10,DZ,270917,6881,0,264036
2022-11-10,EC,1009388,35935,0,973453
2022-11-10,EE,607844,2757,0,605087
2022-11-10,EG,515645,24798,0,490847
2022-11-10,ER,10189,103,0,10086
2022-11-10,ES,13529643,115239,0,13414404
2022-11-10,ET,494119,7572,0,486547
2022-11-10,FI,1372651,6913,0,1365738
2022-11-10,FJ,68287,878,0,67409
2022-11-10,FM,22203,58,0,22145
2022-11-10,FR,37288432,158711,0,37129721
2022-11-10,GA,48945,306,0,48639
2022-11-10,GB,24179611,211415,0,23968196
2022-11-10,GD,19604,237,0,19367
2022-11-10,GE,1785138,16912,0,1768226
2022-11-10,GH,170894,1460,0,169434
2022-11-10,GM,12580,372,0,12208
2022-11-10,GN,38122,458,0,37664
2022-11-10,GQ,17182,183,0,16999
2022-11-10,GR,5250288,33888,0,5216400
2022-11-10,GT,1144358,19915,0,1124443
2022-11-10,GW,8848,176,0,8672
2022-11-10,GY,71461,1281,0,70180
2022-11-10,HN,457196,11039,0,446157
2022-11-10,HR,1249502,17212,0,1232290
2022-11-10,HT,33828,860,0,32968
2022-11-10,HU,2153564,48111,0,2105453
2022-11-10,ID,6544201,158989,0,6385212
2022-11-10,IE,1675723,8100,0,1667623
2022-11-10,IL,4693662,11788,0,4681874
2022-11-10,IN,44664810,530520,0,44134290
2022-11-10,IQ,2461857,25361,0,2436496
2022-11-10,IR,7558762,144607,0,7414155
2022-11-10,IS,206803,219,0,206584
2022-11-10,IT,23642011,179436,0,23462575
2022-11-10,JM,152306,3350,0,148956
2022-11-10,JO,1746997,14122,0,1732875
2022-11-10,JP,22981382,47442,0,22933940
2022-11-10,KE,340114,5678,0,334436
2022-11-10,KG,206464,2991,0,203473
2022-11-10,KH,137996,3056,0,134940
2022-11-10,KI,3430,13,0,3417
2022-11-10,KM,8879,161,0,8718
2022-11-10,KN,6551,46,0,6505
2022-11-10,KP,1,6,0,-5
2022-11-10,KR,26091539,29571,0,26061968
2022-11-10,KW,662359,2569,0,659790
2022-11-10,KZ,1485203,19053,0,1466150
2022-11-10,LA,216335,758,0,215577
2022-11-10,LB,1219415,10717,0,1208698
2022-11-10,LC,29654,407,0,29247
2022-11-10,LI,20741,87,0,20654
2022-11-10,LK,671369,16783,0,654586
2022-11-10,LR,7998,294,0,7704
2022-11-10,LS,34490,706,0,33784
2022-11-10,LT,1270986,9405,0,1261581
2022-11-10,LU,303571,1151,0,302420
2022-11-10,LV,956392,6073,0,950319
2022-11-10,LY,507060,6437,0,500623
2022-11-10,MA,1266350,16283,0,1250067
2022-11-10,MC,15057,65,0,14992
2022-11-10,MD,594163,11900,0,582263
2022-11-10,ME,283240,2788,0,280452
2022-11-10,MG,66788,1411,0,65377
2022-11-10,MH,15389,17,0,15372
2022-11-10,MK,344342,9564,0,334778
2022-11-10,ML,32744,742,0,32002
2022-11-10,MM,632522,19486,0,613036
2022-11-10,MN,986599,2131,0,984468
2022-11-10,MR,63407,997,0,62410
2022-11-10,MT,115547,808,0,114739
2022-11-10,MU,268397,1033,0,267364
2022-11-10,MV,185454,309,0,185145
2022-11-10,MW,88073,2685,0,85388
2022-11-10,MX,7116424,330430,0,6785994
2022-11-10,MY,4940456,36522,0,4903934
2022-11-10,MZ,230475,2224,0,228251
2022-11-10,NA,169946,4080,0,165866
2022-11-10,NE,9430,314,0,9116
2022-11-10,NG,266192,3155,0,263037
2022-11-10,NI,15203,245,0,14958
2022-11-10,NL,8636598,23511,0,8613087
2022-11-10,NO,1466313,4286,0,1462027
2022-11-10,NP,1000775,12019,0,988756
2022-11-10,NR,4611,1,0,4610
2022-11-10,NZ,1878933,2120,0,1876813
2022-11-10,OM,398775,4628,0,394147
2022-11-10,PA,991251,8509,0,982742
2022-11-10,PE,4167290,217146,0,3950144
2022-11-10,PG,45691,668,0,45023
2022-11-10,PH,4014039,64329,0,3949710
2022-11-10,PK,1574549,30629,0,1543920
2022-11-10,PL,6345679,118205,0,6227474
2022-11-10,PS,703036,5708,0,697328
2022-11-10,PT,5528365,25319,0,5503046
2022-11-10,PW,5530,7,0,5523
2022-11-10,PY,717980,19606,0,698374
2022-11-10,QA,472927,684,0,472243
2022-11-10,RO,3290987,67224,0,3223763
2022-11-10,RS,2411691,17301,0,2394390
2022-11-10,RU,21178202,382949,0,20795253
2022-11-10,RW,132611,1467,0,131144
2022-11-10,SA,824273,9426,0,814847
2022-11-10,SB,21544,153,0,21391
2022-11-10,SC,49380,171,0,49209
2022-11-10,SD,63561,4980,0,58581
2022-11-10,SE,2618688,20857,0,2597831
2022-11-10,SG,2134319,1693,0,2132626
2022-11-10,SI,1240891,6908,0,1233983
2022-11-10,SK,2646203,20656,0,2625547
2022-11-10,SL,7758,126,0,7632
2022-11-10,SM,21739,119,0,21620
2022-11-10,SN,88826,1968,0,86858
2022-11-10,SO,27254,1361,0,25893
2022-11-10,SR,81228,1392,0,79836
2022-11-10,SS,18325,138,0,18187
2022-11-10,ST,6275,77,0,6198
2022-11-10,SV,201785,4230,0,197555
2022-11-10,SY,57377,3163,0,54214
2022-11-10,SZ,73618,1422,0,72196
2022-11-10,TD,7631,194,0,7437
2022-11-10,TG,39316,290,0,39026
2022-11-10,TH,4695207,32995,0,4662212
2022-11-10,TJ,17786,125,0,17661
2022-11-10,TL,23312,138,0,23174
2022-11-10,TN,1146702,29263,0,1117439
2022-11-10,TO,16182,12,0,16170
2022-11-10,TR,16919638,101203,0,16818435
2022-11-10,TT,184949,4257,0,180692
2022-11-10,TV,163,0,0,163
2022-11-10,TW,7976205,13379,0,7962826
2022-11-10,TZ,40152,845,0,39307
2022-11-10,UA,5617950,118072,0,5499878
2022-11-10,UG,169473,3630,0,165843
2022-11-10,US,97977357,1074485,0,96902872
2022-11-10,UY,991219,7526,0,983693
2022-11-10,UZ,244878,1637,0,243241
2022-11-10,VA,29,0,0,29
2022-11-10,VC,9459,116,0,9343
2022-11-10,VE,546202,5823,0,540379
2022-11-10,VN,11507540,43166,0,11464374
2022-11-10,VU,11981,14,0,11967
2022-11-10,WS,15949,29,0,15920
2022-11-10,XK,272189,3202,0,268987
2022-11-10,YE,11945,2159,0,9786
2022-11-10,ZA,4032109,102363,0,3929746
2022-11-10,ZM,333685,4017,0,329668
2022-11-10,ZW,257893,5606,0,252287
