district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2022-10-05
11,Clinton,5,East Tennessee CORE Region,,,2022-10-05
12,Oak Ridge,5,East Tennessee CORE Region,,,2022-10-05
20,Bedford County,8,South Central CORE Region,,,2022-10-05
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-10-05
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2022-10-05
50,Blount County,5,East Tennessee CORE Region,,,2022-10-05
51,Alcoa,5,East Tennessee CORE Region,,,2022-10-05
52,Maryville,5,East Tennessee CORE Region,,,2022-10-05
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-10-05
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-10-05
70,Campbell County,5,East Tennessee CORE Region,,,2022-10-05
80,Cannon County,4,Upper Cumberland CORE Region,,,2022-10-05
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-10-05
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2022-10-05
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-10-05
94,McKenzie,1,Northwest Tennessee CORE Region,,,2022-10-05
95,South Carroll,1,Northwest Tennessee CORE Region,,,2022-10-05
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-10-05
100,Carter County,6,First Tennessee CORE Region,,,2022-10-05
101,Elizabethton,6,First Tennessee CORE Region,,,2022-10-05
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-10-05
120,Chester County,9,Southwest CORE Region,,,2022-10-05
130,Claiborne County,5,East Tennessee CORE Region,,,2022-10-05
140,Clay County,4,Upper Cumberland CORE Region,,,2022-10-05
150,Cocke County,6,First Tennessee CORE Region,,,2022-10-05
151,Newport,6,First Tennessee CORE Region,,,2022-10-05
160,Coffee County,8,South Central CORE Region,,,2022-10-05
161,Manchester,8,South Central CORE Region,,,2022-10-05
162,Tullahoma,8,South Central CORE Region,,,2022-10-05
170,Crockett County,1,Northwest Tennessee CORE Region,,,2022-10-05
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-10-05
172,Bells,1,Northwest Tennessee CORE Region,,,2022-10-05
180,Cumberland County,4,Upper Cumberland CORE Region,,,2022-10-05
190,Davidson County,3,Mid Cumberland CORE Region,,,2022-10-05
200,Decatur County,9,Southwest CORE Region,,,2022-10-05
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-10-05
220,Dickson County,3,Mid Cumberland CORE Region,,,2022-10-05
230,Dyer County,1,Northwest Tennessee CORE Region,,,2022-10-05
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2022-10-05
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-10-05
250,Fentress County,4,Upper Cumberland CORE Region,,,2022-10-05
260,Franklin County,8,South Central CORE Region,,,2022-10-05
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2022-10-05
272,Milan,1,Northwest Tennessee CORE Region,,,2022-10-05
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-10-05
274,Bradford,1,Northwest Tennessee CORE Region,,,2022-10-05
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2022-10-05
280,Giles County,8,South Central CORE Region,,,2022-10-05
290,Grainger County,5,East Tennessee CORE Region,,,2022-10-05
300,Greene County,6,First Tennessee CORE Region,,,2022-10-05
301,Greeneville,6,First Tennessee CORE Region,,,2022-10-05
310,Grundy County,7,Southeast Tennessee CORE Region,,,2022-10-05
320,Hamblen County,6,First Tennessee CORE Region,,,2022-10-05
