district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,32,19,2020-12-16
11,Clinton,5,East Tennessee CORE Region,0,0,2020-12-16
12,Oak Ridge,5,East Tennessee CORE Region,14,0,2020-12-16
20,Bedford County,8,South Central CORE Region,32,12,2020-12-16
30,Benton County,1,Northwest Tennessee CORE Region,3,0,2020-12-16
40,Bledsoe County,4,Upper Cumberland CORE Region,11,2,2020-12-16
50,Blount County,5,East Tennessee CORE Region,40,9,2020-12-16
51,Alcoa,5,East Tennessee CORE Region,,,2020-12-16
52,Maryville,5,East Tennessee CORE Region,7,0,2020-12-16
60,Bradley County,7,Southeast Tennessee CORE Region,45,17,2020-12-16
61,Cleveland,7,Southeast Tennessee CORE Region,31,9,2020-12-16
70,Campbell County,5,East Tennessee CORE Region,1,4,2020-12-16
80,Cannon County,4,Upper Cumberland CORE Region,13,0,2020-12-16
90,Carroll County,1,Northwest Tennessee CORE Region,,,2020-12-16
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2020-12-16
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,0,0,2020-12-16
94,McKenzie,1,Northwest Tennessee CORE Region,,,2020-12-16
95,South Carroll,1,Northwest Tennessee CORE Region,2,0,2020-12-16
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,2,1,2020-12-16
100,Carter County,6,First Tennessee CORE Region,9,0,2020-12-16
101,Elizabethton,6,First Tennessee CORE Region,8,9,2020-12-16
110,Cheatham County,3,Mid Cumberland CORE Region,22,14,2020-12-16
120,Chester County,9,Southwest CORE Region,0,0,2020-12-16
130,Claiborne County,5,East Tennessee CORE Region,12,5,2020-12-16
140,Clay County,4,Upper Cumberland CORE Region,17,7,2020-12-16
150,Cocke County,6,First Tennessee CORE Region,10,0,2020-12-16
151,Newport,6,First Tennessee CORE Region,6,6,2020-12-16
160,Coffee County,8,South Central CORE Region,23,6,2020-12-16
161,Manchester,8,South Central CORE Region,0,0,2020-12-16
162,Tullahoma,8,South Central CORE Region,15,0,2020-12-16
