district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2023-03-29
11,Clinton,5,East Tennessee CORE Region,,,2023-03-29
12,Oak Ridge,5,East Tennessee CORE Region,,,2023-03-29
20,Bedford County,8,South Central CORE Region,,,2023-03-29
30,Benton County,1,Northwest Tennessee CORE Region,,,2023-03-29
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2023-03-29
50,Blount County,5,East Tennessee CORE Region,,,2023-03-29
51,Alcoa,5,East Tennessee CORE Region,,,2023-03-29
52,Maryville,5,East Tennessee CORE Region,,,2023-03-29
60,Bradley County,7,Southeast Tennessee CORE Region,,,2023-03-29
61,Cleveland,7,Southeast Tennessee CORE Region,,,2023-03-29
70,Campbell County,5,East Tennessee CORE Region,,,2023-03-29
80,Cannon County,4,Upper Cumberland CORE Region,,,2023-03-29
90,Carroll County,1,Northwest Tennessee CORE Region,,,2023-03-29
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2023-03-29
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2023-03-29
94,McKenzie,1,Northwest Tennessee CORE Region,,,2023-03-29
95,South Carroll,1,Northwest Tennessee CORE Region,,,2023-03-29
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2023-03-29
100,Carter County,6,First Tennessee CORE Region,,,2023-03-29
101,Elizabethton,6,First Tennessee CORE Region,,,2023-03-29
110,Cheatham County,3,Mid Cumberland CORE Region,,,2023-03-29
120,Chester County,9,Southwest CORE Region,,,2023-03-29
130,Claiborne County,5,East Tennessee CORE Region,,,2023-03-29
140,Clay County,4,Upper Cumberland CORE Region,,,2023-03-29
150,Cocke County,6,First Tennessee CORE Region,,,2023-03-29
151,Newport,6,First Tennessee CORE Region,,,2023-03-29
160,Coffee County,8,South Central CORE Region,,,2023-03-29
161,Manchester,8,South Central CORE Region,,,2023-03-29
162,Tullahoma,8,South Central CORE Region,,,2023-03-29
170,Crockett County,1,Northwest Tennessee CORE Region,,,2023-03-29
171,Alamo,1,Northwest Tennessee CORE Region,,,2023-03-29
172,Bells,1,Northwest Tennessee CORE Region,,,2023-03-29
180,Cumberland County,4,Upper Cumberland CORE Region,,,2023-03-29
190,Davidson County,3,Mid Cumberland CORE Region,,,2023-03-29
200,Decatur County,9,Southwest CORE Region,,,2023-03-29
210,DeKalb County,4,Upper Cumberland CORE Region,,,2023-03-29
220,Dickson County,3,Mid Cumberland CORE Region,,,2023-03-29
230,Dyer County,1,Northwest Tennessee CORE Region,,,2023-03-29
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2023-03-29
240,Fayette County Public Schools,9,Southwest CORE Region,,,2023-03-29
250,Fentress County,4,Upper Cumberland CORE Region,,,2023-03-29
260,Franklin County,8,South Central CORE Region,,,2023-03-29
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2023-03-29
272,Milan,1,Northwest Tennessee CORE Region,,,2023-03-29
273,Trenton,1,Northwest Tennessee CORE Region,,,2023-03-29
274,Bradford,1,Northwest Tennessee CORE Region,,,2023-03-29
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2023-03-29
280,Giles County,8,South Central CORE Region,,,2023-03-29
290,Grainger County,5,East Tennessee CORE Region,,,2023-03-29
300,Greene County,6,First Tennessee CORE Region,,,2023-03-29
301,Greeneville,6,First Tennessee CORE Region,,,2023-03-29
