district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2022-01-12
11,Clinton,5,East Tennessee CORE Region,,,2022-01-12
12,Oak Ridge,5,East Tennessee CORE Region,15,0,2022-01-12
20,Bedford County,8,South Central CORE Region,19,6,2022-01-12
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-01-12
40,Bledsoe County,4,Upper Cumberland CORE Region,3,8,2022-01-12
50,Blount County,5,East Tennessee CORE Region,19,13,2022-01-12
51,Alcoa,5,East Tennessee CORE Region,,,2022-01-12
52,Maryville,5,East Tennessee CORE Region,,,2022-01-12
60,Bradley County,7,Southeast Tennessee CORE Region,19,12,2022-01-12
61,Cleveland,7,Southeast Tennessee CORE Region,8,11,2022-01-12
70,Campbell County,5,East Tennessee CORE Region,25,16,2022-01-12
80,Cannon County,4,Upper Cumberland CORE Region,0,0,2022-01-12
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-01-12
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,4,2,2022-01-12
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,4,1,2022-01-12
94,McKenzie,1,Northwest Tennessee CORE Region,0,2,2022-01-12
95,South Carroll,1,Northwest Tennessee CORE Region,5,2,2022-01-12
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-01-12
100,Carter County,6,First Tennessee CORE Region,,,2022-01-12
101,Elizabethton,6,First Tennessee CORE Region,14,6,2022-01-12
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-01-12
120,Chester County,9,Southwest CORE Region,38,13,2022-01-12
130,Claiborne County,5,East Tennessee CORE Region,15,4,2022-01-12
140,Clay County,4,Upper Cumberland CORE Region,8,3,2022-01-12
150,Cocke County,6,First Tennessee CORE Region,,,2022-01-12
151,Newport,6,First Tennessee CORE Region,6,6,2022-01-12
160,Coffee County,8,South Central CORE Region,24,12,2022-01-12
161,Manchester,8,South Central CORE Region,,,2022-01-12
162,Tullahoma,8,South Central CORE Region,6,0,2022-01-12
170,Crockett County,1,Northwest Tennessee CORE Region,22,8,2022-01-12
171,Alamo,1,Northwest Tennessee CORE Region,11,2,2022-01-12
172,Bells,1,Northwest Tennessee CORE Region,6,7,2022-01-12
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2022-01-12
190,Davidson County,3,Mid Cumberland CORE Region,88,269,2022-01-12
200,Decatur County,9,Southwest CORE Region,,,2022-01-12
210,DeKalb County,4,Upper Cumberland CORE Region,26,2,2022-01-12
220,Dickson County,3,Mid Cumberland CORE Region,63,18,2022-01-12
230,Dyer County,1,Northwest Tennessee CORE Region,20,14,2022-01-12
231,Dyersburg,1,Northwest Tennessee CORE Region,24,9,2022-01-12
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-01-12
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2022-01-12
260,Franklin County,8,South Central CORE Region,24,11,2022-01-12
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,12,10,2022-01-12
272,Milan,1,Northwest Tennessee CORE Region,,,2022-01-12
273,Trenton,1,Northwest Tennessee CORE Region,30,4,2022-01-12
274,Bradford,1,Northwest Tennessee CORE Region,,,2022-01-12
