district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2022-11-16
11,Clinton,5,East Tennessee CORE Region,,,2022-11-16
12,Oak Ridge,5,East Tennessee CORE Region,,,2022-11-16
20,Bedford County,8,South Central CORE Region,,,2022-11-16
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-11-16
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2022-11-16
50,Blount County,5,East Tennessee CORE Region,,,2022-11-16
51,Alcoa,5,East Tennessee CORE Region,,,2022-11-16
52,Maryville,5,East Tennessee CORE Region,,,2022-11-16
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-11-16
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-11-16
70,Campbell County,5,East Tennessee CORE Region,,,2022-11-16
80,Cannon County,4,Upper Cumberland CORE Region,,,2022-11-16
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-11-16
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2022-11-16
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-11-16
94,McKenzie,1,Northwest Tennessee CORE Region,,,2022-11-16
95,South Carroll,1,Northwest Tennessee CORE Region,,,2022-11-16
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-11-16
100,Carter County,6,First Tennessee CORE Region,,,2022-11-16
101,Elizabethton,6,First Tennessee CORE Region,,,2022-11-16
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-11-16
120,Chester County,9,Southwest CORE Region,,,2022-11-16
130,Claiborne County,5,East Tennessee CORE Region,,,2022-11-16
140,Clay County,4,Upper Cumberland CORE Region,,,2022-11-16
150,Cocke County,6,First Tennessee CORE Region,,,2022-11-16
151,Newport,6,First Tennessee CORE Region,,,2022-11-16
160,Coffee County,8,South Central CORE Region,,,2022-11-16
161,Manchester,8,South Central CORE Region,,,2022-11-16
162,Tullahoma,8,South Central CORE Region,,,2022-11-16
170,Crockett County,1,Northwest Tennessee CORE Region,,,2022-11-16
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-11-16
172,Bells,1,Northwest Tennessee CORE Region,,,2022-11-16
180,Cumberland County,4,Upper Cumberland CORE Region,,,2022-11-16
190,Davidson County,3,Mid Cumberland CORE Region,,,2022-11-16
200,Decatur County,9,Southwest CORE Region,,,2022-11-16
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-11-16
220,Dickson County,3,Mid Cumberland CORE Region,,,2022-11-16
230,Dyer County,1,Northwest Tennessee CORE Region,,,2022-11-16
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2022-11-16
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-11-16
250,Fentress County,4,Upper Cumberland CORE Region,,,2022-11-16
260,Franklin County,8,South Central CORE Region,,,2022-11-16
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2022-11-16
272,Milan,1,Northwest Tennessee CORE Region,,,2022-11-16
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-11-16
274,Bradford,1,Northwest Tennessee CORE Region,,,2022-11-16
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2022-11-16
280,Giles County,8,South Central CORE Region,,,2022-11-16
290,Grainger County,5,East Tennessee CORE Region,,,2022-11-16
300,Greene County,6,First Tennessee CORE Region,,,2022-11-16
301,Greeneville,6,First Tennessee CORE Region,,,2022-11-16
310,Grundy County,7,Southeast Tennessee CORE Region,,,2022-11-16
320,Hamblen County,6,First Tennessee CORE Region,,,2022-11-16
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2022-11-16
340,Hancock County,6,First Tennessee CORE Region,,,2022-11-16
