district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2021-02-03
11,Clinton,5,East Tennessee CORE Region,0,0,2021-02-03
12,Oak Ridge,5,East Tennessee CORE Region,,,2021-02-03
20,Bedford County,8,South Central CORE Region,23,5,2021-02-03
30,Benton County,1,Northwest Tennessee CORE Region,6,0,2021-02-03
40,Bledsoe County,4,Upper Cumberland CORE Region,9,1,2021-02-03
50,Blount County,5,East Tennessee CORE Region,14,0,2021-02-03
51,Alcoa,5,East Tennessee CORE Region,2,2,2021-02-03
52,Maryville,5,East Tennessee CORE Region,0,0,2021-02-03
60,Bradley County,7,Southeast Tennessee CORE Region,12,1,2021-02-03
61,Cleveland,7,Southeast Tennessee CORE Region,,,2021-02-03
70,Campbell County,5,East Tennessee CORE Region,,,2021-02-03
80,Cannon County,4,Upper Cumberland CORE Region,,,2021-02-03
90,Carroll County,1,Northwest Tennessee CORE Region,,,2021-02-03
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2021-02-03
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,0,0,2021-02-03
94,McKenzie,1,Northwest Tennessee CORE Region,,,2021-02-03
95,South Carroll,1,Northwest Tennessee CORE Region,,,2021-02-03
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,0,0,2021-02-03
100,Carter County,6,First Tennessee CORE Region,,,2021-02-03
101,Elizabethton,6,First Tennessee CORE Region,5,2,2021-02-03
110,Cheatham County,3,Mid Cumberland CORE Region,,,2021-02-03
120,Chester County,9,Southwest CORE Region,8,0,2021-02-03
130,Claiborne County,5,East Tennessee CORE Region,15,6,2021-02-03
140,Clay County,4,Upper Cumberland CORE Region,,,2021-02-03
150,Cocke County,6,First Tennessee CORE Region,6,0,2021-02-03
151,Newport,6,First Tennessee CORE Region,0,0,2021-02-03
160,Coffee County,8,South Central CORE Region,15,4,2021-02-03
161,Manchester,8,South Central CORE Region,0,0,2021-02-03
162,Tullahoma,8,South Central CORE Region,11,0,2021-02-03
170,Crockett County,1,Northwest Tennessee CORE Region,4,0,2021-02-03
171,Alamo,1,Northwest Tennessee CORE Region,,,2021-02-03
172,Bells,1,Northwest Tennessee CORE Region,0,0,2021-02-03
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2021-02-03
190,Davidson County,3,Mid Cumberland CORE Region,13,23,2021-02-03
200,Decatur County,9,Southwest CORE Region,1,0,2021-02-03
210,DeKalb County,4,Upper Cumberland CORE Region,4,0,2021-02-03
220,Dickson County,3,Mid Cumberland CORE Region,17,11,2021-02-03
230,Dyer County,1,Northwest Tennessee CORE Region,,,2021-02-03
231,Dyersburg,1,Northwest Tennessee CORE Region,0,0,2021-02-03
240,Fayette County Public Schools,9,Southwest CORE Region,6,2,2021-02-03
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2021-02-03
260,Franklin County,8,South Central CORE Region,13,3,2021-02-03
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,1,0,2021-02-03
272,Milan,1,Northwest Tennessee CORE Region,,,2021-02-03
273,Trenton,1,Northwest Tennessee CORE Region,,,2021-02-03
274,Bradford,1,Northwest Tennessee CORE Region,0,0,2021-02-03
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2021-02-03
280,Giles County,8,South Central CORE Region,11,1,2021-02-03
290,Grainger County,5,East Tennessee CORE Region,6,6,2021-02-03
300,Greene County,6,First Tennessee CORE Region,0,0,2021-02-03
301,Greeneville,6,First Tennessee CORE Region,5,0,2021-02-03
310,Grundy County,7,Southeast Tennessee CORE Region,4,1,2021-02-03
320,Hamblen County,6,First Tennessee CORE Region,8,11,2021-02-03
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2021-02-03
340,Hancock County,6,First Tennessee CORE Region,0,0,2021-02-03
350,Hardeman County Schools,9,Southwest CORE Region,0,0,2021-02-03
360,Hardin County,9,Southwest CORE Region,6,0,2021-02-03
370,Hawkins County,6,First Tennessee CORE Region,20,6,2021-02-03
371,Rogersville,6,First Tennessee CORE Region,,,2021-02-03
380,Haywood County,9,Southwest CORE Region,0,0,2021-02-03
390,Henderson County,9,Southwest CORE Region,3,1,2021-02-03
391,Lexington,9,Southwest CORE Region,0,0,2021-02-03
400,Henry County,1,Northwest Tennessee CORE Region,5,0,2021-02-03
401,Paris,1,Northwest Tennessee CORE Region,,,2021-02-03
410,Hickman County,8,South Central CORE Region,3,0,2021-02-03
420,Houston County,3,Mid Cumberland CORE Region,3,0,2021-02-03
430,Humphreys County,3,Mid Cumberland CORE Region,7,1,2021-02-03
440,Jackson County,4,Upper Cumberland CORE Region,1,1,2021-02-03
450,Jefferson County,5,East Tennessee CORE Region,21,6,2021-02-03
460,Johnson County,6,First Tennessee CORE Region,6,1,2021-02-03
470,Knox County,5,East Tennessee CORE Region,111,49,2021-02-03
480,Lake County,1,Northwest Tennessee CORE Region,0,0,2021-02-03
490,Lauderdale County,9,Southwest CORE Region,5,3,2021-02-03
500,Lawrence County,8,South Central CORE Region,17,9,2021-02-03
510,Lewis County,8,South Central CORE Region,3,2,2021-02-03
520,Lincoln County,8,South Central CORE Region,0,0,2021-02-03
521,Fayetteville,8,South Central CORE Region,0,0,2021-02-03
530,Loudon County,5,East Tennessee CORE Region,11,0,2021-02-03
531,Lenoir City,5,East Tennessee CORE Region,8,0,2021-02-03
540,McMinn County,7,Southeast Tennessee CORE Region,3,5,2021-02-03
541,Athens,7,Southeast Tennessee CORE Region,4,2,2021-02-03
542,Etowah,7,Southeast Tennessee CORE Region,,,2021-02-03
550,McNairy County,9,Southwest CORE Region,6,6,2021-02-03
560,Macon County,4,Upper Cumberland CORE Region,,,2021-02-03
570,Madison County,9,Southwest CORE Region,6,0,2021-02-03
580,Marion County,7,Southeast Tennessee CORE Region,,,2021-02-03
581,Richard City,7,Southeast Tennessee CORE Region,,,2021-02-03
590,Marshall County,8,South Central CORE Region,0,0,2021-02-03
600,Maury County,8,South Central CORE Region,40,14,2021-02-03
610,Meigs County,7,Southeast Tennessee CORE Region,2,1,2021-02-03
620,Monroe County,5,East Tennessee CORE Region,10,5,2021-02-03
621,Sweetwater,5,East Tennessee CORE Region,6,2,2021-02-03
630,Montgomery County,3,Mid Cumberland CORE Region,0,0,2021-02-03
640,Moore County,8,South Central CORE Region,,,2021-02-03
650,Morgan County,5,East Tennessee CORE Region,9,1,2021-02-03
660,Obion County,1,Northwest Tennessee CORE Region,0,0,2021-02-03
661,Union City,1,Northwest Tennessee CORE Region,,,2021-02-03
670,Overton County,4,Upper Cumberland CORE Region,1,2,2021-02-03
680,Perry County,8,South Central CORE Region,1,0,2021-02-03
690,Pickett County,4,Upper Cumberland CORE Region,,,2021-02-03
700,Polk County,7,Southeast Tennessee CORE Region,,,2021-02-03
710,Putnam County,4,Upper Cumberland CORE Region,23,8,2021-02-03
720,Rhea County,7,Southeast Tennessee CORE Region,4,8,2021-02-03
721,Dayton,7,Southeast Tennessee CORE Region,0,0,2021-02-03
730,Roane County,5,East Tennessee CORE Region,,,2021-02-03
740,Robertson County,3,Mid Cumberland CORE Region,27,7,2021-02-03
750,Rutherford County,3,Mid Cumberland CORE Region,97,20,2021-02-03
