district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2020-11-25
11,Clinton,5,East Tennessee CORE Region,0,0,2020-11-25
12,Oak Ridge,5,East Tennessee CORE Region,19,0,2020-11-25
20,Bedford County,8,South Central CORE Region,22,11,2020-11-25
30,Benton County,1,Northwest Tennessee CORE Region,3,5,2020-11-25
40,Bledsoe County,4,Upper Cumberland CORE Region,6,8,2020-11-25
50,Blount County,5,East Tennessee CORE Region,28,17,2020-11-25
51,Alcoa,5,East Tennessee CORE Region,,,2020-11-25
52,Maryville,5,East Tennessee CORE Region,15,0,2020-11-25
60,Bradley County,7,Southeast Tennessee CORE Region,33,13,2020-11-25
61,Cleveland,7,Southeast Tennessee CORE Region,16,6,2020-11-25
70,Campbell County,5,East Tennessee CORE Region,12,4,2020-11-25
80,Cannon County,4,Upper Cumberland CORE Region,,,2020-11-25
90,Carroll County,1,Northwest Tennessee CORE Region,,,2020-11-25
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,6,0,2020-11-25
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,0,0,2020-11-25
94,McKenzie,1,Northwest Tennessee CORE Region,,,2020-11-25
95,South Carroll,1,Northwest Tennessee CORE Region,,,2020-11-25
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,1,2,2020-11-25
100,Carter County,6,First Tennessee CORE Region,0,0,2020-11-25
101,Elizabethton,6,First Tennessee CORE Region,5,1,2020-11-25
110,Cheatham County,3,Mid Cumberland CORE Region,9,7,2020-11-25
120,Chester County,9,Southwest CORE Region,0,0,2020-11-25
130,Claiborne County,5,East Tennessee CORE Region,4,16,2020-11-25
140,Clay County,4,Upper Cumberland CORE Region,3,1,2020-11-25
150,Cocke County,6,First Tennessee CORE Region,0,0,2020-11-25
151,Newport,6,First Tennessee CORE Region,,,2020-11-25
160,Coffee County,8,South Central CORE Region,6,10,2020-11-25
161,Manchester,8,South Central CORE Region,0,0,2020-11-25
162,Tullahoma,8,South Central CORE Region,0,0,2020-11-25
170,Crockett County,1,Northwest Tennessee CORE Region,3,0,2020-11-25
171,Alamo,1,Northwest Tennessee CORE Region,,,2020-11-25
172,Bells,1,Northwest Tennessee CORE Region,0,3,2020-11-25
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2020-11-25
190,Davidson County,3,Mid Cumberland CORE Region,48,56,2020-11-25
200,Decatur County,9,Southwest CORE Region,,,2020-11-25
210,DeKalb County,4,Upper Cumberland CORE Region,5,6,2020-11-25
220,Dickson County,3,Mid Cumberland CORE Region,43,10,2020-11-25
230,Dyer County,1,Northwest Tennessee CORE Region,,,2020-11-25
231,Dyersburg,1,Northwest Tennessee CORE Region,0,0,2020-11-25
240,Fayette County Public Schools,9,Southwest CORE Region,4,4,2020-11-25
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2020-11-25
260,Franklin County,8,South Central CORE Region,15,13,2020-11-25
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2020-11-25
272,Milan,1,Northwest Tennessee CORE Region,6,1,2020-11-25
273,Trenton,1,Northwest Tennessee CORE Region,10,2,2020-11-25
274,Bradford,1,Northwest Tennessee CORE Region,,,2020-11-25
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2020-11-25
280,Giles County,8,South Central CORE Region,5,6,2020-11-25
290,Grainger County,5,East Tennessee CORE Region,8,4,2020-11-25
300,Greene County,6,First Tennessee CORE Region,19,0,2020-11-25
301,Greeneville,6,First Tennessee CORE Region,11,6,2020-11-25
310,Grundy County,7,Southeast Tennessee CORE Region,0,0,2020-11-25
320,Hamblen County,6,First Tennessee CORE Region,27,17,2020-11-25
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2020-11-25
340,Hancock County,6,First Tennessee CORE Region,1,2,2020-11-25
350,Hardeman County Schools,9,Southwest CORE Region,7,0,2020-11-25
360,Hardin County,9,Southwest CORE Region,0,0,2020-11-25
370,Hawkins County,6,First Tennessee CORE Region,,,2020-11-25
371,Rogersville,6,First Tennessee CORE Region,,,2020-11-25
380,Haywood County,9,Southwest CORE Region,0,6,2020-11-25
390,Henderson County,9,Southwest CORE Region,15,8,2020-11-25
391,Lexington,9,Southwest CORE Region,6,4,2020-11-25
400,Henry County,1,Northwest Tennessee CORE Region,22,10,2020-11-25
401,Paris,1,Northwest Tennessee CORE Region,,,2020-11-25
410,Hickman County,8,South Central CORE Region,10,3,2020-11-25
420,Houston County,3,Mid Cumberland CORE Region,,,2020-11-25
430,Humphreys County,3,Mid Cumberland CORE Region,20,19,2020-11-25
440,Jackson County,4,Upper Cumberland CORE Region,4,2,2020-11-25
450,Jefferson County,5,East Tennessee CORE Region,19,8,2020-11-25
460,Johnson County,6,First Tennessee CORE Region,0,4,2020-11-25
470,Knox County,5,East Tennessee CORE Region,105,38,2020-11-25
480,Lake County,1,Northwest Tennessee CORE Region,,,2020-11-25
490,Lauderdale County,9,Southwest CORE Region,17,1,2020-11-25
500,Lawrence County,8,South Central CORE Region,23,7,2020-11-25
510,Lewis County,8,South Central CORE Region,,,2020-11-25
520,Lincoln County,8,South Central CORE Region,,,2020-11-25
521,Fayetteville,8,South Central CORE Region,4,3,2020-11-25
530,Loudon County,5,East Tennessee CORE Region,0,0,2020-11-25
531,Lenoir City,5,East Tennessee CORE Region,0,0,2020-11-25
540,McMinn County,7,Southeast Tennessee CORE Region,31,7,2020-11-25
541,Athens,7,Southeast Tennessee CORE Region,2,5,2020-11-25
542,Etowah,7,Southeast Tennessee CORE Region,,,2020-11-25
550,McNairy County,9,Southwest CORE Region,3,5,2020-11-25
560,Macon County,4,Upper Cumberland CORE Region,8,3,2020-11-25
570,Madison County,9,Southwest CORE Region,0,0,2020-11-25
580,Marion County,7,Southeast Tennessee CORE Region,,,2020-11-25
581,Richard City,7,Southeast Tennessee CORE Region,,,2020-11-25
590,Marshall County,8,South Central CORE Region,,,2020-11-25
600,Maury County,8,South Central CORE Region,19,7,2020-11-25
610,Meigs County,7,Southeast Tennessee CORE Region,4,0,2020-11-25
620,Monroe County,5,East Tennessee CORE Region,19,4,2020-11-25
621,Sweetwater,5,East Tennessee CORE Region,5,6,2020-11-25
630,Montgomery County,3,Mid Cumberland CORE Region,65,43,2020-11-25
640,Moore County,8,South Central CORE Region,,,2020-11-25
650,Morgan County,5,East Tennessee CORE Region,20,8,2020-11-25
660,Obion County,1,Northwest Tennessee CORE Region,6,6,2020-11-25
661,Union City,1,Northwest Tennessee CORE Region,,,2020-11-25
670,Overton County,4,Upper Cumberland CORE Region,7,0,2020-11-25
680,Perry County,8,South Central CORE Region,6,2,2020-11-25
690,Pickett County,4,Upper Cumberland CORE Region,4,0,2020-11-25
700,Polk County,7,Southeast Tennessee CORE Region,,,2020-11-25
710,Putnam County,4,Upper Cumberland CORE Region,37,15,2020-11-25
720,Rhea County,7,Southeast Tennessee CORE Region,16,4,2020-11-25
721,Dayton,7,Southeast Tennessee CORE Region,2,1,2020-11-25
730,Roane County,5,East Tennessee CORE Region,12,7,2020-11-25
740,Robertson County,3,Mid Cumberland CORE Region,57,25,2020-11-25
750,Rutherford County,3,Mid Cumberland CORE Region,153,45,2020-11-25
751,Murfreesboro,3,Mid Cumberland CORE Region,0,0,2020-11-25
760,Scott County,5,East Tennessee CORE Region,,,2020-11-25
761,Oneida,5,East Tennessee CORE Region,9,5,2020-11-25
770,Sequatchie County,7,Southeast Tennessee CORE Region,2,6,2020-11-25
780,Sevier County,5,East Tennessee CORE Region,0,0,2020-11-25
792,Shelby County,9,Southwest CORE Region,1,20,2020-11-25
793,Arlington,9,Southwest CORE Region,,,2020-11-25
794,Bartlett,9,Southwest CORE Region,0,0,2020-11-25
795,Collierville,9,Southwest CORE Region,6,2,2020-11-25
796,Germantown,9,Southwest CORE Region,0,0,2020-11-25
797,Lakeland,9,Southwest CORE Region,0,0,2020-11-25
798,Millington Municipal Schools,9,Southwest CORE Region,9,6,2020-11-25
800,Smith County,4,Upper Cumberland CORE Region,,,2020-11-25
810,Stewart County,3,Mid Cumberland CORE Region,,,2020-11-25
820,Sullivan County,6,First Tennessee CORE Region,0,0,2020-11-25
821,Bristol,6,First Tennessee CORE Region,,,2020-11-25
822,Kingsport,6,First Tennessee CORE Region,9,0,2020-11-25
830,Sumner County,3,Mid Cumberland CORE Region,167,71,2020-11-25
840,Tipton County,9,Southwest CORE Region,40,0,2020-11-25
850,Trousdale County,4,Upper Cumberland CORE Region,0,0,2020-11-25
860,Unicoi County,6,First Tennessee CORE Region,,,2020-11-25
870,Union County,5,East Tennessee CORE Region,11,8,2020-11-25
880,Van Buren County,4,Upper Cumberland CORE Region,9,2,2020-11-25
890,Warren County,4,Upper Cumberland CORE Region,24,12,2020-11-25
900,Washington County,6,First Tennessee CORE Region,15,0,2020-11-25
901,Johnson City,6,First Tennessee CORE Region,0,0,2020-11-25
910,Wayne County,8,South Central CORE Region,,,2020-11-25
920,Weakley County,1,Northwest Tennessee CORE Region,9,5,2020-11-25
930,White County,4,Upper Cumberland CORE Region,,,2020-11-25
940,Williamson County,3,Mid Cumberland CORE Region,71,0,2020-11-25
941,Franklin SSD,3,Mid Cumberland CORE Region,,,2020-11-25
950,Wilson County,3,Mid Cumberland CORE Region,43,0,2020-11-25
951,Lebanon,3,Mid Cumberland CORE Region,24,7,2020-11-25
960,West Tennessee School for the Deaf,9,Southwest CORE Region,0,0,2020-11-25
961,Alvin C York Institute,4,Upper Cumberland CORE Region,4,1,2020-11-25
963,Tennessee School for Blind,3,Mid Cumberland CORE Region,1,2,2020-11-25
