district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2022-08-31
11,Clinton,5,East Tennessee CORE Region,,,2022-08-31
12,Oak Ridge,5,East Tennessee CORE Region,,,2022-08-31
20,Bedford County,8,South Central CORE Region,,,2022-08-31
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-08-31
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2022-08-31
50,Blount County,5,East Tennessee CORE Region,,,2022-08-31
51,Alcoa,5,East Tennessee CORE Region,,,2022-08-31
52,Maryville,5,East Tennessee CORE Region,,,2022-08-31
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-08-31
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-08-31
70,Campbell County,5,East Tennessee CORE Region,,,2022-08-31
80,Cannon County,4,Upper Cumberland CORE Region,,,2022-08-31
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-08-31
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2022-08-31
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-08-31
94,McKenzie,1,Northwest Tennessee CORE Region,,,2022-08-31
95,South Carroll,1,Northwest Tennessee CORE Region,,,2022-08-31
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-08-31
100,Carter County,6,First Tennessee CORE Region,,,2022-08-31
101,Elizabethton,6,First Tennessee CORE Region,,,2022-08-31
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-08-31
120,Chester County,9,Southwest CORE Region,,,2022-08-31
130,Claiborne County,5,East Tennessee CORE Region,,,2022-08-31
140,Clay County,4,Upper Cumberland CORE Region,,,2022-08-31
150,Cocke County,6,First Tennessee CORE Region,,,2022-08-31
151,Newport,6,First Tennessee CORE Region,,,2022-08-31
160,Coffee County,8,South Central CORE Region,,,2022-08-31
161,Manchester,8,South Central CORE Region,,,2022-08-31
162,Tullahoma,8,South Central CORE Region,,,2022-08-31
170,Crockett County,1,Northwest Tennessee CORE Region,,,2022-08-31
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-08-31
172,Bells,1,Northwest Tennessee CORE Region,,,2022-08-31
180,Cumberland County,4,Upper Cumberland CORE Region,,,2022-08-31
190,Davidson County,3,Mid Cumberland CORE Region,,,2022-08-31
200,Decatur County,9,Southwest CORE Region,,,2022-08-31
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-08-31
220,Dickson County,3,Mid Cumberland CORE Region,,,2022-08-31
230,Dyer County,1,Northwest Tennessee CORE Region,,,2022-08-31
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2022-08-31
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-08-31
250,Fentress County,4,Upper Cumberland CORE Region,,,2022-08-31
260,Franklin County,8,South Central CORE Region,,,2022-08-31
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2022-08-31
272,Milan,1,Northwest Tennessee CORE Region,,,2022-08-31
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-08-31
274,Bradford,1,Northwest Tennessee CORE Region,,,2022-08-31
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2022-08-31
280,Giles County,8,South Central CORE Region,,,2022-08-31
290,Grainger County,5,East Tennessee CORE Region,,,2022-08-31
300,Greene County,6,First Tennessee CORE Region,,,2022-08-31
301,Greeneville,6,First Tennessee CORE Region,,,2022-08-31
310,Grundy County,7,Southeast Tennessee CORE Region,,,2022-08-31
320,Hamblen County,6,First Tennessee CORE Region,,,2022-08-31
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2022-08-31
340,Hancock County,6,First Tennessee CORE Region,,,2022-08-31
350,Hardeman County Schools,9,Southwest CORE Region,,,2022-08-31
360,Hardin County,9,Southwest CORE Region,,,2022-08-31
370,Hawkins County,6,First Tennessee CORE Region,,,2022-08-31
371,Rogersville,6,First Tennessee CORE Region,,,2022-08-31
380,Haywood County,9,Southwest CORE Region,,,2022-08-31
390,Henderson County,9,Southwest CORE Region,,,2022-08-31
391,Lexington,9,Southwest CORE Region,,,2022-08-31
400,Henry County,1,Northwest Tennessee CORE Region,,,2022-08-31
401,Paris,1,Northwest Tennessee CORE Region,,,2022-08-31
410,Hickman County,8,South Central CORE Region,,,2022-08-31
420,Houston County,3,Mid Cumberland CORE Region,,,2022-08-31
430,Humphreys County,3,Mid Cumberland CORE Region,,,2022-08-31
440,Jackson County,4,Upper Cumberland CORE Region,,,2022-08-31
450,Jefferson County,5,East Tennessee CORE Region,,,2022-08-31
460,Johnson County,6,First Tennessee CORE Region,,,2022-08-31
470,Knox County,5,East Tennessee CORE Region,,,2022-08-31
480,Lake County,1,Northwest Tennessee CORE Region,,,2022-08-31
490,Lauderdale County,9,Southwest CORE Region,,,2022-08-31
500,Lawrence County,8,South Central CORE Region,,,2022-08-31
510,Lewis County,8,South Central CORE Region,,,2022-08-31
520,Lincoln County,8,South Central CORE Region,,,2022-08-31
521,Fayetteville,8,South Central CORE Region,,,2022-08-31
530,Loudon County,5,East Tennessee CORE Region,,,2022-08-31
531,Lenoir City,5,East Tennessee CORE Region,,,2022-08-31
540,McMinn County,7,Southeast Tennessee CORE Region,,,2022-08-31
541,Athens,7,Southeast Tennessee CORE Region,,,2022-08-31
542,Etowah,7,Southeast Tennessee CORE Region,,,2022-08-31
550,McNairy County,9,Southwest CORE Region,,,2022-08-31
560,Macon County,4,Upper Cumberland CORE Region,,,2022-08-31
570,Madison County,9,Southwest CORE Region,,,2022-08-31
580,Marion County,7,Southeast Tennessee CORE Region,,,2022-08-31
581,Richard City,7,Southeast Tennessee CORE Region,,,2022-08-31
590,Marshall County,8,South Central CORE Region,,,2022-08-31
600,Maury County,8,South Central CORE Region,,,2022-08-31
610,Meigs County,7,Southeast Tennessee CORE Region,,,2022-08-31
620,Monroe County,5,East Tennessee CORE Region,,,2022-08-31
621,Sweetwater,5,East Tennessee CORE Region,,,2022-08-31
630,Montgomery County,3,Mid Cumberland CORE Region,,,2022-08-31
640,Moore County,8,South Central CORE Region,,,2022-08-31
650,Morgan County,5,East Tennessee CORE Region,,,2022-08-31
660,Obion County,1,Northwest Tennessee CORE Region,,,2022-08-31
661,Union City,1,Northwest Tennessee CORE Region,,,2022-08-31
670,Overton County,4,Upper Cumberland CORE Region,,,2022-08-31
680,Perry County,8,South Central CORE Region,,,2022-08-31
690,Pickett County,4,Upper Cumberland CORE Region,,,2022-08-31
700,Polk County,7,Southeast Tennessee CORE Region,,,2022-08-31
710,Putnam County,4,Upper Cumberland CORE Region,,,2022-08-31
720,Rhea County,7,Southeast Tennessee CORE Region,,,2022-08-31
721,Dayton,7,Southeast Tennessee CORE Region,,,2022-08-31
