district_id,school_id,can_submit_covid_data,student_cases,staff_cases,student_cases_prev_week,staff_cases_prev_week,student_cases_inferred,staff_cases_inferred,student_cases_prev_week_inferred,staff_cases_prev_week_inferred,date_stamp,date_cases_updated,op_has_restrictions,op_restrictions,op_restrictions_reason,op_restrictions_active,op_restrictions_end_date,op_last_update,op_model_id,op_model_name,op_model_active
10,2,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,3,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,5,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,10,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,15,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,20,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,25,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,35,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,40,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,46,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,50,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,55,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,70,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,75,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,80,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,85,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
10,105,False,,,,,0,0,0,0,2021-02-03,,False,,,,,2020-08-01T00:00:00.000Z,3,Hybrid-Parent Choice,True
11,5,True,0,0,<5,0,0,0,5,0,2021-02-03,2021-02-01T15:36:56.000Z,False,,,,,2021-02-01T15:36:56.000Z,3,Hybrid-Parent Choice,True
11,10,True,0,0,0,0,0,0,0,0,2021-02-03,2021-02-01T15:37:03.000Z,False,,,,,2021-02-01T15:37:03.000Z,3,Hybrid-Parent Choice,True
11,15,True,0,0,0,0,0,0,0,0,2021-02-03,2021-02-01T15:37:10.000Z,False,,,,,2021-02-01T15:37:10.000Z,3,Hybrid-Parent Choice,True
12,15,True,,,<5,0,0,0,5,0,2021-02-03,,False,,,,,2021-01-25T14:09:41.000Z,3,Hybrid-Parent Choice,True
12,25,True,,,0,0,0,0,0,0,2021-02-03,,False,,,,,2021-01-25T14:10:05.000Z,3,Hybrid-Parent Choice,True
12,30,True,,,<5,<5,0,0,5,5,2021-02-03,,False,,,,,2021-01-25T14:10:22.000Z,3,Hybrid-Parent Choice,True
12,35,True,,,8,0,0,0,8,0,2021-02-03,,False,,,,,2021-01-25T14:10:47.000Z,3,Hybrid-Parent Choice,True
12,40,True,,,0,0,0,0,0,0,2021-02-03,,False,,,,,2021-01-25T14:11:02.000Z,3,Hybrid-Parent Choice,True
12,45,True,,,<5,<5,0,0,5,5,2021-02-03,,False,,,,,2021-01-25T14:11:19.000Z,3,Hybrid-Parent Choice,True
12,50,True,,,0,<5,0,0,0,5,2021-02-03,,False,,,,,2021-01-25T14:11:36.000Z,3,Hybrid-Parent Choice,True
20,12,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2021-01-15T21:04:05.000Z,3,Hybrid-Parent Choice,True
20,13,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2021-01-15T21:04:22.000Z,3,Hybrid-Parent Choice,True
20,15,True,,,,,0,0,0,0,2021-02-03,,False,,,,,2021-01-15T21:05:21.000Z,3,Hybrid-Parent Choice,True
