district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,9,1,2022-03-02
11,Clinton,5,East Tennessee CORE Region,,,2022-03-02
12,Oak Ridge,5,East Tennessee CORE Region,0,0,2022-03-02
20,Bedford County,8,South Central CORE Region,,,2022-03-02
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-03-02
40,Bledsoe County,4,Upper Cumberland CORE Region,1,0,2022-03-02
50,Blount County,5,East Tennessee CORE Region,14,5,2022-03-02
51,Alcoa,5,East Tennessee CORE Region,,,2022-03-02
52,Maryville,5,East Tennessee CORE Region,,,2022-03-02
60,Bradley County,7,Southeast Tennessee CORE Region,5,1,2022-03-02
61,Cleveland,7,Southeast Tennessee CORE Region,6,0,2022-03-02
70,Campbell County,5,East Tennessee CORE Region,10,1,2022-03-02
80,Cannon County,4,Upper Cumberland CORE Region,0,0,2022-03-02
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-03-02
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,2,0,2022-03-02
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-03-02
94,McKenzie,1,Northwest Tennessee CORE Region,,,2022-03-02
95,South Carroll,1,Northwest Tennessee CORE Region,0,0,2022-03-02
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,0,0,2022-03-02
100,Carter County,6,First Tennessee CORE Region,,,2022-03-02
101,Elizabethton,6,First Tennessee CORE Region,,,2022-03-02
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-03-02
120,Chester County,9,Southwest CORE Region,2,1,2022-03-02
130,Claiborne County,5,East Tennessee CORE Region,3,2,2022-03-02
140,Clay County,4,Upper Cumberland CORE Region,1,0,2022-03-02
150,Cocke County,6,First Tennessee CORE Region,,,2022-03-02
151,Newport,6,First Tennessee CORE Region,,,2022-03-02
160,Coffee County,8,South Central CORE Region,3,0,2022-03-02
161,Manchester,8,South Central CORE Region,0,0,2022-03-02
162,Tullahoma,8,South Central CORE Region,0,0,2022-03-02
170,Crockett County,1,Northwest Tennessee CORE Region,0,0,2022-03-02
171,Alamo,1,Northwest Tennessee CORE Region,1,0,2022-03-02
172,Bells,1,Northwest Tennessee CORE Region,,,2022-03-02
180,Cumberland County,4,Upper Cumberland CORE Region,,,2022-03-02
190,Davidson County,3,Mid Cumberland CORE Region,71,15,2022-03-02
200,Decatur County,9,Southwest CORE Region,,,2022-03-02
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-03-02
220,Dickson County,3,Mid Cumberland CORE Region,14,2,2022-03-02
230,Dyer County,1,Northwest Tennessee CORE Region,3,0,2022-03-02
231,Dyersburg,1,Northwest Tennessee CORE Region,1,0,2022-03-02
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-03-02
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2022-03-02
260,Franklin County,8,South Central CORE Region,,,2022-03-02
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,0,0,2022-03-02
272,Milan,1,Northwest Tennessee CORE Region,0,0,2022-03-02
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-03-02
274,Bradford,1,Northwest Tennessee CORE Region,0,0,2022-03-02
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,0,0,2022-03-02
280,Giles County,8,South Central CORE Region,,,2022-03-02
290,Grainger County,5,East Tennessee CORE Region,,,2022-03-02
300,Greene County,6,First Tennessee CORE Region,0,0,2022-03-02
301,Greeneville,6,First Tennessee CORE Region,5,0,2022-03-02
310,Grundy County,7,Southeast Tennessee CORE Region,0,0,2022-03-02
320,Hamblen County,6,First Tennessee CORE Region,,,2022-03-02
330,Hamilton County,7,Southeast Tennessee CORE Region,20,5,2022-03-02
340,Hancock County,6,First Tennessee CORE Region,,,2022-03-02
350,Hardeman County Schools,9,Southwest CORE Region,0,0,2022-03-02
360,Hardin County,9,Southwest CORE Region,0,0,2022-03-02
370,Hawkins County,6,First Tennessee CORE Region,,,2022-03-02
371,Rogersville,6,First Tennessee CORE Region,3,0,2022-03-02
380,Haywood County,9,Southwest CORE Region,0,0,2022-03-02
390,Henderson County,9,Southwest CORE Region,8,1,2022-03-02
391,Lexington,9,Southwest CORE Region,0,0,2022-03-02
400,Henry County,1,Northwest Tennessee CORE Region,,,2022-03-02
401,Paris,1,Northwest Tennessee CORE Region,,,2022-03-02
410,Hickman County,8,South Central CORE Region,0,0,2022-03-02
420,Houston County,3,Mid Cumberland CORE Region,1,1,2022-03-02
430,Humphreys County,3,Mid Cumberland CORE Region,,,2022-03-02
440,Jackson County,4,Upper Cumberland CORE Region,,,2022-03-02
450,Jefferson County,5,East Tennessee CORE Region,2,0,2022-03-02
460,Johnson County,6,First Tennessee CORE Region,,,2022-03-02
470,Knox County,5,East Tennessee CORE Region,,,2022-03-02
480,Lake County,1,Northwest Tennessee CORE Region,,,2022-03-02
490,Lauderdale County,9,Southwest CORE Region,0,0,2022-03-02
500,Lawrence County,8,South Central CORE Region,,,2022-03-02
510,Lewis County,8,South Central CORE Region,,,2022-03-02
520,Lincoln County,8,South Central CORE Region,0,0,2022-03-02
521,Fayetteville,8,South Central CORE Region,,,2022-03-02
530,Loudon County,5,East Tennessee CORE Region,0,0,2022-03-02
531,Lenoir City,5,East Tennessee CORE Region,0,0,2022-03-02
540,McMinn County,7,Southeast Tennessee CORE Region,,,2022-03-02
541,Athens,7,Southeast Tennessee CORE Region,0,0,2022-03-02
542,Etowah,7,Southeast Tennessee CORE Region,,,2022-03-02
550,McNairy County,9,Southwest CORE Region,,,2022-03-02
560,Macon County,4,Upper Cumberland CORE Region,,,2022-03-02
570,Madison County,9,Southwest CORE Region,,,2022-03-02
580,Marion County,7,Southeast Tennessee CORE Region,,,2022-03-02
