district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,2,0,2022-03-09
11,Clinton,5,East Tennessee CORE Region,0,0,2022-03-09
12,Oak Ridge,5,East Tennessee CORE Region,0,0,2022-03-09
20,Bedford County,8,South Central CORE Region,,,2022-03-09
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-03-09
40,Bledsoe County,4,Upper Cumberland CORE Region,0,0,2022-03-09
50,Blount County,5,East Tennessee CORE Region,1,0,2022-03-09
51,Alcoa,5,East Tennessee CORE Region,,,2022-03-09
52,Maryville,5,East Tennessee CORE Region,,,2022-03-09
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-03-09
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-03-09
70,Campbell County,5,East Tennessee CORE Region,5,0,2022-03-09
80,Cannon County,4,Upper Cumberland CORE Region,0,0,2022-03-09
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-03-09
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2022-03-09
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-03-09
94,McKenzie,1,Northwest Tennessee CORE Region,0,1,2022-03-09
95,South Carroll,1,Northwest Tennessee CORE Region,0,0,2022-03-09
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-03-09
100,Carter County,6,First Tennessee CORE Region,,,2022-03-09
101,Elizabethton,6,First Tennessee CORE Region,0,0,2022-03-09
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-03-09
120,Chester County,9,Southwest CORE Region,3,0,2022-03-09
130,Claiborne County,5,East Tennessee CORE Region,,,2022-03-09
140,Clay County,4,Upper Cumberland CORE Region,0,0,2022-03-09
150,Cocke County,6,First Tennessee CORE Region,,,2022-03-09
151,Newport,6,First Tennessee CORE Region,5,0,2022-03-09
160,Coffee County,8,South Central CORE Region,1,0,2022-03-09
161,Manchester,8,South Central CORE Region,,,2022-03-09
162,Tullahoma,8,South Central CORE Region,0,0,2022-03-09
170,Crockett County,1,Northwest Tennessee CORE Region,0,0,2022-03-09
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-03-09
172,Bells,1,Northwest Tennessee CORE Region,0,0,2022-03-09
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2022-03-09
190,Davidson County,3,Mid Cumberland CORE Region,40,15,2022-03-09
200,Decatur County,9,Southwest CORE Region,,,2022-03-09
210,DeKalb County,4,Upper Cumberland CORE Region,0,0,2022-03-09
220,Dickson County,3,Mid Cumberland CORE Region,2,3,2022-03-09
