district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,9,5,2020-10-22
11,Clinton,5,East Tennessee CORE Region,0,0,2020-10-22
12,Oak Ridge,5,East Tennessee CORE Region,0,0,2020-10-22
20,Bedford County,8,South Central CORE Region,5,3,2020-10-22
30,Benton County,1,Northwest Tennessee CORE Region,,,2020-10-22
40,Bledsoe County,4,Upper Cumberland CORE Region,1,0,2020-10-22
50,Blount County,5,East Tennessee CORE Region,7,3,2020-10-22
51,Alcoa,5,East Tennessee CORE Region,1,0,2020-10-22
52,Maryville,5,East Tennessee CORE Region,0,0,2020-10-22
60,Bradley County,7,Southeast Tennessee CORE Region,7,2,2020-10-22
61,Cleveland,7,Southeast Tennessee CORE Region,1,1,2020-10-22
70,Campbell County,5,East Tennessee CORE Region,2,2,2020-10-22
80,Cannon County,4,Upper Cumberland CORE Region,,,2020-10-22
90,Carroll County,1,Northwest Tennessee CORE Region,,,2020-10-22
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2020-10-22
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2020-10-22
94,McKenzie,1,Northwest Tennessee CORE Region,,,2020-10-22
95,South Carroll,1,Northwest Tennessee CORE Region,0,0,2020-10-22
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,0,0,2020-10-22
100,Carter County,6,First Tennessee CORE Region,0,0,2020-10-22
101,Elizabethton,6,First Tennessee CORE Region,0,1,2020-10-22
110,Cheatham County,3,Mid Cumberland CORE Region,0,0,2020-10-22
120,Chester County,9,Southwest CORE Region,0,0,2020-10-22
130,Claiborne County,5,East Tennessee CORE Region,1,0,2020-10-22
140,Clay County,4,Upper Cumberland CORE Region,2,2,2020-10-22
150,Cocke County,6,First Tennessee CORE Region,0,0,2020-10-22
151,Newport,6,First Tennessee CORE Region,0,1,2020-10-22
160,Coffee County,8,South Central CORE Region,13,4,2020-10-22
161,Manchester,8,South Central CORE Region,0,0,2020-10-22
162,Tullahoma,8,South Central CORE Region,0,0,2020-10-22
