district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2023-02-08
11,Clinton,5,East Tennessee CORE Region,,,2023-02-08
12,Oak Ridge,5,East Tennessee CORE Region,,,2023-02-08
20,Bedford County,8,South Central CORE Region,,,2023-02-08
30,Benton County,1,Northwest Tennessee CORE Region,,,2023-02-08
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2023-02-08
50,Blount County,5,East Tennessee CORE Region,,,2023-02-08
51,Alcoa,5,East Tennessee CORE Region,,,2023-02-08
52,Maryville,5,East Tennessee CORE Region,,,2023-02-08
60,Bradley County,7,Southeast Tennessee CORE Region,,,2023-02-08
61,Cleveland,7,Southeast Tennessee CORE Region,,,2023-02-08
70,Campbell County,5,East Tennessee CORE Region,,,2023-02-08
80,Cannon County,4,Upper Cumberland CORE Region,,,2023-02-08
90,Carroll County,1,Northwest Tennessee CORE Region,,,2023-02-08
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2023-02-08
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2023-02-08
94,McKenzie,1,Northwest Tennessee CORE Region,,,2023-02-08
95,South Carroll,1,Northwest Tennessee CORE Region,,,2023-02-08
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2023-02-08
100,Carter County,6,First Tennessee CORE Region,,,2023-02-08
101,Elizabethton,6,First Tennessee CORE Region,,,2023-02-08
110,Cheatham County,3,Mid Cumberland CORE Region,,,2023-02-08
120,Chester County,9,Southwest CORE Region,,,2023-02-08
130,Claiborne County,5,East Tennessee CORE Region,,,2023-02-08
140,Clay County,4,Upper Cumberland CORE Region,,,2023-02-08
150,Cocke County,6,First Tennessee CORE Region,,,2023-02-08
151,Newport,6,First Tennessee CORE Region,,,2023-02-08
160,Coffee County,8,South Central CORE Region,,,2023-02-08
161,Manchester,8,South Central CORE Region,,,2023-02-08
162,Tullahoma,8,South Central CORE Region,,,2023-02-08
170,Crockett County,1,Northwest Tennessee CORE Region,,,2023-02-08
171,Alamo,1,Northwest Tennessee CORE Region,,,2023-02-08
172,Bells,1,Northwest Tennessee CORE Region,,,2023-02-08
180,Cumberland County,4,Upper Cumberland CORE Region,,,2023-02-08
190,Davidson County,3,Mid Cumberland CORE Region,,,2023-02-08
200,Decatur County,9,Southwest CORE Region,,,2023-02-08
210,DeKalb County,4,Upper Cumberland CORE Region,,,2023-02-08
220,Dickson County,3,Mid Cumberland CORE Region,,,2023-02-08
230,Dyer County,1,Northwest Tennessee CORE Region,,,2023-02-08
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2023-02-08
240,Fayette County Public Schools,9,Southwest CORE Region,,,2023-02-08
250,Fentress County,4,Upper Cumberland CORE Region,,,2023-02-08
260,Franklin County,8,South Central CORE Region,,,2023-02-08
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2023-02-08
272,Milan,1,Northwest Tennessee CORE Region,,,2023-02-08
273,Trenton,1,Northwest Tennessee CORE Region,,,2023-02-08
