district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2022-12-21
11,Clinton,5,East Tennessee CORE Region,,,2022-12-21
12,Oak Ridge,5,East Tennessee CORE Region,,,2022-12-21
20,Bedford County,8,South Central CORE Region,,,2022-12-21
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-12-21
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2022-12-21
50,Blount County,5,East Tennessee CORE Region,,,2022-12-21
51,Alcoa,5,East Tennessee CORE Region,,,2022-12-21
52,Maryville,5,East Tennessee CORE Region,,,2022-12-21
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-12-21
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-12-21
70,Campbell County,5,East Tennessee CORE Region,,,2022-12-21
80,Cannon County,4,Upper Cumberland CORE Region,,,2022-12-21
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-12-21
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,,,2022-12-21
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-12-21
94,McKenzie,1,Northwest Tennessee CORE Region,,,2022-12-21
95,South Carroll,1,Northwest Tennessee CORE Region,,,2022-12-21
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-12-21
100,Carter County,6,First Tennessee CORE Region,,,2022-12-21
101,Elizabethton,6,First Tennessee CORE Region,,,2022-12-21
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-12-21
120,Chester County,9,Southwest CORE Region,,,2022-12-21
130,Claiborne County,5,East Tennessee CORE Region,,,2022-12-21
140,Clay County,4,Upper Cumberland CORE Region,,,2022-12-21
150,Cocke County,6,First Tennessee CORE Region,,,2022-12-21
151,Newport,6,First Tennessee CORE Region,,,2022-12-21
160,Coffee County,8,South Central CORE Region,,,2022-12-21
161,Manchester,8,South Central CORE Region,,,2022-12-21
162,Tullahoma,8,South Central CORE Region,,,2022-12-21
170,Crockett County,1,Northwest Tennessee CORE Region,,,2022-12-21
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-12-21
172,Bells,1,Northwest Tennessee CORE Region,,,2022-12-21
180,Cumberland County,4,Upper Cumberland CORE Region,,,2022-12-21
190,Davidson County,3,Mid Cumberland CORE Region,,,2022-12-21
200,Decatur County,9,Southwest CORE Region,,,2022-12-21
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-12-21
220,Dickson County,3,Mid Cumberland CORE Region,,,2022-12-21
230,Dyer County,1,Northwest Tennessee CORE Region,,,2022-12-21
231,Dyersburg,1,Northwest Tennessee CORE Region,,,2022-12-21
240,Fayette County Public Schools,9,Southwest CORE Region,,,2022-12-21
250,Fentress County,4,Upper Cumberland CORE Region,,,2022-12-21
260,Franklin County,8,South Central CORE Region,,,2022-12-21
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,,,2022-12-21
272,Milan,1,Northwest Tennessee CORE Region,,,2022-12-21
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-12-21
274,Bradford,1,Northwest Tennessee CORE Region,,,2022-12-21
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,,,2022-12-21
280,Giles County,8,South Central CORE Region,,,2022-12-21
290,Grainger County,5,East Tennessee CORE Region,,,2022-12-21
300,Greene County,6,First Tennessee CORE Region,,,2022-12-21
301,Greeneville,6,First Tennessee CORE Region,,,2022-12-21
310,Grundy County,7,Southeast Tennessee CORE Region,,,2022-12-21
320,Hamblen County,6,First Tennessee CORE Region,,,2022-12-21
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2022-12-21
340,Hancock County,6,First Tennessee CORE Region,,,2022-12-21
350,Hardeman County Schools,9,Southwest CORE Region,,,2022-12-21
360,Hardin County,9,Southwest CORE Region,,,2022-12-21
370,Hawkins County,6,First Tennessee CORE Region,,,2022-12-21
371,Rogersville,6,First Tennessee CORE Region,,,2022-12-21
380,Haywood County,9,Southwest CORE Region,,,2022-12-21
390,Henderson County,9,Southwest CORE Region,,,2022-12-21
391,Lexington,9,Southwest CORE Region,,,2022-12-21
400,Henry County,1,Northwest Tennessee CORE Region,,,2022-12-21
401,Paris,1,Northwest Tennessee CORE Region,,,2022-12-21
410,Hickman County,8,South Central CORE Region,,,2022-12-21
420,Houston County,3,Mid Cumberland CORE Region,,,2022-12-21
430,Humphreys County,3,Mid Cumberland CORE Region,,,2022-12-21
440,Jackson County,4,Upper Cumberland CORE Region,,,2022-12-21
450,Jefferson County,5,East Tennessee CORE Region,,,2022-12-21
460,Johnson County,6,First Tennessee CORE Region,,,2022-12-21
470,Knox County,5,East Tennessee CORE Region,,,2022-12-21
480,Lake County,1,Northwest Tennessee CORE Region,,,2022-12-21
490,Lauderdale County,9,Southwest CORE Region,,,2022-12-21
500,Lawrence County,8,South Central CORE Region,,,2022-12-21
510,Lewis County,8,South Central CORE Region,,,2022-12-21
520,Lincoln County,8,South Central CORE Region,,,2022-12-21
521,Fayetteville,8,South Central CORE Region,,,2022-12-21
530,Loudon County,5,East Tennessee CORE Region,,,2022-12-21
531,Lenoir City,5,East Tennessee CORE Region,,,2022-12-21
540,McMinn County,7,Southeast Tennessee CORE Region,,,2022-12-21
541,Athens,7,Southeast Tennessee CORE Region,,,2022-12-21
542,Etowah,7,Southeast Tennessee CORE Region,,,2022-12-21
550,McNairy County,9,Southwest CORE Region,,,2022-12-21
560,Macon County,4,Upper Cumberland CORE Region,,,2022-12-21
570,Madison County,9,Southwest CORE Region,,,2022-12-21
580,Marion County,7,Southeast Tennessee CORE Region,,,2022-12-21
581,Richard City,7,Southeast Tennessee CORE Region,,,2022-12-21
590,Marshall County,8,South Central CORE Region,,,2022-12-21
600,Maury County,8,South Central CORE Region,,,2022-12-21
610,Meigs County,7,Southeast Tennessee CORE Region,,,2022-12-21
620,Monroe County,5,East Tennessee CORE Region,,,2022-12-21
621,Sweetwater,5,East Tennessee CORE Region,,,2022-12-21
630,Montgomery County,3,Mid Cumberland CORE Region,,,2022-12-21
640,Moore County,8,South Central CORE Region,,,2022-12-21
650,Morgan County,5,East Tennessee CORE Region,,,2022-12-21
660,Obion County,1,Northwest Tennessee CORE Region,,,2022-12-21
661,Union City,1,Northwest Tennessee CORE Region,,,2022-12-21
670,Overton County,4,Upper Cumberland CORE Region,,,2022-12-21
680,Perry County,8,South Central CORE Region,,,2022-12-21
690,Pickett County,4,Upper Cumberland CORE Region,,,2022-12-21
700,Polk County,7,Southeast Tennessee CORE Region,,,2022-12-21
710,Putnam County,4,Upper Cumberland CORE Region,,,2022-12-21
720,Rhea County,7,Southeast Tennessee CORE Region,,,2022-12-21
721,Dayton,7,Southeast Tennessee CORE Region,,,2022-12-21
730,Roane County,5,East Tennessee CORE Region,,,2022-12-21
740,Robertson County,3,Mid Cumberland CORE Region,,,2022-12-21
750,Rutherford County,3,Mid Cumberland CORE Region,,,2022-12-21
751,Murfreesboro,3,Mid Cumberland CORE Region,,,2022-12-21
760,Scott County,5,East Tennessee CORE Region,,,2022-12-21
761,Oneida,5,East Tennessee CORE Region,,,2022-12-21
770,Sequatchie County,7,Southeast Tennessee CORE Region,,,2022-12-21
780,Sevier County,5,East Tennessee CORE Region,,,2022-12-21
