district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,,,2021-02-10
11,Clinton,5,East Tennessee CORE Region,,,2021-02-10
12,Oak Ridge,5,East Tennessee CORE Region,0,0,2021-02-10
20,Bedford County,8,South Central CORE Region,5,4,2021-02-10
30,Benton County,1,Northwest Tennessee CORE Region,2,0,2021-02-10
40,Bledsoe County,4,Upper Cumberland CORE Region,9,3,2021-02-10
50,Blount County,5,East Tennessee CORE Region,0,0,2021-02-10
51,Alcoa,5,East Tennessee CORE Region,6,3,2021-02-10
52,Maryville,5,East Tennessee CORE Region,0,0,2021-02-10
60,Bradley County,7,Southeast Tennessee CORE Region,16,8,2021-02-10
61,Cleveland,7,Southeast Tennessee CORE Region,9,3,2021-02-10
70,Campbell County,5,East Tennessee CORE Region,10,1,2021-02-10
80,Cannon County,4,Upper Cumberland CORE Region,,,2021-02-10
90,Carroll County,1,Northwest Tennessee CORE Region,,,2021-02-10
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2021-02-10
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,0,0,2021-02-10
94,McKenzie,1,Northwest Tennessee CORE Region,,,2021-02-10
95,South Carroll,1,Northwest Tennessee CORE Region,,,2021-02-10
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2021-02-10
100,Carter County,6,First Tennessee CORE Region,,,2021-02-10
101,Elizabethton,6,First Tennessee CORE Region,3,0,2021-02-10
110,Cheatham County,3,Mid Cumberland CORE Region,7,1,2021-02-10
120,Chester County,9,Southwest CORE Region,10,0,2021-02-10
130,Claiborne County,5,East Tennessee CORE Region,6,6,2021-02-10
140,Clay County,4,Upper Cumberland CORE Region,4,4,2021-02-10
150,Cocke County,6,First Tennessee CORE Region,0,0,2021-02-10
151,Newport,6,First Tennessee CORE Region,,,2021-02-10
160,Coffee County,8,South Central CORE Region,15,9,2021-02-10
161,Manchester,8,South Central CORE Region,0,0,2021-02-10
162,Tullahoma,8,South Central CORE Region,0,0,2021-02-10
170,Crockett County,1,Northwest Tennessee CORE Region,,,2021-02-10
171,Alamo,1,Northwest Tennessee CORE Region,,,2021-02-10
172,Bells,1,Northwest Tennessee CORE Region,0,0,2021-02-10
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2021-02-10
190,Davidson County,3,Mid Cumberland CORE Region,19,34,2021-02-10
200,Decatur County,9,Southwest CORE Region,0,0,2021-02-10
210,DeKalb County,4,Upper Cumberland CORE Region,13,2,2021-02-10
220,Dickson County,3,Mid Cumberland CORE Region,23,5,2021-02-10
230,Dyer County,1,Northwest Tennessee CORE Region,5,1,2021-02-10
231,Dyersburg,1,Northwest Tennessee CORE Region,0,0,2021-02-10
240,Fayette County Public Schools,9,Southwest CORE Region,2,3,2021-02-10
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2021-02-10
260,Franklin County,8,South Central CORE Region,13,7,2021-02-10
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,0,0,2021-02-10
272,Milan,1,Northwest Tennessee CORE Region,8,1,2021-02-10
273,Trenton,1,Northwest Tennessee CORE Region,5,1,2021-02-10
274,Bradford,1,Northwest Tennessee CORE Region,1,0,2021-02-10
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,0,0,2021-02-10
280,Giles County,8,South Central CORE Region,20,8,2021-02-10
290,Grainger County,5,East Tennessee CORE Region,,,2021-02-10
300,Greene County,6,First Tennessee CORE Region,0,0,2021-02-10
301,Greeneville,6,First Tennessee CORE Region,4,0,2021-02-10
310,Grundy County,7,Southeast Tennessee CORE Region,6,6,2021-02-10
320,Hamblen County,6,First Tennessee CORE Region,,,2021-02-10
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2021-02-10
340,Hancock County,6,First Tennessee CORE Region,0,0,2021-02-10
350,Hardeman County Schools,9,Southwest CORE Region,,,2021-02-10
360,Hardin County,9,Southwest CORE Region,0,0,2021-02-10
370,Hawkins County,6,First Tennessee CORE Region,13,4,2021-02-10
371,Rogersville,6,First Tennessee CORE Region,,,2021-02-10
380,Haywood County,9,Southwest CORE Region,0,0,2021-02-10
390,Henderson County,9,Southwest CORE Region,1,3,2021-02-10
391,Lexington,9,Southwest CORE Region,0,0,2021-02-10
400,Henry County,1,Northwest Tennessee CORE Region,1,2,2021-02-10
401,Paris,1,Northwest Tennessee CORE Region,1,2,2021-02-10
410,Hickman County,8,South Central CORE Region,2,0,2021-02-10
420,Houston County,3,Mid Cumberland CORE Region,2,1,2021-02-10
430,Humphreys County,3,Mid Cumberland CORE Region,1,0,2021-02-10
440,Jackson County,4,Upper Cumberland CORE Region,,,2021-02-10
450,Jefferson County,5,East Tennessee CORE Region,7,4,2021-02-10
460,Johnson County,6,First Tennessee CORE Region,1,0,2021-02-10
470,Knox County,5,East Tennessee CORE Region,127,48,2021-02-10
480,Lake County,1,Northwest Tennessee CORE Region,0,0,2021-02-10
490,Lauderdale County,9,Southwest CORE Region,4,4,2021-02-10
500,Lawrence County,8,South Central CORE Region,15,4,2021-02-10
510,Lewis County,8,South Central CORE Region,4,0,2021-02-10
520,Lincoln County,8,South Central CORE Region,0,0,2021-02-10
521,Fayetteville,8,South Central CORE Region,1,1,2021-02-10
530,Loudon County,5,East Tennessee CORE Region,0,0,2021-02-10
