district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
10,Anderson County,5,East Tennessee CORE Region,1,0,2022-04-06
11,Clinton,5,East Tennessee CORE Region,0,0,2022-04-06
12,Oak Ridge,5,East Tennessee CORE Region,,,2022-04-06
20,Bedford County,8,South Central CORE Region,,,2022-04-06
30,Benton County,1,Northwest Tennessee CORE Region,,,2022-04-06
40,Bledsoe County,4,Upper Cumberland CORE Region,,,2022-04-06
50,Blount County,5,East Tennessee CORE Region,1,0,2022-04-06
51,Alcoa,5,East Tennessee CORE Region,,,2022-04-06
52,Maryville,5,East Tennessee CORE Region,,,2022-04-06
60,Bradley County,7,Southeast Tennessee CORE Region,,,2022-04-06
61,Cleveland,7,Southeast Tennessee CORE Region,,,2022-04-06
70,Campbell County,5,East Tennessee CORE Region,,,2022-04-06
80,Cannon County,4,Upper Cumberland CORE Region,0,0,2022-04-06
90,Carroll County,1,Northwest Tennessee CORE Region,,,2022-04-06
92,Hollow Rock - Bruceton,1,Northwest Tennessee CORE Region,0,0,2022-04-06
93,Huntingdon Special School District,1,Northwest Tennessee CORE Region,,,2022-04-06
94,McKenzie,1,Northwest Tennessee CORE Region,0,0,2022-04-06
95,South Carroll,1,Northwest Tennessee CORE Region,0,0,2022-04-06
97,West Carroll Sp Dist,1,Northwest Tennessee CORE Region,,,2022-04-06
100,Carter County,6,First Tennessee CORE Region,,,2022-04-06
101,Elizabethton,6,First Tennessee CORE Region,,,2022-04-06
110,Cheatham County,3,Mid Cumberland CORE Region,,,2022-04-06
120,Chester County,9,Southwest CORE Region,,,2022-04-06
130,Claiborne County,5,East Tennessee CORE Region,2,1,2022-04-06
140,Clay County,4,Upper Cumberland CORE Region,,,2022-04-06
150,Cocke County,6,First Tennessee CORE Region,,,2022-04-06
151,Newport,6,First Tennessee CORE Region,,,2022-04-06
160,Coffee County,8,South Central CORE Region,0,0,2022-04-06
161,Manchester,8,South Central CORE Region,,,2022-04-06
162,Tullahoma,8,South Central CORE Region,0,0,2022-04-06
170,Crockett County,1,Northwest Tennessee CORE Region,,,2022-04-06
171,Alamo,1,Northwest Tennessee CORE Region,,,2022-04-06
172,Bells,1,Northwest Tennessee CORE Region,,,2022-04-06
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2022-04-06
190,Davidson County,3,Mid Cumberland CORE Region,21,6,2022-04-06
200,Decatur County,9,Southwest CORE Region,0,0,2022-04-06
210,DeKalb County,4,Upper Cumberland CORE Region,,,2022-04-06
220,Dickson County,3,Mid Cumberland CORE Region,0,0,2022-04-06
230,Dyer County,1,Northwest Tennessee CORE Region,0,0,2022-04-06
231,Dyersburg,1,Northwest Tennessee CORE Region,0,0,2022-04-06
240,Fayette County Public Schools,9,Southwest CORE Region,0,0,2022-04-06
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2022-04-06
260,Franklin County,8,South Central CORE Region,,,2022-04-06
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,0,0,2022-04-06
272,Milan,1,Northwest Tennessee CORE Region,,,2022-04-06
273,Trenton,1,Northwest Tennessee CORE Region,,,2022-04-06
274,Bradford,1,Northwest Tennessee CORE Region,0,0,2022-04-06
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,0,0,2022-04-06
280,Giles County,8,South Central CORE Region,0,0,2022-04-06
290,Grainger County,5,East Tennessee CORE Region,,,2022-04-06
300,Greene County,6,First Tennessee CORE Region,,,2022-04-06
301,Greeneville,6,First Tennessee CORE Region,0,0,2022-04-06
310,Grundy County,7,Southeast Tennessee CORE Region,0,0,2022-04-06
320,Hamblen County,6,First Tennessee CORE Region,,,2022-04-06
330,Hamilton County,7,Southeast Tennessee CORE Region,2,3,2022-04-06
340,Hancock County,6,First Tennessee CORE Region,,,2022-04-06
350,Hardeman County Schools,9,Southwest CORE Region,,,2022-04-06
360,Hardin County,9,Southwest CORE Region,0,0,2022-04-06
370,Hawkins County,6,First Tennessee CORE Region,,,2022-04-06
371,Rogersville,6,First Tennessee CORE Region,0,0,2022-04-06
380,Haywood County,9,Southwest CORE Region,0,0,2022-04-06
390,Henderson County,9,Southwest CORE Region,0,0,2022-04-06
391,Lexington,9,Southwest CORE Region,,,2022-04-06
400,Henry County,1,Northwest Tennessee CORE Region,,,2022-04-06
401,Paris,1,Northwest Tennessee CORE Region,,,2022-04-06
410,Hickman County,8,South Central CORE Region,,,2022-04-06
420,Houston County,3,Mid Cumberland CORE Region,,,2022-04-06
430,Humphreys County,3,Mid Cumberland CORE Region,0,0,2022-04-06
440,Jackson County,4,Upper Cumberland CORE Region,,,2022-04-06
450,Jefferson County,5,East Tennessee CORE Region,2,0,2022-04-06
460,Johnson County,6,First Tennessee CORE Region,0,0,2022-04-06
470,Knox County,5,East Tennessee CORE Region,,,2022-04-06
480,Lake County,1,Northwest Tennessee CORE Region,,,2022-04-06
490,Lauderdale County,9,Southwest CORE Region,0,0,2022-04-06
500,Lawrence County,8,South Central CORE Region,,,2022-04-06
510,Lewis County,8,South Central CORE Region,,,2022-04-06
520,Lincoln County,8,South Central CORE Region,0,0,2022-04-06
521,Fayetteville,8,South Central CORE Region,,,2022-04-06
530,Loudon County,5,East Tennessee CORE Region,0,0,2022-04-06
531,Lenoir City,5,East Tennessee CORE Region,0,0,2022-04-06
540,McMinn County,7,Southeast Tennessee CORE Region,0,0,2022-04-06
541,Athens,7,Southeast Tennessee CORE Region,1,1,2022-04-06
542,Etowah,7,Southeast Tennessee CORE Region,,,2022-04-06
550,McNairy County,9,Southwest CORE Region,0,0,2022-04-06
560,Macon County,4,Upper Cumberland CORE Region,,,2022-04-06
570,Madison County,9,Southwest CORE Region,,,2022-04-06
580,Marion County,7,Southeast Tennessee CORE Region,,,2022-04-06
581,Richard City,7,Southeast Tennessee CORE Region,,,2022-04-06
590,Marshall County,8,South Central CORE Region,0,0,2022-04-06
600,Maury County,8,South Central CORE Region,,,2022-04-06
610,Meigs County,7,Southeast Tennessee CORE Region,0,0,2022-04-06
620,Monroe County,5,East Tennessee CORE Region,,,2022-04-06
621,Sweetwater,5,East Tennessee CORE Region,,,2022-04-06
630,Montgomery County,3,Mid Cumberland CORE Region,1,1,2022-04-06
640,Moore County,8,South Central CORE Region,,,2022-04-06
650,Morgan County,5,East Tennessee CORE Region,1,0,2022-04-06
660,Obion County,1,Northwest Tennessee CORE Region,0,0,2022-04-06
661,Union City,1,Northwest Tennessee CORE Region,,,2022-04-06
670,Overton County,4,Upper Cumberland CORE Region,,,2022-04-06
680,Perry County,8,South Central CORE Region,,,2022-04-06
690,Pickett County,4,Upper Cumberland CORE Region,,,2022-04-06
700,Polk County,7,Southeast Tennessee CORE Region,,,2022-04-06
710,Putnam County,4,Upper Cumberland CORE Region,,,2022-04-06
720,Rhea County,7,Southeast Tennessee CORE Region,,,2022-04-06
721,Dayton,7,Southeast Tennessee CORE Region,0,0,2022-04-06
730,Roane County,5,East Tennessee CORE Region,,,2022-04-06
740,Robertson County,3,Mid Cumberland CORE Region,0,0,2022-04-06
750,Rutherford County,3,Mid Cumberland CORE Region,0,0,2022-04-06
751,Murfreesboro,3,Mid Cumberland CORE Region,0,0,2022-04-06
760,Scott County,5,East Tennessee CORE Region,,,2022-04-06
761,Oneida,5,East Tennessee CORE Region,,,2022-04-06
770,Sequatchie County,7,Southeast Tennessee CORE Region,0,0,2022-04-06
780,Sevier County,5,East Tennessee CORE Region,,,2022-04-06
792,Shelby County,9,Southwest CORE Region,8,8,2022-04-06
793,Arlington,9,Southwest CORE Region,,,2022-04-06
794,Bartlett,9,Southwest CORE Region,,,2022-04-06
795,Collierville,9,Southwest CORE Region,0,1,2022-04-06
796,Germantown,9,Southwest CORE Region,0,1,2022-04-06
797,Lakeland,9,Southwest CORE Region,0,0,2022-04-06
798,Millington Municipal Schools,9,Southwest CORE Region,0,0,2022-04-06
800,Smith County,4,Upper Cumberland CORE Region,,,2022-04-06
810,Stewart County,3,Mid Cumberland CORE Region,0,0,2022-04-06
820,Sullivan County,6,First Tennessee CORE Region,,,2022-04-06
821,Bristol,6,First Tennessee CORE Region,1,0,2022-04-06
822,Kingsport,6,First Tennessee CORE Region,0,0,2022-04-06
830,Sumner County,3,Mid Cumberland CORE Region,,,2022-04-06
840,Tipton County,9,Southwest CORE Region,,,2022-04-06
850,Trousdale County,4,Upper Cumberland CORE Region,,,2022-04-06
860,Unicoi County,6,First Tennessee CORE Region,,,2022-04-06
870,Union County,5,East Tennessee CORE Region,,,2022-04-06
880,Van Buren County,4,Upper Cumberland CORE Region,0,0,2022-04-06
890,Warren County,4,Upper Cumberland CORE Region,,,2022-04-06
900,Washington County,6,First Tennessee CORE Region,3,5,2022-04-06
901,Johnson City,6,First Tennessee CORE Region,,,2022-04-06
910,Wayne County,8,South Central CORE Region,,,2022-04-06
920,Weakley County,1,Northwest Tennessee CORE Region,,,2022-04-06
930,White County,4,Upper Cumberland CORE Region,,,2022-04-06
940,Williamson County,3,Mid Cumberland CORE Region,9,3,2022-04-06
941,Franklin SSD,3,Mid Cumberland CORE Region,,,2022-04-06
950,Wilson County,3,Mid Cumberland CORE Region,0,0,2022-04-06
951,Lebanon,3,Mid Cumberland CORE Region,1,0,2022-04-06
960,West Tennessee School for the Deaf,9,Southwest CORE Region,0,0,2022-04-06
961,Alvin C York Institute,4,Upper Cumberland CORE Region,0,0,2022-04-06
963,Tennessee School for Blind,3,Mid Cumberland CORE Region,,,2022-04-06
964,Tennessee School for the Deaf,5,East Tennessee CORE Region,0,1,2022-04-06
985,Achievement School District,9,Southwest CORE Region,0,0,2022-04-06
986,Tennessee State Board of Education,3,Mid Cumberland CORE Region,,,2022-04-06
987,Tennessee Public Charter School Commission,3,Mid Cumberland CORE Region,,,2022-04-06
