date_stamp,age_group,cnt_confirmed,pct_confirmed
2020-06-03,00,22,5.08
2020-06-03,11,47,10.85
2020-06-03,21,93,21.48
2020-06-03,31,82,18.94
2020-06-03,41,63,14.55
2020-06-03,51,64,14.78
2020-06-03,61,42,9.70
2020-06-03,71,15,3.46
2020-06-03,81,10,2.31
2020-06-03,91,2,0.46
2020-06-03,99,1,0.30
2020-06-05,00,23,5.09
2020-06-05,11,55,12.17
2020-06-05,21,97,21.46
2020-06-05,31,83,18.36
2020-06-05,41,66,14.60
2020-06-05,51,68,15.04
2020-06-05,61,43,9.51
2020-06-05,71,16,3.54
2020-06-05,81,10,2.21
2020-06-05,91,2,0.44
2020-06-05,99,0,0.00
2020-06-06,00,23,5.00
2020-06-06,11,57,12.39
2020-06-06,21,97,21.09
2020-06-06,31,83,18.04
2020-06-06,41,66,14.35
2020-06-06,51,69,15.00
2020-06-06,61,45,9.78
2020-06-06,71,16,3.48
2020-06-06,81,10,2.17
2020-06-06,91,2,0.43
2020-06-06,99,3,0.83
2020-06-07,00,24,5.17
2020-06-07,11,57,12.28
2020-06-07,21,97,20.91
2020-06-07,31,83,17.89
2020-06-07,41,68,14.66
2020-06-07,51,69,14.87
2020-06-07,61,46,9.91
2020-06-07,71,16,3.45
2020-06-07,81,10,2.16
2020-06-07,91,2,0.43
2020-06-07,99,2,0.54
2020-06-08,00,27,5.66
2020-06-08,11,59,12.37
2020-06-08,21,100,20.96
2020-06-08,31,85,17.82
2020-06-08,41,70,14.68
2020-06-08,51,69,14.47
2020-06-08,61,47,9.85
2020-06-08,71,17,3.56
2020-06-08,81,10,2.10
2020-06-08,91,2,0.42
2020-06-08,99,1,0.27
2020-06-09,00,28,5.67
2020-06-09,11,60,12.15
2020-06-09,21,105,21.26
2020-06-09,31,86,17.41
2020-06-09,41,73,14.78
2020-06-09,51,72,14.57
2020-06-09,61,49,9.92
2020-06-09,71,18,3.64
2020-06-09,81,10,2.02
2020-06-09,91,2,0.40
2020-06-09,99,1,0.25
2020-06-10,00,28,5.57
2020-06-10,11,66,13.12
2020-06-10,21,106,21.07
2020-06-10,31,86,17.10
2020-06-10,41,74,14.71
2020-06-10,51,74,14.71
2020-06-10,61,49,9.74
2020-06-10,71,17,3.38
2020-06-10,81,10,1.99
2020-06-10,91,2,0.40
2020-06-10,99,1,0.25
2020-06-11,00,28,5.39
2020-06-11,11,68,13.10
2020-06-11,21,108,20.81
2020-06-11,31,94,18.11
2020-06-11,41,76,14.64
2020-06-11,51,76,14.64
2020-06-11,61,49,9.44
2020-06-11,71,17,3.28
2020-06-11,81,10,1.93
2020-06-11,91,2,0.39
2020-06-11,99,1,0.25
2020-06-12,00,28,5.33
2020-06-12,11,70,13.33
2020-06-12,21,109,20.76
2020-06-12,31,95,18.10
2020-06-12,41,78,14.86
2020-06-12,51,76,14.48
2020-06-12,61,49,9.33
2020-06-12,71,17,3.24
2020-06-12,81,10,1.90
2020-06-12,91,2,0.38
2020-06-12,99,3,0.75
2020-06-13,00,28,5.12
2020-06-13,11,72,13.16
2020-06-13,21,115,21.02
2020-06-13,31,101,18.46
2020-06-13,41,83,15.17
2020-06-13,51,78,14.26
2020-06-13,61,49,8.96
2020-06-13,71,17,3.11
2020-06-13,81,10,1.83
2020-06-13,91,2,0.37
2020-06-13,99,4,0.93
2020-06-14,00,29,5.21
2020-06-14,11,73,13.11
2020-06-14,21,118,21.18
2020-06-14,31,104,18.67
2020-06-14,41,88,15.80
2020-06-14,51,79,14.18
2020-06-14,61,49,8.80
2020-06-14,71,18,3.23
2020-06-14,81,10,1.80
2020-06-14,91,2,0.36
2020-06-14,99,4,0.92
2020-06-15,00,30,5.28
2020-06-15,11,73,12.85
2020-06-15,21,122,21.48
2020-06-15,31,110,19.37
2020-06-15,41,89,15.67
2020-06-15,51,79,13.91
2020-06-15,61,50,8.80
2020-06-15,71,18,3.17
2020-06-15,81,10,1.76
2020-06-15,91,2,0.35
2020-06-15,99,4,0.87
2020-06-16,00,31,5.41
2020-06-16,11,73,12.74
2020-06-16,21,124,21.64
2020-06-16,31,111,19.37
2020-06-16,41,89,15.53
2020-06-16,51,81,14.14
2020-06-16,61,50,8.73
2020-06-16,71,18,3.14
2020-06-16,81,10,1.75
2020-06-16,91,2,0.35
2020-06-16,99,4,0.84
2020-06-17,00,32,5.42
2020-06-17,11,75,12.71
2020-06-17,21,127,21.53
2020-06-17,31,112,18.98
2020-06-17,41,94,15.93
2020-06-17,51,84,14.24
2020-06-17,61,51,8.64
2020-06-17,71,18,3.05
2020-06-17,81,10,1.69
2020-06-17,91,2,0.34
2020-06-17,99,5,1.04
2020-06-18,00,33,5.54
2020-06-18,11,77,12.92
2020-06-18,21,129,21.64
2020-06-18,31,112,18.79
2020-06-18,41,96,16.11
2020-06-18,51,85,14.26
2020-06-18,61,51,8.56
2020-06-18,71,18,3.02
2020-06-18,81,10,1.68
2020-06-18,91,2,0.34
2020-06-18,99,4,0.82
2020-06-19,00,37,6.06
2020-06-19,11,79,12.93
2020-06-19,21,132,21.60
2020-06-19,31,114,18.66
2020-06-19,41,100,16.37
2020-06-19,51,89,14.57
2020-06-19,61,52,8.51
2020-06-19,71,18,2.95
2020-06-19,81,11,1.80
2020-06-19,91,3,0.49
2020-06-19,99,2,0.39
2020-06-20,00,35,5.54
2020-06-20,11,82,12.97
2020-06-20,21,139,21.99
2020-06-20,31,121,19.15
2020-06-20,41,100,15.82
2020-06-20,51,92,14.56
2020-06-20,61,53,8.39
2020-06-20,71,19,3.01
2020-06-20,81,11,1.74
2020-06-20,91,2,0.32
2020-06-20,99,4,0.77
2020-06-21,00,35,5.46
2020-06-21,11,84,13.10
2020-06-21,21,141,22.00
2020-06-21,31,123,19.19
2020-06-21,41,102,15.91
2020-06-21,51,92,14.35
2020-06-21,61,53,8.27
2020-06-21,71,19,2.96
2020-06-21,81,11,1.72
2020-06-21,91,2,0.31
2020-06-21,99,4,0.77
2020-06-22,00,35,5.34
2020-06-22,11,87,13.26
2020-06-22,21,144,21.95
2020-06-22,31,124,18.90
2020-06-22,41,104,15.85
2020-06-22,51,95,14.48
2020-06-22,61,54,8.23
2020-06-22,71,19,2.90
2020-06-22,81,11,1.68
2020-06-22,91,2,0.30
2020-06-22,99,6,1.12
2020-06-23,00,35,5.15
2020-06-23,11,91,13.38
2020-06-23,21,156,22.94
2020-06-23,31,128,18.82
2020-06-23,41,108,15.88
2020-06-23,51,97,14.26
2020-06-23,61,55,8.09
2020-06-23,71,19,2.79
2020-06-23,81,11,1.62
2020-06-23,91,2,0.29
2020-06-23,99,4,0.74
2020-06-24,00,38,5.31
2020-06-24,11,95,13.27
2020-06-24,21,165,23.04
2020-06-24,31,134,18.72
2020-06-24,41,116,16.20
2020-06-24,51,100,13.97
2020-06-24,61,55,7.68
2020-06-24,71,20,2.79
2020-06-24,81,11,1.54
2020-06-24,91,2,0.28
2020-06-24,99,5,0.91
2020-06-25,00,37,5.04
2020-06-25,11,96,13.08
2020-06-25,21,177,24.11
2020-06-25,31,136,18.53
2020-06-25,41,118,16.08
2020-06-25,51,102,13.90
2020-06-25,61,55,7.49
2020-06-25,71,20,2.72
2020-06-25,81,11,1.50
2020-06-25,91,2,0.27
2020-06-25,99,4,0.67
2020-06-26,00,40,5.17
2020-06-26,11,97,12.55
2020-06-26,21,188,24.32
2020-06-26,31,143,18.50
2020-06-26,41,127,16.43
2020-06-26,51,108,13.97
2020-06-26,61,55,7.12
2020-06-26,71,22,2.85
2020-06-26,81,11,1.42
2020-06-26,91,2,0.26
2020-06-26,99,5,0.84
2020-06-27,00,40,4.96
2020-06-27,11,104,12.89
2020-06-27,21,202,25.03
2020-06-27,31,149,18.46
2020-06-27,41,130,16.11
2020-06-27,51,112,13.88
2020-06-27,61,56,6.94
2020-06-27,71,22,2.73
2020-06-27,81,11,1.36
2020-06-27,91,2,0.25
2020-06-27,99,5,0.83
2020-06-28,00,42,4.98
2020-06-28,11,105,12.46
2020-06-28,21,218,25.86
2020-06-28,31,154,18.27
2020-06-28,41,132,15.66
2020-06-28,51,118,14.00
2020-06-28,61,58,6.88
2020-06-28,71,25,2.97
2020-06-28,81,11,1.30
2020-06-28,91,3,0.36
2020-06-28,99,5,0.80
2020-06-29,00,44,5.12
2020-06-29,11,108,12.57
2020-06-29,21,220,25.61
2020-06-29,31,158,18.39
2020-06-29,41,135,15.72
2020-06-29,51,119,13.85
2020-06-29,61,60,6.98
2020-06-29,71,26,3.03
2020-06-29,81,11,1.28
2020-06-29,91,3,0.35
2020-06-29,99,4,0.63
2020-06-30,00,48,5.26
2020-06-30,11,110,12.06
2020-06-30,21,236,25.88
2020-06-30,31,170,18.64
2020-06-30,41,141,15.46
2020-06-30,51,122,13.38
2020-06-30,61,63,6.91
2020-06-30,71,29,3.18
2020-06-30,81,11,1.21
2020-06-30,91,3,0.33
2020-06-30,99,8,1.25
2020-07-01,00,50,5.39
2020-07-01,11,111,11.97
2020-07-01,21,241,26.00
2020-07-01,31,172,18.55
2020-07-01,41,144,15.53
2020-07-01,51,126,13.59
2020-07-01,61,63,6.80
2020-07-01,71,31,3.34
2020-07-01,81,12,1.29
2020-07-01,91,3,0.32
2020-07-01,99,3,0.44
2020-07-02,00,53,5.42
2020-07-02,11,118,12.08
2020-07-02,21,254,26.00
2020-07-02,31,180,18.42
2020-07-02,41,150,15.35
2020-07-02,51,133,13.61
2020-07-02,61,67,6.86
2020-07-02,71,34,3.48
2020-07-02,81,13,1.33
2020-07-02,91,3,0.31
2020-07-02,99,3,0.43
2020-07-03,00,56,5.35
2020-07-03,11,125,11.94
2020-07-03,21,278,26.55
2020-07-03,31,186,17.77
2020-07-03,41,161,15.38
2020-07-03,51,141,13.47
2020-07-03,61,72,6.88
2020-07-03,71,35,3.34
2020-07-03,81,14,1.34
2020-07-03,91,4,0.38
2020-07-03,99,3,0.42
2020-07-04,00,57,5.22
2020-07-04,11,131,11.99
2020-07-04,21,295,26.99
2020-07-04,31,193,17.66
2020-07-04,41,167,15.28
2020-07-04,51,145,13.27
2020-07-04,61,73,6.68
2020-07-04,71,37,3.39
2020-07-04,81,14,1.28
2020-07-04,91,3,0.27
2020-07-04,99,6,0.83
2020-07-05,00,61,5.14
2020-07-05,11,142,11.97
2020-07-05,21,326,27.49
2020-07-05,31,210,17.71
2020-07-05,41,171,14.42
2020-07-05,51,157,13.24
2020-07-05,61,75,6.32
2020-07-05,71,43,3.63
2020-07-05,81,14,1.18
2020-07-05,91,3,0.25
2020-07-05,99,14,1.95
2020-07-06,00,62,5.15
2020-07-06,11,141,11.72
2020-07-06,21,336,27.93
2020-07-06,31,215,17.87
2020-07-06,41,175,14.55
2020-07-06,51,160,13.30
2020-07-06,61,76,6.32
2020-07-06,71,42,3.49
2020-07-06,81,13,1.08
2020-07-06,91,3,0.25
2020-07-06,99,11,1.43
2020-07-07,00,66,5.09
2020-07-07,11,154,11.88
2020-07-07,21,366,28.24
2020-07-07,31,230,17.75
2020-07-07,41,187,14.43
2020-07-07,51,167,12.89
2020-07-07,61,79,6.10
2020-07-07,71,45,3.47
2020-07-07,81,16,1.23
2020-07-07,91,3,0.23
2020-07-07,99,13,1.64
2020-07-08,00,69,5.05
2020-07-08,11,161,11.79
2020-07-08,21,393,28.77
2020-07-08,31,240,17.57
2020-07-08,41,197,14.42
2020-07-08,51,181,13.25
2020-07-08,61,81,5.93
2020-07-08,71,45,3.29
2020-07-08,81,17,1.24
2020-07-08,91,4,0.29
2020-07-08,99,8,1.01
2020-07-09,00,72,5.07
2020-07-09,11,166,11.69
2020-07-09,21,412,29.01
2020-07-09,31,250,17.61
2020-07-09,41,201,14.15
2020-07-09,51,186,13.10
2020-07-09,61,83,5.85
2020-07-09,71,46,3.24
2020-07-09,81,18,1.27
2020-07-09,91,3,0.21
2020-07-09,99,13,1.64
2020-07-10,00,77,5.05
2020-07-10,11,181,11.86
2020-07-10,21,451,29.55
2020-07-10,31,267,17.50
2020-07-10,41,218,14.29
2020-07-10,51,200,13.11
2020-07-10,61,94,6.16
2020-07-10,71,51,3.34
2020-07-10,81,18,1.18
2020-07-10,91,3,0.20
2020-07-10,99,9,1.11
2020-07-11,00,77,4.91
2020-07-11,11,190,12.13
2020-07-11,21,458,29.23
2020-07-11,31,273,17.42
2020-07-11,41,227,14.49
2020-07-11,51,200,12.76
2020-07-11,61,102,6.51
2020-07-11,71,57,3.64
2020-07-11,81,19,1.21
2020-07-11,91,3,0.19
2020-07-11,99,12,1.45
2020-07-12,00,77,4.85
2020-07-12,11,191,12.04
2020-07-12,21,466,29.38
2020-07-12,31,278,17.53
2020-07-12,41,232,14.63
2020-07-12,51,205,12.93
2020-07-12,61,103,6.49
2020-07-12,71,56,3.53
2020-07-12,81,20,1.26
2020-07-12,91,3,0.19
2020-07-12,99,11,1.28
2020-07-13,00,81,4.98
2020-07-13,11,195,11.98
2020-07-13,21,479,29.42
2020-07-13,31,288,17.69
2020-07-13,41,237,14.56
2020-07-13,51,213,13.08
2020-07-13,61,104,6.39
2020-07-13,71,57,3.50
2020-07-13,81,22,1.35
2020-07-13,91,3,0.18
2020-07-13,99,12,1.37
2020-07-14,00,83,4.75
2020-07-14,11,214,12.26
2020-07-14,21,516,29.55
2020-07-14,31,311,17.81
2020-07-14,41,253,14.49
2020-07-14,51,223,12.77
2020-07-14,61,113,6.47
2020-07-14,71,62,3.55
2020-07-14,81,25,1.43
2020-07-14,91,3,0.17
2020-07-14,99,13,1.46
2020-07-15,00,83,4.58
2020-07-15,11,218,12.02
2020-07-15,21,548,30.21
2020-07-15,31,322,17.75
2020-07-15,41,263,14.50
2020-07-15,51,235,12.95
2020-07-15,61,117,6.45
2020-07-15,71,62,3.42
2020-07-15,81,24,1.32
2020-07-15,91,3,0.17
2020-07-15,99,11,1.23
2020-07-16,00,83,4.35
2020-07-16,11,231,12.12
2020-07-16,21,578,30.33
2020-07-16,31,340,17.84
2020-07-16,41,280,14.69
2020-07-16,51,247,12.96
2020-07-16,61,124,6.51
2020-07-16,71,68,3.57
2020-07-16,81,27,1.42
2020-07-16,91,3,0.16
2020-07-16,99,8,0.87
2020-07-17,00,91,4.43
2020-07-17,11,259,12.62
2020-07-17,21,622,30.30
2020-07-17,31,362,17.63
2020-07-17,41,295,14.37
2020-07-17,51,262,12.76
2020-07-17,61,128,6.23
2020-07-17,71,73,3.56
2020-07-17,81,28,1.36
2020-07-17,91,4,0.19
2020-07-17,99,15,1.60
2020-07-18,00,95,4.39
2020-07-18,11,274,12.67
2020-07-18,21,660,30.51
2020-07-18,31,382,17.66
2020-07-18,41,307,14.19
2020-07-18,51,273,12.62
2020-07-18,61,133,6.15
2020-07-18,71,77,3.56
2020-07-18,81,29,1.34
2020-07-18,91,4,0.18
2020-07-18,99,17,1.78
2020-07-19,00,95,4.28
2020-07-19,11,286,12.88
2020-07-19,21,680,30.62
2020-07-19,31,392,17.65
2020-07-19,41,315,14.18
2020-07-19,51,277,12.47
2020-07-19,61,139,6.26
2020-07-19,71,82,3.69
2020-07-19,81,30,1.35
2020-07-19,91,4,0.18
2020-07-19,99,15,1.53
2020-07-20,00,100,4.32
2020-07-20,11,301,13.01
2020-07-20,21,709,30.64
2020-07-20,31,404,17.46
2020-07-20,41,332,14.35
2020-07-20,51,289,12.49
2020-07-20,61,147,6.35
2020-07-20,71,90,3.89
2020-07-20,81,29,1.25
2020-07-20,91,4,0.17
2020-07-20,99,22,2.24
2020-07-21,00,104,4.35
2020-07-21,11,312,13.04
2020-07-21,21,742,31.02
2020-07-21,31,416,17.39
2020-07-21,41,340,14.21
2020-07-21,51,292,12.21
2020-07-21,61,153,6.40
2020-07-21,71,93,3.89
2020-07-21,81,29,1.21
2020-07-21,91,4,0.17
2020-07-21,99,22,2.12
2020-07-22,00,107,4.25
2020-07-22,11,333,13.24
2020-07-22,21,771,30.66
2020-07-22,31,429,17.06
2020-07-22,41,353,14.04
2020-07-22,51,311,12.37
2020-07-22,61,167,6.64
2020-07-22,71,103,4.10
2020-07-22,81,33,1.31
2020-07-22,91,4,0.16
2020-07-22,99,21,1.91
2020-07-23,00,122,4.52
2020-07-23,11,364,13.47
2020-07-23,21,824,30.50
2020-07-23,31,462,17.10
2020-07-23,41,371,13.73
2020-07-23,51,335,12.40
2020-07-23,61,175,6.48
2020-07-23,71,105,3.89
2020-07-23,81,34,1.26
2020-07-23,91,7,0.26
2020-07-23,99,25,2.16
2020-07-24,00,122,4.30
2020-07-24,11,386,13.60
2020-07-24,21,852,30.01
2020-07-24,31,498,17.54
2020-07-24,41,391,13.77
2020-07-24,51,356,12.54
2020-07-24,61,194,6.83
2020-07-24,71,106,3.73
2020-07-24,81,36,1.27
2020-07-24,91,6,0.21
2020-07-24,99,0,0.00
2020-07-25,00,129,4.37
2020-07-25,11,401,13.57
2020-07-25,21,890,30.13
2020-07-25,31,516,17.47
2020-07-25,41,408,13.81
2020-07-25,51,365,12.36
2020-07-25,61,199,6.74
2020-07-25,71,114,3.86
2020-07-25,81,38,1.29
2020-07-25,91,6,0.20
2020-07-25,99,25,1.95
2020-07-26,00,139,4.51
2020-07-26,11,419,13.58
2020-07-26,21,932,30.21
2020-07-26,31,537,17.41
2020-07-26,41,424,13.74
2020-07-26,51,379,12.29
2020-07-26,61,214,6.94
2020-07-26,71,113,3.66
2020-07-26,81,41,1.33
2020-07-26,91,6,0.19
2020-07-26,99,19,1.47
2020-07-27,00,146,4.56
2020-07-27,11,436,13.60
2020-07-27,21,970,30.27
2020-07-27,31,561,17.50
2020-07-27,41,434,13.54
2020-07-27,51,392,12.23
2020-07-27,61,218,6.80
2020-07-27,71,118,3.68
2020-07-27,81,43,1.34
2020-07-27,91,6,0.19
2020-07-27,99,21,1.58
2020-07-28,00,150,4.45
2020-07-28,11,458,13.58
2020-07-28,21,1019,30.22
2020-07-28,31,597,17.70
2020-07-28,41,464,13.76
2020-07-28,51,404,11.98
2020-07-28,61,229,6.79
2020-07-28,71,120,3.56
2020-07-28,81,44,1.30
2020-07-28,91,7,0.21
2020-07-28,99,25,1.72
2020-07-29,00,157,4.44
2020-07-29,11,483,13.67
2020-07-29,21,1054,29.83
2020-07-29,31,621,17.58
2020-07-29,41,485,13.73
2020-07-29,51,419,11.86
2020-07-29,61,238,6.74
2020-07-29,71,125,3.54
2020-07-29,81,44,1.25
2020-07-29,91,7,0.20
2020-07-29,99,44,2.86
2020-07-30,00,159,4.37
2020-07-30,11,493,13.54
2020-07-30,21,1075,29.52
2020-07-30,31,634,17.41
2020-07-30,41,499,13.71
2020-07-30,51,431,11.84
2020-07-30,61,240,6.59
2020-07-30,71,130,3.57
2020-07-30,81,48,1.32
2020-07-30,91,10,0.27
2020-07-30,99,41,2.50
2020-07-31,00,163,4.33
2020-07-31,11,497,13.21
2020-07-31,21,1108,29.46
2020-07-31,31,656,17.44
2020-07-31,41,509,13.53
2020-07-31,51,448,11.91
2020-07-31,61,252,6.70
2020-07-31,71,140,3.72
2020-07-31,81,50,1.33
2020-07-31,91,11,0.29
2020-07-31,99,50,3.04
2020-08-01,00,174,4.45
2020-08-01,11,515,13.16
2020-08-01,21,1152,29.43
2020-08-01,31,690,17.63
2020-08-01,41,532,13.59
2020-08-01,51,464,11.85
2020-08-01,61,266,6.80
2020-08-01,71,140,3.58
2020-08-01,81,51,1.30
2020-08-01,91,12,0.31
2020-08-01,99,41,2.21
2020-08-02,00,182,4.55
2020-08-02,11,531,13.28
2020-08-02,21,1166,29.17
2020-08-02,31,708,17.71
2020-08-02,41,549,13.74
2020-08-02,51,472,11.81
2020-08-02,61,270,6.76
2020-08-02,71,149,3.73
2020-08-02,81,53,1.33
2020-08-02,91,14,0.35
2020-08-02,99,39,2.04
2020-08-03,00,189,4.60
2020-08-03,11,547,13.31
2020-08-03,21,1195,29.07
2020-08-03,31,726,17.66
2020-08-03,41,563,13.69
2020-08-03,51,477,11.60
2020-08-03,61,277,6.74
2020-08-03,71,156,3.79
2020-08-03,81,53,1.29
2020-08-03,91,14,0.34
2020-08-03,99,47,2.41
2020-08-04,00,193,4.63
2020-08-04,11,561,13.47
2020-08-04,21,1210,29.05
2020-08-04,31,737,17.70
2020-08-04,41,569,13.66
2020-08-04,51,485,11.64
2020-08-04,61,280,6.72
2020-08-04,71,156,3.75
2020-08-04,81,54,1.30
2020-08-04,91,14,0.34
2020-08-04,99,38,1.82
2020-08-05,00,195,4.54
2020-08-05,11,581,13.52
2020-08-05,21,1270,29.56
2020-08-05,31,777,18.09
2020-08-05,41,584,13.59
2020-08-05,51,507,11.80
2020-08-05,61,292,6.80
2020-08-05,71,165,3.84
2020-08-05,81,53,1.23
2020-08-05,91,16,0.37
2020-08-05,99,0,0.00
2020-08-06,00,197,4.51
2020-08-06,11,590,13.50
2020-08-06,21,1286,29.42
2020-08-06,31,785,17.96
2020-08-06,41,599,13.70
2020-08-06,51,516,11.81
2020-08-06,61,300,6.86
2020-08-06,71,170,3.89
2020-08-06,81,56,1.28
2020-08-06,91,16,0.37
2020-08-06,99,0,0.00
2020-08-07,00,231,5.13
2020-08-07,11,611,13.58
2020-08-07,21,1304,28.98
2020-08-07,31,797,17.71
2020-08-07,41,608,13.51
2020-08-07,51,530,11.78
2020-08-07,61,310,6.89
2020-08-07,71,175,3.89
2020-08-07,81,59,1.31
2020-08-07,91,17,0.38
2020-08-07,99,0,0.00
2020-08-08,00,226,4.92
2020-08-08,11,627,13.65
2020-08-08,21,1330,28.96
2020-08-08,31,813,17.70
2020-08-08,41,625,13.61
2020-08-08,51,546,11.89
2020-08-08,61,324,7.06
2020-08-08,71,181,3.94
2020-08-08,81,59,1.28
2020-08-08,91,17,0.37
2020-08-08,99,0,0.00
2020-08-09,00,294,6.26
2020-08-09,11,637,13.56
2020-08-09,21,1339,28.50
2020-08-09,31,819,17.43
2020-08-09,41,631,13.43
2020-08-09,51,553,11.77
2020-08-09,61,326,6.94
2020-08-09,71,182,3.87
2020-08-09,81,60,1.28
2020-08-09,91,18,0.38
2020-08-09,99,0,0.00
2020-08-10,00,228,4.77
2020-08-10,11,654,13.67
2020-08-10,21,1383,28.91
2020-08-10,31,855,17.87
2020-08-10,41,643,13.44
2020-08-10,51,571,11.94
2020-08-10,61,339,7.09
2020-08-10,71,192,4.01
2020-08-10,81,63,1.32
2020-08-10,91,19,0.40
2020-08-10,99,0,0.00
2020-08-11,00,233,4.79
2020-08-11,11,670,13.76
2020-08-11,21,1406,28.88
2020-08-11,31,870,17.87
2020-08-11,41,653,13.41
2020-08-11,51,574,11.79
2020-08-11,61,345,7.09
2020-08-11,71,199,4.09
2020-08-11,81,66,1.36
2020-08-11,91,19,0.39
2020-08-11,99,0,0.00
2020-08-12,00,241,4.88
2020-08-12,11,676,13.70
2020-08-12,21,1423,28.83
2020-08-12,31,884,17.91
2020-08-12,41,665,13.47
2020-08-12,51,581,11.77
2020-08-12,61,349,7.07
2020-08-12,71,203,4.11
2020-08-12,81,66,1.34
2020-08-12,91,19,0.38
2020-08-12,99,0,0.00
2020-08-13,00,245,4.87
2020-08-13,11,693,13.76
2020-08-13,21,1438,28.56
2020-08-13,31,899,17.86
2020-08-13,41,686,13.62
2020-08-13,51,592,11.76
2020-08-13,61,359,7.13
2020-08-13,71,210,4.17
2020-08-13,81,68,1.35
2020-08-13,91,19,0.38
2020-08-13,99,0,0.00
2020-08-14,00,254,4.78
2020-08-14,11,706,13.28
2020-08-14,21,1464,27.53
2020-08-14,31,909,17.10
2020-08-14,41,697,13.11
2020-08-14,51,612,11.51
2020-08-14,61,375,7.05
2020-08-14,71,213,4.01
2020-08-14,81,68,1.28
2020-08-14,91,19,0.36
2020-08-14,99,0,0.00
2020-08-15,00,263,4.84
2020-08-15,11,718,13.23
2020-08-15,21,1488,27.41
2020-08-15,31,936,17.24
2020-08-15,41,712,13.11
2020-08-15,51,625,11.51
2020-08-15,61,383,7.05
2020-08-15,71,216,3.98
2020-08-15,81,69,1.27
2020-08-15,91,19,0.35
2020-08-15,99,0,0.00
2020-08-16,00,266,4.83
2020-08-16,11,732,13.29
2020-08-16,21,1506,27.34
2020-08-16,31,949,17.23
2020-08-16,41,725,13.16
2020-08-16,51,636,11.54
2020-08-16,61,388,7.04
2020-08-16,71,216,3.92
2020-08-16,81,72,1.31
2020-08-16,91,19,0.34
2020-08-16,99,0,0.00
2020-08-17,00,273,4.86
2020-08-17,11,762,13.55
2020-08-17,21,1524,27.10
2020-08-17,31,969,17.23
2020-08-17,41,739,13.14
2020-08-17,51,646,11.49
2020-08-17,61,399,7.10
2020-08-17,71,219,3.89
2020-08-17,81,73,1.30
2020-08-17,91,19,0.34
2020-08-17,99,0,0.00
2020-08-18,00,275,4.84
2020-08-18,11,778,13.68
2020-08-18,21,1539,27.07
2020-08-18,31,972,17.09
2020-08-18,41,747,13.14
2020-08-18,51,653,11.48
2020-08-18,61,407,7.16
2020-08-18,71,223,3.92
2020-08-18,81,73,1.28
2020-08-18,91,19,0.33
2020-08-18,99,0,0.00
2020-08-19,00,281,4.90
2020-08-19,11,785,13.70
2020-08-19,21,1552,27.08
2020-08-19,31,976,17.03
2020-08-19,41,750,13.09
2020-08-19,51,656,11.45
2020-08-19,61,410,7.15
2020-08-19,71,227,3.96
2020-08-19,81,75,1.31
2020-08-19,91,19,0.33
2020-08-19,99,0,0.00
2020-08-20,00,283,4.83
2020-08-20,11,819,13.98
2020-08-20,21,1583,27.02
2020-08-20,31,988,16.87
2020-08-20,41,774,13.21
2020-08-20,51,666,11.37
2020-08-20,61,419,7.15
2020-08-20,71,229,3.91
2020-08-20,81,77,1.31
2020-08-20,91,20,0.34
2020-08-20,99,0,0.00
2020-08-21,00,284,4.81
2020-08-21,11,829,14.03
2020-08-21,21,1596,27.01
2020-08-21,31,994,16.82
2020-08-21,41,780,13.20
2020-08-21,51,675,11.42
2020-08-21,61,422,7.14
2020-08-21,71,232,3.93
2020-08-21,81,78,1.32
2020-08-21,91,20,0.34
2020-08-21,99,0,0.00
2020-08-22,00,284,4.81
2020-08-22,11,829,14.03
2020-08-22,21,1596,27.01
2020-08-22,31,994,16.82
2020-08-22,41,780,13.20
2020-08-22,51,675,11.42
2020-08-22,61,422,7.14
2020-08-22,71,232,3.93
2020-08-22,81,78,1.32
2020-08-22,91,20,0.34
2020-08-22,99,0,0.00
2020-08-23,00,290,4.77
2020-08-23,11,872,14.35
2020-08-23,21,1637,26.93
2020-08-23,31,1014,16.68
2020-08-23,41,803,13.21
2020-08-23,51,692,11.39
2020-08-23,61,432,7.11
2020-08-23,71,237,3.90
2020-08-23,81,80,1.32
2020-08-23,91,21,0.35
2020-08-23,99,0,0.00
2020-08-24,00,305,4.93
2020-08-24,11,904,14.61
2020-08-24,21,1652,26.69
2020-08-24,31,1031,16.66
2020-08-24,41,814,13.15
2020-08-24,51,702,11.34
2020-08-24,61,440,7.11
2020-08-24,71,240,3.88
2020-08-24,81,80,1.29
2020-08-24,91,21,0.34
2020-08-24,99,0,0.00
2020-08-25,00,307,4.92
2020-08-25,11,920,14.73
2020-08-25,21,1658,26.54
2020-08-25,31,1037,16.60
2020-08-25,41,823,13.18
2020-08-25,51,707,11.32
2020-08-25,61,445,7.12
2020-08-25,71,248,3.97
2020-08-25,81,80,1.28
2020-08-25,91,21,0.34
2020-08-25,99,0,0.00
2020-08-26,00,312,4.96
2020-08-26,11,932,14.83
2020-08-26,21,1667,26.52
2020-08-26,31,1045,16.62
2020-08-26,41,828,13.17
2020-08-26,51,707,11.25
2020-08-26,61,447,7.11
2020-08-26,71,248,3.95
2020-08-26,81,79,1.26
2020-08-26,91,21,0.33
2020-08-26,99,0,0.00
2020-08-27,00,316,4.95
2020-08-27,11,961,15.04
2020-08-27,21,1690,26.45
2020-08-27,31,1059,16.58
2020-08-27,41,843,13.19
