date_stamp,age_group,cnt_confirmed,pct_confirmed
2020-12-05,11,3810,18.18
2020-12-05,21,4603,21.96
2020-12-05,31,3077,14.68
2020-12-05,41,2790,13.31
2020-12-05,51,2533,12.09
2020-12-05,61,1761,8.40
2020-12-05,71,983,4.69
2020-12-05,81,388,1.85
2020-12-05,91,102,0.49
2020-12-05,99,0,0.00
2020-12-06,00,925,4.35
2020-12-06,11,3845,18.07
2020-12-06,21,4647,21.84
2020-12-06,31,3134,14.73
2020-12-06,41,2849,13.39
2020-12-06,51,2595,12.19
2020-12-06,61,1793,8.43
2020-12-06,71,993,4.67
2020-12-06,81,397,1.87
2020-12-06,91,102,0.48
2020-12-06,99,0,0.00
2020-12-07,00,943,4.43
2020-12-07,11,3915,18.40
2020-12-07,21,4727,22.21
2020-12-07,31,3218,15.12
2020-12-07,41,2901,13.63
2020-12-07,51,2642,12.42
2020-12-07,61,1827,8.59
2020-12-07,71,1014,4.77
2020-12-07,81,408,1.92
2020-12-07,91,103,0.48
2020-12-07,99,0,0.00
2020-12-08,00,947,4.32
2020-12-08,11,3937,17.96
2020-12-08,21,4768,21.75
2020-12-08,31,3258,14.87
2020-12-08,41,2939,13.41
2020-12-08,51,2674,12.20
2020-12-08,61,1850,8.44
2020-12-08,71,1028,4.69
2020-12-08,81,412,1.88
2020-12-08,91,104,0.47
2020-12-08,99,0,0.00
2020-12-09,00,977,4.36
2020-12-09,11,3996,17.83
2020-12-09,21,4849,21.63
2020-12-09,31,3327,14.84
2020-12-09,41,3021,13.48
2020-12-09,51,2748,12.26
2020-12-09,61,1906,8.50
2020-12-09,71,1059,4.72
2020-12-09,81,426,1.90
2020-12-09,91,105,0.47
2020-12-09,99,0,0.00
2020-12-10,00,998,4.38
2020-12-10,11,4047,17.75
2020-12-10,21,4907,21.52
2020-12-10,31,3391,14.87
2020-12-10,41,3086,13.53
2020-12-10,51,2800,12.28
2020-12-10,61,1952,8.56
2020-12-10,71,1081,4.74
2020-12-10,81,431,1.89
2020-12-10,91,110,0.48
2020-12-10,99,0,0.00
2020-12-11,00,1021,4.40
2020-12-11,11,4115,17.72
2020-12-11,21,4977,21.43
2020-12-11,31,3454,14.87
2020-12-11,41,3141,13.52
2020-12-11,51,2867,12.34
2020-12-11,61,1991,8.57
2020-12-11,71,1108,4.77
2020-12-11,81,439,1.89
2020-12-11,91,112,0.48
2020-12-11,99,0,0.00
2020-12-12,00,1033,4.37
2020-12-12,11,4163,17.60
2020-12-12,21,5077,21.47
2020-12-12,31,3516,14.87
2020-12-12,41,3204,13.55
2020-12-12,51,2929,12.39
2020-12-12,61,2036,8.61
2020-12-12,71,1123,4.75
2020-12-12,81,452,1.91
2020-12-12,91,116,0.49
2020-12-12,99,0,0.00
2020-12-13,00,1057,4.39
2020-12-13,11,4225,17.54
2020-12-13,21,5151,21.38
2020-12-13,31,3597,14.93
2020-12-13,41,3257,13.52
2020-12-13,51,2988,12.41
2020-12-13,61,2087,8.66
2020-12-13,71,1144,4.75
2020-12-13,81,463,1.92
2020-12-13,91,118,0.49
2020-12-13,99,0,0.00
2020-12-14,00,1081,4.38
2020-12-14,11,4299,17.40
2020-12-14,21,5290,21.41
2020-12-14,31,3711,15.02
2020-12-14,41,3358,13.59
2020-12-14,51,3057,12.37
2020-12-14,61,2135,8.64
2020-12-14,71,1167,4.72
2020-12-14,81,475,1.92
2020-12-14,91,133,0.54
2020-12-14,99,0,0.00
2020-12-15,00,1101,4.35
2020-12-15,11,4369,17.28
2020-12-15,21,5405,21.38
2020-12-15,31,3806,15.05
2020-12-15,41,3440,13.60
2020-12-15,51,3145,12.44
2020-12-15,61,2197,8.69
2020-12-15,71,1199,4.74
2020-12-15,81,485,1.92
2020-12-15,91,138,0.55
2020-12-15,99,0,0.00
2020-12-16,00,1123,4.35
2020-12-16,11,4458,17.25
2020-12-16,21,5502,21.29
2020-12-16,31,3907,15.12
2020-12-16,41,3516,13.61
2020-12-16,51,3217,12.45
2020-12-16,61,2249,8.70
2020-12-16,71,1229,4.76
2020-12-16,81,504,1.95
2020-12-16,91,138,0.53
2020-12-16,99,0,0.00
2020-12-17,00,1147,4.35
2020-12-17,11,4540,17.21
2020-12-17,21,5614,21.28
2020-12-17,31,3981,15.09
2020-12-17,41,3579,13.57
2020-12-17,51,3289,12.47
2020-12-17,61,2308,8.75
2020-12-17,71,1261,4.78
2020-12-17,81,525,1.99
2020-12-17,91,138,0.52
2020-12-17,99,0,0.00
2020-12-18,00,1166,4.29
2020-12-18,11,4650,17.13
2020-12-18,21,5714,21.05
2020-12-18,31,4087,15.05
2020-12-18,41,3719,13.70
2020-12-18,51,3415,12.58
2020-12-18,61,2388,8.80
2020-12-18,71,1310,4.83
2020-12-18,81,557,2.05
2020-12-18,91,143,0.53
2020-12-18,99,0,0.00
2020-12-19,00,1196,4.33
2020-12-19,11,4707,17.03
2020-12-19,21,5811,21.02
2020-12-19,31,4172,15.09
2020-12-19,41,3806,13.77
2020-12-19,51,3486,12.61
2020-12-19,61,2415,8.74
2020-12-19,71,1332,4.82
2020-12-19,81,572,2.07
2020-12-19,91,146,0.53
2020-12-19,99,0,0.00
2020-12-20,00,1227,4.31
2020-12-20,11,4819,16.93
2020-12-20,21,5961,20.94
2020-12-20,31,4298,15.10
2020-12-20,41,3960,13.91
2020-12-20,51,3606,12.67
2020-12-20,61,2486,8.73
2020-12-20,71,1370,4.81
2020-12-20,81,586,2.06
2020-12-20,91,148,0.52
2020-12-20,99,0,0.00
2020-12-21,00,1242,4.30
2020-12-21,11,4878,16.89
2020-12-21,21,6022,20.85
2020-12-21,31,4356,15.08
2020-12-21,41,4036,13.98
2020-12-21,51,3671,12.71
2020-12-21,61,2528,8.75
2020-12-21,71,1399,4.84
2020-12-21,81,594,2.06
2020-12-21,91,152,0.53
2020-12-21,99,0,0.00
2020-12-22,00,1267,4.29
2020-12-22,11,4954,16.78
2020-12-22,21,6119,20.73
2020-12-22,31,4462,15.12
2020-12-22,41,4143,14.04
2020-12-22,51,3776,12.79
2020-12-22,61,2585,8.76
2020-12-22,71,1435,4.86
2020-12-22,81,616,2.09
2020-12-22,91,161,0.55
2020-12-22,99,0,0.00
2020-12-23,00,1297,4.31
2020-12-23,11,5012,16.66
2020-12-23,21,6223,20.69
2020-12-23,31,4541,15.10
2020-12-23,41,4254,14.14
2020-12-23,51,3871,12.87
2020-12-23,61,2634,8.76
2020-12-23,71,1460,4.85
2020-12-23,81,622,2.07
2020-12-23,91,167,0.56
2020-12-23,99,0,0.00
2020-12-24,00,1311,4.32
2020-12-24,11,5038,16.59
2020-12-24,21,6270,20.65
2020-12-24,31,4586,15.10
2020-12-24,41,4295,14.14
2020-12-24,51,3910,12.88
2020-12-24,61,2660,8.76
2020-12-24,71,1478,4.87
2020-12-24,81,641,2.11
2020-12-24,91,176,0.58
2020-12-24,99,0,0.00
2020-12-25,00,1374,4.45
2020-12-25,11,5091,16.47
2020-12-25,21,6365,20.60
2020-12-25,31,4674,15.12
2020-12-25,41,4371,14.14
2020-12-25,51,3989,12.91
2020-12-25,61,2706,8.76
2020-12-25,71,1504,4.87
2020-12-25,81,647,2.09
2020-12-25,91,183,0.59
2020-12-25,99,0,0.00
2020-12-26,00,1394,4.45
2020-12-26,11,5139,16.40
2020-12-26,21,6452,20.59
2020-12-26,31,4746,15.15
2020-12-26,41,4420,14.11
2020-12-26,51,4057,12.95
2020-12-26,61,2749,8.77
2020-12-26,71,1528,4.88
2020-12-26,81,660,2.11
2020-12-26,91,187,0.60
2020-12-26,99,0,0.00
2020-12-27,00,1436,4.50
2020-12-27,11,5183,16.25
2020-12-27,21,6549,20.53
2020-12-27,31,4832,15.15
2020-12-27,41,4508,14.13
2020-12-27,51,4159,13.04
2020-12-27,61,2798,8.77
2020-12-27,71,1569,4.92
2020-12-27,81,671,2.10
2020-12-27,91,192,0.60
2020-12-27,99,0,0.00
2020-12-28,00,1448,4.50
2020-12-28,11,5205,16.16
2020-12-28,21,6598,20.48
2020-12-28,31,4883,15.16
2020-12-28,41,4563,14.17
2020-12-28,51,4207,13.06
2020-12-28,61,2841,8.82
2020-12-28,71,1593,4.95
2020-12-28,81,680,2.11
2020-12-28,91,191,0.59
2020-12-28,99,0,0.00
2020-12-29,00,1507,4.64
2020-12-29,11,5227,16.10
2020-12-29,21,6637,20.44
2020-12-29,31,4921,15.16
2020-12-29,41,4598,14.16
2020-12-29,51,4232,13.04
2020-12-29,61,2858,8.80
2020-12-29,71,1606,4.95
2020-12-29,81,687,2.12
2020-12-29,91,192,0.59
2020-12-29,99,0,0.00
2020-12-30,00,1531,4.68
2020-12-30,11,5245,16.04
2020-12-30,21,6683,20.44
2020-12-30,31,4956,15.16
2020-12-30,41,4643,14.20
2020-12-30,51,4253,13.01
2020-12-30,61,2881,8.81
2020-12-30,71,1619,4.95
2020-12-30,81,6692,20.47
2020-12-30,91,196,0.60
2020-12-30,99,0,0.00
2020-12-31,00,1573,4.77
2020-12-31,11,5261,15.95
2020-12-31,21,6728,20.40
2020-12-31,31,4992,15.14
2020-12-31,41,4684,14.21
2020-12-31,51,4297,13.03
2020-12-31,61,2899,8.79
2020-12-31,71,1635,4.96
2020-12-31,81,703,2.13
2020-12-31,91,202,0.61
2020-12-31,99,0,0.00
2021-01-01,00,1598,4.75
2021-01-01,11,5334,15.85
2021-01-01,21,6865,20.39
2021-01-01,31,5097,15.14
2021-01-01,41,4778,14.19
2021-01-01,51,4392,13.05
2021-01-01,61,2970,8.82
2021-01-01,71,1689,5.02
2021-01-01,81,730,2.17
2021-01-01,91,210,0.62
2021-01-01,99,0,0.00
2021-01-02,00,1543,4.54
2021-01-02,11,5374,15.80
2021-01-02,21,6936,20.39
2021-01-02,31,5170,15.20
2021-01-02,41,4853,14.27
2021-01-02,51,4452,13.09
2021-01-02,61,3009,8.85
2021-01-02,71,1718,5.05
2021-01-02,81,745,2.19
2021-01-02,91,218,0.64
2021-01-02,99,0,0.00
2021-01-03,00,1572,4.56
2021-01-03,11,5424,15.72
2021-01-03,21,7039,20.40
2021-01-03,31,5230,15.15
2021-01-03,41,4933,14.29
2021-01-03,51,4526,13.11
2021-01-03,61,3062,8.87
2021-01-03,71,1748,5.07
2021-01-03,81,758,2.20
2021-01-03,91,219,0.63
2021-01-03,99,0,0.00
2021-01-04,00,1588,4.54
2021-01-04,11,5468,15.62
2021-01-04,21,7132,20.37
2021-01-04,31,5329,15.22
2021-01-04,41,4998,14.28
2021-01-04,51,4594,13.12
2021-01-04,61,3119,8.91
2021-01-04,71,1788,5.11
2021-01-04,81,771,2.20
2021-01-04,91,225,0.64
2021-01-04,99,0,0.00
2021-01-05,00,1603,4.55
2021-01-05,11,5487,15.56
2021-01-05,21,7189,20.38
2021-01-05,31,5365,15.21
2021-01-05,41,5038,14.28
2021-01-05,51,4639,13.15
2021-01-05,61,3142,8.91
2021-01-05,71,1810,5.13
2021-01-05,81,769,2.18
2021-01-05,91,227,0.64
2021-01-05,99,0,0.00
2021-01-06,00,1619,4.56
2021-01-06,11,5524,15.55
2021-01-06,21,7239,20.37
2021-01-06,31,5415,15.24
2021-01-06,41,5080,14.30
2021-01-06,51,4668,13.14
2021-01-06,61,3168,8.92
2021-01-06,71,1818,5.12
2021-01-06,81,769,2.16
2021-01-06,91,229,0.64
2021-01-06,99,0,0.00
2021-01-07,00,1632,4.55
2021-01-07,11,5559,15.51
2021-01-07,21,7305,20.38
2021-01-07,31,5463,15.24
2021-01-07,41,5139,14.34
2021-01-07,51,4709,13.14
2021-01-07,61,3204,8.94
2021-01-07,71,1834,5.12
2021-01-07,81,770,2.15
2021-01-07,91,228,0.64
2021-01-07,99,0,0.00
2021-01-08,00,1631,4.48
2021-01-08,11,5608,15.42
2021-01-08,21,7397,20.34
2021-01-08,31,5573,15.32
2021-01-08,41,5236,14.40
2021-01-08,51,4775,13.13
2021-01-08,61,3258,8.96
2021-01-08,71,1872,5.15
2021-01-08,81,785,2.16
2021-01-08,91,233,0.64
2021-01-08,99,0,0.00
2021-01-09,00,1655,4.49
2021-01-09,11,5665,15.35
2021-01-09,21,7494,20.31
2021-01-09,31,5677,15.39
2021-01-09,41,5289,14.34
2021-01-09,51,4848,13.14
2021-01-09,61,3313,8.98
2021-01-09,71,1911,5.18
2021-01-09,81,802,2.17
2021-01-09,91,241,0.65
2021-01-09,99,0,0.00
2021-01-10,00,1681,4.50
2021-01-10,11,5708,15.28
2021-01-10,21,7605,20.35
2021-01-10,31,5751,15.39
2021-01-10,41,5358,14.34
2021-01-10,51,4906,13.13
2021-01-10,61,3348,8.96
2021-01-10,71,1939,5.19
2021-01-10,81,826,2.21
2021-01-10,91,244,0.65
2021-01-10,99,0,0.00
2021-01-11,00,1685,4.46
2021-01-11,11,5748,15.21
2021-01-11,21,7691,20.36
2021-01-11,31,5846,15.47
2021-01-11,41,5423,14.35
2021-01-11,51,4968,13.15
2021-01-11,61,3378,8.94
2021-01-11,71,1955,5.17
2021-01-11,81,837,2.22
2021-01-11,91,249,0.66
2021-01-11,99,0,0.00
2021-01-12,00,1704,4.46
2021-01-12,11,5813,15.21
2021-01-12,21,7761,20.30
2021-01-12,31,5927,15.51
2021-01-12,41,5493,14.37
2021-01-12,51,5010,13.11
2021-01-12,61,3421,8.95
2021-01-12,71,1985,5.19
2021-01-12,81,856,2.24
2021-01-12,91,256,0.67
2021-01-12,99,0,0.00
2021-01-13,00,1724,4.45
2021-01-13,11,5875,15.18
2021-01-13,21,7870,20.33
2021-01-13,31,6010,15.53
2021-01-13,41,5574,14.40
2021-01-13,51,5068,13.09
2021-01-13,61,3455,8.93
2021-01-13,71,2013,5.20
2021-01-13,81,859,2.22
2021-01-13,91,254,0.66
2021-01-13,99,0,0.00
2021-01-14,00,1737,4.45
2021-01-14,11,5921,15.16
2021-01-14,21,7960,20.38
2021-01-14,31,6064,15.53
2021-01-14,41,5614,14.37
2021-01-14,51,5110,13.08
2021-01-14,61,3500,8.96
2021-01-14,71,2028,5.19
2021-01-14,81,868,2.22
2021-01-14,91,254,0.65
2021-01-14,99,0,0.00
2021-01-15,00,1766,4.49
2021-01-15,11,5972,15.19
2021-01-15,21,8012,20.37
2021-01-15,31,6096,15.50
2021-01-15,41,5659,14.39
2021-01-15,51,5137,13.06
2021-01-15,61,3515,8.94
2021-01-15,71,2035,5.17
2021-01-15,81,875,2.23
2021-01-15,91,258,0.66
2021-01-15,99,0,0.00
2021-01-16,00,1780,4.49
2021-01-16,11,6008,15.17
2021-01-16,21,8064,20.36
2021-01-16,31,6136,15.49
2021-01-16,41,5703,14.40
2021-01-16,51,5182,13.08
2021-01-16,61,3547,8.95
2021-01-16,71,2047,5.17
2021-01-16,81,886,2.24
2021-01-16,91,262,0.66
2021-01-16,99,0,0.00
2021-01-17,00,1783,4.48
2021-01-17,11,6040,15.16
2021-01-17,21,8100,20.34
2021-01-17,31,6180,15.52
2021-01-17,41,5732,14.39
2021-01-17,51,5219,13.10
2021-01-17,61,3566,8.95
2021-01-17,71,2059,5.17
2021-01-17,81,888,2.23
2021-01-17,91,265,0.67
2021-01-17,99,0,0.00
2021-01-18,00,1802,4.49
2021-01-18,11,6077,15.14
2021-01-18,21,8155,20.31
2021-01-18,31,6234,15.53
2021-01-18,41,5773,14.38
2021-01-18,51,5275,13.14
2021-01-18,61,3595,8.96
2021-01-18,71,2077,5.17
2021-01-18,81,890,2.22
2021-01-18,91,267,0.67
2021-01-18,99,0,0.00
2021-01-19,00,1814,4.50
2021-01-19,11,6101,15.13
2021-01-19,21,8190,20.30
2021-01-19,31,6270,15.54
2021-01-19,41,5796,14.37
2021-01-19,51,5299,13.14
2021-01-19,61,3610,8.95
2021-01-19,71,2092,5.19
2021-01-19,81,896,2.22
2021-01-19,91,267,0.66
2021-01-19,99,0,0.00
2021-01-20,00,1830,4.52
2021-01-20,11,6112,15.10
2021-01-20,21,8217,20.30
2021-01-20,31,6298,15.56
2021-01-20,41,5811,14.35
2021-01-20,51,5326,13.15
2021-01-20,61,3618,8.94
2021-01-20,71,2103,5.19
2021-01-20,81,901,2.23
2021-01-20,91,271,0.67
2021-01-20,99,0,0.00
2021-01-21,00,1843,4.52
2021-01-21,11,6156,15.09
2021-01-21,21,8278,20.29
2021-01-21,31,6352,15.57
2021-01-21,41,5853,14.34
2021-01-21,51,5365,13.15
2021-01-21,61,3650,8.95
2021-01-21,71,2126,5.21
2021-01-21,81,908,2.23
2021-01-21,91,273,0.67
2021-01-21,99,0,0.00
2021-01-22,00,1860,4.54
2021-01-22,11,6178,15.08
2021-01-22,21,8308,20.27
2021-01-22,31,6376,15.56
2021-01-22,41,5872,14.33
2021-01-22,51,5386,13.14
2021-01-22,61,3664,8.94
2021-01-22,71,2141,5.22
2021-01-22,81,916,2.24
2021-01-22,91,277,0.68
2021-01-22,99,0,0.00
2021-01-23,00,1877,4.55
2021-01-23,11,6207,15.05
2021-01-23,21,8349,20.25
2021-01-23,31,6422,15.57
2021-01-23,41,5903,14.32
2021-01-23,51,5423,13.15
2021-01-23,61,3690,8.95
2021-01-23,71,2160,5.24
2021-01-23,81,925,2.24
2021-01-23,91,278,0.67
2021-01-23,99,0,0.00
2021-01-24,00,1907,4.59
2021-01-24,11,6251,15.06
2021-01-24,21,8403,20.24
2021-01-24,31,6448,15.53
2021-01-24,41,5936,14.30
2021-01-24,51,5453,13.13
2021-01-24,61,3723,8.97
2021-01-24,71,2186,5.26
2021-01-24,81,935,2.25
2021-01-24,91,278,0.67
2021-01-24,99,0,0.00
2021-01-25,00,1919,4.60
2021-01-25,11,6291,15.08
2021-01-25,21,8443,20.24
2021-01-25,31,6475,15.52
2021-01-25,41,5960,14.29
2021-01-25,51,5482,13.14
2021-01-25,61,3737,8.96
2021-01-25,71,2191,5.25
2021-01-25,81,939,2.25
2021-01-25,91,278,0.67
2021-01-25,99,0,0.00
2021-01-26,00,1919,4.60
2021-01-26,11,6291,15.08
2021-01-26,21,8443,20.24
2021-01-26,31,6475,15.52
2021-01-26,41,5960,14.29
2021-01-26,51,5482,13.14
2021-01-26,61,3737,8.96
2021-01-26,71,2191,5.25
2021-01-26,81,939,2.25
2021-01-26,91,278,0.67
2021-01-26,99,0,0.00
2021-01-27,00,1926,4.60
2021-01-27,11,6315,15.08
2021-01-27,21,8472,20.23
2021-01-27,31,6506,15.54
2021-01-27,41,5986,14.30
2021-01-27,51,5504,13.14
2021-01-27,61,3750,8.96
2021-01-27,71,2194,5.24
2021-01-27,81,941,2.25
2021-01-27,91,278,0.66
2021-01-27,99,0,0.00
2021-01-28,00,1956,4.62
2021-01-28,11,6365,15.05
2021-01-28,21,8563,20.24
2021-01-28,31,6574,15.54
2021-01-28,41,6047,14.30
2021-01-28,51,5549,13.12
2021-01-28,61,3798,8.98
2021-01-28,71,2217,5.24
2021-01-28,81,947,2.24
2021-01-28,91,283,0.67
2021-01-28,99,0,0.00
2021-01-29,00,1956,4.62
2021-01-29,11,6365,15.05
2021-01-29,21,8563,20.24
2021-01-29,31,6574,15.54
2021-01-29,41,6047,14.30
2021-01-29,51,5549,13.12
2021-01-29,61,3798,8.98
2021-01-29,71,2217,5.24
2021-01-29,81,947,2.24
2021-01-29,91,283,0.67
2021-01-29,99,0,0.00
2021-01-30,00,1970,4.64
2021-01-30,11,6390,15.05
2021-01-30,21,8588,20.22
2021-01-30,31,6594,15.53
2021-01-30,41,6072,14.30
2021-01-30,51,5574,13.12
2021-01-30,61,3819,8.99
2021-01-30,71,2228,5.25
2021-01-30,81,951,2.24
2021-01-30,91,284,0.67
2021-01-30,99,0,0.00
2021-01-31,00,1989,4.66
2021-01-31,11,6418,15.05
2021-01-31,21,8620,20.22
2021-01-31,31,6624,15.53
2021-01-31,41,6091,14.28
2021-01-31,51,5591,13.11
2021-01-31,61,3838,9.00
2021-01-31,71,2230,5.23
2021-01-31,81,954,2.24
2021-01-31,91,285,0.67
2021-01-31,99,0,0.00
2021-02-01,00,2001,4.68
2021-02-01,11,6437,15.05
2021-02-01,21,8642,20.20
2021-02-01,31,6644,15.53
2021-02-01,41,6111,14.29
2021-02-01,51,5613,13.12
2021-02-01,61,3852,9.00
2021-02-01,71,2235,5.22
2021-02-01,81,957,2.24
2021-02-01,91,285,0.67
2021-02-01,99,0,0.00
2021-02-02,00,2028,4.71
2021-02-02,11,6469,15.04
2021-02-02,21,8685,20.19
2021-02-02,31,6693,15.56
2021-02-02,41,6137,14.27
2021-02-02,51,5639,13.11
2021-02-02,61,3875,9.01
2021-02-02,71,2249,5.23
2021-02-02,81,956,2.22
2021-02-02,91,288,0.67
2021-02-02,99,0,0.00
2021-02-03,00,2037,4.72
2021-02-03,11,6486,15.04
2021-02-03,21,8698,20.17
2021-02-03,31,6715,15.57
2021-02-03,41,6152,14.27
2021-02-03,51,5651,13.10
2021-02-03,61,3883,9.00
2021-02-03,71,2255,5.23
2021-02-03,81,958,2.22
2021-02-03,91,290,0.67
2021-02-03,99,0,0.00
2021-02-04,00,2049,4.73
2021-02-04,11,6519,15.05
2021-02-04,21,8740,20.18
2021-02-04,31,6736,15.55
2021-02-04,41,6179,14.27
2021-02-04,51,5676,13.11
2021-02-04,61,3897,9.00
2021-02-04,71,2263,5.23
2021-02-04,81,959,2.21
2021-02-04,91,289,0.67
2021-02-04,99,0,0.00
2021-02-05,00,2060,4.74
2021-02-05,11,6549,15.06
2021-02-05,21,8770,20.17
2021-02-05,31,6763,15.56
2021-02-05,41,6207,14.28
2021-02-05,51,5694,13.10
2021-02-05,61,3908,8.99
2021-02-05,71,2267,5.21
2021-02-05,81,968,2.23
2021-02-05,91,290,0.67
2021-02-05,99,0,0.00
2021-02-06,00,2076,4.75
2021-02-06,11,6588,15.07
2021-02-06,21,8813,20.17
2021-02-06,31,6791,15.54
2021-02-06,41,6247,14.29
2021-02-06,51,5722,13.09
2021-02-06,61,3923,8.98
2021-02-06,71,2280,5.22
2021-02-06,81,971,2.22
2021-02-06,91,292,0.67
2021-02-06,99,0,0.00
2021-02-07,00,2085,4.75
2021-02-07,11,6623,15.10
2021-02-07,21,8843,20.16
2021-02-07,31,6810,15.53
2021-02-07,41,6266,14.29
2021-02-07,51,5742,13.09
2021-02-07,61,3933,8.97
2021-02-07,71,2288,5.22
2021-02-07,81,975,2.22
2021-02-07,91,294,0.67
2021-02-07,99,0,0.00
2021-02-08,00,2097,4.76
2021-02-08,11,6644,15.09
2021-02-08,21,8875,20.15
2021-02-08,31,6851,15.56
2021-02-08,41,6288,14.28
2021-02-08,51,5760,13.08
2021-02-08,61,3954,8.98
2021-02-08,71,2300,5.22
2021-02-08,81,980,2.23
2021-02-08,91,294,0.67
2021-02-08,99,0,0.00
2021-02-09,00,2113,4.77
2021-02-09,11,6696,15.12
2021-02-09,21,8922,20.14
2021-02-09,31,6889,15.55
2021-02-09,41,6322,14.27
2021-02-09,51,5792,13.07
2021-02-09,61,3976,8.98
2021-02-09,71,2312,5.22
2021-02-09,81,983,2.22
2021-02-09,91,294,0.66
2021-02-09,99,0,0.00
2021-02-10,00,2121,4.78
2021-02-10,11,6718,15.13
2021-02-10,21,8935,20.12
2021-02-10,31,6907,15.55
2021-02-10,41,6337,14.27
2021-02-10,51,5802,13.07
2021-02-10,61,3985,8.97
2021-02-10,71,2321,5.23
2021-02-10,81,984,2.22
2021-02-10,91,294,0.66
2021-02-10,99,0,0.00
2021-02-11,00,2134,4.79
2021-02-11,11,6744,15.13
2021-02-11,21,8961,20.11
2021-02-11,31,6933,15.56
2021-02-11,41,6361,14.27
2021-02-11,51,5827,13.08
2021-02-11,61,3998,8.97
2021-02-11,71,2328,5.22
2021-02-11,81,984,2.21
2021-02-11,91,293,0.66
2021-02-11,99,0,0.00
2021-02-12,00,2144,4.79
2021-02-12,11,6773,15.14
2021-02-12,21,8988,20.09
2021-02-12,31,6961,15.56
2021-02-12,41,6394,14.29
2021-02-12,51,5845,13.06
2021-02-12,61,4022,8.99
2021-02-12,71,2338,5.23
2021-02-12,81,986,2.20
2021-02-12,91,294,0.66
2021-02-12,99,0,0.00
2021-02-13,00,2158,4.81
2021-02-13,11,6802,15.15
2021-02-13,21,9003,20.05
2021-02-13,31,6987,15.56
2021-02-13,41,6410,14.28
2021-02-13,51,5863,13.06
2021-02-13,61,4040,9.00
2021-02-13,71,2342,5.22
2021-02-13,81,993,2.21
2021-02-13,91,294,0.65
2021-02-13,99,0,0.00
2021-02-14,00,2173,4.82
2021-02-14,11,6833,15.16
2021-02-14,21,9028,20.03
2021-02-14,31,7013,15.56
2021-02-14,41,6434,14.28
2021-02-14,51,5890,13.07
2021-02-14,61,4052,8.99
2021-02-14,71,2355,5.23
2021-02-14,81,991,2.20
2021-02-14,91,294,0.65
2021-02-14,99,0,0.00
2021-02-15,00,2181,4.82
2021-02-15,11,6858,15.17
2021-02-15,21,9043,20.00
2021-02-15,31,7037,15.57
2021-02-15,41,6452,14.27
2021-02-15,51,5905,13.06
2021-02-15,61,4064,8.99
2021-02-15,71,2367,5.24
2021-02-15,81,1000,2.21
2021-02-15,91,298,0.66
2021-02-15,99,0,0.00
2021-02-16,00,2195,4.84
2021-02-16,11,6870,15.15
2021-02-16,21,9065,19.99
2021-02-16,31,7061,15.57
2021-02-16,41,6475,14.28
2021-02-16,51,5926,13.07
2021-02-16,61,4074,8.98
2021-02-16,71,2379,5.25
2021-02-16,81,1004,2.21
2021-02-16,91,302,0.67
2021-02-16,99,0,0.00
2021-02-17,00,2204,4.85
2021-02-17,11,6884,15.13
2021-02-17,21,9093,19.99
2021-02-17,31,7079,15.56
2021-02-17,41,6497,14.28
2021-02-17,51,5942,13.06
2021-02-17,61,4096,9.00
2021-02-17,71,2388,5.25
2021-02-17,81,1004,2.21
2021-02-17,91,302,0.66
2021-02-17,99,0,0.00
2021-02-18,00,2204,4.85
2021-02-18,11,6884,15.13
2021-02-18,21,9093,19.99
2021-02-18,31,7079,15.56
2021-02-18,41,6497,14.28
2021-02-18,51,5942,13.06
2021-02-18,61,4096,9.00
2021-02-18,71,2388,5.25
2021-02-18,81,1004,2.21
2021-02-18,91,302,0.66
2021-02-18,99,0,0.00
2021-02-19,00,2222,4.86
2021-02-19,11,6914,15.12
2021-02-19,21,9130,19.97
2021-02-19,31,7114,15.56
2021-02-19,41,6540,14.30
2021-02-19,51,5972,13.06
2021-02-19,61,4122,9.02
2021-02-19,71,2392,5.23
2021-02-19,81,1010,2.21
2021-02-19,91,304,0.66
2021-02-19,99,0,0.00
2021-02-20,00,2234,4.87
2021-02-20,11,6932,15.12
2021-02-20,21,9144,19.94
2021-02-20,31,7139,15.57
2021-02-20,41,6563,14.31
2021-02-20,51,5995,13.07
2021-02-20,61,4130,9.01
2021-02-20,71,2401,5.24
2021-02-20,81,1012,2.21
2021-02-20,91,306,0.67
2021-02-20,99,0,0.00
2021-02-21,00,2249,4.89
2021-02-21,11,6955,15.12
2021-02-21,21,9171,19.93
2021-02-21,31,7163,15.57
2021-02-21,41,6578,14.30
2021-02-21,51,6010,13.06
2021-02-21,61,4147,9.01
2021-02-21,71,2409,5.24
2021-02-21,81,1017,2.21
2021-02-21,91,306,0.67
2021-02-21,99,0,0.00
2021-02-22,00,2255,4.89
2021-02-22,11,6983,15.14
2021-02-22,21,9193,19.93
2021-02-22,31,7179,15.56
2021-02-22,41,6601,14.31
2021-02-22,51,6026,13.06
2021-02-22,61,4155,9.01
2021-02-22,71,2411,5.23
2021-02-22,81,1017,2.20
2021-02-22,91,306,0.66
2021-02-22,99,0,0.00
2021-02-23,00,2257,4.88
2021-02-23,11,6997,15.14
2021-02-23,21,9210,19.92
2021-02-23,31,7201,15.58
2021-02-23,41,6611,14.30
2021-02-23,51,6045,13.08
2021-02-23,61,4168,9.02
2021-02-23,71,2413,5.22
2021-02-23,81,1019,2.20
