DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-11-21,Anderson,8779,8,6516,1,2263,7,7292,1,64605,43,71897,44,0,171,3,56,5,8552,0,218,171
05-11-21,Bedford,6518,5,5106,1,1412,4,5885,2,32798,33,38683,35,0,129,2,29,3,6360,0,138,129
05-11-21,Benton,1670,0,1303,0,367,0,1442,0,9327,4,10769,4,0,40,-3,19,3,1611,0,39,40
05-11-21,Bledsoe,2153,6,1934,3,219,3,2053,4,16532,15,18585,19,0,11,4,27,2,2115,0,32,11
05-11-21,Blount,15531,18,13171,10,2360,8,14531,10,78747,128,93278,138,0,195,-5,154,23,15182,0,356,195
05-11-21,Bradley,15094,21,12265,12,2829,9,13936,15,69915,162,83851,177,0,151,0,172,21,14771,1,671,151
05-11-21,Campbell,4171,2,2274,0,1897,2,2553,0,25402,16,27955,16,0,63,-1,32,3,4076,0,129,63
05-11-21,Cannon,1923,0,1529,0,394,0,1705,0,9669,9,11374,9,0,31,-2,13,2,1879,0,39,31
05-11-21,Carroll,3628,2,2354,0,1274,2,2795,2,20055,10,22850,12,0,83,2,34,0,3511,0,83,83
05-11-21,Carter,6650,8,5759,3,891,5,6339,3,39753,64,46092,67,0,158,-5,79,13,6413,0,233,158
05-11-21,Cheatham,4567,4,3466,4,1101,0,3914,4,28563,29,32477,33,0,56,2,45,2,4466,0,90,56
05-11-21,Chester,2152,3,1536,2,616,1,1827,2,12324,8,14151,10,0,51,0,25,3,2076,0,45,51
05-11-21,Claiborne,3188,2,2035,0,1153,2,2181,0,24966,14,27147,14,0,73,1,22,1,3093,0,95,73
05-11-21,Clay,1102,0,755,0,347,0,872,0,5756,3,6628,3,-1,30,1,1,0,1071,0,25,30
05-11-21,Cocke,4517,0,2963,0,1554,0,3267,0,23046,21,26313,21,0,99,-1,38,1,4380,0,119,99
05-11-21,Coffee,6919,6,4765,1,2154,5,5815,1,47004,73,52819,74,0,122,2,39,4,6758,0,124,122
05-11-21,Crockett,2033,0,1222,0,811,0,1426,0,7510,7,8936,7,0,49,-3,7,3,1977,0,31,49
05-11-21,Cumberland,6755,4,5536,3,1219,1,6362,3,49870,30,56232,33,0,133,-7,64,11,6558,0,166,133
05-11-21,Davidson,89572,81,83674,64,5898,17,101575,70,1039091,1395,1140666,1465,0,940,10,662,71,87970,0,1982,939
05-11-21,Decatur,1591,1,1173,1,418,0,1393,1,11110,5,12503,6,0,39,1,10,0,1542,0,40,39
05-11-21,Dekalb,2805,0,2066,0,739,0,2383,0,17488,8,19871,8,0,54,0,22,0,2729,0,57,54
05-11-21,Dickson,6850,6,4962,6,1888,0,5856,6,37107,50,42963,56,0,113,-2,38,8,6699,0,122,113
05-11-21,Dyer,5435,4,3567,1,1868,3,4027,1,22349,26,26376,27,0,106,0,32,4,5297,0,111,106
05-11-21,Fayette,5101,3,4313,1,788,2,5335,2,39378,53,44713,55,0,77,-13,95,16,4929,0,133,77
05-11-21,Fentress,2423,0,2080,0,343,0,2374,0,13650,12,16024,12,0,47,-2,15,2,2361,0,64,47
05-11-21,Franklin,5160,3,4280,3,880,0,5007,4,39556,32,44563,36,0,90,1,28,2,5042,0,110,90
05-11-21,Gibson,6531,2,3916,1,2615,1,4738,2,30463,34,35201,36,0,146,-2,37,4,6348,0,116,146
05-11-21,Giles,4006,3,3282,3,724,0,3775,4,23559,16,27334,20,0,100,0,34,3,3872,0,111,100
05-11-21,Grainger,2635,1,1940,1,695,0,2173,2,14399,7,16572,9,0,50,0,21,1,2564,0,73,50
05-11-21,Greene,7910,12,6297,8,1613,4,7053,9,52843,89,59896,98,0,156,8,91,4,7663,2,199,156
05-11-21,Grundy,1793,0,1499,0,294,0,1715,0,9511,18,11226,18,0,34,-1,3,1,1756,0,61,34
05-11-21,Hamblen,8627,7,5977,2,2650,5,6710,2,47076,34,53786,36,0,173,-5,53,12,8401,0,266,173
05-11-21,Hamilton,44482,71,38034,55,6448,16,42665,71,330189,670,372854,741,0,495,7,470,64,43517,1,1176,495
05-11-21,Hancock,591,0,407,0,184,0,435,0,4047,2,4482,2,0,12,-3,4,3,575,0,23,12
