DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
05-01-20,Pending,33,0,,,,,33,20501,20534,688,0,0,1,1,-1,32,0,0
05-01-20,Perry,12,3,,,,,12,75,87,4,0,0,0,4,3,8,0,0
05-01-20,Pickett,0,0,,,,,0,171,171,3,0,0,0,0,0,0,0,0
05-01-20,Polk,8,0,,,,,8,166,174,7,0,0,0,5,0,3,0,1
05-01-20,Putnam,122,1,,,,,122,1786,1908,21,0,5,2,84,-1,33,0,3
05-01-20,Rhea,5,0,,,,,5,523,528,34,0,0,0,4,0,1,0,0
05-01-20,Roane,7,0,,,,,7,1517,1524,46,0,0,0,7,0,0,0,1
05-01-20,Robertson,157,9,,,,,157,1560,1717,113,0,0,3,100,6,57,5,21
05-01-20,Rutherford,502,28,,,,,502,4695,5197,277,0,11,8,207,20,284,3,56
05-01-20,Scott,11,0,,,,,11,248,259,9,0,0,0,11,0,0,0,0
05-01-20,Sequatchie,5,0,,,,,5,465,470,36,0,0,2,5,-2,0,0,1
05-01-20,Sevier,49,0,,,,,49,1639,1688,105,0,1,1,29,-1,19,0,6
05-01-20,Shelby,2599,92,,,,,2599,20465,23064,1212,4,51,50,1338,38,1210,6,181
05-01-20,Smith,22,1,,,,,22,448,470,29,0,1,2,11,-1,10,0,1
05-01-20,Stewart,7,0,,,,,7,184,191,14,0,0,0,2,0,5,0,1
05-01-20,Sullivan,49,0,,,,,49,1349,1398,68,0,1,1,44,-1,4,0,6
05-01-20,Sumner,632,9,,,,,632,3490,4122,187,0,37,0,325,9,270,32,184
05-01-20,Tipton,98,0,,,,,98,1378,1476,74,0,0,0,51,0,47,0,12
05-01-20,Trousdale,1020,897,,,,,1020,843,1863,970,0,1,0,11,897,1008,0,7
05-01-20,Unicoi,2,1,,,,,2,152,154,7,0,0,0,1,1,1,0,0
05-01-20,Union,3,0,,,,,3,263,266,12,0,0,0,2,0,1,0,0
05-01-20,Van Buren,2,0,,,,,2,194,196,8,0,0,0,1,0,1,0,0
05-01-20,Warren,8,1,,,,,8,724,732,63,0,0,0,4,1,4,0,0
05-01-20,Washington,55,1,,,,,55,1664,1719,59,0,0,3,49,-2,6,0,6
05-01-20,Wayne,4,0,,,,,4,262,266,3,0,0,0,2,0,2,0,1
05-01-20,Weakley,23,0,,,,,23,593,616,58,0,0,1,11,-1,12,0,1
05-01-20,White,7,0,,,,,7,564,571,15,0,0,0,4,0,3,0,1
05-01-20,Williamson,416,5,,,,,416,4919,5335,106,0,9,2,280,3,127,6,43
05-01-20,Wilson,259,6,,,,,259,2548,2807,98,1,5,6,144,-1,110,0,22
05-02-20,Anderson,28,0,,,,,28,2203,2231,162,0,1,1,22,-1,5,0,3
05-02-20,Bedford,193,9,,,,,193,1391,1584,59,0,2,4,42,5,149,0,6
05-02-20,Benton,6,1,,,,,6,221,227,13,0,1,0,4,1,1,0,2
05-02-20,Bledsoe,596,1,,,,,596,3023,3619,77,0,0,0,9,1,587,0,3
05-02-20,Blount,63,5,,,,,63,1283,1346,67,0,3,2,48,3,12,1,5
05-02-20,Bradley,52,0,,,,,52,953,1005,70,0,1,2,41,-2,10,0,11
05-02-20,Campbell,16,0,,,,,16,493,509,56,0,1,0,13,0,2,0,1
05-02-20,Cannon,12,0,,,,,12,279,291,8,0,0,0,8,0,4,0,2
05-02-20,Carroll,18,0,,,,,18,506,524,28,0,1,0,13,0,4,0,1
05-02-20,Carter,14,1,,,,,14,558,572,41,0,1,0,10,1,3,0,2
05-02-20,Cheatham,48,0,,,,,48,933,981,52,0,0,1,26,-1,22,0,5
05-02-20,Chester,10,0,,,,,10,296,306,14,0,0,1,6,-1,4,0,1
05-02-20,Claiborne,5,0,,,,,5,291,296,17,0,0,0,5,0,0,0,0
05-02-20,Clay,5,0,,,,,5,244,249,13,0,0,0,5,0,0,0,0
05-02-20,Cocke,16,0,,,,,16,450,466,35,0,0,0,14,0,2,0,1
05-02-20,Coffee,38,2,,,,,38,1130,1168,55,0,0,0,16,2,22,0,3
05-02-20,Crockett,7,0,,,,,7,317,324,8,0,0,0,1,0,6,0,1
05-02-20,Cumberland,74,0,,,,,74,1735,1809,119,0,1,4,49,-4,24,0,9
05-02-20,Davidson,2773,121,,,,,2773,15944,18717,956,0,28,53,1401,68,1344,-1,258
05-02-20,Decatur,4,0,,,,,4,171,175,6,0,0,0,4,0,0,0,0
05-02-20,Dekalb,18,1,,,,,18,641,659,17,0,0,1,11,0,7,0,0
05-02-20,Dickson,77,3,,,,,77,1110,1187,67,0,0,0,39,3,38,0,12
05-02-20,Dyer,36,0,,,,,36,693,729,70,0,0,3,24,-3,12,0,4
05-02-20,Fayette,59,0,,,,,59,1105,1164,76,0,1,3,45,-3,13,0,11
05-02-20,Fentress,4,0,,,,,4,240,244,20,0,0,0,2,0,2,0,0
05-02-20,Franklin,36,0,,,,,36,1227,1263,114,0,1,2,28,-2,7,0,5
05-02-20,Gibson,48,3,,,,,48,1288,1336,84,0,1,3,28,0,19,0,4
05-02-20,Giles,8,0,,,,,8,450,458,25,0,0,0,4,0,4,0,0
05-02-20,Grainger,6,0,,,,,6,296,302,8,0,0,0,4,0,2,0,1
05-02-20,Greene,43,-1,,,,,43,844,887,38,0,2,0,35,-1,6,0,7
05-02-20,Grundy,28,0,,,,,28,320,348,11,0,1,0,22,0,5,1,10
05-02-20,Hamblen,18,0,,,,,18,967,985,83,0,2,1,12,-1,4,0,3
05-02-20,Hamilton,168,8,,,,,168,3177,3345,557,0,13,0,88,8,67,0,41
05-02-20,Hancock,0,0,,,,,0,75,75,21,0,0,0,0,0,0,0,0
05-02-20,Hardeman,17,1,,,,,17,377,394,22,0,0,0,9,1,8,0,2
05-02-20,Hardin,5,0,,,,,5,849,854,10,0,0,0,3,0,2,0,0
05-02-20,Hawkins,30,0,,,,,30,853,883,41,0,2,0,27,0,1,0,5
05-02-20,Haywood,23,0,,,,,23,367,390,18,0,1,1,12,-1,10,0,6
05-02-20,Henderson,9,2,,,,,9,598,607,29,0,0,0,4,2,5,0,0
05-02-20,Henry,13,0,,,,,13,675,688,44,0,0,1,10,-1,3,0,3
05-02-20,Hickman,44,0,,,,,44,536,580,19,0,0,0,2,0,42,0,1
05-02-20,Houston,5,0,,,,,5,182,187,6,0,0,0,4,0,1,0,3
05-02-20,Humphreys,11,0,,,,,11,317,328,34,0,1,0,6,0,4,0,0
05-02-20,Jackson,7,0,,,,,7,367,374,22,0,0,0,6,0,1,0,0
05-02-20,Jefferson,22,2,,,,,22,859,881,43,0,0,0,15,2,7,0,0
05-02-20,Johnson,3,0,,,,,3,81,84,2,0,0,0,3,0,0,0,0
05-02-20,Knox,236,3,,,,,236,7341,7577,335,0,5,1,201,2,30,0,27
05-02-20,Lake,55,0,,,,,55,1060,1115,12,0,0,3,40,-3,15,0,0
05-02-20,Lauderdale,21,0,,,,,21,361,382,15,0,0,1,11,-1,10,0,4
05-02-20,Lawrence,17,0,,,,,17,868,885,26,0,0,0,16,0,1,0,2
05-02-20,Lewis,2,0,,,,,2,125,127,9,0,0,0,2,0,0,0,0
05-02-20,Lincoln,14,0,,,,,14,598,612,53,0,0,1,9,-1,5,0,2
05-02-20,Loudon,37,5,,,,,37,647,684,53,0,0,0,24,5,13,0,3
05-02-20,Macon,44,3,,,,,44,740,784,38,0,3,0,20,3,21,0,9
05-02-20,Madison,138,2,,,,,138,2788,2926,137,0,1,2,74,0,63,1,9
05-02-20,Marion,29,0,,,,,29,541,570,15,0,1,1,23,-1,5,0,9
05-02-20,Marshall,23,0,,,,,23,596,619,33,0,1,0,11,0,11,0,5
05-02-20,Maury,44,0,,,,,44,1586,1630,43,0,0,0,34,0,10,0,6
05-02-20,McMinn,97,3,,,,,97,1473,1570,114,0,1,3,9,0,87,0,7
05-02-20,McNairy,11,0,,,,,11,387,398,31,0,0,0,10,0,1,0,1
05-02-20,Meigs,9,0,,,,,9,170,179,9,0,0,1,4,-1,5,0,2
05-02-20,Monroe,22,1,,,,,22,440,462,21,0,1,1,11,0,10,0,2
05-02-20,Montgomery,148,2,,,,,148,3428,3576,223,0,2,2,75,0,71,0,16
05-02-20,Moore,3,0,,,,,3,164,167,9,0,0,0,1,0,2,0,0
05-02-20,Morgan,6,0,,,,,6,330,336,35,0,0,0,6,0,0,0,0
05-02-20,Obion,15,1,,,,,15,431,446,37,0,1,1,8,0,6,0,1
05-02-20,Out of State,302,44,,,,,302,30808,31110,1167,0,1,2,135,42,166,-2,20
05-02-20,Overton,9,1,,,,,9,620,629,34,0,0,0,7,1,2,0,1
05-02-20,Pending,86,53,,,,,86,21195,21281,747,0,0,0,1,53,85,0,0
05-02-20,Perry,12,0,,,,,12,86,98,11,0,0,1,5,-1,7,0,0
05-02-20,Pickett,0,0,,,,,0,171,171,0,0,0,0,0,0,0,0,0
05-02-20,Polk,11,3,,,,,11,187,198,24,0,0,0,5,3,6,0,1
05-02-20,Putnam,136,14,,,,,136,1932,2068,160,0,5,1,85,13,46,0,3
05-02-20,Rhea,5,0,,,,,5,571,576,48,0,0,0,4,0,1,0,0
05-02-20,Roane,7,0,,,,,7,1603,1610,86,0,0,0,7,0,0,0,1
05-02-20,Robertson,168,11,,,,,168,1619,1787,70,0,0,9,109,2,59,0,21
05-02-20,Rutherford,547,45,,,,,547,4899,5446,249,0,11,1,208,44,328,3,59
05-02-20,Scott,11,0,,,,,11,269,280,21,0,0,0,11,0,0,0,0
05-02-20,Sequatchie,5,0,,,,,5,506,511,41,0,0,0,5,0,0,0,1
05-02-20,Sevier,49,0,,,,,49,1770,1819,131,0,1,7,36,-7,12,0,6
05-02-20,Shelby,2672,73,,,,,2672,21552,24224,1160,4,55,36,1374,33,1243,8,189
05-02-20,Smith,22,0,,,,,22,454,476,6,0,1,1,12,-1,9,0,1
05-02-20,Stewart,7,0,,,,,7,192,199,8,0,0,0,2,0,5,0,1
05-02-20,Sullivan,49,0,,,,,49,1480,1529,131,0,1,1,45,-1,3,0,6
05-02-20,Sumner,640,8,,,,,640,3558,4198,76,1,38,1,326,6,276,0,184
05-02-20,Tipton,99,1,,,,,99,1409,1508,32,0,0,3,54,-2,45,0,12
05-02-20,Trousdale,1344,324,,,,,1344,1500,2844,981,0,1,1,12,323,1331,1,8
05-02-20,Unicoi,2,0,,,,,2,155,157,3,0,0,0,1,0,1,0,0
05-02-20,Union,3,0,,,,,3,278,281,15,0,0,0,2,0,1,0,0
05-02-20,Van Buren,2,0,,,,,2,196,198,2,0,0,1,2,-1,0,0,0
05-02-20,Warren,8,0,,,,,8,743,751,19,0,0,0,4,0,4,0,0
05-02-20,Washington,57,2,,,,,57,1773,1830,111,0,0,1,50,1,7,0,6
05-02-20,Wayne,4,0,,,,,4,267,271,5,0,0,0,2,0,2,0,1
05-02-20,Weakley,23,0,,,,,23,618,641,25,0,0,0,11,0,12,0,1
05-02-20,White,7,0,,,,,7,575,582,11,0,0,0,4,0,3,0,1
05-02-20,Williamson,419,3,,,,,419,5012,5431,96,0,9,2,282,1,128,0,43
05-02-20,Wilson,268,9,,,,,268,2628,2896,89,0,5,4,148,5,115,0,22
05-03-20,Anderson,28,0,,,,,28,2273,2301,70,0,1,0,22,0,5,0,3
05-03-20,Bedford,200,7,,,,,200,1471,1671,87,1,3,3,45,3,152,1,7
05-03-20,Benton,6,0,,,,,6,237,243,16,0,1,0,4,0,1,0,2
05-03-20,Bledsoe,598,2,,,,,598,3051,3649,30,0,0,1,10,1,588,0,3
05-03-20,Blount,63,0,,,,,63,1335,1398,52,0,3,0,48,0,12,0,5
05-03-20,Bradley,53,1,,,,,53,1005,1058,53,0,1,2,43,-1,9,0,11
05-03-20,Campbell,16,0,,,,,16,519,535,26,0,1,0,13,0,2,0,1
05-03-20,Cannon,12,0,,,,,12,283,295,4,0,0,0,8,0,4,0,2
05-03-20,Carroll,18,0,,,,,18,527,545,21,0,1,2,15,-2,2,0,1
05-03-20,Carter,14,0,,,,,14,584,598,26,0,1,0,10,0,3,0,2
05-03-20,Cheatham,53,5,,,,,53,966,1019,38,0,0,1,27,4,26,0,5
05-03-20,Chester,10,0,,,,,10,311,321,15,0,0,1,7,-1,3,0,1
05-03-20,Claiborne,5,0,,,,,5,302,307,11,0,0,0,5,0,0,0,0
05-03-20,Clay,5,0,,,,,5,250,255,6,0,0,0,5,0,0,0,0
05-03-20,Cocke,16,0,,,,,16,489,505,39,0,0,0,14,0,2,0,1
05-03-20,Coffee,41,3,,,,,41,1178,1219,51,0,0,0,16,3,25,0,3
05-03-20,Crockett,7,0,,,,,7,328,335,11,0,0,0,1,0,6,0,1
05-03-20,Cumberland,80,6,,,,,80,1819,1899,90,0,1,0,49,6,30,0,9
05-03-20,Davidson,2904,131,,,,,2904,16329,19233,516,0,28,11,1412,120,1464,1,259
05-03-20,Decatur,4,0,,,,,4,182,186,11,0,0,0,4,0,0,0,0
05-03-20,Dekalb,21,3,,,,,21,665,686,27,0,0,0,11,3,10,0,0
05-03-20,Dickson,80,3,,,,,80,1176,1256,69,0,0,5,44,-2,36,1,13
05-03-20,Dyer,36,0,,,,,36,740,776,47,0,0,2,26,-2,10,0,4
05-03-20,Fayette,63,4,,,,,63,1186,1249,85,0,1,2,47,2,15,0,11
05-03-20,Fentress,4,0,,,,,4,249,253,9,0,0,0,2,0,2,0,0
05-03-20,Franklin,36,0,,,,,36,1271,1307,44,0,1,2,30,-2,5,0,5
05-03-20,Gibson,50,2,,,,,50,1346,1396,60,0,1,1,29,1,20,0,4
05-03-20,Giles,8,0,,,,,8,481,489,31,0,0,0,4,0,4,0,0
05-03-20,Grainger,6,0,,,,,6,301,307,5,0,0,0,4,0,2,0,1
05-03-20,Greene,43,0,,,,,43,885,928,41,0,2,0,35,0,6,0,7
05-03-20,Grundy,28,0,,,,,28,327,355,7,0,1,0,22,0,5,0,10
05-03-20,Hamblen,19,1,,,,,19,1001,1020,35,0,2,0,12,1,5,0,3
05-03-20,Hamilton,172,4,,,,,172,3287,3459,114,0,13,1,89,3,70,1,42
05-03-20,Hancock,0,0,,,,,0,75,75,0,0,0,0,0,0,0,0,0
05-03-20,Hardeman,19,2,,,,,19,527,546,152,0,0,3,12,-1,7,0,2
05-03-20,Hardin,7,2,,,,,7,861,868,14,0,0,0,3,2,4,0,0
05-03-20,Hawkins,30,0,,,,,30,898,928,45,0,2,0,27,0,1,0,5
05-03-20,Haywood,25,2,,,,,25,390,415,25,0,1,2,14,0,10,0,6
05-03-20,Henderson,9,0,,,,,9,626,635,28,0,0,1,5,-1,4,0,0
05-03-20,Henry,13,0,,,,,13,721,734,46,0,0,0,10,0,3,0,3
05-03-20,Hickman,45,1,,,,,45,565,610,30,0,0,0,2,1,43,0,1
05-03-20,Houston,5,0,,,,,5,188,193,6,0,0,0,4,0,1,0,3
05-03-20,Humphreys,11,0,,,,,11,328,339,11,0,1,0,6,0,4,0,0
05-03-20,Jackson,7,0,,,,,7,388,395,21,0,0,0,6,0,1,0,0
05-03-20,Jefferson,24,2,,,,,24,893,917,36,0,0,1,16,1,8,0,0
05-03-20,Johnson,3,0,,,,,3,90,93,9,0,0,0,3,0,0,0,0
05-03-20,Knox,243,7,,,,,243,7654,7897,320,0,5,3,204,4,34,0,27
05-03-20,Lake,57,2,,,,,57,1066,1123,8,0,0,1,41,1,16,0,0
05-03-20,Lauderdale,24,3,,,,,24,388,412,30,0,0,5,16,-2,8,1,5
05-03-20,Lawrence,17,0,,,,,17,912,929,44,0,0,0,16,0,1,0,2
05-03-20,Lewis,2,0,,,,,2,139,141,14,0,0,0,2,0,0,0,0
05-03-20,Lincoln,14,0,,,,,14,650,664,52,0,0,0,9,0,5,0,2
05-03-20,Loudon,37,0,,,,,37,673,710,26,0,0,0,24,0,13,0,3
05-03-20,Macon,50,6,,,,,50,757,807,23,0,3,0,20,6,27,0,9
05-03-20,Madison,140,2,,,,,140,2913,3053,127,0,1,0,74,2,65,0,9
05-03-20,Marion,29,0,,,,,29,549,578,8,0,1,0,23,0,5,0,9
05-03-20,Marshall,23,0,,,,,23,625,648,29,0,1,0,11,0,11,0,5
05-03-20,Maury,44,0,,,,,44,1646,1690,60,0,0,0,34,0,10,0,6
05-03-20,McMinn,100,3,,,,,100,1553,1653,83,0,1,2,11,1,88,0,7
05-03-20,McNairy,11,0,,,,,11,430,441,43,0,0,0,10,0,1,0,1
05-03-20,Meigs,9,0,,,,,9,182,191,12,0,0,0,4,0,5,0,2
05-03-20,Monroe,21,-1,,,,,21,454,475,13,0,1,0,11,-1,9,0,2
05-03-20,Montgomery,148,0,,,,,148,3555,3703,127,0,2,1,76,-1,70,0,16
05-03-20,Moore,3,0,,,,,3,177,180,13,0,0,0,1,0,2,0,0
05-03-20,Morgan,6,0,,,,,6,343,349,13,0,0,0,6,0,0,0,0
05-03-20,Obion,15,0,,,,,15,455,470,24,0,1,0,8,0,6,0,1
05-03-20,Out of State,311,9,,,,,311,31699,32010,900,0,1,3,138,6,172,0,20
05-03-20,Overton,9,0,,,,,9,647,656,27,0,0,0,7,0,2,0,1
05-03-20,Pending,118,32,,,,,118,22019,22137,856,0,0,0,1,32,117,0,0
05-03-20,Perry,12,0,,,,,12,89,101,3,0,0,2,7,-2,5,0,0
05-03-20,Pickett,0,0,,,,,0,177,177,6,0,0,0,0,0,0,0,0
05-03-20,Polk,11,0,,,,,11,205,216,18,0,0,1,6,-1,5,0,1
05-03-20,Putnam,136,0,,,,,136,1963,2099,31,0,5,1,86,-1,45,0,3
05-03-20,Rhea,5,0,,,,,5,592,597,21,0,0,0,4,0,1,0,0
05-03-20,Roane,7,0,,,,,7,1625,1632,22,0,0,0,7,0,0,0,1
05-03-20,Robertson,179,11,,,,,179,1679,1858,71,0,0,3,112,8,67,0,21
05-03-20,Rutherford,579,32,,,,,579,5194,5773,327,0,11,1,209,31,359,2,61
05-03-20,Scott,11,0,,,,,11,276,287,7,0,0,0,11,0,0,0,0
05-03-20,Sequatchie,5,0,,,,,5,544,549,38,0,0,0,5,0,0,0,1
05-03-20,Sevier,51,2,,,,,51,1872,1923,104,0,1,0,36,2,14,0,6
05-03-20,Shelby,2815,143,,,,,2815,22943,25758,1534,0,55,25,1399,118,1361,2,191
05-03-20,Smith,22,0,,,,,22,472,494,18,0,1,0,12,0,9,0,1
05-03-20,Stewart,7,0,,,,,7,194,201,2,0,0,0,2,0,5,0,1
05-03-20,Sullivan,51,2,,,,,51,1632,1683,154,0,1,1,46,1,4,0,6
05-03-20,Sumner,653,13,,,,,653,3691,4344,146,0,38,0,326,13,289,0,184
05-03-20,Tipton,146,47,,,,,146,1474,1620,112,0,0,1,55,46,91,0,12
05-03-20,Trousdale,1346,2,,,,,1346,1510,2856,12,0,1,1,13,1,1332,0,8
05-03-20,Unicoi,2,0,,,,,2,162,164,7,0,0,0,1,0,1,0,0
05-03-20,Union,3,0,,,,,3,288,291,10,0,0,0,2,0,1,0,0
05-03-20,Van Buren,2,0,,,,,2,200,202,4,0,0,0,2,0,0,0,0
05-03-20,Warren,8,0,,,,,8,801,809,58,0,0,0,4,0,4,0,0
05-03-20,Washington,57,0,,,,,57,1843,1900,70,0,0,0,50,0,7,0,6
05-03-20,Wayne,4,0,,,,,4,271,275,4,0,0,0,2,0,2,0,1
05-03-20,Weakley,23,0,,,,,23,645,668,27,0,0,1,12,-1,11,0,1
05-03-20,White,14,7,,,,,14,619,633,51,0,0,0,4,7,10,0,1
05-03-20,Williamson,427,8,,,,,427,5300,5727,296,0,9,-1,281,9,137,1,44
05-03-20,Wilson,273,5,,,,,273,2779,3052,156,0,5,4,152,1,116,0,22
05-04-20,Anderson,29,1,29,,1,,29,2324,2353,52,0,1,3,25,-1,4,0,3
05-04-20,Bedford,200,0,200,,0,,200,1531,1731,60,0,3,19,64,-19,133,0,7
05-04-20,Benton,6,0,6,,0,,6,253,259,16,0,1,0,4,0,1,0,2
05-04-20,Bledsoe,598,0,598,,0,,598,3061,3659,10,0,0,0,10,0,588,0,3
05-04-20,Blount,65,2,65,,5,,65,1383,1448,50,0,3,6,54,1,13,1,6
05-04-20,Bradley,56,3,56,,0,,56,1053,1109,51,0,1,1,44,2,11,0,11
05-04-20,Campbell,16,0,16,,1,,16,541,557,22,0,1,1,14,0,2,0,1
05-04-20,Cannon,12,0,12,,0,,12,299,311,16,0,0,0,8,0,4,0,2
05-04-20,Carroll,19,1,19,,4,,19,633,652,107,0,1,0,15,5,7,0,1
05-04-20,Carter,14,0,14,,0,,14,614,628,30,0,1,0,10,0,3,0,2
05-04-20,Cheatham,56,3,56,,0,,56,1023,1079,60,0,0,1,28,2,28,0,5
05-04-20,Chester,10,0,10,,0,,10,321,331,10,0,0,0,7,0,3,0,1
05-04-20,Claiborne,5,0,5,,0,,5,309,314,7,0,0,0,5,0,0,0,0
05-04-20,Clay,5,0,5,,0,,5,254,259,4,0,0,0,5,0,0,0,0
05-04-20,Cocke,16,0,16,,3,,16,503,519,14,0,0,2,16,1,3,0,1
05-04-20,Coffee,43,2,43,,1,,43,1239,1282,63,0,0,3,19,0,25,1,4
05-04-20,Crockett,7,0,7,,2,,7,332,339,4,0,0,0,1,2,8,0,1
05-04-20,Cumberland,84,4,84,,0,,84,1893,1977,78,0,1,2,51,2,32,0,9
05-04-20,Davidson,2995,91,2995,,4,,2995,16906,19901,668,1,29,54,1466,40,1504,3,262
05-04-20,Decatur,4,0,4,,0,,4,191,195,9,0,0,0,4,0,0,0,0
05-04-20,Dekalb,25,4,25,,0,,25,707,732,46,0,0,1,12,3,13,0,0
05-04-20,Dickson,82,2,82,,0,,82,1220,1302,46,0,0,1,45,1,37,0,13
05-04-20,Dyer,36,0,36,,3,,36,783,819,43,0,0,1,27,2,12,0,4
05-04-20,Fayette,68,5,68,,0,,68,1219,1287,38,0,1,0,47,5,20,0,11
05-04-20,Fentress,5,1,5,,0,,5,258,263,10,0,0,1,3,0,2,0,0
05-04-20,Franklin,36,0,36,,0,,36,1325,1361,54,0,1,0,30,0,5,0,5
05-04-20,Gibson,50,0,50,,3,,50,1390,1440,44,0,1,1,30,2,22,0,4
05-04-20,Giles,8,0,8,,0,,8,510,518,29,0,0,0,4,0,4,0,0
05-04-20,Grainger,6,0,6,,1,,6,312,318,11,0,0,0,4,1,3,0,1
05-04-20,Greene,43,0,43,,0,,43,925,968,40,0,2,0,35,0,6,0,7
05-04-20,Grundy,28,0,28,,0,,28,330,358,3,0,1,1,23,-1,4,0,10
05-04-20,Hamblen,19,0,19,,3,,19,1072,1091,71,0,2,2,14,1,6,0,3
05-04-20,Hamilton,179,7,179,,1,,179,3354,3533,74,0,13,2,91,6,76,0,42
05-04-20,Hancock,0,0,0,,0,,0,77,77,2,0,0,0,0,0,0,0,0
05-04-20,Hardeman,20,1,20,,0,,20,546,566,20,0,0,1,13,0,7,0,2
05-04-20,Hardin,7,0,7,,0,,7,872,879,11,0,0,0,3,0,4,0,0
05-04-20,Hawkins,31,1,31,,0,,31,939,970,42,0,2,0,27,1,2,0,5
05-04-20,Haywood,26,1,26,,1,,26,400,426,11,0,1,1,15,1,11,0,6
05-04-20,Henderson,8,-1,8,,1,,8,632,640,5,0,0,0,5,0,4,0,0
05-04-20,Henry,13,0,13,,0,,13,741,754,20,0,0,1,11,-1,2,0,3
05-04-20,Hickman,45,0,45,,0,,45,595,640,30,0,0,0,2,0,43,0,1
05-04-20,Houston,5,0,5,,0,,5,192,197,4,0,0,0,4,0,1,0,3
05-04-20,Humphreys,11,0,11,,0,,11,353,364,25,0,1,0,6,0,4,0,0
05-04-20,Jackson,7,0,7,,0,,7,393,400,5,0,0,0,6,0,1,0,0
05-04-20,Jefferson,26,2,26,,2,,26,925,951,34,0,0,1,17,3,11,0,0
05-04-20,Johnson,5,2,5,,0,,5,95,100,7,0,0,0,3,2,2,0,0
05-04-20,Knox,246,3,246,,3,,246,7822,8068,171,0,5,5,209,1,35,1,28
05-04-20,Lake,57,0,57,,1,,57,1069,1126,3,0,0,0,41,1,17,0,0
05-04-20,Lauderdale,24,0,24,,1,,24,406,430,18,0,0,1,17,0,8,0,5
05-04-20,Lawrence,17,0,17,,0,,17,954,971,42,0,0,1,17,-1,0,0,2
05-04-20,Lewis,2,0,2,,0,,2,150,152,11,0,0,0,2,0,0,0,0
05-04-20,Lincoln,16,2,16,,0,,16,692,708,44,0,0,0,9,2,7,0,2
05-04-20,Loudon,38,1,38,,1,,38,682,720,10,0,0,2,26,0,13,0,3
05-04-20,Macon,53,3,53,,0,,53,796,849,42,0,3,1,21,2,29,0,9
05-04-20,Madison,142,2,142,,0,,142,2988,3130,77,0,1,8,82,-6,59,0,9
05-04-20,Marion,29,0,29,,0,,29,557,586,8,0,1,1,24,-1,4,0,9
05-04-20,Marshall,24,1,24,,0,,24,653,677,29,0,1,2,13,-1,10,0,5
05-04-20,Maury,49,5,49,,0,,49,1734,1783,93,0,0,0,34,5,15,0,6
05-04-20,McMinn,103,3,103,,0,,103,1639,1742,89,0,1,0,11,3,91,0,7
05-04-20,McNairy,11,0,11,,0,,11,441,452,11,0,0,0,10,0,1,0,1
05-04-20,Meigs,10,1,10,,0,,10,186,196,5,0,0,0,4,1,6,0,2
05-04-20,Monroe,25,4,25,,4,,25,471,496,21,0,1,1,12,7,16,0,2
05-04-20,Montgomery,149,1,149,,0,,149,3672,3821,118,0,2,2,78,-1,69,0,16
05-04-20,Moore,3,0,3,,0,,3,181,184,4,0,0,2,3,-2,0,0,0
05-04-20,Morgan,6,0,6,,0,,6,353,359,10,0,0,0,6,0,0,0,0
05-04-20,Obion,16,1,16,,1,,16,470,486,16,0,1,1,9,1,7,0,1
05-04-20,Out of State,347,36,347,,0,,347,32703,33050,1040,4,5,-5,133,37,209,1,21
05-04-20,Overton,9,0,9,,0,,9,660,669,13,0,0,0,7,0,2,0,1
05-04-20,Pending,133,15,133,,0,,133,22657,22790,653,0,0,0,1,15,132,0,0
05-04-20,Perry,12,0,12,,0,,12,91,103,2,0,0,0,7,0,5,0,0
05-04-20,Pickett,0,0,0,,0,,0,177,177,0,0,0,0,0,0,0,0,0
05-04-20,Polk,12,1,12,,0,,12,220,232,16,0,0,0,6,1,6,0,1
05-04-20,Putnam,139,3,139,,0,,139,2008,2147,48,0,5,3,89,0,45,0,3
05-04-20,Rhea,5,0,5,,0,,5,618,623,26,0,0,0,4,0,1,0,0
05-04-20,Roane,7,0,7,,1,,7,1659,1666,34,0,0,1,8,0,0,0,1
05-04-20,Robertson,184,5,184,,0,,184,1742,1926,68,0,0,0,112,5,72,0,21
05-04-20,Rutherford,602,23,602,,1,,602,5452,6054,281,0,11,9,218,15,374,0,61
05-04-20,Scott,11,0,11,,1,,11,285,296,9,0,0,1,12,0,0,0,0
05-04-20,Sequatchie,5,0,5,,0,,5,571,576,27,0,0,0,5,0,0,0,1
05-04-20,Sevier,55,4,55,,3,,55,1942,1997,74,0,1,3,39,4,18,0,6
05-04-20,Shelby,2877,62,2877,,1,,2877,23630,26507,749,3,58,100,1499,-40,1321,0,191
05-04-20,Smith,23,1,23,,1,,23,495,518,24,0,1,2,14,0,9,0,1
05-04-20,Stewart,7,0,7,,1,,7,203,210,9,0,0,0,2,1,6,0,1
05-04-20,Sullivan,53,2,53,,4,,53,1842,1895,212,0,1,1,47,5,9,0,6
05-04-20,Sumner,660,7,660,,3,,660,3795,4455,111,0,38,6,332,4,293,0,184
05-04-20,Tipton,146,0,146,,2,,146,1508,1654,34,1,1,1,56,0,91,1,13
