DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
06-22-20,Lincoln,49,0,49,0,0,0,59,1929,1988,22,0,0,3,32,-3,17,0,3
06-22-20,Loudon,234,2,220,2,14,0,245,3448,3693,67,0,1,1,189,1,44,0,8
06-22-20,Macon,223,1,223,1,0,0,251,1984,2235,42,0,3,3,163,-2,57,0,13
06-22-20,Madison,196,3,195,3,1,0,239,6568,6807,67,0,2,0,163,3,31,0,22
06-22-20,Marion,50,0,49,0,1,0,58,1459,1517,139,0,3,0,40,0,7,0,13
06-22-20,Marshall,46,0,46,0,0,0,56,1518,1574,26,0,1,0,33,0,12,0,6
06-22-20,Maury,224,4,224,4,0,0,262,4338,4600,43,0,2,5,115,-1,107,0,13
06-22-20,McMinn,175,2,175,2,0,0,216,3712,3928,90,0,15,3,141,-1,19,0,21
06-22-20,McNairy,42,2,41,2,1,0,50,1216,1266,22,0,0,1,22,1,20,0,2
06-22-20,Meigs,31,0,31,0,0,0,43,823,866,9,0,0,0,25,0,6,0,4
06-22-20,Monroe,109,1,99,1,10,0,121,1803,1924,27,0,4,1,83,0,22,0,11
06-22-20,Montgomery,385,1,384,1,1,0,446,11349,11795,284,0,5,4,160,-3,220,0,32
06-22-20,Moore,5,0,5,0,0,0,6,470,476,2,0,0,0,5,0,0,0,0
06-22-20,Morgan,22,0,22,0,0,0,25,3622,3647,24,0,1,0,18,0,3,0,1
06-22-20,Obion,71,0,68,0,3,0,85,2053,2138,45,0,1,1,55,-1,15,0,9
06-22-20,Out of State,632,-18,629,-18,3,0,576,97233,97809,1704,0,8,4,296,-22,328,0,25
06-22-20,Overton,43,1,43,1,0,0,46,1884,1930,49,0,0,0,37,1,6,0,2
06-22-20,Pending,225,19,224,20,1,-1,243,59996,60239,1139,0,0,0,34,19,191,1,3
06-22-20,Perry,28,0,28,0,0,0,33,528,561,5,0,0,1,24,-1,4,0,1
06-22-20,Pickett,5,1,5,1,0,0,5,452,457,13,0,0,0,4,1,1,0,0
06-22-20,Polk,36,4,34,4,2,0,36,881,917,46,0,0,1,27,3,9,0,1
06-22-20,Putnam,673,10,671,10,2,0,792,7924,8716,161,0,7,5,508,5,158,0,16
06-22-20,Rhea,255,-1,255,-1,0,0,275,2408,2683,37,0,0,1,228,-2,27,0,3
06-22-20,Roane,34,0,24,0,10,0,37,5053,5090,89,0,0,0,30,0,4,0,3
06-22-20,Robertson,708,3,707,3,1,0,880,5345,6225,156,1,10,3,426,-1,272,0,50
06-22-20,Rutherford,2100,40,2094,40,6,0,2492,17735,20227,652,0,32,36,923,4,1145,0,107
06-22-20,Scott,14,0,13,0,1,0,14,1093,1107,11,0,0,0,13,0,1,0,0
06-22-20,Sequatchie,24,0,24,0,0,0,32,1281,1313,16,0,0,0,19,0,5,0,2
06-22-20,Sevier,422,2,388,0,34,2,438,7149,7587,276,0,3,17,231,-15,188,0,14
06-22-20,Shelby,8064,148,8049,148,15,0,9871,108341,118212,2805,2,165,143,5448,3,2451,2,667
06-22-20,Smith,50,0,49,0,1,0,60,1378,1438,34,0,1,0,34,0,15,0,3
06-22-20,Stewart,17,0,17,0,0,0,17,691,708,20,0,0,0,7,0,10,0,2
06-22-20,Sullivan,73,1,70,1,3,0,76,6056,6132,74,0,2,0,67,1,4,0,6
06-22-20,Sumner,1196,15,1186,15,10,0,1526,11333,12859,344,0,49,16,509,-1,638,2,212
06-22-20,Tipton,563,1,557,1,6,0,617,6550,7167,116,0,4,3,459,-2,100,0,27
06-22-20,Trousdale,1466,0,1463,0,3,0,1502,2210,3712,31,0,5,0,1364,0,97,0,15
06-22-20,Unicoi,53,1,53,1,0,0,58,1178,1236,14,0,0,0,52,1,1,0,0
06-22-20,Union,10,0,10,0,0,0,10,910,920,32,0,0,0,6,0,4,0,0
06-22-20,Van Buren,5,0,5,0,0,0,5,433,438,4,0,0,0,3,0,2,0,1
06-22-20,Warren,34,0,34,0,0,0,36,2555,2591,45,0,0,1,27,-1,7,0,0
06-22-20,Washington,103,1,101,1,2,0,127,5673,5800,71,0,0,0,85,1,18,0,6
06-22-20,Wayne,65,1,65,1,0,0,66,2448,2514,16,0,0,0,64,1,1,0,2
06-22-20,Weakley,43,1,42,1,1,0,46,1879,1925,47,0,0,0,31,1,12,0,2
06-22-20,White,54,0,53,0,1,0,63,2193,2256,47,0,3,4,41,-4,10,0,4
06-22-20,Williamson,793,11,790,11,3,0,930,14597,15527,425,0,13,13,452,-2,328,0,50
06-22-20,Wilson,625,9,623,9,2,0,755,9398,10153,254,0,15,13,360,-4,250,0,46
06-23-20,Anderson,78,3,75,4,3,-1,93,6722,6815,-28,0,2,4,56,-1,20,0,7
06-23-20,Bedford,436,4,436,4,0,0,514,3358,3872,24,0,4,13,306,-9,126,1,18
06-23-20,Benton,8,0,8,0,0,0,9,1000,1009,8,0,1,0,7,0,0,0,2
06-23-20,Bledsoe,613,0,613,0,0,0,624,3610,4234,7,0,1,0,610,0,2,0,5
06-23-20,Blount,139,9,134,9,5,0,162,5759,5921,85,0,3,0,97,9,39,0,8
06-23-20,Bradley,393,44,378,43,15,1,432,5438,5870,349,0,3,7,256,37,134,0,25
06-23-20,Campbell,27,1,24,1,3,0,32,2431,2463,25,0,1,0,25,1,1,0,2
06-23-20,Cannon,23,0,23,0,0,0,42,859,901,8,0,0,0,20,0,3,0,4
06-23-20,Carroll,36,0,31,0,5,0,34,1777,1811,8,0,1,0,31,0,4,0,6
06-23-20,Carter,32,2,31,2,1,0,35,2447,2482,14,0,1,0,22,2,9,0,2
06-23-20,Cheatham,175,8,175,8,0,0,208,2702,2910,54,0,0,1,82,7,93,-1,10
06-23-20,Chester,16,2,16,3,0,-1,20,848,868,3,0,0,0,12,2,4,0,1
06-23-20,Claiborne,18,2,18,2,0,0,24,1334,1358,144,0,0,0,10,2,8,0,1
06-23-20,Clay,14,1,14,1,0,0,14,626,640,3,0,0,0,8,1,6,0,0
06-23-20,Cocke,31,0,27,0,4,0,33,1735,1768,16,0,0,1,26,-1,5,0,1
06-23-20,Coffee,99,0,98,0,1,0,117,3462,3579,7,0,0,3,79,-3,20,0,5
06-23-20,Crockett,26,1,24,1,2,0,31,713,744,9,0,3,1,16,0,7,0,2
06-23-20,Cumberland,148,3,147,3,1,0,194,6071,6265,32,0,3,0,113,3,32,1,13
06-23-20,Davidson,7867,151,7859,151,8,0,9302,57222,66524,645,2,98,92,5324,57,2445,6,456
06-23-20,Decatur,15,0,15,0,0,0,19,722,741,6,0,0,0,13,0,2,0,1
06-23-20,Dekalb,43,1,43,1,0,0,52,1680,1732,10,0,0,0,36,1,7,0,0
06-23-20,Dickson,150,4,150,4,0,0,202,3171,3373,11,0,0,3,84,1,66,0,14
06-23-20,Dyer,174,10,167,12,7,-2,189,2362,2551,37,0,0,3,73,7,101,1,10
06-23-20,Fayette,213,10,211,10,2,0,265,4735,5000,29,0,2,3,146,7,65,1,19
06-23-20,Fentress,15,0,15,0,0,0,15,1203,1218,0,0,0,0,11,0,4,0,1
06-23-20,Franklin,69,0,68,0,1,0,95,2610,2705,-5,1,3,0,53,-1,13,0,8
06-23-20,Gibson,80,3,76,3,4,0,90,2948,3038,30,0,1,0,62,3,17,0,5
06-23-20,Giles,38,14,38,14,0,0,45,1592,1637,20,0,0,1,14,13,24,1,5
06-23-20,Grainger,25,0,23,0,2,0,34,1154,1188,-3,0,0,1,23,-1,2,0,4
06-23-20,Greene,56,0,54,0,2,0,62,3334,3396,6,0,2,0,53,0,1,0,8
06-23-20,Grundy,51,3,50,2,1,1,58,803,861,10,0,1,1,33,2,17,0,10
06-23-20,Hamblen,134,13,125,13,9,0,137,4516,4653,5,0,4,5,79,8,51,2,12
06-23-20,Hamilton,2120,17,2116,17,4,0,2213,22266,24479,489,2,28,57,1182,-42,910,3,108
06-23-20,Hancock,3,0,2,0,1,0,2,320,322,6,0,0,0,1,0,2,0,1
06-23-20,Hardeman,257,0,257,0,0,0,272,5845,6117,14,0,1,0,208,0,48,0,10
06-23-20,Hardin,71,2,71,3,0,-1,85,2438,2523,30,0,5,2,27,0,39,0,8
06-23-20,Hawkins,42,2,42,3,0,-1,56,2608,2664,19,0,2,0,32,2,8,0,6
06-23-20,Haywood,54,6,52,5,2,1,57,1250,1307,10,0,2,0,30,6,22,0,8
06-23-20,Henderson,25,3,24,3,1,0,31,1434,1465,12,0,0,0,18,3,7,1,2
06-23-20,Henry,37,1,37,1,0,0,48,2259,2307,20,0,0,0,33,1,4,0,5
06-23-20,Hickman,65,1,65,1,0,0,91,1408,1499,9,0,0,0,59,1,6,0,2
06-23-20,Houston,10,0,10,0,0,0,14,650,664,1,0,0,0,6,0,4,0,4
06-23-20,Humphreys,18,0,17,0,1,0,24,1157,1181,11,0,1,0,11,0,6,0,1
06-23-20,Jackson,22,0,22,0,0,0,25,850,875,15,0,0,0,19,0,3,0,1
06-23-20,Jefferson,64,0,56,1,8,-1,62,3442,3504,12,0,0,2,48,-2,16,0,1
06-23-20,Johnson,26,0,26,0,0,0,28,2422,2450,5,0,0,1,24,-1,2,0,1
06-23-20,Knox,716,23,702,21,14,2,803,29266,30069,121,0,5,16,480,7,231,0,48
06-23-20,Lake,689,0,687,0,2,0,853,3661,4514,6,0,0,0,681,0,8,0,3
06-23-20,Lauderdale,82,7,80,7,2,0,102,3974,4076,26,0,1,0,53,7,28,1,10
06-23-20,Lawrence,95,14,95,14,0,0,110,2462,2572,36,1,3,3,39,10,53,0,6
06-23-20,Lewis,5,0,5,0,0,0,6,645,651,4,0,0,1,4,-1,1,0,0
06-23-20,Lincoln,49,0,49,0,0,0,59,1930,1989,1,0,0,0,32,0,17,0,3
06-23-20,Loudon,239,5,224,4,15,1,246,3423,3669,-24,0,1,6,195,-1,43,0,8
06-23-20,Macon,230,7,230,7,0,0,260,1993,2253,18,0,3,4,167,3,60,1,14
06-23-20,Madison,202,6,201,6,1,0,245,6641,6886,79,0,2,1,164,5,36,0,22
06-23-20,Marion,53,3,52,3,1,0,61,1511,1572,55,1,4,1,41,1,8,0,13
06-23-20,Marshall,48,2,48,2,0,0,58,1529,1587,13,0,1,2,35,0,12,0,6
06-23-20,Maury,241,17,241,17,0,0,280,4361,4641,41,0,2,5,120,12,119,0,13
06-23-20,McMinn,183,8,180,5,3,3,220,3733,3953,25,1,16,1,142,6,25,0,21
06-23-20,McNairy,45,3,45,4,0,-1,52,1225,1277,11,0,0,1,23,2,22,1,3
06-23-20,Meigs,31,0,31,0,0,0,43,828,871,5,0,0,0,25,0,6,0,4
06-23-20,Monroe,110,1,101,2,9,-1,122,1845,1967,43,0,4,1,84,0,22,1,12
06-23-20,Montgomery,392,7,391,7,1,0,454,11368,11822,27,0,5,3,163,4,224,0,32
06-23-20,Moore,5,0,5,0,0,0,6,469,475,-1,0,0,0,5,0,0,0,0
06-23-20,Morgan,22,0,22,0,0,0,24,3618,3642,-5,0,1,1,19,-1,2,0,1
06-23-20,Obion,73,2,70,2,3,0,87,2069,2156,18,0,1,0,55,2,17,0,9
06-23-20,Out of State,537,-95,534,-95,3,0,541,98133,98674,865,0,8,2,298,-97,231,0,25
06-23-20,Overton,44,1,44,1,0,0,46,1888,1934,4,0,0,0,37,1,7,0,2
06-23-20,Pending,253,28,252,28,1,0,275,60185,60460,221,0,0,5,39,23,214,1,4
06-23-20,Perry,28,0,28,0,0,0,34,528,562,1,0,0,0,24,0,4,0,1
06-23-20,Pickett,5,0,5,0,0,0,5,452,457,0,0,0,0,4,0,1,0,0
06-23-20,Polk,36,0,34,0,2,0,36,889,925,8,0,0,0,27,0,9,0,1
06-23-20,Putnam,676,3,674,3,2,0,796,7936,8732,16,0,7,13,521,-10,148,0,16
06-23-20,Rhea,256,1,256,1,0,0,278,2416,2694,11,0,0,2,230,-1,26,0,3
06-23-20,Roane,35,1,25,1,10,0,37,5039,5076,-14,0,0,0,30,1,5,0,3
06-23-20,Robertson,715,7,713,6,2,1,892,5378,6270,45,0,10,8,434,-1,271,1,51
06-23-20,Rutherford,2150,50,2144,50,6,0,2550,17953,20503,276,1,33,26,949,23,1168,0,107
06-23-20,Scott,14,0,13,0,1,0,13,1096,1109,2,0,0,0,13,0,1,0,0
06-23-20,Sequatchie,24,0,24,0,0,0,32,1288,1320,7,0,0,0,19,0,5,0,2
06-23-20,Sevier,464,42,428,40,36,2,463,7231,7694,107,0,3,17,248,25,213,1,15
06-23-20,Shelby,8268,204,8253,204,15,0,9899,108856,118755,543,1,166,148,5596,55,2506,7,674
06-23-20,Smith,51,1,50,1,1,0,61,1379,1440,2,0,1,1,35,0,15,0,3
06-23-20,Stewart,19,2,19,2,0,0,19,694,713,5,0,0,0,7,2,12,0,2
06-23-20,Sullivan,75,2,72,2,3,0,77,6125,6202,70,0,2,2,69,0,4,1,7
06-23-20,Sumner,1212,16,1202,16,10,0,1543,11418,12961,102,0,49,14,523,2,640,0,212
06-23-20,Tipton,565,2,560,3,5,-1,616,6553,7169,2,0,4,0,459,2,102,2,29
06-23-20,Trousdale,1468,2,1465,2,3,0,1503,2217,3720,8,0,5,0,1364,2,99,0,15
06-23-20,Unicoi,53,0,53,0,0,0,58,1184,1242,6,0,0,0,52,0,1,1,1
06-23-20,Union,9,-1,9,-1,0,0,10,919,929,9,0,0,0,6,-1,3,0,0
06-23-20,Van Buren,6,1,6,1,0,0,6,433,439,1,0,0,0,3,1,3,0,1
06-23-20,Warren,39,5,39,5,0,0,42,2558,2600,9,0,0,0,27,5,12,0,0
06-23-20,Washington,107,4,104,3,3,1,130,5726,5856,56,0,0,3,88,1,19,0,6
06-23-20,Wayne,67,2,67,2,0,0,68,2459,2527,13,0,0,3,67,-1,0,0,2
06-23-20,Weakley,44,1,43,1,1,0,45,1898,1943,18,0,0,0,31,1,13,0,2
06-23-20,White,55,1,54,1,1,0,64,2197,2261,5,0,3,0,41,1,11,0,4
06-23-20,Williamson,813,20,809,19,4,1,952,14672,15624,97,1,14,2,454,17,345,1,51
06-23-20,Wilson,649,24,647,24,2,0,781,9466,10247,94,0,15,8,368,16,266,0,46
06-24-20,Anderson,79,1,76,1,3,0,93,6822,6915,100,0,2,2,58,-1,19,0,7
06-24-20,Bedford,445,9,445,9,0,0,523,3400,3923,51,0,4,7,313,2,128,0,18
06-24-20,Benton,9,1,9,1,0,0,10,1005,1015,6,0,1,0,7,1,1,0,2
06-24-20,Bledsoe,616,3,616,3,0,0,627,3618,4245,11,0,1,0,610,3,5,0,5
06-24-20,Blount,142,3,137,3,5,0,167,5871,6038,117,0,3,5,102,-2,37,0,8
06-24-20,Bradley,406,13,389,11,17,2,447,5556,6003,133,0,3,7,263,6,140,1,26
06-24-20,Campbell,27,0,24,0,3,0,32,2446,2478,15,0,1,0,25,0,1,0,2
06-24-20,Cannon,23,0,23,0,0,0,43,866,909,8,0,0,1,21,-1,2,0,4
06-24-20,Carroll,36,0,31,0,5,0,34,1793,1827,16,0,1,0,31,0,4,0,6
06-24-20,Carter,34,2,33,2,1,0,37,2497,2534,52,0,1,1,23,1,10,0,2
06-24-20,Cheatham,177,2,176,1,1,1,214,2721,2935,25,0,0,6,88,-4,89,0,10
06-24-20,Chester,16,0,16,0,0,0,21,856,877,9,0,0,0,12,0,4,0,1
06-24-20,Claiborne,18,0,18,0,0,0,23,1355,1378,20,0,0,2,12,-2,6,0,1
06-24-20,Clay,12,-2,12,-2,0,0,12,633,645,5,0,0,2,10,-4,2,0,0
06-24-20,Cocke,32,1,28,1,4,0,35,1778,1813,45,0,0,0,26,1,6,0,1
06-24-20,Coffee,102,3,101,3,1,0,123,3512,3635,56,0,0,3,82,0,20,0,5
06-24-20,Crockett,28,2,26,2,2,0,33,723,756,12,0,3,2,18,0,7,0,2
06-24-20,Cumberland,152,4,151,4,1,0,199,6198,6397,132,0,3,2,115,2,34,0,13
06-24-20,Davidson,8062,195,8053,194,9,1,9526,61605,71131,4607,4,102,126,5450,65,2510,8,464
06-24-20,Decatur,16,1,16,1,0,0,20,732,752,11,0,0,0,13,1,3,0,1
06-24-20,Dekalb,44,1,44,1,0,0,53,1695,1748,16,0,0,2,38,-1,6,0,0
06-24-20,Dickson,150,0,150,0,0,0,205,3223,3428,55,0,0,0,84,0,66,0,14
06-24-20,Dyer,181,7,174,7,7,0,195,2406,2601,50,0,0,4,77,3,104,1,11
06-24-20,Fayette,224,11,221,10,3,1,277,4814,5091,91,0,2,3,149,8,73,0,19
06-24-20,Fentress,15,0,15,0,0,0,15,1213,1228,10,0,0,1,12,-1,3,0,1
06-24-20,Franklin,69,0,68,0,1,0,96,2656,2752,47,0,3,1,54,-1,12,0,8
06-24-20,Gibson,80,0,76,0,4,0,90,2960,3050,12,0,1,0,62,0,17,0,5
06-24-20,Giles,42,4,42,4,0,0,49,1616,1665,28,0,0,2,16,2,26,-1,4
06-24-20,Grainger,25,0,23,0,2,0,35,1186,1221,33,0,0,1,24,-1,1,0,4
06-24-20,Greene,58,2,56,2,2,0,64,3373,3437,41,0,2,0,53,2,3,0,8
06-24-20,Grundy,55,4,54,4,1,0,61,815,876,15,0,1,2,35,2,19,0,10
06-24-20,Hamblen,156,22,148,23,8,-1,161,4732,4893,240,0,4,4,83,18,69,3,15
06-24-20,Hamilton,2176,56,2172,56,4,0,2269,22680,24949,470,1,29,78,1260,-23,887,0,108
06-24-20,Hancock,3,0,2,0,1,0,2,328,330,8,0,0,0,1,0,2,0,1
06-24-20,Hardeman,260,3,260,3,0,0,276,5878,6154,37,0,1,0,208,3,51,0,10
06-24-20,Hardin,76,5,75,4,1,1,92,2511,2603,80,0,5,0,27,5,44,0,8
06-24-20,Hawkins,42,0,42,0,0,0,56,2653,2709,45,0,2,0,32,0,8,0,6
06-24-20,Haywood,57,3,55,3,2,0,62,1268,1330,23,0,2,0,30,3,25,0,8
06-24-20,Henderson,26,1,25,1,1,0,32,1446,1478,13,0,0,0,18,1,8,0,2
06-24-20,Henry,37,0,37,0,0,0,48,2273,2321,14,0,0,0,33,0,4,0,5
06-24-20,Hickman,66,1,66,1,0,0,91,1435,1526,27,0,0,0,59,1,7,0,2
06-24-20,Houston,10,0,10,0,0,0,14,653,667,3,0,0,0,6,0,4,0,4
06-24-20,Humphreys,18,0,17,0,1,0,24,1159,1183,2,0,1,0,11,0,6,0,1
06-24-20,Jackson,22,0,22,0,0,0,25,858,883,8,0,0,1,20,-1,2,0,1
06-24-20,Jefferson,73,9,66,10,7,-1,70,3536,3606,102,0,0,0,48,9,25,0,1
06-24-20,Johnson,27,1,27,1,0,0,29,2433,2462,12,0,0,0,24,1,3,0,1
06-24-20,Knox,740,24,725,23,15,1,834,29606,30440,371,0,5,26,506,-2,229,1,49
06-24-20,Lake,690,1,688,1,2,0,854,3668,4522,8,0,0,0,681,1,9,0,3
06-24-20,Lauderdale,84,2,82,2,2,0,102,4025,4127,51,0,1,0,53,2,30,2,12
06-24-20,Lawrence,97,2,97,2,0,0,115,2518,2633,61,0,3,4,43,-2,51,0,6
06-24-20,Lewis,5,0,5,0,0,0,6,660,666,15,0,0,0,4,0,1,0,0
06-24-20,Lincoln,51,2,51,2,0,0,61,1954,2015,26,0,0,1,33,1,18,0,3
06-24-20,Loudon,243,4,228,4,15,0,252,3457,3709,40,0,1,4,199,0,43,0,8
06-24-20,Macon,235,5,233,3,2,2,265,2027,2292,39,0,3,17,184,-12,48,0,14
06-24-20,Madison,201,-1,200,-1,1,0,245,6668,6913,27,0,2,4,168,-5,31,0,22
06-24-20,Marion,54,1,53,1,1,0,63,1530,1593,21,0,4,0,41,1,9,0,13
06-24-20,Marshall,49,1,49,1,0,0,60,1556,1616,29,0,1,1,36,0,12,0,6
06-24-20,Maury,248,7,248,7,0,0,291,4565,4856,215,0,2,3,123,4,123,0,13
06-24-20,McMinn,192,9,188,8,4,1,231,3768,3999,46,1,17,-1,141,9,34,1,22
06-24-20,McNairy,47,2,47,2,0,0,54,1240,1294,17,0,0,1,24,1,23,0,3
06-24-20,Meigs,31,0,31,0,0,0,43,836,879,8,0,0,1,26,-1,5,0,4
06-24-20,Monroe,115,5,106,5,9,0,126,1862,1988,21,0,4,1,85,4,26,0,12
06-24-20,Montgomery,407,15,406,15,1,0,470,11616,12086,264,1,6,2,165,12,236,0,32
06-24-20,Moore,5,0,5,0,0,0,6,477,483,8,0,0,0,5,0,0,0,0
06-24-20,Morgan,22,0,22,0,0,0,25,3646,3671,29,0,1,0,19,0,2,0,1
06-24-20,Obion,74,1,71,1,3,0,89,2109,2198,42,0,1,1,56,0,17,0,9
06-24-20,Out of State,604,67,600,66,4,1,576,97153,97729,-945,0,8,8,306,59,290,2,27
06-24-20,Overton,45,1,45,1,0,0,47,1914,1961,27,0,0,1,38,0,7,0,2
06-24-20,Pending,271,18,270,18,1,0,291,60912,61203,743,0,0,3,42,15,229,1,5
06-24-20,Perry,28,0,28,0,0,0,33,534,567,5,0,0,0,24,0,4,0,1
06-24-20,Pickett,5,0,5,0,0,0,5,457,462,5,0,0,0,4,0,1,0,0
06-24-20,Polk,36,0,34,0,2,0,37,910,947,22,0,0,0,27,0,9,0,1
06-24-20,Putnam,675,-1,673,-1,2,0,797,7964,8761,29,0,7,45,566,-46,102,0,16
06-24-20,Rhea,257,1,257,1,0,0,280,2451,2731,37,0,0,1,231,0,26,0,3
06-24-20,Roane,41,6,31,6,10,0,42,5100,5142,66,0,0,3,33,3,8,0,3
06-24-20,Robertson,722,7,720,7,2,0,901,5462,6363,93,0,10,6,440,1,272,1,52
06-24-20,Rutherford,2211,61,2205,61,6,0,2629,18324,20953,450,0,33,25,974,36,1204,2,109
06-24-20,Scott,14,0,13,0,1,0,13,1107,1120,11,0,0,0,13,0,1,0,0
06-24-20,Sequatchie,24,0,24,0,0,0,32,1304,1336,16,0,0,0,19,0,5,0,2
06-24-20,Sevier,489,25,451,23,38,2,496,7537,8033,339,0,3,18,266,7,220,2,17
06-24-20,Shelby,8490,222,8475,222,15,0,10178,111191,121369,2614,4,170,147,5743,71,2577,24,698
06-24-20,Smith,53,2,52,2,1,0,64,1396,1460,20,0,1,3,38,-1,14,0,3
06-24-20,Stewart,19,0,19,0,0,0,19,706,725,12,0,0,1,8,-1,11,0,2
06-24-20,Sullivan,77,2,74,2,3,0,79,6191,6270,68,0,2,0,69,2,6,0,7
06-24-20,Sumner,1231,19,1221,19,10,0,1564,11553,13117,156,2,51,5,528,12,652,1,213
06-24-20,Tipton,571,6,566,6,5,0,625,6679,7304,135,0,4,4,463,2,104,-1,28
06-24-20,Trousdale,1469,1,1466,1,3,0,1505,2225,3730,10,0,5,1,1365,0,99,0,15
06-24-20,Unicoi,53,0,53,0,0,0,58,1188,1246,4,0,0,0,52,0,1,0,1
06-24-20,Union,9,0,9,0,0,0,9,928,937,8,0,0,1,7,-1,2,0,0
06-24-20,Van Buren,6,0,6,0,0,0,6,444,450,11,0,0,0,3,0,3,0,1
06-24-20,Warren,46,7,46,7,0,0,49,2600,2649,49,0,0,3,30,4,16,0,0
06-24-20,Washington,109,2,106,2,3,0,131,5789,5920,64,0,0,0,88,2,21,0,6
06-24-20,Wayne,69,2,69,2,0,0,71,2485,2556,29,0,0,0,67,2,2,0,2
06-24-20,Weakley,44,0,43,0,1,0,46,1921,1967,24,1,1,0,31,-1,12,0,2
06-24-20,White,55,0,54,0,1,0,64,2254,2318,57,0,3,3,44,-3,8,0,4
06-24-20,Williamson,840,27,836,27,4,0,980,15005,15985,361,0,14,7,461,20,365,1,52
06-24-20,Wilson,658,9,656,9,2,0,788,9562,10350,103,0,15,10,378,-1,265,1,47
06-25-20,Anderson,81,2,78,2,3,0,95,6881,6976,61,0,2,2,60,0,19,1,8
06-25-20,Bedford,451,6,451,6,0,0,530,3412,3942,19,0,4,5,318,1,129,0,18
06-25-20,Benton,12,3,10,1,2,2,11,1013,1024,9,0,1,0,7,3,4,0,2
06-25-20,Bledsoe,616,0,616,0,0,0,628,3621,4249,4,0,1,0,610,0,5,0,5
06-25-20,Blount,150,8,145,8,5,0,175,5961,6136,98,0,3,6,108,2,39,1,9
06-25-20,Bradley,421,15,405,16,16,-1,464,5608,6072,69,0,3,16,279,-1,139,0,26
06-25-20,Campbell,28,1,25,1,3,0,33,2453,2486,8,0,1,1,26,0,1,0,2
06-25-20,Cannon,23,0,23,0,0,0,43,888,931,22,0,0,0,21,0,2,0,4
06-25-20,Carroll,36,0,31,0,5,0,34,1812,1846,19,0,1,0,31,0,4,0,6
06-25-20,Carter,42,8,41,8,1,0,45,2505,2550,16,0,1,3,26,5,15,0,2
06-25-20,Cheatham,187,10,187,11,0,-1,228,2774,3002,67,0,0,6,94,4,93,0,10
06-25-20,Chester,16,0,16,0,0,0,20,858,878,1,0,0,0,12,0,4,0,1
06-25-20,Claiborne,19,1,19,1,0,0,25,1436,1461,83,0,0,0,12,1,7,0,1
06-25-20,Clay,12,0,12,0,0,0,12,637,649,4,0,0,1,11,-1,1,0,0
06-25-20,Cocke,36,4,32,4,4,0,39,1807,1846,33,0,0,1,27,3,9,0,1
06-25-20,Coffee,102,0,101,0,1,0,124,3523,3647,12,0,0,0,82,0,20,0,5
06-25-20,Crockett,28,0,26,0,2,0,32,729,761,5,0,3,0,18,0,7,0,2
06-25-20,Cumberland,155,3,154,3,1,0,204,6312,6516,119,0,3,0,115,3,37,0,13
06-25-20,Davidson,8258,196,8249,196,9,0,9767,64945,74712,3581,1,103,147,5597,48,2558,7,471
06-25-20,Decatur,17,1,16,0,1,1,20,745,765,13,0,0,1,14,0,3,0,1
06-25-20,Dekalb,44,0,44,0,0,0,53,1709,1762,14,0,0,0,38,0,6,0,0
06-25-20,Dickson,151,1,151,1,0,0,205,3271,3476,48,0,0,0,84,1,67,0,14
06-25-20,Dyer,181,0,174,0,7,0,194,2475,2669,68,0,0,2,79,-2,102,2,13
06-25-20,Fayette,229,5,226,5,3,0,283,4893,5176,85,0,2,3,152,2,75,0,19
06-25-20,Fentress,15,0,15,0,0,0,15,1229,1244,16,0,0,0,12,0,3,0,1
06-25-20,Franklin,69,0,68,0,1,0,94,2659,2753,1,0,3,0,54,0,12,0,8
06-25-20,Gibson,83,3,79,3,4,0,93,2976,3069,19,0,1,0,62,3,20,0,5
06-25-20,Giles,43,1,43,1,0,0,51,1620,1671,6,0,0,1,17,0,26,0,4
06-25-20,Grainger,25,0,23,0,2,0,35,1197,1232,11,0,0,0,24,0,1,0,4
06-25-20,Greene,66,8,64,8,2,0,73,3387,3460,23,0,2,0,53,8,11,1,9
06-25-20,Grundy,58,3,57,3,1,0,64,820,884,8,0,1,5,40,-2,17,0,10
06-25-20,Hamblen,162,6,154,6,8,0,169,4821,4990,97,0,4,9,92,-3,66,2,17
06-25-20,Hamilton,2185,9,2181,9,4,0,2292,22761,25053,104,0,29,61,1321,-52,835,2,110
06-25-20,Hancock,3,0,2,0,1,0,2,332,334,4,0,0,0,1,0,2,0,1
06-25-20,Hardeman,269,9,269,9,0,0,286,5929,6215,61,0,1,5,213,4,55,1,11
06-25-20,Hardin,80,4,78,3,2,1,95,2530,2625,22,0,5,2,29,2,46,0,8
06-25-20,Hawkins,43,1,43,1,0,0,57,2672,2729,20,0,2,0,32,1,9,0,6
06-25-20,Haywood,59,2,57,2,2,0,66,1283,1349,19,0,2,0,30,2,27,1,9
06-25-20,Henderson,27,1,26,1,1,0,32,1457,1489,11,0,0,0,18,1,9,1,3
06-25-20,Henry,37,0,37,0,0,0,48,2287,2335,14,0,0,0,33,0,4,0,5
