DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-10-21,Haywood,2712,1,2270,0,442,1,2590,0,13935,4,16525,4,0,62,1,17,0,2633,0,84,62
05-10-21,Henderson,3795,0,2619,0,1176,0,3271,0,16320,7,19591,7,0,76,-6,23,6,3696,0,79,76
05-10-21,Henry,3197,5,2452,5,745,0,2833,6,18195,7,21028,13,0,76,-2,46,7,3075,0,77,76
05-10-21,Hickman,2844,1,2289,1,555,0,2640,0,17073,20,19713,20,0,46,0,18,1,2780,0,58,46
05-10-21,Houston,1095,0,823,0,272,0,943,0,10787,6,11730,6,0,33,0,7,0,1055,0,40,33
05-10-21,Humphreys,1805,2,1142,0,663,2,1330,0,12081,16,13411,16,1,28,0,28,1,1749,0,36,28
05-10-21,Jackson,1323,0,1032,0,291,0,1203,0,5669,1,6872,1,0,36,-1,10,1,1277,0,41,36
05-10-21,Jefferson,6226,5,4236,2,1990,3,4786,2,39960,22,44746,24,1,125,-9,78,13,6023,0,196,125
05-10-21,Johnson,2413,4,2086,1,327,3,2225,1,16301,5,18526,6,0,39,-7,38,11,2336,0,59,39
05-10-21,Knox,50954,23,42471,14,8483,9,46489,14,336130,277,382619,291,1,636,-25,407,47,49911,1,1382,636
05-10-21,Lake,1704,0,1514,0,190,0,1781,0,10293,1,12074,1,0,26,0,4,0,1674,0,27,26
05-10-21,Lauderdale,3196,0,2486,0,710,0,2853,0,21596,18,24449,18,0,44,-6,30,6,3122,0,84,43
05-10-21,Lawrence,5963,11,4634,7,1329,4,5099,7,30219,43,35318,50,1,88,2,91,8,5784,0,150,88
05-10-21,Lewis,1582,0,1178,0,404,0,1275,0,10139,6,11414,6,0,26,-2,7,2,1549,0,43,26
05-10-21,Lincoln,4366,1,3357,1,1009,0,3814,3,18105,13,21919,16,0,63,-1,32,2,4271,0,85,62
05-10-21,Loudon,6146,3,4672,1,1474,2,5112,1,32142,24,37254,25,0,69,-10,61,13,6016,0,138,69
05-10-21,Macon,3624,2,2803,1,821,1,3295,1,17301,19,20596,20,0,78,-3,15,5,3531,0,129,78
05-10-21,Madison,11196,11,6262,10,4934,1,7558,10,56964,78,64522,88,0,242,-6,50,17,10904,0,336,242
05-10-21,Marion,3129,1,2674,1,455,0,2988,1,20162,9,23150,10,0,47,1,13,0,3069,0,115,47
05-10-21,Marshall,4201,3,3282,1,919,2,3709,1,23651,12,27360,13,0,58,-5,43,8,4100,0,93,58
05-10-21,Maury,13522,6,11800,4,1722,2,13017,4,76846,64,89863,68,0,172,-16,140,22,13210,0,297,171
05-10-21,McMinn,6522,5,5765,1,757,4,6346,1,43737,25,50083,26,0,98,-2,61,7,6363,1,163,98
05-10-21,McNairy,2827,2,1989,1,838,1,2413,1,18781,7,21194,8,0,54,-2,26,4,2747,0,66,54
05-10-21,Meigs,1390,0,1243,0,147,0,1381,0,8302,10,9683,10,0,25,-3,12,3,1353,0,46,25
05-10-21,Monroe,5858,3,4608,1,1250,2,5164,2,28171,19,33335,21,1,96,-6,53,8,5709,0,159,96
05-10-21,Montgomery,20337,19,14914,15,5423,4,16378,19,122823,145,139201,164,0,227,-14,293,33,19817,0,307,227
05-10-21,Moore,1012,0,779,0,233,0,879,0,4951,2,5830,2,0,17,-2,4,2,991,0,18,17
05-10-21,Morgan,2503,1,1831,1,672,0,1986,1,15712,9,17698,10,0,39,-7,19,8,2445,0,46,39
05-10-21,Obion,4545,4,3355,3,1190,1,3803,3,23257,20,27060,23,0,96,1,24,3,4425,0,102,96
05-10-21,Out of State,18367,37,14499,19,3868,18,16256,14,652516,715,668772,729,0,98,4,339,33,17930,0,220,98
05-10-21,Overton,3020,3,2259,1,761,2,2660,1,15409,8,18069,9,0,61,1,21,2,2938,0,64,61
05-10-21,Pending,16934,44,10889,12,6045,32,12099,12,430545,450,442644,462,0,134,25,180,19,16620,0,139,133
05-10-21,Perry,1068,1,917,1,151,0,1032,1,6200,7,7232,8,0,28,1,8,0,1032,0,28,28
05-10-21,Pickett,760,0,501,0,259,0,602,0,4003,6,4605,6,0,24,-1,1,1,735,0,28,24
05-10-21,Polk,2081,0,1866,0,215,0,2067,1,9857,4,11924,5,0,24,-6,39,6,2018,0,90,24
05-10-21,Putnam,11410,13,9265,9,2145,4,11092,10,74265,47,85357,57,0,175,-1,118,14,11117,0,211,175
05-10-21,Rhea,4353,0,3759,0,594,0,4204,0,27615,16,31819,16,0,75,-1,24,1,4254,0,85,75
05-10-21,Roane,6305,5,4837,0,1468,5,5387,1,44483,38,49870,39,0,105,-1,58,6,6142,0,152,105
05-10-21,Robertson,9776,8,7638,4,2138,4,8600,6,45552,43,54152,49,0,131,-2,67,10,9578,0,435,131
05-10-21,Rutherford,43118,20,36723,12,6395,8,42650,16,250299,246,292949,262,1,436,-39,363,58,42319,0,596,436
05-10-21,Scott,3136,3,1710,0,1426,3,1827,0,11883,4,13710,4,0,45,-2,45,5,3046,0,67,45
05-10-21,Sequatchie,1707,5,1326,1,381,4,1450,1,12083,5,13533,6,0,29,0,23,5,1655,0,41,29
05-10-21,Sevier,13421,10,11399,1,2022,9,12535,1,69241,53,81776,54,0,175,4,136,6,13110,0,283,175
05-10-21,Shelby,96058,85,88748,63,7310,22,109126,78,1040263,1423,1149389,1501,0,1622,-73,1508,158,92928,0,3716,1622
05-10-21,Smith,2781,3,2072,1,709,2,2592,1,14114,12,16706,13,0,39,2,22,1,2720,0,59,39
05-10-21,Stewart,1325,0,1002,0,323,0,1135,0,7172,5,8307,5,0,28,-1,8,1,1289,0,26,28
05-10-21,Sullivan,16864,18,14636,15,2228,3,15870,19,93953,94,109823,113,1,296,-40,314,57,16254,0,771,295
05-10-21,Sumner,24069,16,21192,4,2877,12,23983,5,128050,119,152033,124,0,349,-39,280,55,23440,0,716,348
05-10-21,Tipton,7382,12,5104,5,2278,7,6155,6,50147,68,56302,74,1,103,2,92,9,7187,0,161,102
05-10-21,Trousdale,2502,0,2342,0,160,0,2511,1,9535,4,12046,5,0,22,-1,6,1,2474,0,41,22
05-10-21,Unicoi,2042,2,1539,0,503,2,1690,0,14046,15,15736,15,0,49,-6,36,8,1957,0,71,49
05-10-21,Union,1907,0,1596,0,311,0,1721,0,10914,13,12635,13,0,34,-4,10,4,1863,0,59,34
05-10-21,Van Buren,852,4,700,3,152,1,775,3,5408,0,6183,3,0,23,2,6,2,823,0,23,23
05-10-21,Warren,5548,2,4720,1,828,1,5345,1,34304,15,39649,16,0,81,1,19,1,5448,1,85,81
05-10-21,Washington,14644,24,12528,13,2116,11,13785,15,87918,119,101703,134,0,245,-1,204,25,14195,0,375,245
05-10-21,Wayne,2965,3,2376,1,589,2,2614,1,11491,3,14105,4,0,34,2,18,1,2913,0,61,34
05-10-21,Weakley,4150,1,3034,0,1116,1,3470,0,22213,6,25683,6,0,65,-5,74,6,4011,0,77,65
05-10-21,White,3665,7,2974,5,691,2,3620,6,23470,13,27090,19,0,70,3,71,4,3524,0,116,70
05-10-21,Williamson,28063,24,23546,16,4517,8,26116,10,193152,192,219268,202,0,217,-16,255,40,27591,0,294,217
05-10-21,Wilson,18843,6,16897,3,1946,3,19195,6,112787,124,131982,130,1,236,-19,163,24,18444,0,339,236
05-09-21,Anderson,8766,1,6515,0,2251,1,7291,1,64474,28,71765,29,0,172,-4,57,5,8537,0,217,171
05-09-21,Bedford,6513,2,5105,0,1408,2,5884,0,32744,17,38628,17,1,129,-5,38,6,6346,0,138,129
05-09-21,Benton,1666,0,1302,0,364,0,1442,0,9320,7,10762,7,0,40,-3,22,3,1604,0,39,40
05-09-21,Bledsoe,2146,1,1930,1,216,0,2048,1,16506,12,18554,13,0,11,-1,26,2,2109,0,32,11
05-09-21,Blount,15509,6,13161,5,2348,1,14519,6,78563,53,93082,59,0,193,-4,181,10,15135,0,356,195
05-09-21,Bradley,15063,8,12248,7,2815,1,13916,12,69670,101,83586,113,0,150,-14,191,22,14722,0,668,151
05-09-21,Campbell,4158,0,2267,0,1891,0,2546,0,25373,11,27919,11,0,63,-5,29,5,4066,0,128,63
05-09-21,Cannon,1923,1,1530,1,393,0,1705,1,9653,11,11358,12,0,31,0,19,1,1873,0,39,31
05-09-21,Carroll,3623,0,2354,0,1269,0,2795,2,20037,15,22832,17,0,83,-1,29,1,3511,0,83,83
05-09-21,Carter,6639,1,5753,1,886,0,6333,2,39663,34,45996,36,0,158,-6,91,7,6390,1,233,158
05-09-21,Cheatham,4559,3,3460,2,1099,1,3908,2,28498,18,32406,20,1,56,-1,42,3,4461,0,90,56
05-09-21,Chester,2147,0,1534,0,613,0,1825,0,12312,5,14137,5,0,51,-2,25,2,2071,0,45,51
05-09-21,Claiborne,3181,0,2030,0,1151,0,2176,0,24938,10,27114,10,0,73,-3,26,3,3082,0,95,73
05-09-21,Clay,1103,0,755,0,348,0,872,0,5756,0,6628,0,0,31,0,2,0,1070,0,26,31
05-09-21,Cocke,4512,0,2961,0,1551,0,3265,0,23012,6,26277,6,0,99,-4,37,4,4376,0,119,99
05-09-21,Coffee,6911,3,4764,1,2147,2,5814,1,46917,14,52731,15,1,122,1,38,1,6751,0,124,122
05-09-21,Crockett,2032,0,1222,0,810,0,1425,0,7499,6,8924,6,0,48,0,10,0,1974,0,31,49
05-09-21,Cumberland,6747,5,5529,4,1218,1,6354,7,49822,31,56176,38,1,133,2,81,2,6533,1,166,133
05-09-21,Davidson,89462,19,83588,15,5874,4,101463,19,1036396,1424,1137859,1443,4,938,-24,750,39,87774,1,1982,938
05-09-21,Decatur,1589,0,1172,0,417,0,1392,0,11106,6,12498,6,0,39,-1,8,1,1542,0,40,39
05-09-21,Dekalb,2803,3,2064,3,739,0,2381,3,17472,13,19853,16,0,54,2,23,1,2726,0,56,54
05-09-21,Dickson,6842,1,4955,0,1887,1,5848,0,36997,11,42845,11,2,112,-6,46,5,6684,0,121,113
05-09-21,Dyer,5429,0,3566,0,1863,0,4026,0,22310,9,26336,9,0,106,-1,32,1,5291,0,110,106
05-09-21,Fayette,5092,1,4309,1,783,0,5331,2,39284,31,44615,33,-1,76,-2,113,4,4903,0,132,77
05-09-21,Fentress,2423,0,2080,0,343,0,2374,0,13630,1,16004,1,0,47,0,22,0,2354,0,64,47
05-09-21,Franklin,5154,2,4274,2,880,0,5000,2,39517,15,44517,17,0,90,0,34,2,5030,0,110,90
05-09-21,Gibson,6531,2,3916,1,2615,1,4736,1,30420,17,35156,18,0,146,0,44,2,6341,0,116,146
05-09-21,Giles,3999,1,3279,1,720,0,3772,1,23528,11,27300,12,0,100,0,30,1,3869,0,111,100
05-09-21,Grainger,2630,0,1937,0,693,0,2168,0,14382,9,16550,9,0,50,-1,17,1,2563,0,72,50
05-09-21,Greene,7888,4,6282,4,1606,0,7034,6,52684,79,59718,85,1,156,-6,75,9,7657,1,196,156
05-09-21,Grundy,1793,0,1499,0,294,0,1715,0,9492,1,11207,1,0,34,0,5,0,1754,0,61,34
05-09-21,Hamblen,8616,2,5972,0,2644,2,6704,0,47020,17,53724,17,0,173,-3,58,5,8385,0,265,173
05-09-21,Hamilton,44374,39,37950,27,6424,12,42562,27,329202,383,371764,410,1,495,-7,483,45,43396,0,1173,495
05-09-21,Hancock,591,0,407,0,184,0,435,0,4043,2,4478,2,0,12,-3,8,3,571,0,23,12
05-09-21,Hardeman,3527,0,2828,0,699,0,3306,1,25913,121,29219,122,0,64,-5,32,5,3431,0,105,64
05-09-21,Hardin,3578,1,2410,0,1168,1,2861,0,23971,20,26832,20,1,68,-1,25,1,3485,0,68,68
05-09-21,Hawkins,6110,4,4926,3,1184,1,5306,2,36299,31,41605,33,0,107,-13,180,17,5823,1,158,107
05-09-21,Haywood,2711,1,2270,1,441,0,2590,1,13931,9,16521,10,0,62,0,16,1,2633,1,84,62
05-09-21,Henderson,3795,5,2619,2,1176,3,3271,2,16313,3,19584,5,0,76,3,29,2,3690,0,79,76
05-09-21,Henry,3192,4,2447,1,745,3,2827,1,18188,9,21015,10,0,76,-1,48,5,3068,0,77,76
05-09-21,Hickman,2843,0,2288,0,555,0,2640,0,17053,11,19693,11,0,46,-2,18,2,2779,0,58,46
05-09-21,Houston,1095,0,823,0,272,0,943,0,10781,3,11724,3,0,33,0,7,0,1055,0,40,33
05-09-21,Humphreys,1803,1,1142,1,661,0,1330,1,12065,7,13395,8,0,27,-1,28,2,1748,0,36,28
05-09-21,Jackson,1323,0,1032,0,291,0,1203,0,5668,2,6871,2,0,36,0,11,0,1276,0,41,36
05-09-21,Jefferson,6221,5,4234,4,1987,1,4784,4,39938,39,44722,43,0,124,3,87,2,6010,0,196,125
05-09-21,Johnson,2409,0,2085,0,324,0,2224,0,16296,9,18520,9,0,39,-3,45,3,2325,0,59,39
05-09-21,Knox,50931,17,42457,14,8474,3,46475,17,335853,369,382328,386,0,635,-21,432,38,49864,0,1381,635
05-09-21,Lake,1704,0,1514,0,190,0,1781,0,10292,2,12073,2,0,26,0,4,0,1674,0,27,26
05-09-21,Lauderdale,3196,0,2486,0,710,0,2853,1,21578,12,24431,13,0,44,0,36,0,3116,0,84,43
05-09-21,Lawrence,5952,0,4627,0,1325,0,5092,0,30176,25,35268,25,0,87,-7,89,7,5776,0,150,88
05-09-21,Lewis,1582,0,1178,0,404,0,1275,0,10133,7,11408,7,0,26,-3,9,3,1547,0,43,26
05-09-21,Lincoln,4365,3,3356,3,1009,0,3811,2,18092,12,21903,14,0,63,0,33,3,4269,0,85,62
05-09-21,Loudon,6143,1,4671,0,1472,1,5111,1,32118,16,37229,17,0,69,-7,71,8,6003,0,138,69
05-09-21,Macon,3622,0,2802,0,820,0,3294,0,17282,8,20576,8,0,78,0,18,0,3526,0,129,78
05-09-21,Madison,11185,1,6252,1,4933,0,7548,1,56886,44,64434,45,0,242,-4,56,5,10887,0,336,242
05-09-21,Marion,3128,2,2673,2,455,0,2987,2,20153,16,23140,18,0,47,0,12,2,3069,0,115,47
05-09-21,Marshall,4198,1,3281,0,917,1,3708,0,23639,8,27347,8,0,58,-1,48,2,4092,0,93,58
05-09-21,Maury,13516,4,11796,2,1720,2,13013,2,76782,55,89795,57,0,172,-9,156,13,13188,0,297,171
05-09-21,McMinn,6517,4,5764,4,753,0,6345,4,43712,33,50057,37,0,98,-4,63,8,6356,0,162,98
05-09-21,McNairy,2825,2,1988,0,837,2,2412,0,18774,7,21186,7,0,54,-1,28,3,2743,0,66,54
05-09-21,Meigs,1390,0,1243,0,147,0,1381,0,8292,9,9673,9,0,25,-1,15,1,1350,0,46,25
05-09-21,Monroe,5855,5,4607,3,1248,2,5162,3,28152,14,33314,17,0,95,-1,59,6,5701,0,159,96
05-09-21,Montgomery,20318,7,14899,6,5419,1,16359,6,122678,130,139037,136,2,227,-12,307,17,19784,0,307,227
05-09-21,Moore,1012,0,779,0,233,0,879,0,4949,1,5828,1,0,17,-1,6,1,989,0,18,17
05-09-21,Morgan,2502,1,1830,0,672,1,1985,0,15703,6,17688,6,0,39,0,26,1,2437,0,46,39
05-09-21,Obion,4541,0,3352,0,1189,0,3800,0,23237,20,27037,20,0,96,-2,23,2,4422,0,102,96
05-09-21,Out of State,18330,10,14480,7,3850,3,16242,7,651801,328,668043,335,1,98,0,335,9,17897,0,220,98
05-09-21,Overton,3017,2,2258,0,759,2,2659,0,15401,11,18060,11,0,61,2,20,0,2936,0,64,61
05-09-21,Pending,16890,3,10877,1,6013,2,12087,1,430095,376,442182,377,0,134,-7,155,10,16601,0,139,133
05-09-21,Perry,1067,0,916,0,151,0,1031,0,6193,1,7224,1,0,28,-1,7,1,1032,0,28,28
05-09-21,Pickett,760,0,501,0,259,0,602,0,3997,1,4599,1,0,24,0,2,0,734,0,28,24
05-09-21,Polk,2081,2,1866,2,215,0,2066,3,9853,7,11919,10,0,24,-1,45,3,2012,0,90,24
05-09-21,Putnam,11397,1,9256,1,2141,0,11082,1,74218,44,85300,45,0,175,-4,119,5,11103,0,211,175
05-09-21,Rhea,4353,0,3759,0,594,0,4204,0,27599,30,31803,30,0,75,-1,25,1,4253,0,85,75
05-09-21,Roane,6300,2,4837,2,1463,0,5386,2,44445,23,49831,25,0,105,-5,59,7,6136,0,152,105
05-09-21,Robertson,9768,5,7634,3,2134,2,8594,4,45509,43,54103,47,0,131,0,69,5,9568,0,435,131
05-09-21,Rutherford,43098,16,36711,13,6387,3,42634,14,250053,232,292687,246,1,435,-23,402,38,42261,0,596,436
05-09-21,Scott,3133,0,1710,0,1423,0,1827,0,11879,1,13706,1,0,45,-6,47,6,3041,0,67,45
05-09-21,Sequatchie,1702,0,1325,0,377,0,1449,0,12078,6,13527,6,0,29,0,23,0,1650,0,41,29
05-09-21,Sevier,13411,14,11398,12,2013,2,12534,13,69188,76,81722,89,0,175,5,132,9,13104,0,283,175
05-09-21,Shelby,95973,83,88685,71,7288,12,109048,85,1038840,1072,1147888,1157,2,1622,-17,1581,98,92770,1,3716,1621
05-09-21,Smith,2778,0,2071,0,707,0,2591,0,14102,11,16693,11,0,39,-1,20,1,2719,0,59,39
05-09-21,Stewart,1325,0,1002,0,323,0,1135,0,7167,6,8302,6,0,28,-1,9,1,1288,0,26,28
05-09-21,Sullivan,16846,11,14621,10,2225,1,15851,10,93859,133,109710,143,1,295,-16,354,26,16197,0,771,295
05-09-21,Sumner,24053,13,21188,8,2865,5,23978,13,127931,121,151909,134,0,349,-14,319,27,23385,0,716,348
05-09-21,Tipton,7370,5,5099,4,2271,1,6149,5,50079,52,56228,57,-1,102,2,90,4,7178,0,161,102
05-09-21,Trousdale,2502,0,2342,0,160,0,2510,0,9531,4,12041,4,0,22,0,7,0,2473,0,41,22
05-09-21,Unicoi,2040,1,1539,1,501,0,1690,1,14031,7,15721,8,0,49,-4,42,5,1949,1,71,49
05-09-21,Union,1907,0,1596,0,311,0,1721,0,10901,12,12622,12,0,34,-2,14,2,1859,0,59,34
05-09-21,Van Buren,848,0,697,0,151,0,772,0,5408,1,6180,1,0,23,-1,4,1,821,0,23,23
05-09-21,Warren,5546,1,4719,1,827,0,5344,1,34289,13,39633,14,0,81,-1,18,2,5447,0,84,81
05-09-21,Washington,14620,9,12515,7,2105,2,13770,7,87799,104,101569,111,0,245,-11,205,20,14170,4,375,245
05-09-21,Wayne,2962,0,2375,0,587,0,2613,0,11488,9,14101,9,0,34,0,16,0,2912,0,61,34
05-09-21,Weakley,4149,6,3034,1,1115,5,3470,2,22207,9,25677,11,0,65,-1,79,7,4005,0,77,65
05-09-21,White,3658,1,2969,1,689,0,3614,1,23457,17,27071,18,0,70,-5,68,6,3520,0,116,70
05-09-21,Williamson,28039,14,23530,9,4509,5,26106,9,192960,178,219066,187,0,217,-10,271,24,27551,0,294,217
05-09-21,Wilson,18837,8,16894,7,1943,1,19189,6,112663,139,131852,145,1,235,-3,182,10,18420,0,339,236
05-08-21,Anderson,8765,6,6515,3,2250,3,7290,2,64446,70,71736,72,0,172,-6,61,12,8532,0,217,171
05-08-21,Bedford,6511,4,5105,4,1406,0,5884,5,32727,24,38611,29,0,128,1,43,3,6340,0,138,129
05-08-21,Benton,1666,1,1302,1,364,0,1442,1,9313,10,10755,11,0,40,0,25,1,1601,0,39,40
05-08-21,Bledsoe,2145,2,1929,0,216,2,2047,0,16494,24,18541,24,0,11,0,27,2,2107,0,32,11
05-08-21,Blount,15503,10,13156,5,2347,5,14513,5,78510,125,93023,130,0,193,-4,185,14,15125,0,356,195
05-08-21,Bradley,15055,12,12241,6,2814,6,13904,7,69569,94,83473,101,0,150,-7,205,19,14700,2,668,151
05-08-21,Campbell,4158,3,2267,0,1891,3,2546,0,25362,11,27908,11,0,63,-1,34,4,4061,0,128,63
05-08-21,Cannon,1922,0,1529,0,393,0,1704,0,9642,13,11346,13,0,31,-1,19,1,1872,0,39,31
05-08-21,Carroll,3623,1,2354,1,1269,0,2793,1,20022,15,22815,16,0,83,0,30,1,3510,0,83,83
05-08-21,Carter,6638,0,5752,0,886,0,6331,0,39629,87,45960,87,0,158,-5,97,5,6383,0,232,158
05-08-21,Cheatham,4556,1,3458,1,1098,0,3906,1,28480,43,32386,44,0,55,0,43,1,4458,0,90,56
05-08-21,Chester,2147,1,1534,1,613,0,1825,1,12307,7,14132,8,0,51,-3,27,4,2069,0,45,51
05-08-21,Claiborne,3181,0,2030,0,1151,0,2176,0,24928,18,27104,18,0,73,-4,29,4,3079,0,95,73
05-08-21,Clay,1103,0,755,0,348,0,872,0,5756,5,6628,5,0,31,0,2,0,1070,0,26,31
05-08-21,Cocke,4512,5,2961,1,1551,4,3265,1,23006,20,26271,21,0,99,2,41,3,4372,0,119,99
05-08-21,Coffee,6908,1,4763,1,2145,0,5813,1,46903,55,52716,56,0,121,-2,37,3,6750,0,124,122
05-08-21,Crockett,2032,0,1222,0,810,0,1425,0,7493,3,8918,3,0,48,0,10,0,1974,0,31,48
05-08-21,Cumberland,6742,5,5525,2,1217,3,6347,2,49791,23,56138,25,0,132,3,79,2,6531,0,165,133
05-08-21,Davidson,89443,53,83573,44,5870,9,101444,65,1034972,1803,1136416,1868,0,934,6,774,47,87735,1,1981,937
05-08-21,Decatur,1589,0,1172,0,417,0,1392,0,11100,3,12492,3,0,39,0,9,0,1541,0,40,39
05-08-21,Dekalb,2800,4,2061,3,739,1,2378,3,17459,18,19837,21,0,54,3,21,1,2725,0,56,54
05-08-21,Dickson,6841,1,4955,1,1886,0,5848,1,36986,37,42834,38,0,110,-1,52,2,6679,0,121,113
05-08-21,Dyer,5429,0,3566,0,1863,0,4026,1,22301,16,26327,17,0,106,-2,33,2,5290,0,110,106
05-08-21,Fayette,5091,7,4308,4,783,3,5329,9,39253,73,44582,82,0,77,2,115,5,4899,0,132,77
05-08-21,Fentress,2423,0,2080,0,343,0,2374,0,13629,39,16003,39,0,47,-3,22,3,2354,0,64,47
05-08-21,Franklin,5152,2,4272,1,880,1,4998,1,39502,24,44500,25,0,90,0,34,2,5028,0,110,90
05-08-21,Gibson,6529,3,3915,3,2614,0,4735,3,30403,34,35138,37,0,146,-3,44,6,6339,0,116,146
05-08-21,Giles,3998,0,3278,0,720,0,3771,4,23517,34,27288,38,0,100,-1,30,1,3868,0,111,100
05-08-21,Grainger,2630,0,1937,0,693,0,2168,0,14373,15,16541,15,0,50,-1,18,1,2562,0,72,50
05-08-21,Greene,7884,6,6278,6,1606,0,7028,6,52605,53,59633,59,0,155,3,81,3,7648,0,195,156
