DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-09-21,Anderson,8768,2,6517,1,2251,1,7291,2,64473,28,71764,30,0,172,-3,60,5,8536,0,217,172
05-09-21,Bedford,6512,2,5104,0,1408,2,5882,0,32747,18,38629,18,1,129,-5,37,6,6346,0,138,129
05-09-21,Benton,1667,0,1303,0,364,0,1443,0,9320,7,10763,7,0,40,-3,22,3,1605,0,39,40
05-09-21,Bledsoe,2146,1,1930,1,216,0,2048,1,16513,12,18561,13,0,11,-1,26,2,2109,0,32,11
05-09-21,Blount,15513,6,13163,5,2350,1,14521,6,78562,53,93083,59,0,193,-4,182,10,15138,0,354,193
05-09-21,Bradley,15062,8,12247,7,2815,1,13916,12,69670,101,83586,113,0,150,-13,191,21,14721,0,661,150
05-09-21,Campbell,4157,0,2266,0,1891,0,2544,0,25373,11,27917,11,0,63,-5,29,5,4065,0,127,63
05-09-21,Cannon,1923,1,1530,1,393,0,1705,1,9657,11,11362,12,0,31,0,19,1,1873,0,39,31
05-09-21,Carroll,3622,0,2354,0,1268,0,2795,2,20038,16,22833,18,0,83,-1,28,1,3511,0,83,83
05-09-21,Carter,6639,1,5753,1,886,0,6333,2,39663,34,45996,36,0,158,-6,91,7,6390,0,231,158
05-09-21,Cheatham,4558,3,3459,2,1099,1,3907,2,28498,18,32405,20,1,56,-1,41,3,4461,0,90,56
05-09-21,Chester,2148,0,1535,0,613,0,1826,0,12311,5,14137,5,0,51,-2,25,2,2072,0,45,51
05-09-21,Claiborne,3181,0,2030,0,1151,0,2176,0,24938,10,27114,10,0,73,-3,26,3,3082,0,95,73
05-09-21,Clay,1103,0,755,0,348,0,872,0,5757,0,6629,0,0,31,0,2,0,1070,0,26,31
05-09-21,Cocke,4511,0,2961,0,1550,0,3265,0,23012,6,26277,6,0,99,-4,36,4,4376,0,119,99
05-09-21,Coffee,6911,2,4765,1,2146,1,5815,1,46919,15,52734,16,1,122,0,38,1,6751,0,124,122
05-09-21,Crockett,2032,0,1222,0,810,0,1425,0,7499,6,8924,6,0,48,0,10,0,1974,0,30,48
05-09-21,Cumberland,6748,5,5530,4,1218,1,6354,7,49823,31,56177,38,1,133,2,81,2,6534,1,166,133
05-09-21,Davidson,89465,19,83587,15,5878,4,101457,19,1036392,1425,1137849,1444,4,938,-24,747,39,87780,0,1977,937
05-09-21,Decatur,1589,0,1172,0,417,0,1392,0,11106,6,12498,6,0,39,-1,8,1,1542,0,40,39
05-09-21,Dekalb,2803,3,2064,3,739,0,2381,3,17471,13,19852,16,0,54,2,23,1,2726,0,56,54
05-09-21,Dickson,6841,0,4955,0,1886,0,5848,0,36997,11,42845,11,2,112,-7,45,5,6684,0,121,112
05-09-21,Dyer,5429,0,3566,0,1863,0,4026,0,22310,9,26336,9,0,106,-1,32,1,5291,0,109,106
05-09-21,Fayette,5090,0,4307,0,783,0,5327,1,39285,31,44612,32,-1,76,-3,111,4,4903,0,131,76
05-09-21,Fentress,2423,0,2080,0,343,0,2374,0,13630,1,16004,1,0,47,0,22,0,2354,0,64,47
05-09-21,Franklin,5154,2,4274,2,880,0,4999,2,39520,15,44519,17,0,90,0,33,2,5031,0,110,90
05-09-21,Gibson,6533,2,3918,1,2615,1,4738,1,30418,17,35156,18,0,146,0,45,2,6342,0,116,146
05-09-21,Giles,3999,1,3279,1,720,0,3771,1,23528,11,27299,12,0,100,0,30,1,3869,0,111,100
05-09-21,Grainger,2630,0,1937,0,693,0,2168,0,14382,9,16550,9,0,50,-1,17,1,2563,0,72,50
05-09-21,Greene,7889,4,6282,4,1607,0,7034,6,52684,79,59718,85,1,156,-6,77,9,7656,0,195,156
05-09-21,Grundy,1793,0,1499,0,294,0,1715,0,9492,1,11207,1,0,34,0,5,0,1754,0,61,34
05-09-21,Hamblen,8616,2,5972,0,2644,2,6704,0,47022,17,53726,17,0,173,-3,58,5,8385,0,265,173
05-09-21,Hamilton,44378,39,37952,26,6426,13,42563,28,329204,383,371767,411,1,495,-6,488,44,43395,0,1171,495
05-09-21,Hancock,591,0,407,0,184,0,435,0,4043,2,4478,2,0,12,-3,8,3,571,0,23,12
05-09-21,Hardeman,3529,0,2829,0,700,0,3305,1,25914,121,29219,122,0,64,-5,33,5,3432,0,105,64
05-09-21,Hardin,3578,1,2410,0,1168,1,2861,0,23971,20,26832,20,1,68,-1,25,1,3485,0,68,68
05-09-21,Hawkins,6110,4,4926,3,1184,1,5306,2,36299,31,41605,33,0,107,-13,180,17,5823,0,157,107
05-09-21,Haywood,2714,1,2272,1,442,0,2591,1,13932,9,16523,10,0,62,0,16,1,2636,0,83,62
05-09-21,Henderson,3795,5,2619,2,1176,3,3271,2,16312,3,19583,5,0,76,3,29,2,3690,0,79,76
05-09-21,Henry,3193,1,2449,1,744,0,2828,1,18188,9,21016,10,0,76,-4,45,5,3072,0,77,76
05-09-21,Hickman,2844,0,2288,0,556,0,2639,0,17055,11,19694,11,0,46,-2,19,2,2779,0,58,46
05-09-21,Houston,1095,0,823,0,272,0,943,0,10782,3,11725,3,0,33,0,7,0,1055,0,40,33
