DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-20-21,Anderson,8817,2,6532,2,2285,0,7324,2,65386,119,72710,121,0,172,-1,65,3,8580,0,222,172
05-20-21,Bedford,6543,3,5117,0,1426,3,5903,0,33143,43,39046,43,0,129,-2,30,5,6384,0,138,129
05-20-21,Benton,1682,0,1310,0,372,0,1452,0,9412,14,10864,14,0,40,-2,15,2,1627,0,41,40
05-20-21,Bledsoe,2172,0,1947,0,225,0,2065,1,16722,34,18787,35,0,11,-2,25,2,2136,0,32,11
05-20-21,Blount,15600,4,13229,4,2371,0,14609,6,79826,144,94435,150,0,196,-10,90,14,15314,0,362,196
05-20-21,Bradley,15166,6,12329,3,2837,3,14013,5,71050,184,85063,189,0,152,-5,111,11,14903,0,676,152
05-20-21,Campbell,4186,3,2281,0,1905,3,2559,1,25581,22,28140,23,0,63,2,27,1,4096,0,127,63
05-20-21,Cannon,1931,0,1535,0,396,0,1709,0,9795,23,11504,23,0,31,-1,9,1,1891,0,39,31
05-20-21,Carroll,3648,2,2363,1,1285,1,2807,3,20239,20,23046,23,0,83,-4,26,6,3539,0,85,83
05-20-21,Carter,6686,3,5793,3,893,0,6365,3,40917,768,47282,771,0,158,-5,47,8,6481,0,234,158
05-20-21,Cheatham,4597,1,3485,1,1112,0,3937,1,28976,59,32913,60,0,56,-6,33,7,4508,0,90,56
05-20-21,Chester,2163,3,1540,2,623,1,1833,2,12446,10,14279,12,0,51,2,21,1,2091,0,45,51
05-20-21,Claiborne,3194,0,2039,0,1155,0,2188,1,25158,30,27346,31,1,74,-2,9,1,3111,0,95,74
05-20-21,Clay,1104,0,757,0,347,0,874,0,5786,3,6660,3,0,30,0,1,0,1073,0,25,30
05-20-21,Cocke,4534,2,2971,2,1563,0,3278,2,23390,65,26668,67,0,100,-2,28,4,4406,0,120,100
05-20-21,Coffee,6936,0,4777,0,2159,0,5830,0,47394,44,53224,44,0,124,-5,32,5,6780,0,126,124
05-20-21,Crockett,2039,1,1224,0,815,1,1430,0,7580,8,9010,8,0,49,1,7,0,1983,0,32,49
05-20-21,Cumberland,6800,5,5568,1,1232,4,6399,1,50246,37,56645,38,0,133,-4,53,9,6614,0,167,133
05-20-21,Davidson,89940,46,83966,38,5974,8,102032,50,1051667,1633,1153699,1683,0,946,-5,548,51,88446,2,2001,945
05-20-21,Decatur,1596,2,1175,1,421,1,1397,1,11178,7,12575,8,0,39,0,8,2,1549,0,40,39
05-20-21,Dekalb,2815,3,2069,1,746,2,2386,1,17660,15,20046,16,0,54,0,16,3,2745,0,57,54
05-20-21,Dickson,6878,10,4977,5,1901,5,5874,7,37621,64,43495,71,0,114,8,28,2,6736,0,122,114
05-20-21,Dyer,5453,2,3578,1,1875,1,4042,2,22520,37,26562,39,0,106,-2,23,4,5324,0,114,106
05-20-21,Fayette,5134,4,4344,3,790,1,5381,3,39950,57,45331,60,1,79,-9,41,12,5014,0,136,79
05-20-21,Fentress,2437,1,2094,1,343,0,2390,1,13851,9,16241,10,0,47,-2,15,3,2375,0,64,47
05-20-21,Franklin,5166,0,4285,0,881,0,5017,1,39832,55,44849,56,0,90,-1,16,1,5060,0,110,90
05-20-21,Gibson,6578,12,3937,5,2641,7,4764,6,30811,45,35575,51,0,147,7,53,5,6378,0,117,147
05-20-21,Giles,4021,1,3291,1,730,0,3787,5,23807,45,27594,50,0,101,-1,23,2,3897,0,111,100
05-20-21,Grainger,2646,0,1944,0,702,0,2179,0,14532,23,16711,23,0,50,-3,13,3,2583,0,75,50
05-20-21,Greene,7951,4,6337,3,1614,1,7054,4,56321,2551,63375,2555,0,157,-8,59,12,7735,0,201,157
05-20-21,Grundy,1795,0,1500,0,295,0,1717,0,9600,13,11317,13,0,35,0,2,0,1758,0,62,35
05-20-21,Hamblen,8638,1,5977,0,2661,1,6717,0,47483,79,54200,79,0,174,-1,31,2,8433,0,268,174
05-20-21,Hamilton,44785,49,38263,31,6522,18,42940,44,334704,672,377644,716,0,498,16,369,33,43918,2,1189,498
05-20-21,Hancock,599,0,408,0,191,0,435,0,4104,20,4539,20,0,12,-1,9,1,578,0,24,12
05-20-21,Hardeman,3543,1,2840,1,703,0,3320,1,26271,35,29591,36,0,64,0,20,1,3459,0,105,64
05-20-21,Hardin,3588,0,2416,0,1172,0,2871,0,24205,26,27076,26,0,68,-2,16,2,3504,0,71,68
05-20-21,Hawkins,6225,3,5003,2,1222,1,5352,2,38456,1452,43808,1454,1,110,-19,117,21,5998,0,168,110
05-20-21,Haywood,2714,0,2273,0,441,0,2594,0,14106,10,16700,10,0,62,0,5,0,2647,0,84,62
05-20-21,Henderson,3818,0,2631,0,1187,0,3281,0,16434,15,19715,15,1,76,-4,25,3,3717,0,79,76
05-20-21,Henry,3223,2,2463,1,760,1,2850,2,18418,26,21268,28,0,76,-7,31,9,3116,0,80,76
05-20-21,Hickman,2854,0,2298,0,556,0,2648,0,17240,9,19888,9,0,46,-2,13,2,2795,0,59,46
05-20-21,Houston,1100,0,827,0,273,0,947,0,10860,8,11807,8,0,33,-2,5,2,1062,0,40,33
05-20-21,Humphreys,1835,3,1158,2,677,1,1354,7,12237,16,13591,23,0,28,0,33,3,1774,0,38,28
05-20-21,Jackson,1325,0,1031,0,294,0,1202,0,5724,2,6926,2,0,36,-2,7,2,1282,0,41,36
05-20-21,Jefferson,6272,1,4264,1,2008,0,4819,0,40297,51,45116,51,0,125,-4,46,5,6101,0,200,125
05-20-21,Johnson,2429,2,2095,2,334,0,2233,2,16670,80,18903,82,0,39,-1,14,3,2376,0,59,39
05-20-21,Knox,51345,33,42771,25,8574,8,46810,27,340680,594,387490,621,0,638,4,272,29,50435,0,1398,638
05-20-21,Lake,1709,1,1516,0,193,1,1785,0,10331,3,12116,3,0,26,1,7,0,1676,0,27,26
05-20-21,Lauderdale,3219,2,2502,1,717,1,2873,1,21838,28,24711,29,1,46,-6,21,7,3152,0,85,45
05-20-21,Lawrence,6006,2,4668,1,1338,1,5140,2,30578,52,35718,54,1,92,-8,56,9,5858,0,155,92
05-20-21,Lewis,1589,2,1181,0,408,2,1278,0,10204,6,11482,6,0,26,2,8,0,1555,0,43,26
05-20-21,Lincoln,4371,0,3365,0,1006,0,3824,0,18281,16,22105,16,0,63,-1,14,1,4294,0,89,62
05-20-21,Loudon,6203,5,4703,4,1500,1,5151,5,32506,55,37657,60,0,69,-3,37,8,6097,0,140,69
05-20-21,Macon,3637,0,2810,0,827,0,3304,0,17609,23,20913,23,0,78,-2,18,2,3541,0,129,78
05-20-21,Madison,11323,19,6334,11,4989,8,7639,13,57782,76,65421,89,0,241,13,50,6,11032,0,339,241
05-20-21,Marion,3140,2,2678,1,462,1,2992,1,20403,31,23395,32,0,47,0,13,2,3080,0,115,47
05-20-21,Marshall,4210,2,3280,1,930,1,3717,2,23869,25,27586,27,0,58,2,18,0,4134,0,92,58
05-20-21,Maury,13590,7,11853,7,1737,0,13083,7,77717,101,90800,108,0,173,-7,79,14,13338,0,298,172
05-20-21,McMinn,6568,1,5797,1,771,0,6392,1,44214,59,50606,60,0,99,-4,56,5,6413,0,166,99
05-20-21,McNairy,2852,0,1998,0,854,0,2423,1,19076,24,21499,25,0,54,-1,19,1,2779,0,66,54
05-20-21,Meigs,1400,0,1249,0,151,0,1388,0,8400,9,9788,9,0,25,0,8,0,1367,0,46,25
05-20-21,Monroe,5902,3,4636,3,1266,0,5197,4,28488,33,33685,37,0,96,-1,52,4,5754,0,162,96
05-20-21,Montgomery,20613,26,15073,10,5540,16,16563,10,125802,260,142365,270,0,228,-2,250,28,20135,0,311,228
05-20-21,Moore,1018,0,782,0,236,0,883,1,5001,4,5884,5,0,17,-1,5,1,996,0,18,17
05-20-21,Morgan,2523,1,1837,1,686,0,1997,1,15891,23,17888,24,0,39,-5,15,6,2469,0,46,39
05-20-21,Obion,4570,6,3368,3,1202,3,3819,3,23567,39,27386,42,0,96,2,30,4,4444,0,102,96
05-20-21,Out of State,17909,21,14203,15,3706,6,16079,12,661842,1298,677921,1310,0,100,0,156,21,17653,0,219,100
05-20-21,Overton,3029,1,2263,0,766,1,2664,0,15545,6,18209,6,0,61,1,13,0,2955,0,64,61
05-20-21,Pending,16901,27,10855,10,6046,17,12072,11,438430,1462,450502,1473,0,134,17,112,10,16655,0,139,133
05-20-21,Perry,1073,0,921,0,152,0,1037,0,6272,7,7309,7,0,28,-2,3,2,1042,0,28,28
05-20-21,Pickett,761,3,503,3,258,0,606,3,4050,0,4656,3,0,24,3,4,0,733,0,28,24
05-20-21,Polk,2100,0,1880,0,220,0,2085,0,10032,18,12117,18,0,25,0,23,0,2052,0,91,25
05-20-21,Putnam,11458,9,9294,4,2164,5,11133,4,75136,47,86269,51,0,175,-2,56,11,11227,0,212,175
05-20-21,Rhea,4375,3,3777,3,598,0,4228,3,28011,40,32239,43,0,75,2,21,1,4279,0,86,75
05-20-21,Roane,6342,5,4856,4,1486,1,5411,6,45049,71,50460,77,0,105,1,40,4,6197,0,154,105
05-20-21,Robertson,9824,3,7668,3,2156,0,8641,5,46257,77,54898,82,0,132,-3,56,6,9636,0,442,132
05-20-21,Rutherford,43358,17,36888,12,6470,5,42857,14,254784,507,297641,521,2,440,-14,283,29,42635,0,598,439
05-20-21,Scott,3170,0,1718,0,1452,0,1837,0,12053,23,13890,23,0,45,-7,28,7,3097,0,69,45
05-20-21,Sequatchie,1727,1,1334,1,393,0,1458,1,12186,17,13644,18,0,29,-3,22,4,1676,0,41,29
05-20-21,Sevier,13482,4,11442,4,2040,0,12605,5,70242,105,82847,110,0,176,-12,73,16,13233,0,286,176
