DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
05-05-20,Rhea,6,1,6,1,0,0,6,1,629,11,635,12,0,0,,4,1,2,,,0,0
05-05-20,Roane,7,0,7,0,1,0,7,0,1726,67,1733,67,0,0,,8,0,0,,,0,1
05-05-20,Robertson,185,1,185,1,0,0,185,1,1814,72,1999,73,0,0,5,117,-4,68,,,0,21
05-05-20,Rutherford,620,18,620,18,0,-1,620,18,5788,336,6408,354,1,12,1,219,15,389,,,0,61
05-05-20,Scott,11,0,11,0,1,0,11,0,293,8,304,8,0,0,,12,0,0,,,0,0
05-05-20,Sequatchie,5,0,5,0,0,0,5,0,574,3,579,3,0,0,,5,0,0,,,0,1
05-05-20,Sevier,58,3,58,3,2,-1,58,3,2040,98,2098,101,1,2,,39,1,19,,,0,6
05-05-20,Shelby,2901,24,2901,24,0,-1,2901,24,24167,537,27068,561,2,60,99,1598,-78,1243,,,3,194
05-05-20,Smith,22,-1,22,-1,1,0,22,-1,516,21,538,20,0,1,4,18,-5,4,,,0,1
05-05-20,Stewart,7,0,7,0,0,-1,7,0,207,4,214,4,0,0,,2,-1,5,,,0,1
05-05-20,Sullivan,54,1,54,1,5,1,54,1,1999,157,2053,158,0,1,1,48,1,10,,,0,6
05-05-20,Sumner,662,2,662,2,3,0,662,2,3901,106,4563,108,0,38,2,334,0,293,,,0,184
05-05-20,Tipton,148,2,148,2,1,-1,148,2,1547,39,1695,41,0,1,8,64,-7,84,,,0,13
05-05-20,Trousdale,1351,4,1351,4,1,0,1351,4,1543,26,2894,30,1,2,,15,3,1335,,,1,9
05-05-20,Unicoi,2,0,2,0,0,0,2,0,169,7,171,7,0,0,,1,0,1,,,0,0
05-05-20,Union,3,0,3,0,0,0,3,0,296,6,299,6,0,0,,2,0,1,,,0,0
05-05-20,Van Buren,2,0,2,0,0,0,2,0,233,19,235,19,0,0,,2,0,0,,,0,0
05-05-20,Warren,8,0,8,0,0,0,8,0,944,72,952,72,0,0,,5,0,3,,,0,0
05-05-20,Washington,58,1,58,1,0,0,58,1,1946,42,2004,43,0,0,,50,1,8,,,0,6
05-05-20,Wayne,4,0,4,0,0,0,4,0,280,1,284,1,0,0,,2,0,2,,,0,1
05-05-20,Weakley,24,1,24,1,1,0,24,1,679,18,703,19,0,0,10,22,-9,3,,,0,1
05-05-20,White,14,0,14,0,1,0,14,0,682,45,696,45,0,0,,4,0,11,,,0,1
05-05-20,Williamson,438,8,438,8,1,0,438,8,5645,123,6083,131,0,9,2,289,6,141,,,0,44
05-05-20,Wilson,281,5,281,5,0,0,281,5,2975,94,3256,99,0,5,4,159,1,117,,,1,23
05-06-20,Anderson,29,1,29,1,1,0,29,1,2478,54,2507,55,0,1,-1,24,1,4,,,0,3
05-06-20,Bedford,212,11,212,11,0,0,212,11,1565,22,1777,33,0,3,17,88,-6,121,,,0,7
05-06-20,Benton,7,1,7,1,0,0,7,1,348,93,355,94,0,1,,5,1,1,,,0,2
05-06-20,Bledsoe,601,0,601,0,0,0,601,0,3087,27,3688,27,0,0,9,21,-9,580,,,0,4
05-06-20,Blount,69,0,69,0,4,0,69,0,1796,260,1865,260,0,3,-2,52,-2,14,,,0,5
05-06-20,Bradley,61,2,61,2,0,0,61,2,1330,20,1391,22,0,1,,47,2,13,,,0,11
05-06-20,Campbell,16,0,16,0,1,0,16,0,723,150,739,150,0,1,-1,13,0,2,,,0,1
05-06-20,Cannon,12,0,12,0,0,0,12,0,314,13,326,13,0,0,,8,0,4,,,0,2
05-06-20,Carroll,18,0,18,0,4,0,18,0,733,94,751,94,0,1,,16,-4,1,,,0,1
05-06-20,Carter,16,1,16,1,1,0,16,1,829,14,845,15,0,1,1,13,-1,2,,,0,2
05-06-20,Cheatham,58,1,58,1,0,0,58,1,1070,32,1128,33,0,0,,29,1,29,,,0,6
05-06-20,Chester,10,0,10,0,0,0,10,0,333,11,343,11,0,0,2,10,-2,0,,,0,1
05-06-20,Claiborne,6,0,6,0,0,0,6,0,370,29,376,29,0,0,,5,0,1,,,0,0
05-06-20,Clay,6,1,6,1,0,0,6,1,259,0,265,1,0,0,,5,1,1,,,0,0
05-06-20,Cocke,16,0,16,0,3,0,16,0,557,15,573,15,0,0,-1,15,-2,1,,,0,1
05-06-20,Coffee,45,1,45,1,1,0,45,1,1257,9,1302,10,0,0,,21,0,24,,,0,5
05-06-20,Crockett,7,0,7,0,2,0,7,0,345,7,352,7,0,0,,3,-2,4,,,0,1
05-06-20,Cumberland,85,1,85,1,0,0,85,1,2025,36,2110,37,0,1,,52,1,32,,,0,9
05-06-20,Davidson,3128,98,3128,98,3,0,3128,98,18156,613,21284,711,1,31,88,1601,6,1496,,,9,274
05-06-20,Decatur,4,0,4,0,0,0,4,0,202,9,206,9,0,0,,4,0,0,,,0,0
05-06-20,Dekalb,25,0,25,0,0,0,25,0,727,6,752,6,0,0,-13,,-11,1,,,0,0
05-06-20,Dickson,84,0,84,0,0,0,84,0,1319,76,1403,76,0,0,1,48,-1,36,,,0,13
05-06-20,Dyer,38,1,38,1,3,0,38,1,838,48,876,49,0,0,-1,32,-1,6,,,0,4
05-06-20,Fayette,73,4,73,4,0,0,73,4,1284,29,1357,33,0,1,2,57,2,15,,,0,12
05-06-20,Fentress,5,0,5,0,0,0,5,0,421,131,426,131,0,0,,3,0,2,,,0,0
05-06-20,Franklin,36,0,36,0,0,0,36,0,1352,8,1388,8,0,1,,30,0,5,,,0,5
05-06-20,Gibson,50,0,50,0,3,0,50,0,1432,15,1482,15,0,1,-1,38,-2,11,,,0,4
05-06-20,Giles,9,1,9,1,0,0,9,1,624,111,633,112,0,0,1,7,0,2,,,0,0
05-06-20,Grainger,6,0,6,0,1,0,6,0,336,12,342,12,0,0,,4,-1,2,,,0,1
05-06-20,Greene,43,0,43,0,0,0,43,0,959,29,1002,29,0,2,2,39,-2,2,,,0,7
05-06-20,Grundy,28,0,28,0,0,0,28,0,332,1,360,1,0,1,,23,0,4,,,0,10
05-06-20,Hamblen,19,0,19,0,4,0,19,0,1187,24,1206,24,0,2,,16,-4,1,,,0,3
05-06-20,Hamilton,196,13,196,13,1,0,196,13,3785,333,3981,346,0,13,3,97,9,86,,,0,42
05-06-20,Hancock,0,0,0,0,0,0,0,0,81,1,81,1,0,0,,,0,0,,,0,0
05-06-20,Hardeman,22,2,22,2,0,0,22,2,599,32,621,34,0,0,1,16,1,6,,,0,2
05-06-20,Hardin,7,0,7,0,0,0,7,0,887,7,894,7,0,0,,4,0,3,,,0,0
05-06-20,Hawkins,31,0,31,0,0,0,31,0,957,9,988,9,0,2,,28,0,1,,,0,5
05-06-20,Haywood,26,0,26,0,1,0,26,0,420,9,446,9,0,1,-1,19,0,6,,,0,6
05-06-20,Henderson,10,1,10,1,1,0,10,1,665,18,675,19,0,0,,8,0,2,,,0,0
05-06-20,Henry,13,0,13,0,0,0,13,0,774,8,787,8,0,0,2,13,-2,0,,,0,3
05-06-20,Hickman,47,0,47,0,0,0,47,0,608,10,655,10,0,0,2,4,-2,43,,,0,1
05-06-20,Houston,6,0,6,0,0,0,6,0,196,3,202,3,0,0,,4,0,2,,,0,4
05-06-20,Humphreys,11,0,11,0,0,0,11,0,369,10,380,10,0,1,,6,0,4,,,0,0
05-06-20,Jackson,7,0,7,0,0,0,7,0,425,9,432,9,0,0,,7,0,0,,,0,0
05-06-20,Jefferson,26,1,26,1,3,1,26,1,987,17,1013,18,0,0,-1,16,0,10,,,0,0
05-06-20,Johnson,7,2,7,2,0,0,7,2,107,6,114,8,0,0,,3,2,4,,,0,0
05-06-20,Knox,252,4,252,4,3,0,252,4,8302,210,8554,214,0,5,-1,208,2,39,,,0,28
05-06-20,Lake,59,2,59,2,1,0,59,2,1096,25,1155,27,0,0,,41,1,18,,,0,0
05-06-20,Lauderdale,25,1,25,1,1,0,25,1,608,190,633,191,0,0,-1,18,1,7,,,0,5
05-06-20,Lawrence,17,0,17,0,0,0,17,0,960,2,977,2,0,0,,17,0,0,,,0,2
05-06-20,Lewis,2,0,2,0,0,0,2,0,155,2,157,2,0,0,,2,0,0,,,0,0
05-06-20,Lincoln,16,0,16,0,0,0,16,0,724,1,740,1,0,0,,9,0,7,,,0,2
05-06-20,Loudon,39,1,39,1,1,0,39,1,780,51,819,52,0,0,-1,29,1,10,,,0,3
05-06-20,Macon,54,1,54,1,0,0,54,1,827,5,881,6,0,3,,24,1,27,,,0,9
05-06-20,Madison,144,4,144,4,0,0,144,4,3119,57,3263,61,0,1,1,87,3,56,,,3,13
05-06-20,Marion,29,0,29,0,0,0,29,0,574,12,603,12,0,1,-1,23,1,5,,,0,9
05-06-20,Marshall,23,-1,23,-1,0,0,23,-1,669,12,692,11,0,1,1,14,-2,8,,,0,5
05-06-20,Maury,51,2,51,2,0,0,51,2,1788,35,1839,37,0,0,1,35,1,16,,,0,6
05-06-20,McMinn,107,1,107,1,0,0,107,1,1661,7,1768,8,1,3,1,13,-2,90,,,0,7
05-06-20,McNairy,11,0,11,0,0,0,11,0,57,-421,68,-421,0,0,,11,0,0,,,0,1
05-06-20,Meigs,11,1,11,1,0,0,11,1,198,2,209,3,0,0,,4,1,7,,,0,2
05-06-20,Monroe,26,-1,26,-1,6,1,26,-1,515,19,541,18,0,1,2,15,-8,10,,,0,2
05-06-20,Montgomery,153,2,153,2,0,0,153,2,4008,230,4161,232,0,2,1,79,1,72,,,0,16
05-06-20,Moore,3,0,3,0,0,0,3,0,184,0,187,0,0,0,,3,0,0,,,0,0
05-06-20,Morgan,6,0,6,0,0,0,6,0,383,18,389,18,0,0,,6,0,0,,,0,0
05-06-20,Obion,15,0,15,0,1,0,15,0,496,19,511,19,0,1,,10,-1,4,,,0,1
05-06-20,Out of State,344,-12,344,-12,0,0,344,-12,35717,1450,36061,1438,1,6,19,153,-7,210,,,1,22
05-06-20,Overton,10,0,10,0,0,0,10,0,696,8,706,8,0,0,,7,0,3,,,0,1
05-06-20,Pending,76,-13,76,-13,0,0,76,-13,23976,688,24052,675,0,0,-1,1,-12,75,,,0,0
05-06-20,Perry,13,1,13,1,0,0,13,1,92,1,105,2,0,0,,7,1,6,,,0,0
05-06-20,Pickett,0,0,0,0,0,0,0,0,182,1,182,1,0,0,,,0,0,,,0,0
05-06-20,Polk,12,0,12,0,0,0,12,0,236,3,248,3,0,0,,8,0,4,,,0,1
05-06-20,Putnam,162,2,162,2,0,0,162,2,2345,120,2507,122,0,5,,89,2,68,,,1,4
05-06-20,Rhea,6,0,6,0,0,0,6,0,635,6,641,6,0,0,,4,0,2,,,0,0
05-06-20,Roane,7,0,7,0,1,0,7,0,1764,38,1771,38,0,0,-1,7,0,0,,,0,1
05-06-20,Robertson,186,1,186,1,0,0,186,1,1853,39,2039,40,0,0,3,120,-2,66,,,1,22
05-06-20,Rutherford,655,35,655,35,0,0,655,35,6204,416,6859,451,2,14,13,232,20,409,,,3,64
05-06-20,Scott,11,0,11,0,1,0,11,0,306,13,317,13,0,0,-1,11,0,0,,,0,0
05-06-20,Sequatchie,7,2,7,2,0,0,7,2,682,108,689,110,0,0,,5,2,2,,,0,1
05-06-20,Sevier,60,2,60,2,2,0,60,2,2095,55,2155,57,0,2,-1,38,1,20,,,0,6
05-06-20,Shelby,3010,109,3010,109,0,0,3010,109,25177,1010,28187,1119,4,64,61,1659,44,1287,,,44,238
05-06-20,Smith,23,1,23,1,1,0,23,1,526,10,549,11,0,1,,18,0,4,,,0,1
05-06-20,Stewart,7,0,7,0,0,0,7,0,210,3,217,3,0,0,,2,0,5,,,0,1
05-06-20,Sullivan,52,-2,52,-2,5,0,52,-2,2034,35,2086,33,0,1,-2,46,-5,5,,,0,6
05-06-20,Sumner,671,9,671,9,3,0,671,9,4023,122,4694,131,0,38,-4,330,10,303,,,1,185
05-06-20,Tipton,155,7,155,7,1,0,155,7,1605,58,1760,65,1,2,,64,5,89,,,1,14
05-06-20,Trousdale,1355,4,1355,4,1,0,1355,4,1551,8,2906,12,0,2,,15,3,1338,,,0,9
05-06-20,Unicoi,2,0,2,0,0,0,2,0,286,117,288,117,0,0,,1,0,1,,,0,0
05-06-20,Union,3,0,3,0,0,0,3,0,305,9,308,9,0,0,,2,0,1,,,0,0
05-06-20,Van Buren,2,0,2,0,0,0,2,0,236,3,238,3,0,0,,2,0,0,,,0,0
05-06-20,Warren,10,2,10,2,0,0,10,2,960,16,970,18,0,0,1,6,1,4,,,0,0
05-06-20,Washington,59,1,59,1,0,0,59,1,1992,46,2051,47,0,0,-1,49,2,10,,,0,6
05-06-20,Wayne,4,0,4,0,0,0,4,0,284,4,288,4,0,0,,2,0,2,,,0,1
05-06-20,Weakley,24,0,24,0,1,0,24,0,685,6,709,6,0,0,,22,-1,2,,,0,1
05-06-20,White,15,1,15,1,1,0,15,1,690,8,705,9,0,0,,4,0,11,,,0,1
05-06-20,Williamson,436,-2,436,-2,1,0,436,-2,5776,131,6212,129,1,10,6,295,-10,131,,,0,44
05-06-20,Wilson,287,6,287,6,0,0,287,6,3061,86,3348,92,2,7,4,163,0,117,,,3,26
05-07-20,Anderson,31,2,31,2,1,0,31,2,2560,82,2591,84,0,1,1,25,1,5,,,0,3
05-07-20,Bedford,217,5,217,5,0,0,217,5,1629,64,1846,69,0,3,12,100,-7,114,,,0,7
05-07-20,Benton,7,0,7,0,0,0,7,0,359,11,366,11,0,1,,5,0,1,,,0,2
05-07-20,Bledsoe,602,1,602,1,0,0,602,1,3092,5,3694,6,0,0,4,25,-3,577,,,0,4
05-07-20,Blount,69,0,69,0,4,0,69,0,1856,60,1925,60,0,3,1,53,-1,13,,,0,5
05-07-20,Bradley,64,3,64,3,0,0,64,3,1390,60,1454,63,0,1,1,48,2,15,,,1,12
05-07-20,Campbell,16,0,16,0,1,0,16,0,876,153,892,153,0,1,1,14,-1,1,,,1,2
05-07-20,Cannon,13,1,13,1,0,0,13,1,332,18,345,19,0,0,,8,1,5,,,0,2
05-07-20,Carroll,19,1,19,1,5,1,19,1,751,18,770,19,0,1,,16,1,2,,,0,1
05-07-20,Carter,18,2,18,2,1,0,18,2,864,35,882,37,0,1,,13,2,4,,,0,2
05-07-20,Cheatham,58,0,58,0,0,0,58,0,1097,27,1155,27,0,0,,29,0,29,,,0,6
05-07-20,Chester,10,0,10,0,0,0,10,0,344,11,354,11,0,0,,10,0,0,,,0,1
05-07-20,Claiborne,7,1,7,1,0,0,7,1,398,28,405,29,0,0,,5,1,2,,,0,0
05-07-20,Clay,6,0,6,0,0,0,6,0,262,3,268,3,0,0,,5,0,1,,,0,0
05-07-20,Cocke,17,1,17,1,3,0,17,1,578,21,595,22,0,0,,15,1,2,,,0,1
05-07-20,Coffee,47,2,47,2,1,0,47,2,1320,63,1367,65,0,0,,21,2,26,,,0,5
05-07-20,Crockett,7,0,7,0,2,0,7,0,349,4,356,4,0,0,,3,0,4,,,0,1
05-07-20,Cumberland,84,-1,84,-1,1,1,84,-1,2091,66,2175,65,0,1,,52,-1,31,,,0,9
05-07-20,Davidson,3157,29,3157,29,3,0,3157,29,19632,1476,22789,1505,0,31,72,1673,-43,1453,,,3,277
05-07-20,Decatur,4,0,4,0,0,0,4,0,205,3,209,3,0,0,,4,0,0,,,0,0
05-07-20,Dekalb,25,0,25,0,0,0,25,0,735,8,760,8,0,0,15,15,9,10,,,0,0
05-07-20,Dickson,85,1,85,1,0,0,85,1,1354,35,1439,36,0,0,,48,1,37,,,0,13
05-07-20,Dyer,39,1,39,1,3,0,39,1,864,26,903,27,0,0,,32,1,7,,,0,4
05-07-20,Fayette,73,0,73,0,0,0,73,0,1349,65,1422,65,0,1,1,58,-1,14,,,0,12
05-07-20,Fentress,5,0,5,0,0,0,5,0,424,3,429,3,0,0,,3,0,2,,,0,0
05-07-20,Franklin,37,1,37,1,0,0,37,1,1398,46,1435,47,0,1,1,31,0,5,,,0,5
05-07-20,Gibson,52,2,52,2,3,0,52,2,1479,47,1531,49,0,1,,38,2,13,,,0,4
05-07-20,Giles,9,0,9,0,0,0,9,0,656,32,665,32,0,0,,7,0,2,,,0,0
05-07-20,Grainger,6,0,6,0,1,0,6,0,346,10,352,10,0,0,,4,0,2,,,1,2
05-07-20,Greene,43,0,43,0,0,0,43,0,1023,64,1066,64,0,2,1,40,-1,1,,,0,7
05-07-20,Grundy,30,2,30,2,0,0,30,2,339,7,369,9,0,1,,23,2,6,,,0,10
05-07-20,Hamblen,20,1,20,1,4,0,20,1,1244,57,1264,58,0,2,,16,1,2,,,0,3
05-07-20,Hamilton,211,15,211,15,1,0,211,15,3919,134,4130,149,0,13,2,99,13,99,,,0,42
05-07-20,Hancock,0,0,0,0,0,0,0,0,87,6,87,6,0,0,,,0,0,,,0,0
05-07-20,Hardeman,23,1,23,1,0,0,23,1,631,32,654,33,0,0,,16,1,7,,,0,2
05-07-20,Hardin,7,0,7,0,0,0,7,0,919,32,926,32,0,0,,4,0,3,,,0,0
05-07-20,Hawkins,31,0,31,0,0,0,31,0,1013,56,1044,56,0,2,,28,0,1,,,0,5
05-07-20,Haywood,26,0,26,0,1,0,26,0,450,30,476,30,0,1,,19,0,6,,,0,6
05-07-20,Henderson,10,0,10,0,0,-1,10,0,691,26,701,26,0,0,,8,0,2,,,1,1
05-07-20,Henry,14,1,14,1,0,0,14,1,807,33,821,34,0,0,,13,1,1,,,0,3
05-07-20,Hickman,48,1,48,1,0,0,48,1,630,22,678,23,0,0,1,5,0,43,,,0,1
05-07-20,Houston,6,0,6,0,0,0,6,0,199,3,205,3,0,0,,4,0,2,,,0,4
05-07-20,Humphreys,11,0,11,0,0,0,11,0,380,11,391,11,0,1,,6,0,4,,,0,0
05-07-20,Jackson,8,1,8,1,0,0,8,1,430,5,438,6,0,0,,7,1,1,,,1,1
05-07-20,Jefferson,26,0,26,0,3,0,26,0,1032,45,1058,45,0,0,,16,0,10,,,0,0
05-07-20,Johnson,5,-2,5,-2,0,0,5,-2,125,18,130,16,0,0,,3,-2,2,,,0,0
05-07-20,Knox,253,1,253,1,3,0,253,1,8597,295,8850,296,0,5,4,212,-3,36,,,0,28
05-07-20,Lake,59,0,59,0,1,0,59,0,1109,13,1168,13,0,0,,41,0,18,,,0,0
05-07-20,Lauderdale,25,0,25,0,1,0,25,0,628,20,653,20,0,0,,18,0,7,,,0,5
05-07-20,Lawrence,19,2,19,2,0,0,19,2,979,19,998,21,0,0,,17,2,2,,,0,2
05-07-20,Lewis,2,0,2,0,0,0,2,0,167,12,169,12,0,0,,2,0,0,,,0,0
05-07-20,Lincoln,16,0,16,0,0,0,16,0,761,37,777,37,0,0,1,10,-1,6,,,0,2
05-07-20,Loudon,38,-1,38,-1,1,0,38,-1,808,28,846,27,0,0,,29,-1,9,,,0,3
05-07-20,Macon,55,1,55,1,0,0,55,1,842,15,897,16,0,3,1,25,0,27,,,0,9
05-07-20,Madison,145,1,145,1,0,0,145,1,3258,139,3403,140,0,1,3,90,-2,54,,,2,15
05-07-20,Marion,29,0,29,0,0,0,29,0,594,20,623,20,0,1,,23,0,5,,,0,9
05-07-20,Marshall,24,1,24,1,0,0,24,1,699,30,723,31,0,1,2,16,-1,7,,,0,5
05-07-20,Maury,52,1,52,1,0,0,52,1,1844,56,1896,57,0,0,,35,1,17,,,0,6
05-07-20,McMinn,108,1,108,1,0,0,108,1,1755,94,1863,95,0,3,1,14,1,91,,,0,7
05-07-20,McNairy,11,0,11,0,0,0,11,0,498,441,509,441,0,0,,11,0,0,,,0,1
05-07-20,Meigs,17,6,17,6,0,0,17,6,213,15,230,21,0,0,2,6,4,11,,,1,3
05-07-20,Monroe,26,0,26,0,6,0,26,0,536,21,562,21,0,1,,15,0,10,,,1,3
05-07-20,Montgomery,155,2,155,2,0,0,155,2,4123,115,4278,117,0,2,1,80,1,73,,,1,17
05-07-20,Moore,3,0,3,0,0,0,3,0,193,9,196,9,0,0,,3,0,0,,,0,0
05-07-20,Morgan,6,0,6,0,0,0,6,0,400,17,406,17,0,0,,6,0,0,,,0,0
05-07-20,Obion,15,0,15,0,1,0,15,0,523,27,538,27,0,1,,10,0,4,,,0,1
05-07-20,Out of State,354,10,354,10,0,0,354,10,36921,1204,37275,1214,-1,5,-11,142,-3,207,,,-1,21
05-07-20,Overton,11,1,11,1,0,0,11,1,718,22,729,23,0,0,1,8,0,3,,,0,1
05-07-20,Pending,56,-20,56,-20,0,0,56,-20,24859,883,24915,863,0,0,,1,-20,55,,,0,0
05-07-20,Perry,13,0,13,0,0,0,13,0,96,4,109,4,0,0,,7,0,6,,,0,0
05-07-20,Pickett,0,0,0,0,0,0,0,0,184,2,184,2,0,0,,,0,0,,,0,0
05-07-20,Polk,12,0,12,0,0,0,12,0,278,42,290,42,0,0,,8,0,4,,,0,1
05-07-20,Putnam,162,0,162,0,0,0,162,0,2381,36,2543,36,0,5,,89,0,68,,,1,5
05-07-20,Rhea,6,0,6,0,0,0,6,0,668,33,674,33,0,0,,4,0,2,,,0,0
05-07-20,Roane,8,1,8,1,1,0,8,1,1806,42,1814,43,0,0,,7,1,1,,,0,1
05-07-20,Robertson,195,9,195,9,0,0,195,9,1893,40,2088,49,0,0,5,125,4,70,,,0,22
05-07-20,Rutherford,661,6,661,6,0,0,661,6,6487,283,7148,289,0,14,13,245,-7,402,,,0,64
05-07-20,Scott,11,0,11,0,1,0,11,0,320,14,331,14,0,0,,11,0,0,,,0,0
05-07-20,Sequatchie,7,0,7,0,0,0,7,0,700,18,707,18,0,0,,5,0,2,,,0,1
05-07-20,Sevier,63,3,63,3,2,0,63,3,2168,73,2231,76,0,2,2,40,1,21,,,0,6
05-07-20,Shelby,3066,56,3066,56,0,0,3066,56,26371,1194,29437,1250,0,64,64,1723,-8,1279,,,27,265
05-07-20,Smith,23,0,23,0,1,0,23,0,535,9,558,9,0,1,,18,0,4,,,0,1
05-07-20,Stewart,7,0,7,0,0,0,7,0,218,8,225,8,0,0,,2,0,5,,,0,1
05-07-20,Sullivan,52,0,52,0,5,0,52,0,2071,37,2123,37,0,1,1,47,-1,4,,,0,6
05-07-20,Sumner,672,1,672,1,3,0,672,1,4340,317,5012,318,0,38,7,337,-6,297,,,2,187
05-07-20,Tipton,158,3,158,3,1,0,158,3,1676,71,1834,74,0,2,,64,3,92,,,0,14
05-07-20,Trousdale,1356,1,1356,1,1,0,1356,1,1576,25,2932,26,0,2,1,16,0,1338,,,1,10
05-07-20,Unicoi,2,0,2,0,0,0,2,0,318,32,320,32,0,0,,1,0,1,,,0,0
05-07-20,Union,3,0,3,0,0,0,3,0,315,10,318,10,0,0,,2,0,1,,,0,0
05-07-20,Van Buren,2,0,2,0,0,0,2,0,243,7,245,7,0,0,,2,0,0,,,0,0
05-07-20,Warren,10,0,10,0,0,0,10,0,1134,174,1144,174,0,0,,6,0,4,,,0,0
05-07-20,Washington,59,0,59,0,0,0,59,0,2106,114,2165,114,0,0,5,54,-5,5,,,0,6
05-07-20,Wayne,4,0,4,0,0,0,4,0,287,3,291,3,0,0,1,3,-1,1,,,0,1
05-07-20,Weakley,24,0,24,0,1,0,24,0,704,19,728,19,0,0,,22,0,2,,,0,1
05-07-20,White,16,1,16,1,1,0,16,1,733,43,749,44,0,0,,4,1,12,,,0,1
05-07-20,Williamson,434,-2,434,-2,1,0,434,-2,5908,132,6342,130,0,10,1,296,-3,128,,,1,45
05-07-20,Wilson,288,1,288,1,1,1,288,1,3182,121,3470,122,-1,6,1,164,1,118,,,-1,25
05-08-20,Anderson,31,0,31,0,1,0,31,0,2594,34,2625,34,0,1,,25,0,5,,,0,3
05-08-20,Bedford,222,5,222,5,0,0,222,5,1676,47,1898,52,0,3,7,107,-2,112,,,1,8
05-08-20,Benton,7,0,7,0,0,0,7,0,372,13,379,13,0,1,,5,0,1,,,0,2
05-08-20,Bledsoe,604,2,604,2,0,0,604,2,3101,9,3705,11,0,0,34,59,-32,545,,,0,4
05-08-20,Blount,69,0,69,0,4,0,69,0,1874,18,1943,18,0,3,2,55,-2,11,,,0,5
05-08-20,Bradley,68,4,68,4,0,0,68,4,1449,59,1517,63,0,1,1,49,3,18,,,2,14
05-08-20,Campbell,16,0,16,0,1,0,16,0,897,21,913,21,0,1,,14,0,1,,,0,2
05-08-20,Cannon,13,0,13,0,0,0,13,0,337,5,350,5,0,0,,8,0,5,,,0,2
05-08-20,Carroll,19,0,19,0,5,0,19,0,756,5,775,5,0,1,,16,0,2,,,0,1
05-08-20,Carter,18,0,18,0,1,0,18,0,891,27,909,27,0,1,,13,0,4,,,0,2
05-08-20,Cheatham,59,1,59,1,0,0,59,1,1154,57,1213,58,0,0,1,30,0,29,,,0,6
05-08-20,Chester,12,2,12,2,0,0,12,2,348,4,360,6,0,0,,10,2,2,,,0,1
05-08-20,Claiborne,7,0,7,0,0,0,7,0,418,20,425,20,0,0,,5,0,2,,,0,0
05-08-20,Clay,6,0,6,0,0,0,6,0,274,12,280,12,0,0,,5,0,1,,,0,0
05-08-20,Cocke,17,0,17,0,3,0,17,0,594,16,611,16,0,0,1,16,-1,1,,,0,1
05-08-20,Coffee,48,1,48,1,1,0,48,1,1360,40,1408,41,0,0,2,23,-1,25,,,0,5
05-08-20,Crockett,7,0,7,0,2,0,7,0,355,6,362,6,0,0,2,5,-2,2,,,0,1
05-08-20,Cumberland,84,0,84,0,1,0,84,0,2117,26,2201,26,0,1,,52,0,31,,,0,9
05-08-20,Davidson,3300,143,3300,143,3,0,3300,143,21181,1549,24481,1692,0,31,85,1758,58,1511,,,3,280
05-08-20,Decatur,4,0,4,0,0,0,4,0,205,0,209,0,0,0,,4,0,0,,,0,0
05-08-20,Dekalb,26,1,26,1,0,0,26,1,766,31,792,32,0,0,,15,1,11,,,0,0
05-08-20,Dickson,85,0,85,0,0,0,85,0,1398,44,1483,44,0,0,,48,0,37,,,0,13
05-08-20,Dyer,41,2,41,2,3,0,41,2,879,15,920,17,0,0,1,33,1,8,,,0,4
05-08-20,Fayette,75,2,75,2,0,0,75,2,1371,22,1446,24,0,1,,58,2,16,,,0,12
05-08-20,Fentress,5,0,5,0,0,0,5,0,428,4,433,4,0,0,,3,0,2,,,1,1
05-08-20,Franklin,38,1,38,1,0,0,38,1,1427,29,1465,30,0,1,,31,1,6,,,0,5
05-08-20,Gibson,52,0,52,0,3,0,52,0,1502,23,1554,23,0,1,,38,0,13,,,0,4
05-08-20,Giles,9,0,9,0,0,0,9,0,666,10,675,10,0,0,,7,0,2,,,0,0
05-08-20,Grainger,6,0,6,0,1,0,6,0,352,6,358,6,0,0,,4,0,2,,,0,2
05-08-20,Greene,43,0,43,0,0,0,43,0,1049,26,1092,26,0,2,,40,0,1,,,0,7
05-08-20,Grundy,30,0,30,0,0,0,30,0,351,12,381,12,0,1,,23,0,6,,,0,10
05-08-20,Hamblen,21,1,21,1,4,0,21,1,1289,45,1310,46,0,2,,16,1,3,,,0,3
05-08-20,Hamilton,229,18,229,18,2,1,229,18,3993,74,4222,92,0,13,4,103,14,113,,,0,42
05-08-20,Hancock,0,0,0,0,0,0,0,0,89,2,89,2,0,0,,,0,0,,,0,0
05-08-20,Hardeman,64,41,64,41,0,0,64,41,831,200,895,241,0,0,,16,41,48,,,0,2
05-08-20,Hardin,7,0,7,0,0,0,7,0,925,6,932,6,0,0,,4,0,3,,,0,0
