DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
04-20-20,McMinn,6,0,,,,,6,0,565,55,571,55,0,0,0,4,0,2,,
04-20-20,McNairy,9,0,,,,,9,0,179,15,188,15,0,0,1,6,-1,3,,
04-20-20,Meigs,3,0,,,,,3,0,94,5,97,5,0,0,0,2,0,1,,
04-20-20,Monroe,11,1,,,,,11,1,273,1,284,2,0,1,1,7,0,3,,
04-20-20,Montgomery,122,3,,,,,122,3,1710,147,1832,150,0,2,5,55,-2,65,,
04-20-20,Moore,2,0,,,,,2,0,84,9,86,9,0,0,0,0,0,2,,
04-20-20,Morgan,5,0,,,,,5,0,126,3,131,3,0,0,0,5,0,0,,
04-20-20,Obion,9,0,,,,,9,0,188,3,197,3,0,1,0,3,0,5,,
04-20-20,Out of State,273,-1,,,,,273,-1,17105,421,17378,420,0,1,2,148,-3,124,,
04-20-20,Overton,7,0,,,,,7,0,453,17,460,17,0,0,0,4,0,3,,
04-20-20,Pending,57,-31,,,,,57,-31,12597,276,12654,245,0,0,0,2,-31,55,,
04-20-20,Perry,6,0,,,,,6,0,53,8,59,8,0,0,0,3,0,3,,
04-20-20,Pickett,0,0,,,,,0,0,53,2,53,2,0,0,0,0,0,0,,
04-20-20,Polk,5,0,,,,,5,0,77,5,82,5,0,0,0,4,0,1,,
04-20-20,Putnam,96,1,,,,,96,1,1068,50,1164,51,1,3,5,45,-5,48,,
04-20-20,Rhea,2,0,,,,,2,0,288,31,290,31,0,0,1,1,-1,1,,
04-20-20,Roane,8,0,,,,,8,0,451,10,459,10,0,0,0,7,0,1,,
04-20-20,Robertson,116,3,,,,,116,3,914,43,1030,46,0,0,5,75,-2,41,,
04-20-20,Rutherford,328,19,,,,,328,19,2630,87,2958,106,1,7,8,150,10,171,,
04-20-20,Scott,11,0,,,,,11,0,137,0,148,0,0,0,0,5,0,6,,
04-20-20,Sequatchie,3,0,,,,,3,0,183,19,186,19,0,0,0,2,0,1,,
04-20-20,Sevier,26,2,,,,,26,2,654,7,680,9,0,1,0,23,2,2,,
04-20-20,Shelby,1839,61,,,,,1839,61,10856,455,12695,516,0,35,85,657,-24,1147,,
04-20-20,Smith,14,1,,,,,14,1,252,11,266,12,0,1,1,3,0,10,,
04-20-20,Stewart,6,0,,,,,6,0,123,5,129,5,0,0,0,0,0,6,,
04-20-20,Sullivan,45,0,,,,,45,0,520,25,565,25,0,1,0,35,0,9,,
04-20-20,Sumner,518,9,,,,,518,9,2105,64,2623,73,1,31,12,285,-4,202,,
04-20-20,Tipton,83,27,,,,,83,27,754,55,837,82,0,0,0,34,27,49,,
04-20-20,Trousdale,21,-1,,,,,21,-1,130,7,151,6,0,1,0,3,-1,17,,
04-20-20,Unicoi,1,0,,,,,1,0,67,4,68,4,0,0,0,1,0,0,,
04-20-20,Union,3,0,,,,,3,0,77,4,80,4,0,0,0,2,0,1,,
04-20-20,Van Buren,1,0,,,,,1,0,70,6,71,6,0,0,0,0,0,1,,
04-20-20,Warren,5,0,,,,,5,0,345,25,350,25,0,0,0,3,0,2,,
04-20-20,Washington,46,0,,,,,46,0,675,31,721,31,0,0,0,37,0,9,,
04-20-20,Wayne,2,0,,,,,2,0,110,3,112,3,0,0,1,2,-1,0,,
04-20-20,Weakley,8,0,,,,,8,0,213,8,221,8,0,0,0,2,0,6,,
04-20-20,White,4,0,,,,,4,0,360,24,364,24,0,0,0,3,0,1,,
04-20-20,Williamson,357,9,,,,,357,9,2924,133,3281,142,0,6,4,227,5,124,,
04-20-20,Wilson,185,4,,,,,185,4,1623,29,1808,33,0,1,4,97,0,87,,
04-21-20,Anderson,21,5,,,,,21,5,955,400,976,405,0,1,1,13,4,7,,
04-21-20,Bedford,105,29,,,,,105,29,715,288,820,317,0,2,1,10,28,93,,
04-21-20,Benton,4,0,,,,,4,0,114,0,118,0,0,0,0,4,0,0,,
04-21-20,Bledsoe,11,1,,,,,11,1,1228,216,1239,217,0,0,1,6,0,5,,
04-21-20,Blount,46,0,,,,,46,0,732,75,778,75,0,3,0,41,0,2,,
04-21-20,Bradley,37,0,,,,,37,0,497,18,534,18,0,1,0,33,0,3,,
04-21-20,Campbell,13,0,,,,,13,0,209,20,222,20,0,1,1,10,-1,2,,
04-21-20,Cannon,8,0,,,,,8,0,177,6,185,6,0,0,0,4,0,4,,
04-21-20,Carroll,14,-1,,,,,14,-1,294,9,308,8,0,1,0,11,-1,2,,
04-21-20,Carter,5,0,,,,,5,0,216,6,221,6,0,1,0,3,0,1,,
04-21-20,Cheatham,22,0,,,,,22,0,577,23,599,23,0,0,0,19,0,3,,
04-21-20,Chester,9,1,,,,,9,1,167,2,176,3,0,0,0,6,1,3,,
04-21-20,Claiborne,5,0,,,,,5,0,151,6,156,6,0,0,0,4,0,1,,
04-21-20,Clay,5,0,,,,,5,0,180,0,185,0,0,0,1,2,-1,3,,
04-21-20,Cocke,11,0,,,,,11,0,186,25,197,25,0,0,1,6,-1,5,,
04-21-20,Coffee,21,1,,,,,21,1,522,35,543,36,0,0,2,8,-1,13,,
04-21-20,Crockett,6,0,,,,,6,0,177,1,183,1,0,0,0,1,0,5,,
04-21-20,Cumberland,59,1,,,,,59,1,1015,19,1074,20,0,0,3,27,-2,32,,
04-21-20,Davidson,1719,44,,,,,1719,44,10141,768,11860,812,1,20,37,880,6,819,,
04-21-20,Decatur,4,0,,,,,4,0,103,3,107,3,0,0,0,1,0,3,,
04-21-20,Dekalb,12,0,,,,,12,0,339,1,351,1,0,0,0,7,0,5,,
04-21-20,Dickson,46,0,,,,,46,0,524,16,570,16,0,0,0,27,0,19,,
04-21-20,Dyer,28,0,,,,,28,0,405,5,433,5,0,0,1,11,-1,17,,
04-21-20,Fayette,48,2,,,,,48,2,559,29,607,31,0,1,4,27,-2,20,,
04-21-20,Fentress,4,0,,,,,4,0,165,7,169,7,0,0,0,1,0,3,,
04-21-20,Franklin,27,0,,,,,27,0,423,21,450,21,0,1,0,22,0,4,,
04-21-20,Gibson,32,1,,,,,32,1,537,16,569,17,0,0,1,16,0,16,,
04-21-20,Giles,6,1,,,,,6,1,236,10,242,11,0,0,0,3,1,3,,
04-21-20,Grainger,4,0,,,,,4,0,135,14,139,14,0,0,0,4,0,0,,
04-21-20,Greene,37,2,,,,,37,2,377,28,414,30,0,2,1,24,1,11,,
04-21-20,Grundy,26,1,,,,,26,1,224,10,250,11,0,1,0,20,1,5,,
04-21-20,Hamblen,13,5,,,,,13,5,345,36,358,41,0,1,0,5,5,7,,
04-21-20,Hamilton,124,6,,,,,124,6,1616,66,1740,72,0,12,5,71,1,41,,
04-21-20,Hancock,0,0,,,,,0,0,24,2,24,2,0,0,0,0,0,0,,
04-21-20,Hardeman,8,1,,,,,8,1,214,2,222,3,0,0,0,6,1,2,,
04-21-20,Hardin,4,0,,,,,4,0,572,5,576,5,0,0,0,3,0,1,,
04-21-20,Hawkins,28,1,,,,,28,1,339,41,367,42,0,2,1,24,0,2,,
04-21-20,Haywood,13,0,,,,,13,0,181,1,194,1,0,1,0,5,0,7,,
04-21-20,Henderson,5,1,,,,,5,1,245,6,250,7,0,0,0,1,1,4,,
04-21-20,Henry,9,0,,,,,9,0,258,3,267,3,0,0,0,5,0,4,,
04-21-20,Hickman,3,1,,,,,3,1,172,3,175,4,0,0,1,2,0,1,,
04-21-20,Houston,4,0,,,,,4,0,135,2,139,2,0,0,0,4,0,0,,
04-21-20,Humphreys,6,0,,,,,6,0,163,4,169,4,0,0,0,4,0,2,,
04-21-20,Jackson,6,0,,,,,6,0,168,1,174,1,0,0,2,6,-2,0,,
04-21-20,Jefferson,16,0,,,,,16,0,321,41,337,41,0,0,0,13,0,3,,
04-21-20,Johnson,2,0,,,,,2,0,40,1,42,1,0,0,0,2,0,0,,
04-21-20,Knox,196,3,,,,,196,3,3581,434,3777,437,0,4,21,168,-18,24,,
04-21-20,Lake,4,0,,,,,4,0,799,236,803,236,0,0,0,0,0,4,,
04-21-20,Lauderdale,16,0,,,,,16,0,192,7,208,7,0,0,0,2,0,14,,
04-21-20,Lawrence,16,1,,,,,16,1,404,17,420,18,0,0,0,13,1,3,,
04-21-20,Lewis,2,0,,,,,2,0,55,4,57,4,0,0,0,2,0,0,,
04-21-20,Lincoln,11,1,,,,,11,1,195,10,206,11,0,0,0,5,1,6,,
04-21-20,Loudon,23,0,,,,,23,0,349,21,372,21,0,0,0,17,0,6,,
04-21-20,Macon,34,0,,,,,34,0,523,4,557,4,0,3,0,12,0,19,,
04-21-20,Madison,90,3,,,,,90,3,958,27,1048,30,0,1,4,43,-1,46,,
04-21-20,Marion,28,0,,,,,28,0,411,229,439,229,0,1,0,21,0,6,,
04-21-20,Marshall,22,6,,,,,22,6,297,13,319,19,0,1,-1,6,7,15,,
04-21-20,Maury,34,0,,,,,34,0,888,67,922,67,0,0,0,30,0,4,,
04-21-20,McMinn,6,0,,,,,6,0,587,22,593,22,0,0,0,4,0,2,,
04-21-20,McNairy,9,0,,,,,9,0,182,3,191,3,0,0,0,6,0,3,,
04-21-20,Meigs,3,0,,,,,3,0,96,2,99,2,0,0,0,2,0,1,,
04-21-20,Monroe,11,0,,,,,11,0,286,13,297,13,0,1,0,7,0,3,,
04-21-20,Montgomery,124,2,,,,,124,2,1965,255,2089,257,0,2,1,56,1,66,,
04-21-20,Moore,2,0,,,,,2,0,88,4,90,4,0,0,0,0,0,2,,
04-21-20,Morgan,5,0,,,,,5,0,137,11,142,11,0,0,0,5,0,0,,
04-21-20,Obion,9,0,,,,,9,0,205,17,214,17,0,1,0,3,0,5,,
04-21-20,Out of State,265,-8,,,,,265,-8,17774,669,18039,661,0,1,2,150,-10,114,,
04-21-20,Overton,7,0,,,,,7,0,454,1,461,1,0,0,1,5,-1,2,,
04-21-20,Pending,36,-21,,,,,36,-21,13341,744,13377,723,0,0,0,2,-21,34,,
04-21-20,Perry,6,0,,,,,6,0,53,0,59,0,0,0,0,3,0,3,,
04-21-20,Pickett,0,0,,,,,0,0,53,0,53,0,0,0,0,0,0,0,,
04-21-20,Polk,5,0,,,,,5,0,80,3,85,3,0,0,0,4,0,1,,
04-21-20,Putnam,95,-1,,,,,95,-1,1084,16,1179,15,0,3,29,74,-30,18,,
04-21-20,Rhea,3,1,,,,,3,1,292,4,295,5,0,0,1,2,0,1,,
04-21-20,Roane,8,0,,,,,8,0,547,96,555,96,0,0,0,7,0,1,,
04-21-20,Robertson,117,1,,,,,117,1,981,67,1098,68,0,0,3,78,-2,39,,
04-21-20,Rutherford,338,10,,,,,338,10,3076,446,3414,456,0,7,11,161,-1,170,,
04-21-20,Scott,12,1,,,,,12,1,165,28,177,29,0,0,5,10,-4,2,,
04-21-20,Sequatchie,3,0,,,,,3,0,196,13,199,13,0,0,0,2,0,1,,
04-21-20,Sevier,29,3,,,,,29,3,801,147,830,150,0,1,0,23,3,5,,
04-21-20,Shelby,1873,34,,,,,1873,34,11251,395,13124,429,4,39,73,730,-43,1104,,
04-21-20,Smith,14,0,,,,,14,0,258,6,272,6,0,1,1,4,-1,9,,
04-21-20,Stewart,6,0,,,,,6,0,125,2,131,2,0,0,1,1,-1,5,,
04-21-20,Sullivan,45,0,,,,,45,0,557,37,602,37,0,1,0,35,0,9,,
04-21-20,Sumner,530,12,,,,,530,12,2195,90,2725,102,0,31,13,298,-1,201,,
04-21-20,Tipton,83,0,,,,,83,0,901,147,984,147,0,0,4,38,-4,45,,
04-21-20,Trousdale,23,2,,,,,23,2,135,5,158,7,0,1,3,6,-1,16,,
04-21-20,Unicoi,1,0,,,,,1,0,82,15,83,15,0,0,0,1,0,0,,
04-21-20,Union,3,0,,,,,3,0,84,7,87,7,0,0,0,2,0,1,,
04-21-20,Van Buren,1,0,,,,,1,0,106,36,107,36,0,0,0,0,0,1,,
04-21-20,Warren,4,-1,,,,,4,-1,377,32,381,31,0,0,0,3,-1,1,,
04-21-20,Washington,46,0,,,,,46,0,719,44,765,44,0,0,0,37,0,9,,
04-21-20,Wayne,2,0,,,,,2,0,111,1,113,1,0,0,0,2,0,0,,
04-21-20,Weakley,8,0,,,,,8,0,291,78,299,78,0,0,0,2,0,6,,
04-21-20,White,4,0,,,,,4,0,372,12,376,12,0,0,0,3,0,1,,
04-21-20,Williamson,359,2,,,,,359,2,3233,309,3592,311,0,6,12,239,-10,114,,
04-21-20,Wilson,187,2,,,,,187,2,1823,200,2010,202,0,1,5,102,-3,84,,
04-22-20,Anderson,22,1,,,,,22,1,1003,48,1025,49,0,1,0,13,1,8,,
04-22-20,Bedford,117,12,,,,,117,12,729,14,846,26,0,2,3,13,9,102,,
04-22-20,Benton,4,0,,,,,4,0,122,8,126,8,0,0,0,4,0,0,,
04-22-20,Bledsoe,90,79,,,,,90,79,1448,220,1538,299,0,0,0,6,79,84,,
04-22-20,Blount,47,1,,,,,47,1,777,45,824,46,0,3,0,41,1,3,,
04-22-20,Bradley,38,1,,,,,38,1,518,21,556,22,0,1,0,33,1,4,,
04-22-20,Campbell,13,0,,,,,13,0,217,8,230,8,0,1,1,11,-1,1,,
04-22-20,Cannon,10,2,,,,,10,2,182,5,192,7,0,0,0,4,2,6,,
04-22-20,Carroll,14,0,,,,,14,0,304,10,318,10,0,1,0,11,0,2,,
04-22-20,Carter,5,0,,,,,5,0,218,2,223,2,0,1,0,3,0,1,,
04-22-20,Cheatham,26,4,,,,,26,4,620,43,646,47,0,0,0,19,4,7,,
04-22-20,Chester,9,0,,,,,9,0,179,12,188,12,0,0,-1,5,1,4,,
04-22-20,Claiborne,5,0,,,,,5,0,154,3,159,3,0,0,0,4,0,1,,
04-22-20,Clay,5,0,,,,,5,0,181,1,186,1,0,0,1,3,-1,2,,
04-22-20,Cocke,13,2,,,,,13,2,201,15,214,17,0,0,4,10,-2,3,,
04-22-20,Coffee,23,2,,,,,23,2,726,204,749,206,0,0,1,9,1,14,,
04-22-20,Crockett,6,0,,,,,6,0,179,2,185,2,0,0,0,1,0,5,,
04-22-20,Cumberland,60,1,,,,,60,1,1024,9,1084,10,0,0,2,29,-1,31,,
04-22-20,Davidson,1872,153,,,,,1872,153,10501,360,12373,513,0,20,32,912,121,940,,
04-22-20,Decatur,4,0,,,,,4,0,105,2,109,2,0,0,1,2,-1,2,,
04-22-20,Dekalb,10,-2,,,,,10,-2,343,4,353,2,0,0,0,7,-2,3,,
04-22-20,Dickson,50,4,,,,,50,4,546,22,596,26,0,0,1,28,3,22,,
04-22-20,Dyer,29,1,,,,,29,1,411,6,440,7,0,0,1,12,0,17,,
04-22-20,Fayette,48,0,,,,,48,0,738,179,786,179,0,1,1,28,-1,19,,
04-22-20,Fentress,4,0,,,,,4,0,166,1,170,1,0,0,0,1,0,3,,
04-22-20,Franklin,28,1,,,,,28,1,447,24,475,25,0,1,1,23,0,4,,
04-22-20,Gibson,33,1,,,,,33,1,566,29,599,30,1,1,0,16,0,16,,
04-22-20,Giles,6,0,,,,,6,0,239,3,245,3,0,0,0,3,0,3,,
04-22-20,Grainger,4,0,,,,,4,0,200,65,204,65,0,0,0,4,0,0,,
04-22-20,Greene,37,0,,,,,37,0,388,11,425,11,0,2,0,24,0,11,,
04-22-20,Grundy,26,0,,,,,26,0,228,4,254,4,0,1,0,20,0,5,,
04-22-20,Hamblen,13,0,,,,,13,0,374,29,387,29,1,2,0,5,-1,6,,
04-22-20,Hamilton,127,3,,,,,127,3,1665,49,1792,52,1,13,3,74,-1,40,,
04-22-20,Hancock,0,0,,,,,0,0,25,1,25,1,0,0,0,0,0,0,,
04-22-20,Hardeman,8,0,,,,,8,0,221,7,229,7,0,0,0,6,0,2,,
04-22-20,Hardin,4,0,,,,,4,0,577,5,581,5,0,0,0,3,0,1,,
04-22-20,Hawkins,28,0,,,,,28,0,559,220,587,220,0,2,0,24,0,2,,
04-22-20,Haywood,14,1,,,,,14,1,187,6,201,7,0,1,0,5,1,8,,
04-22-20,Henderson,5,0,,,,,5,0,249,4,254,4,0,0,2,3,-2,2,,
04-22-20,Henry,11,2,,,,,11,2,264,6,275,8,0,0,0,5,2,6,,
04-22-20,Hickman,10,7,,,,,10,7,176,4,186,11,0,0,0,2,7,8,,
04-22-20,Houston,4,0,,,,,4,0,136,1,140,1,0,0,0,4,0,0,,
04-22-20,Humphreys,7,1,,,,,7,1,166,3,173,4,0,0,0,4,1,3,,
04-22-20,Jackson,6,0,,,,,6,0,169,1,175,1,0,0,0,6,0,0,,
04-22-20,Jefferson,17,1,,,,,17,1,410,89,427,90,0,0,0,13,1,4,,
04-22-20,Johnson,2,0,,,,,2,0,42,2,44,2,0,0,0,2,0,0,,
04-22-20,Knox,199,3,,,,,199,3,3802,221,4001,224,0,4,1,169,2,26,,
04-22-20,Lake,9,5,,,,,9,5,1007,208,1016,213,0,0,0,0,5,9,,
04-22-20,Lauderdale,16,0,,,,,16,0,198,6,214,6,0,0,0,2,0,14,,
04-22-20,Lawrence,16,0,,,,,16,0,408,4,424,4,0,0,0,13,0,3,,
04-22-20,Lewis,2,0,,,,,2,0,55,0,57,0,0,0,0,2,0,0,,
04-22-20,Lincoln,11,0,,,,,11,0,199,4,210,4,0,0,1,6,-1,5,,
04-22-20,Loudon,23,0,,,,,23,0,361,12,384,12,0,0,1,18,-1,5,,
04-22-20,Macon,35,1,,,,,35,1,529,6,564,7,0,3,4,16,-3,16,,
04-22-20,Madison,91,1,,,,,91,1,1229,271,1320,272,0,1,4,47,-3,43,,
04-22-20,Marion,28,0,,,,,28,0,414,3,442,3,0,1,0,21,0,6,,
04-22-20,Marshall,24,2,,,,,24,2,301,4,325,6,0,1,5,11,-3,12,,
04-22-20,Maury,34,0,,,,,34,0,903,15,937,15,0,0,0,30,0,4,,
04-22-20,McMinn,6,0,,,,,6,0,743,156,749,156,0,0,0,4,0,2,,
04-22-20,McNairy,10,1,,,,,10,1,186,4,196,5,0,0,0,6,1,4,,
04-22-20,Meigs,5,2,,,,,5,2,106,10,111,12,0,0,0,2,2,3,,
04-22-20,Monroe,11,0,,,,,11,0,305,19,316,19,0,1,0,7,0,3,,
04-22-20,Montgomery,128,4,,,,,128,4,1993,28,2121,32,0,2,4,60,0,66,,
04-22-20,Moore,3,1,,,,,3,1,90,2,93,3,0,0,0,0,1,3,,
04-22-20,Morgan,5,0,,,,,5,0,143,6,148,6,0,0,0,5,0,0,,
04-22-20,Obion,10,1,,,,,10,1,214,9,224,10,0,1,0,3,1,6,,
04-22-20,Out of State,270,5,,,,,270,5,19112,1338,19382,1343,0,1,7,157,-2,112,,
04-22-20,Overton,7,0,,,,,7,0,457,3,464,3,0,0,0,5,0,2,,
04-22-20,Pending,60,24,,,,,60,24,13967,626,14027,650,0,0,0,2,24,58,,
04-22-20,Perry,8,2,,,,,8,2,54,1,62,3,0,0,0,3,2,5,,
04-22-20,Pickett,0,0,,,,,0,0,68,15,68,15,0,0,0,0,0,0,,
04-22-20,Polk,6,1,,,,,6,1,84,4,90,5,0,0,0,4,1,2,,
04-22-20,Putnam,100,5,,,,,100,5,1097,13,1197,18,1,4,0,74,4,22,,
04-22-20,Rhea,4,1,,,,,4,1,297,5,301,6,0,0,1,3,0,1,,
04-22-20,Roane,8,0,,,,,8,0,561,14,569,14,0,0,0,7,0,1,,
04-22-20,Robertson,123,6,,,,,123,6,1039,58,1162,64,0,0,1,79,5,44,,
04-22-20,Rutherford,345,7,,,,,345,7,3139,63,3484,70,0,7,3,164,4,174,,
04-22-20,Scott,11,-1,,,,,11,-1,185,20,196,19,0,0,0,10,-1,1,,
04-22-20,Sequatchie,3,0,,,,,3,0,200,4,203,4,0,0,0,2,0,1,,
04-22-20,Sevier,33,4,,,,,33,4,1078,277,1111,281,0,1,0,23,4,9,,
04-22-20,Shelby,1924,51,,,,,1924,51,11585,334,13509,385,4,43,69,799,-22,1082,,
04-22-20,Smith,18,4,,,,,18,4,260,2,278,6,0,1,0,4,4,13,,
04-22-20,Stewart,6,0,,,,,6,0,125,0,131,0,0,0,0,1,0,5,,
04-22-20,Sullivan,47,2,,,,,47,2,646,89,693,91,0,1,5,40,-3,6,,
04-22-20,Sumner,550,20,,,,,550,20,2487,292,3037,312,1,32,11,309,8,209,,
04-22-20,Tipton,83,0,,,,,83,0,911,10,994,10,0,0,0,38,0,45,,
04-22-20,Trousdale,27,4,,,,,27,4,140,5,167,9,0,1,1,7,3,19,,
04-22-20,Unicoi,1,0,,,,,1,0,85,3,86,3,0,0,0,1,0,0,,
04-22-20,Union,3,0,,,,,3,0,122,38,125,38,0,0,0,2,0,1,,
04-22-20,Van Buren,1,0,,,,,1,0,146,40,147,40,0,0,0,0,0,1,,
04-22-20,Warren,4,0,,,,,4,0,403,26,407,26,0,0,0,3,0,1,,
04-22-20,Washington,46,0,,,,,46,0,749,30,795,30,0,0,0,37,0,9,,
04-22-20,Wayne,2,0,,,,,2,0,130,19,132,19,0,0,0,2,0,0,,
04-22-20,Weakley,9,1,,,,,9,1,294,3,303,4,0,0,1,3,0,6,,
04-22-20,White,4,0,,,,,4,0,378,6,382,6,0,0,0,3,0,1,,
04-22-20,Williamson,365,6,,,,,365,6,3352,119,3717,125,0,6,5,244,1,115,,
04-22-20,Wilson,194,7,,,,,194,7,1921,98,2115,105,0,1,7,109,0,84,,
04-23-20,Anderson,23,1,,,,,23,1,1093,90,1116,91,0,1,2,15,-1,7,,
04-23-20,Bedford,130,13,,,,,130,13,796,67,926,80,0,2,4,17,9,111,,
04-23-20,Benton,5,1,,,,,5,1,129,7,134,8,1,1,0,4,0,0,,
04-23-20,Bledsoe,351,261,,,,,351,261,1799,351,2150,612,0,0,0,6,261,345,,
04-23-20,Blount,48,1,,,,,48,1,815,38,863,39,0,3,0,41,1,4,,
04-23-20,Bradley,38,0,,,,,38,0,542,24,580,24,0,1,2,35,-2,2,,
04-23-20,Campbell,13,0,,,,,13,0,224,7,237,7,0,1,0,11,0,1,,
04-23-20,Cannon,10,0,,,,,10,0,186,4,196,4,0,0,1,5,-1,5,,
04-23-20,Carroll,14,0,,,,,14,0,326,22,340,22,0,1,0,11,0,2,,
04-23-20,Carter,6,1,,,,,6,1,304,86,310,87,0,1,0,3,1,2,,
04-23-20,Cheatham,28,2,,,,,28,2,636,16,664,18,0,0,1,20,1,8,,
04-23-20,Chester,10,1,,,,,10,1,191,12,201,13,0,0,0,5,1,5,,
04-23-20,Claiborne,5,0,,,,,5,0,162,8,167,8,0,0,0,4,0,1,,
04-23-20,Clay,5,0,,,,,5,0,186,5,191,5,0,0,0,3,0,2,,
04-23-20,Cocke,14,1,,,,,14,1,206,5,220,6,0,0,2,12,-1,2,,
04-23-20,Coffee,25,2,,,,,25,2,768,42,793,44,0,0,0,9,2,16,,
04-23-20,Crockett,6,0,,,,,6,0,190,11,196,11,0,0,0,1,0,5,,
04-23-20,Cumberland,61,1,,,,,61,1,1049,25,1110,26,0,0,3,32,-2,29,,
04-23-20,Davidson,1934,62,,,,,1934,62,11184,683,13118,745,1,21,30,942,31,971,,
04-23-20,Decatur,4,0,,,,,4,0,107,2,111,2,0,0,0,2,0,2,,
04-23-20,Dekalb,10,0,,,,,10,0,349,6,359,6,0,0,0,7,0,3,,
04-23-20,Dickson,56,6,,,,,56,6,573,27,629,33,0,0,3,31,3,25,,
04-23-20,Dyer,30,1,,,,,30,1,438,27,468,28,0,0,1,13,0,17,,
04-23-20,Fayette,48,0,,,,,48,0,768,30,816,30,0,1,0,28,0,19,,
04-23-20,Fentress,4,0,,,,,4,0,174,8,178,8,0,0,0,1,0,3,,
04-23-20,Franklin,28,0,,,,,28,0,566,119,594,119,0,1,1,24,-1,3,,
04-23-20,Gibson,32,-1,,,,,32,-1,639,73,671,72,0,1,0,16,-1,15,,
04-23-20,Giles,6,0,,,,,6,0,271,32,277,32,0,0,0,3,0,3,,
04-23-20,Grainger,4,0,,,,,4,0,222,22,226,22,0,0,0,4,0,0,,
04-23-20,Greene,38,1,,,,,38,1,423,35,461,36,0,2,1,25,0,11,,
04-23-20,Grundy,27,1,,,,,27,1,246,18,273,19,0,1,0,20,1,6,,
04-23-20,Hamblen,14,1,,,,,14,1,389,15,403,16,0,2,0,5,1,7,,
04-23-20,Hamilton,129,2,,,,,129,2,1701,36,1830,38,0,13,2,76,0,40,,
04-23-20,Hancock,0,0,,,,,0,0,25,0,25,0,0,0,0,0,0,0,,
04-23-20,Hardeman,8,0,,,,,8,0,234,13,242,13,0,0,0,6,0,2,,
04-23-20,Hardin,4,0,,,,,4,0,643,66,647,66,0,0,0,3,0,1,,
04-23-20,Hawkins,28,0,,,,,28,0,567,8,595,8,0,2,1,25,-1,1,,
04-23-20,Haywood,14,0,,,,,14,0,208,21,222,21,0,1,0,5,0,8,,
04-23-20,Henderson,5,0,,,,,5,0,281,32,286,32,0,0,0,3,0,2,,
04-23-20,Henry,11,0,,,,,11,0,316,52,327,52,0,0,1,6,-1,5,,
04-23-20,Hickman,16,6,,,,,16,6,184,8,200,14,0,0,0,2,6,14,,
04-23-20,Houston,4,0,,,,,4,0,136,0,140,0,0,0,0,4,0,0,,
04-23-20,Humphreys,7,0,,,,,7,0,178,12,185,12,0,0,0,4,0,3,,
04-23-20,Jackson,6,0,,,,,6,0,178,9,184,9,0,0,0,6,0,0,,
04-23-20,Jefferson,16,-1,,,,,16,-1,419,9,435,8,0,0,0,13,-1,3,,
04-23-20,Johnson,2,0,,,,,2,0,46,4,48,4,0,0,0,2,0,0,,
04-23-20,Knox,203,4,,,,,203,4,4026,224,4229,228,0,4,4,173,0,26,,
04-23-20,Lake,20,11,,,,,20,11,1001,-6,1021,5,0,0,0,0,11,20,,
04-23-20,Lauderdale,16,0,,,,,16,0,219,21,235,21,0,0,0,2,0,14,,
04-23-20,Lawrence,16,0,,,,,16,0,447,39,463,39,0,0,0,13,0,3,,
04-23-20,Lewis,2,0,,,,,2,0,61,6,63,6,0,0,0,2,0,0,,
04-23-20,Lincoln,11,0,,,,,11,0,247,48,258,48,0,0,1,7,-1,4,,
04-23-20,Loudon,24,1,,,,,24,1,403,42,427,43,0,0,0,18,1,6,,
04-23-20,Macon,35,0,,,,,35,0,567,38,602,38,0,3,0,16,0,16,,
04-23-20,Madison,96,5,,,,,96,5,1545,316,1641,321,0,1,3,50,2,45,,
04-23-20,Marion,28,0,,,,,28,0,431,17,459,17,0,1,0,21,0,6,,
04-23-20,Marshall,22,-2,,,,,22,-2,328,27,350,25,0,1,0,11,-2,10,,
04-23-20,Maury,35,1,,,,,35,1,963,60,998,61,0,0,0,30,1,5,,
04-23-20,McMinn,6,0,,,,,6,0,753,10,759,10,0,0,0,4,0,2,,
04-23-20,McNairy,10,0,,,,,10,0,212,26,222,26,0,0,1,7,-1,3,,
04-23-20,Meigs,5,0,,,,,5,0,110,4,115,4,0,0,0,2,0,3,,
04-23-20,Monroe,12,1,,,,,12,1,321,16,333,17,0,1,0,7,1,4,,
04-23-20,Montgomery,130,2,,,,,130,2,2102,109,2232,111,0,2,1,61,1,67,,
04-23-20,Moore,3,0,,,,,3,0,100,10,103,10,0,0,0,0,0,3,,
04-23-20,Morgan,5,0,,,,,5,0,178,35,183,35,0,0,0,5,0,0,,
04-23-20,Obion,12,2,,,,,12,2,226,12,238,14,0,1,0,3,2,8,,
04-23-20,Out of State,277,7,,,,,277,7,19889,777,20166,784,0,1,0,157,7,119,,
04-23-20,Overton,7,0,,,,,7,0,492,35,499,35,0,0,0,5,0,2,,
