DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
07-18-20,Dyer,358,6,342,7,16,-1,390,11,3984,142,4374,153,0,3,6,151,0,204,1,27
07-18-20,Fayette,454,21,450,21,4,0,556,23,7475,205,8031,228,0,7,6,254,15,193,0,41
07-18-20,Fentress,40,2,40,2,0,0,44,2,1558,18,1602,20,0,0,0,19,2,21,0,2
07-18-20,Franklin,146,5,143,5,3,0,183,6,4243,90,4426,96,0,3,3,83,2,60,0,8
07-18-20,Gibson,296,20,239,12,57,8,325,20,4332,105,4657,125,0,1,0,112,20,183,1,13
07-18-20,Giles,177,9,177,9,0,0,200,8,3231,36,3431,44,0,2,1,57,8,118,1,12
07-18-20,Grainger,71,2,66,1,5,1,83,1,1939,23,2022,24,0,0,1,41,1,30,0,8
07-18-20,Greene,196,3,188,1,8,2,224,2,5202,39,5426,41,1,3,0,97,2,96,1,14
07-18-20,Grundy,72,1,70,1,2,0,86,1,1116,25,1202,26,0,2,0,58,1,12,1,12
07-18-20,Hamblen,643,36,631,35,12,1,692,37,7524,114,8216,151,0,6,11,369,25,268,5,42
07-18-20,Hamilton,4144,150,4136,150,8,0,4630,187,40919,1534,45549,1721,0,40,63,2430,87,1674,3,173
07-18-20,Hancock,25,0,23,0,2,0,30,0,598,6,628,6,0,0,0,4,0,21,1,4
07-18-20,Hardeman,530,19,506,15,24,4,584,22,7084,42,7668,64,2,7,2,311,15,212,1,28
07-18-20,Hardin,194,9,188,9,6,0,220,10,4163,69,4383,79,0,7,4,65,5,122,0,11
07-18-20,Hawkins,131,7,127,6,4,1,158,6,3710,46,3868,52,0,2,0,57,7,72,2,14
07-18-20,Haywood,179,5,172,5,7,0,197,7,2043,26,2240,33,0,4,1,60,4,115,0,14
07-18-20,Henderson,153,14,105,6,48,8,164,14,2302,44,2466,58,0,0,1,53,13,100,0,7
07-18-20,Henry,60,0,58,0,2,0,76,0,3607,17,3683,17,0,0,2,46,-2,14,0,8
07-18-20,Hickman,139,6,139,6,0,0,171,6,2190,42,2361,48,0,0,0,74,6,65,0,3
07-18-20,Houston,29,2,29,2,0,0,34,2,874,5,908,7,0,0,0,11,2,18,0,4
07-18-20,Humphreys,60,2,59,2,1,0,71,1,1857,25,1928,26,0,2,0,18,2,40,0,2
07-18-20,Jackson,72,5,72,5,0,0,80,5,1165,28,1245,33,0,0,1,30,4,42,1,2
07-18-20,Jefferson,256,15,246,15,10,0,282,20,5466,63,5748,83,0,1,4,136,11,119,2,13
07-18-20,Johnson,51,0,49,0,2,0,56,1,2828,4,2884,5,0,0,0,37,0,14,0,5
07-18-20,Knox,2196,60,2142,58,54,2,2511,75,50281,268,52792,343,1,18,19,964,40,1214,3,119
07-18-20,Lake,699,0,695,0,4,0,866,0,3985,36,4851,36,0,0,0,690,0,9,0,3
07-18-20,Lauderdale,244,6,239,6,5,0,273,4,5102,71,5375,75,1,5,1,105,4,134,1,20
07-18-20,Lawrence,288,8,288,8,0,0,358,11,4289,10,4647,21,0,6,4,122,4,160,1,16
07-18-20,Lewis,15,0,15,0,0,0,16,0,1336,12,1352,12,0,0,0,7,0,8,0,1
07-18-20,Lincoln,132,6,132,6,0,0,164,6,2983,29,3147,35,0,0,2,61,4,71,0,5
07-18-20,Loudon,394,12,378,12,16,0,418,15,4917,38,5335,53,0,3,3,273,9,118,0,11
07-18-20,Macon,699,3,697,3,2,0,791,4,3605,25,4396,29,1,8,6,481,-4,210,2,39
07-18-20,Madison,479,27,456,24,23,3,549,30,9585,120,10134,150,0,2,16,271,11,206,0,23
07-18-20,Marion,121,4,119,4,2,0,143,7,2339,54,2482,61,0,4,1,65,3,52,0,13
07-18-20,Marshall,155,1,155,1,0,0,179,2,2889,96,3068,98,0,2,3,83,-2,70,0,12
07-18-20,Maury,606,26,604,26,2,0,712,28,7442,97,8154,125,0,4,9,319,17,283,0,28
07-18-20,McMinn,354,3,349,3,5,0,427,3,5746,64,6173,67,0,19,7,209,-4,126,0,31
07-18-20,McNairy,153,5,145,4,8,1,164,7,2049,29,2213,36,0,1,1,55,4,97,0,11
07-18-20,Meigs,47,2,47,2,0,0,61,1,1202,16,1263,17,0,0,0,31,2,16,0,4
07-18-20,Monroe,176,8,166,8,10,0,199,9,2864,22,3063,31,0,7,0,126,8,43,1,17
07-18-20,Montgomery,1133,68,1127,68,6,0,1279,78,18093,479,19372,557,0,8,19,354,49,771,4,48
07-18-20,Moore,28,0,28,0,0,0,34,1,691,5,725,6,0,0,1,10,-1,18,0,0
07-18-20,Morgan,40,2,40,2,0,0,47,2,4136,19,4183,21,0,1,4,29,-2,10,0,2
07-18-20,Obion,164,9,158,9,6,0,192,12,3242,57,3434,69,0,3,1,80,8,81,1,15
07-18-20,Out of State,1975,85,1973,85,2,0,1916,99,129183,2029,131099,2128,0,10,8,599,77,1366,3,45
07-18-20,Overton,90,1,90,1,0,0,102,0,2781,28,2883,28,0,1,0,66,1,23,0,3
07-18-20,Pending,1175,30,1171,31,4,-1,1316,42,91099,1191,92415,1233,0,1,10,244,20,930,-1,9
07-18-20,Perry,49,2,49,2,0,0,57,1,1104,91,1161,92,0,0,1,34,1,15,0,3
07-18-20,Pickett,10,0,10,0,0,0,10,0,538,5,548,5,0,1,0,6,0,3,0,0
07-18-20,Polk,64,0,62,0,2,0,71,0,1343,6,1414,6,0,0,0,42,0,22,0,1
07-18-20,Putnam,1204,59,1199,59,5,0,1417,77,13056,493,14473,570,0,7,3,810,56,387,3,31
07-18-20,Rhea,381,3,381,3,0,0,429,6,3699,18,4128,24,0,0,13,293,-10,88,1,10
07-18-20,Roane,118,6,106,5,12,1,138,6,6953,66,7091,72,0,0,4,61,2,57,0,7
07-18-20,Robertson,1105,29,1104,29,1,0,1395,36,7946,157,9341,193,0,14,11,623,18,468,1,61
07-18-20,Rutherford,4397,155,4390,155,7,0,5300,196,32550,636,37850,832,0,41,54,1924,101,2432,3,144
07-18-20,Scott,34,1,32,1,2,0,32,1,1511,17,1543,18,0,0,0,20,1,14,0,2
07-18-20,Sequatchie,61,1,61,1,0,0,76,1,2109,24,2185,25,0,0,0,38,1,23,0,3
07-18-20,Sevier,1077,25,1022,21,55,4,1133,26,12041,115,13174,141,0,4,11,736,14,337,3,38
07-18-20,Shelby,16224,592,16188,586,36,6,19485,735,179269,3974,198754,4709,6,241,207,10676,379,5307,12,1046
07-18-20,Smith,212,0,206,0,6,0,231,-1,2336,23,2567,22,0,2,1,112,-1,98,1,8
07-18-20,Stewart,37,1,37,1,0,0,43,1,1065,20,1108,21,0,0,0,13,1,24,0,3
07-18-20,Sullivan,372,40,338,37,34,3,395,48,9963,438,10358,486,1,6,9,185,30,181,0,30
07-18-20,Sumner,2426,82,2415,81,11,1,2972,92,18829,292,21801,384,3,60,33,986,46,1380,2,252
07-18-20,Tipton,792,12,781,13,11,-1,875,15,9832,152,10707,167,0,8,2,543,10,241,1,40
07-18-20,Trousdale,1543,4,1540,4,3,0,1594,4,2820,29,4414,33,0,6,3,1451,1,86,0,16
07-18-20,Unicoi,66,-1,66,-1,0,0,73,-1,2064,191,2137,190,0,0,0,53,-1,13,0,1
07-18-20,Union,41,1,41,1,0,0,44,1,1497,7,1541,8,0,0,0,22,1,19,0,1
07-18-20,Van Buren,14,0,14,0,0,0,15,0,590,4,605,4,0,0,0,5,0,9,0,1
07-18-20,Warren,215,7,215,7,0,0,234,6,4666,96,4900,102,1,3,-1,74,7,138,1,2
07-18-20,Washington,379,21,366,21,13,0,432,21,9627,126,10059,147,0,0,0,159,21,220,0,18
07-18-20,Wayne,143,2,141,2,2,0,152,0,3155,17,3307,17,0,0,1,77,1,66,0,3
07-18-20,Weakley,99,0,94,0,5,0,102,2,3249,76,3351,78,0,1,1,51,-1,47,0,4
07-18-20,White,123,6,122,6,1,0,150,10,3334,122,3484,132,0,3,0,68,6,52,0,8
07-18-20,Williamson,2449,140,2446,140,3,0,2841,177,30265,798,33106,975,0,18,25,936,115,1495,3,64
07-18-20,Wilson,1553,96,1551,96,2,0,1859,104,17110,628,18969,732,0,18,31,718,65,817,1,60
07-19-20,Anderson,289,12,277,11,12,1,339,14,10226,207,10565,221,0,2,1,154,11,133,1,19
07-19-20,Bedford,679,6,678,5,1,1,810,11,4997,104,5807,115,0,10,5,507,1,162,0,26
07-19-20,Benton,28,2,22,2,6,0,28,1,1289,7,1317,8,0,1,0,12,2,15,0,3
07-19-20,Bledsoe,642,3,642,3,0,0,657,4,4088,34,4745,38,0,1,1,625,2,16,0,9
07-19-20,Blount,518,9,502,7,16,2,605,10,9990,163,10595,173,0,6,3,263,6,249,1,26
07-19-20,Bradley,1205,28,1184,28,21,0,1395,46,9730,258,11125,304,0,7,15,735,13,463,2,64
07-19-20,Campbell,96,4,90,4,6,0,109,4,3925,131,4034,135,0,1,0,57,4,38,0,6
07-19-20,Cannon,70,1,69,1,1,0,102,-1,1423,15,1525,14,0,0,1,34,0,36,0,4
07-19-20,Carroll,77,4,66,4,11,0,77,4,2443,22,2520,26,0,2,0,36,4,39,0,10
07-19-20,Carter,179,17,172,18,7,-1,197,22,4686,306,4883,328,0,2,0,57,17,120,0,16
07-19-20,Cheatham,364,6,363,6,1,0,428,10,4669,111,5097,121,0,4,1,146,5,214,0,16
07-19-20,Chester,115,5,111,6,4,-1,122,6,1220,28,1342,34,0,0,0,31,5,84,0,4
07-19-20,Claiborne,113,3,110,3,3,0,133,8,3117,246,3250,254,0,0,1,35,2,78,0,3
07-19-20,Clay,33,0,33,0,0,0,35,0,989,10,1024,10,0,0,0,18,0,15,0,0
07-19-20,Cocke,210,8,200,8,10,0,223,9,3102,72,3325,81,0,1,0,111,8,98,0,7
07-19-20,Coffee,190,8,184,7,6,1,240,13,5937,167,6177,180,0,0,2,120,6,70,0,8
07-19-20,Crockett,98,5,87,5,11,0,106,5,1204,14,1310,19,0,3,0,34,5,61,0,4
07-19-20,Cumberland,253,1,252,1,1,0,333,1,9217,87,9550,88,0,6,1,167,0,80,0,19
07-19-20,Davidson,16044,333,16023,332,21,1,19308,446,135595,3322,154903,3768,0,166,134,9982,199,5896,0,582
07-19-20,Decatur,57,4,33,4,24,0,61,5,1397,82,1458,87,0,0,0,18,4,39,0,2
07-19-20,Dekalb,138,0,138,0,0,0,162,0,2897,62,3059,62,1,1,-1,68,0,69,1,5
07-19-20,Dickson,376,6,376,6,0,0,477,5,5380,62,5857,67,0,0,1,128,5,248,0,22
07-19-20,Dyer,365,7,349,7,16,0,402,12,4064,80,4466,92,0,3,0,151,7,211,1,28
07-19-20,Fayette,465,11,461,11,4,0,569,13,7512,37,8081,50,0,7,1,255,10,203,0,41
07-19-20,Fentress,40,0,40,0,0,0,44,0,1570,12,1614,12,0,0,0,19,0,21,0,2
07-19-20,Franklin,158,12,155,12,3,0,197,14,4334,91,4531,105,0,3,2,85,10,70,0,8
07-19-20,Gibson,306,10,249,10,57,0,337,12,4441,109,4778,121,0,1,2,114,8,191,0,13
07-19-20,Giles,197,20,197,20,0,0,224,24,3339,108,3563,132,0,2,0,57,20,138,1,13
07-19-20,Grainger,73,2,68,2,5,0,85,2,1990,51,2075,53,0,0,2,43,0,30,0,8
07-19-20,Greene,209,13,200,12,9,1,240,16,5421,219,5661,235,0,3,2,99,11,107,0,14
07-19-20,Grundy,73,1,71,1,2,0,87,1,1123,7,1210,8,0,2,0,58,1,13,0,12
07-19-20,Hamblen,648,5,636,5,12,0,701,9,7718,194,8419,203,0,6,10,379,-5,263,0,42
07-19-20,Hamilton,4233,89,4225,89,8,0,4740,110,41930,1011,46670,1121,0,40,45,2475,44,1718,1,174
07-19-20,Hancock,28,3,26,3,2,0,33,3,655,57,688,60,0,0,0,4,3,24,0,4
07-19-20,Hardeman,547,17,523,17,24,0,603,19,7115,31,7718,50,0,7,2,313,15,227,0,28
07-19-20,Hardin,194,0,188,0,6,0,220,0,4293,130,4513,130,0,7,2,67,-2,120,0,11
07-19-20,Hawkins,139,8,135,8,4,0,166,8,3788,78,3954,86,0,2,0,57,8,80,0,14
07-19-20,Haywood,181,2,174,2,7,0,199,2,2055,12,2254,14,0,4,2,62,0,115,0,14
07-19-20,Henderson,161,8,112,7,49,1,174,10,2341,39,2515,49,0,0,0,53,8,108,0,7
07-19-20,Henry,62,2,60,2,2,0,78,2,3616,9,3694,11,0,0,0,46,2,16,0,8
07-19-20,Hickman,142,3,142,3,0,0,175,4,2261,71,2436,75,0,0,2,76,1,66,0,3
07-19-20,Houston,29,0,29,0,0,0,34,0,897,23,931,23,0,0,0,11,0,18,0,4
07-19-20,Humphreys,62,2,61,2,1,0,74,3,1889,32,1963,35,0,2,0,18,2,42,0,2
07-19-20,Jackson,72,0,72,0,0,0,80,0,1176,11,1256,11,0,0,0,30,0,42,0,2
07-19-20,Jefferson,261,5,250,4,11,1,287,5,5563,97,5850,102,0,1,3,139,2,121,0,13
07-19-20,Johnson,52,1,50,1,2,0,57,1,2845,17,2902,18,0,0,1,38,0,14,0,5
07-19-20,Knox,2322,126,2260,118,62,8,2655,144,52505,2224,55160,2368,0,18,20,984,106,1320,4,123
07-19-20,Lake,700,1,696,1,4,0,867,1,4003,18,4870,19,0,0,0,690,1,10,0,3
07-19-20,Lauderdale,247,3,242,3,5,0,276,3,5121,19,5397,22,0,5,2,107,1,135,0,20
07-19-20,Lawrence,296,8,296,8,0,0,367,9,4406,117,4773,126,0,6,1,123,7,167,0,16
07-19-20,Lewis,15,0,15,0,0,0,17,1,1363,27,1380,28,0,0,0,7,0,8,0,1
07-19-20,Lincoln,138,6,138,6,0,0,171,7,3114,131,3285,138,0,0,0,61,6,77,0,5
07-19-20,Loudon,398,4,383,5,15,-1,426,8,5053,136,5479,144,0,3,4,277,0,118,0,11
07-19-20,Macon,701,2,699,2,2,0,795,4,3631,26,4426,30,0,8,5,486,-3,207,0,39
07-19-20,Madison,486,7,464,8,22,-1,557,8,9720,135,10277,143,0,2,5,276,2,208,0,23
07-19-20,Marion,126,5,124,5,2,0,152,9,2389,50,2541,59,0,4,1,66,4,56,0,13
07-19-20,Marshall,161,6,161,6,0,0,185,6,2977,88,3162,94,0,2,1,84,5,75,0,12
07-19-20,Maury,629,23,627,23,2,0,742,30,7566,124,8308,154,0,4,9,328,14,297,0,28
07-19-20,McMinn,363,9,358,9,5,0,436,9,6036,290,6472,299,0,19,1,210,8,134,0,31
07-19-20,McNairy,160,7,152,7,8,0,171,7,2209,160,2380,167,0,1,3,58,4,101,0,11
07-19-20,Meigs,51,4,51,4,0,0,65,4,1241,39,1306,43,0,0,0,31,4,20,0,4
07-19-20,Monroe,182,6,172,6,10,0,207,8,2933,69,3140,77,0,7,2,128,4,47,0,17
07-19-20,Montgomery,1157,24,1150,23,7,1,1310,31,18302,209,19612,240,0,8,9,363,15,786,2,50
07-19-20,Moore,28,0,28,0,0,0,36,2,701,10,737,12,0,0,0,10,0,18,0,0
07-19-20,Morgan,41,1,41,1,0,0,48,1,4154,18,4202,19,0,1,0,29,1,11,0,2
07-19-20,Obion,168,4,162,4,6,0,197,5,3256,14,3453,19,0,3,1,81,3,84,0,15
07-19-20,Out of State,2084,109,2082,109,2,0,2013,97,131129,1946,133142,2043,-1,9,19,618,91,1457,-1,44
07-19-20,Overton,91,1,91,1,0,0,103,1,2792,11,2895,12,0,1,0,66,1,24,0,3
07-19-20,Pending,1256,81,1254,83,2,-2,1413,97,92851,1752,94264,1849,0,1,18,262,63,993,0,9
07-19-20,Perry,49,0,49,0,0,0,58,1,1137,33,1195,34,0,0,0,34,0,15,0,3
07-19-20,Pickett,10,0,10,0,0,0,10,0,541,3,551,3,0,1,0,6,0,3,0,0
07-19-20,Polk,67,3,65,3,2,0,75,4,1372,29,1447,33,0,0,1,43,2,24,1,2
07-19-20,Putnam,1212,8,1207,8,5,0,1426,9,13179,123,14605,132,0,7,0,810,8,395,0,31
07-19-20,Rhea,394,13,394,13,0,0,446,17,3857,158,4303,175,0,0,0,293,13,101,0,10
07-19-20,Roane,122,4,110,4,12,0,143,5,7063,110,7206,115,0,0,1,62,3,60,1,8
07-19-20,Robertson,1130,25,1129,25,1,0,1423,28,8153,207,9576,235,0,14,6,629,19,487,0,61
07-19-20,Rutherford,4503,106,4496,106,7,0,5434,134,33311,761,38745,895,0,41,32,1956,74,2506,0,144
07-19-20,Scott,35,1,32,0,3,1,32,0,1544,33,1576,33,0,0,1,21,0,14,0,2
07-19-20,Sequatchie,63,2,63,2,0,0,79,3,2147,38,2226,41,0,0,0,38,2,25,0,3
07-19-20,Sevier,1087,10,1031,9,56,1,1152,19,12203,162,13355,181,0,4,10,746,0,337,0,38
07-19-20,Shelby,16468,244,16433,245,35,-1,19750,265,180980,1711,200730,1976,4,245,177,10853,63,5370,14,1060
07-19-20,Smith,214,2,208,2,6,0,233,2,2364,28,2597,30,0,2,4,116,-2,96,0,8
07-19-20,Stewart,44,7,44,7,0,0,50,7,1104,39,1154,46,0,0,1,14,6,30,0,3
07-19-20,Sullivan,387,15,351,13,36,2,411,16,10075,112,10486,128,0,6,5,190,10,191,1,31
07-19-20,Sumner,2458,32,2447,32,11,0,3014,42,19116,287,22130,329,0,60,7,993,25,1405,0,252
07-19-20,Tipton,798,6,787,6,11,0,881,6,9881,49,10762,55,0,8,0,543,6,247,0,40
07-19-20,Trousdale,1543,0,1540,0,3,0,1594,0,2846,26,4440,26,0,6,1,1452,-1,85,0,16
07-19-20,Unicoi,66,0,66,0,0,0,73,0,2148,84,2221,84,0,0,0,53,0,13,0,1
07-19-20,Union,46,5,46,5,0,0,49,5,1537,40,1586,45,0,0,0,22,5,24,0,1
07-19-20,Van Buren,14,0,14,0,0,0,15,0,591,1,606,1,0,0,0,5,0,9,0,1
07-19-20,Warren,215,0,215,0,0,0,234,0,4723,57,4957,57,0,3,0,74,0,138,0,2
07-19-20,Washington,430,51,417,51,13,0,498,66,10118,491,10616,557,0,0,1,160,50,270,1,19
07-19-20,Wayne,147,4,145,4,2,0,156,4,3198,43,3354,47,0,0,1,78,3,69,0,3
07-19-20,Weakley,101,2,96,2,5,0,104,2,3286,37,3390,39,0,1,0,51,2,49,0,4
07-19-20,White,123,0,122,0,1,0,150,0,3361,27,3511,27,0,3,0,68,0,52,0,8
07-19-20,Williamson,2517,68,2514,68,3,0,2930,89,31055,790,33985,879,0,18,18,954,50,1545,0,64
07-19-20,Wilson,1601,48,1599,48,2,0,1913,54,17449,339,19362,393,1,19,5,723,42,859,1,61
07-20-20,Anderson,300,11,286,9,14,2,350,11,10304,78,10654,89,1,3,4,158,6,139,1,20
07-20-20,Bedford,688,9,687,9,1,0,819,9,5101,104,5920,113,0,10,23,530,-14,148,0,26
07-20-20,Benton,30,2,24,2,6,0,31,3,1305,16,1336,19,0,1,0,12,2,17,0,3
07-20-20,Bledsoe,641,-1,641,-1,0,0,659,2,4113,25,4772,27,0,1,0,625,-1,15,0,9
07-20-20,Blount,538,20,522,20,16,0,631,26,10130,140,10761,166,1,7,19,282,0,249,1,27
07-20-20,Bradley,1239,34,1218,34,21,0,1448,53,9960,230,11408,283,0,7,33,768,1,464,2,66
07-20-20,Campbell,100,4,95,5,5,-1,114,5,4032,107,4146,112,0,1,1,58,3,41,0,6
07-20-20,Cannon,71,1,70,1,1,0,105,3,1457,34,1562,37,0,0,4,38,-3,33,0,4
07-20-20,Carroll,80,3,69,3,11,0,80,3,2472,29,2552,32,0,2,1,37,2,41,0,10
07-20-20,Carter,205,26,197,25,8,1,227,30,4845,159,5072,189,0,2,2,59,24,144,2,18
07-20-20,Cheatham,371,7,370,7,1,0,437,9,4708,39,5145,48,0,4,4,150,3,217,0,16
07-20-20,Chester,120,5,116,5,4,0,126,4,1243,23,1369,27,0,0,2,33,3,87,0,4
07-20-20,Claiborne,118,5,115,5,3,0,139,6,3157,40,3296,46,0,0,9,44,-4,74,0,3
07-20-20,Clay,34,1,34,1,0,0,37,2,1032,43,1069,45,0,0,0,18,1,16,0,0
07-20-20,Cocke,217,7,207,7,10,0,230,7,3163,61,3393,68,0,1,3,114,4,102,0,7
07-20-20,Coffee,205,15,199,15,6,0,256,16,6135,198,6391,214,0,0,6,126,9,79,0,8
07-20-20,Crockett,105,7,94,7,11,0,115,9,1222,18,1337,27,0,3,5,39,2,63,0,4
07-20-20,Cumberland,255,2,254,2,1,0,335,2,9275,58,9610,60,0,6,9,176,-7,73,0,19
07-20-20,Davidson,16223,179,16203,180,20,-1,19558,250,137039,1444,156597,1694,0,166,292,10274,-113,5783,0,582
07-20-20,Decatur,59,2,35,2,24,0,63,2,1426,29,1489,31,0,0,2,20,0,39,0,2
07-20-20,Dekalb,145,7,145,7,0,0,168,6,2916,19,3084,25,0,1,1,69,6,75,0,5
07-20-20,Dickson,390,14,390,14,0,0,494,17,5510,130,6004,147,0,0,4,132,10,258,0,22
07-20-20,Dyer,373,8,357,8,16,0,410,8,4117,53,4527,61,1,4,7,158,0,211,0,28
07-20-20,Fayette,473,8,469,8,4,0,581,12,7630,118,8211,130,0,7,11,266,-3,200,0,41
07-20-20,Fentress,41,1,41,1,0,0,45,1,1578,8,1623,9,0,0,3,22,-2,19,0,2
07-20-20,Franklin,164,6,162,7,2,-1,206,9,4451,117,4657,126,0,3,1,86,5,75,0,8
07-20-20,Gibson,312,6,256,7,56,-1,343,6,4505,64,4848,70,0,1,2,116,4,195,0,13
07-20-20,Giles,207,10,207,10,0,0,235,11,3429,90,3664,101,0,2,4,61,6,144,0,13
07-20-20,Grainger,74,1,69,1,5,0,86,1,2014,24,2100,25,0,0,0,43,1,31,0,8
07-20-20,Greene,223,14,214,14,9,0,257,17,5575,154,5832,171,0,3,0,99,14,121,2,16
07-20-20,Grundy,72,-1,70,-1,2,0,86,-1,1141,18,1227,17,0,2,0,58,-1,12,0,12
07-20-20,Hamblen,660,12,648,12,12,0,716,15,7817,99,8533,114,0,6,42,421,-30,233,0,42
07-20-20,Hamilton,4341,108,4333,108,8,0,4879,139,43039,1109,47918,1248,0,40,77,2552,31,1749,2,176
07-20-20,Hancock,30,2,28,2,2,0,36,3,702,47,738,50,0,0,1,5,1,25,0,4
07-20-20,Hardeman,556,9,532,9,24,0,612,9,7180,65,7792,74,0,7,5,318,4,231,0,28
07-20-20,Hardin,203,9,197,9,6,0,231,11,4416,123,4647,134,0,7,3,70,6,126,0,11
07-20-20,Hawkins,145,6,141,6,4,0,174,8,3868,80,4042,88,0,2,0,57,6,86,0,14
07-20-20,Haywood,192,11,185,11,7,0,211,12,2094,39,2305,51,0,4,7,69,4,119,0,14
07-20-20,Henderson,175,14,126,14,49,0,186,12,2401,60,2587,72,0,0,3,56,11,119,0,7
07-20-20,Henry,63,1,61,1,2,0,79,1,3629,13,3708,14,0,0,1,47,0,16,0,8
07-20-20,Hickman,143,1,143,1,0,0,179,4,2297,36,2476,40,0,0,0,76,1,67,0,3
07-20-20,Houston,30,1,30,1,0,0,35,1,910,13,945,14,0,0,0,11,1,19,0,4
07-20-20,Humphreys,62,0,61,0,1,0,74,0,1924,35,1998,35,0,2,0,18,0,42,0,2
07-20-20,Jackson,72,0,72,0,0,0,80,0,1186,10,1266,10,0,0,1,31,-1,41,0,2
07-20-20,Jefferson,264,3,253,3,11,0,291,4,5636,73,5927,77,0,1,11,150,-8,113,1,14
07-20-20,Johnson,52,0,50,0,2,0,57,0,2867,22,2924,22,0,0,0,38,0,14,0,5
07-20-20,Knox,2413,91,2328,68,85,23,2725,70,53088,583,55813,653,0,18,54,1038,37,1357,1,124
07-20-20,Lake,702,2,698,2,4,0,869,2,4019,16,4888,18,0,0,0,690,2,12,0,3
07-20-20,Lauderdale,254,7,249,7,5,0,285,9,5164,43,5449,52,0,5,7,114,0,135,0,20
07-20-20,Lawrence,302,6,302,6,0,0,375,8,4473,67,4848,75,0,6,13,136,-7,160,0,16
07-20-20,Lewis,19,4,19,4,0,0,21,4,1382,19,1403,23,0,0,0,7,4,12,0,1
07-20-20,Lincoln,143,5,143,5,0,0,177,6,3135,21,3312,27,0,0,3,64,2,79,0,5
07-20-20,Loudon,408,10,390,7,18,3,434,8,5092,39,5526,47,0,3,2,279,8,126,0,11
07-20-20,Macon,703,2,701,2,2,0,803,8,3671,40,4474,48,0,8,26,512,-24,183,1,40
07-20-20,Madison,500,14,478,14,22,0,572,15,9868,148,10440,163,0,2,13,289,1,209,0,23
07-20-20,Marion,132,6,130,6,2,0,159,7,2455,66,2614,73,0,4,0,66,6,62,0,13
07-20-20,Marshall,166,5,166,5,0,0,193,8,3077,100,3270,108,0,2,5,89,0,75,0,12
07-20-20,Maury,665,36,663,36,2,0,783,41,7836,270,8619,311,0,4,18,346,18,315,2,30
07-20-20,McMinn,371,8,366,8,5,0,454,18,6178,142,6632,160,0,19,4,214,4,138,0,31
07-20-20,McNairy,162,2,153,1,9,1,176,5,2262,53,2438,58,0,1,7,65,-5,96,0,11
07-20-20,Meigs,53,2,53,2,0,0,67,2,1259,18,1326,20,0,0,0,31,2,22,0,4
07-20-20,Monroe,185,3,173,1,12,2,209,2,2960,27,3169,29,0,7,4,132,-1,46,0,17
07-20-20,Montgomery,1173,16,1166,16,7,0,1330,20,18588,286,19918,306,0,8,23,386,-7,779,1,51
07-20-20,Moore,32,4,32,4,0,0,40,4,716,15,756,19,0,0,3,13,1,19,0,0
07-20-20,Morgan,42,1,42,1,0,0,48,0,4163,9,4211,9,0,1,1,30,0,11,0,2
07-20-20,Obion,175,7,169,7,6,0,203,6,3293,37,3496,43,0,3,6,87,1,85,0,15
07-20-20,Out of State,2184,100,2182,100,2,0,2080,67,132376,1247,134456,1314,0,9,53,671,47,1504,2,46
07-20-20,Overton,91,0,91,0,0,0,104,1,2815,23,2919,24,0,1,2,68,-2,22,0,3
07-20-20,Pending,1337,81,1334,80,3,1,1504,91,94338,1487,95842,1578,0,1,51,313,30,1023,0,9
07-20-20,Perry,49,0,49,0,0,0,58,0,1149,12,1207,12,0,0,1,35,-1,14,0,3
07-20-20,Pickett,10,0,10,0,0,0,10,0,541,0,551,0,0,1,0,6,0,3,0,0
07-20-20,Polk,70,3,68,3,2,0,78,3,1405,33,1483,36,0,0,2,45,1,25,0,2
07-20-20,Putnam,1214,2,1209,2,5,0,1427,1,13213,34,14640,35,0,7,34,844,-32,363,0,31
07-20-20,Rhea,401,7,401,7,0,0,455,9,3975,118,4430,127,0,0,2,295,5,106,0,10
07-20-20,Roane,125,3,113,3,12,0,146,3,7120,57,7266,60,0,0,4,66,-1,59,0,8
07-20-20,Robertson,1143,13,1142,13,1,0,1435,12,8259,106,9694,118,0,14,14,643,-1,486,0,61
07-20-20,Rutherford,4618,115,4611,115,7,0,5575,141,34098,787,39673,928,0,41,75,2031,40,2546,1,145
07-20-20,Scott,36,1,33,1,3,0,32,0,1559,15,1591,15,0,0,2,23,-1,13,0,2
07-20-20,Sequatchie,61,-2,61,-2,0,0,79,0,2184,37,2263,37,0,0,0,38,-2,23,0,3
07-20-20,Sevier,1112,25,1060,29,52,-4,1187,35,12405,202,13592,237,0,4,33,779,-8,329,3,41
07-20-20,Shelby,16702,234,16667,234,35,0,20044,294,183162,2182,203206,2476,0,245,393,11246,-159,5211,2,1062
07-20-20,Smith,219,5,212,4,7,1,238,5,2390,26,2628,31,0,2,9,125,-4,92,0,8
07-20-20,Stewart,47,3,47,3,0,0,54,4,1124,20,1178,24,0,0,0,14,3,33,0,3
