DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_RECOVERED,TOTAL_RECOVERED,NEW_ACTIVE,TOTAL_ACTIVE,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED
04-09-20,Hancock,0,0,,,0,15,15,1,0,0,,,0,0,,
04-09-20,Hardeman,6,0,,,6,111,117,4,0,0,,,0,6,,
04-09-20,Hardin,2,0,,,2,195,197,11,0,0,,,0,2,,
04-09-20,Hawkins,21,3,,,21,137,158,13,0,1,,,3,20,,
04-09-20,Haywood,9,2,,,9,79,88,13,1,1,,,1,8,,
04-09-20,Henderson,2,0,,,2,143,145,12,0,0,,,0,2,,
04-09-20,Henry,6,0,,,6,143,149,9,0,0,,,0,6,,
04-09-20,Hickman,2,0,,,2,97,99,4,0,0,,,0,2,,
04-09-20,Houston,2,0,,,2,94,96,5,0,0,,,0,2,,
04-09-20,Humphreys,4,0,,,4,75,79,2,0,0,,,0,4,,
04-09-20,Jackson,5,1,,,5,85,90,8,0,0,,,1,5,,
04-09-20,Jefferson,12,0,,,12,155,167,7,0,0,,,0,12,,
04-09-20,Johnson,2,0,,,2,18,20,1,0,0,,,0,2,,
04-09-20,Knox,157,9,,,157,1764,1921,75,0,3,,,9,154,,
04-09-20,Lake,0,0,,,0,23,23,1,0,0,,,0,0,,
04-09-20,Lauderdale,7,1,,,7,96,103,14,0,0,,,1,7,,
04-09-20,Lawrence,11,1,,,11,231,242,5,0,0,,,1,11,,
04-09-20,Lewis,2,0,,,2,26,28,0,0,0,,,0,2,,
04-09-20,Lincoln,7,0,,,7,80,87,7,0,0,,,0,7,,
04-09-20,Loudon,15,0,,,15,200,215,12,0,0,,,0,15,,
04-09-20,Macon,18,2,,,18,258,276,65,0,1,,,2,17,,
04-09-20,Madison,47,4,,,47,506,553,26,0,0,,,4,47,,
04-09-20,Marion,22,1,,,22,86,108,6,0,1,,,1,21,,
04-09-20,Marshall,9,0,,,9,163,172,8,1,1,,,-1,8,,
04-09-20,Maury,31,2,,,31,560,591,13,0,0,,,2,31,,
04-09-20,McMinn,3,0,,,3,268,271,7,0,0,,,0,3,,
04-09-20,McNairy,9,2,,,9,96,105,6,0,0,,,2,9,,
04-09-20,Meigs,3,0,,,3,62,65,0,0,0,,,0,3,,
04-09-20,Monroe,7,1,,,7,172,179,11,0,0,,,1,7,,
04-09-20,Montgomery,79,7,,,79,1025,1104,76,0,2,,,7,77,,
04-09-20,Moore,0,0,,,0,28,28,3,0,0,,,0,0,,
04-09-20,Morgan,5,0,,,5,64,69,7,0,0,,,0,5,,
04-09-20,Obion,4,0,,,4,101,105,4,0,1,,,0,3,,
04-09-20,Out of State,275,-7,,,275,10506,10781,745,1,1,,,-8,274,,
04-09-20,Overton,5,0,,,5,200,205,16,0,0,,,0,5,,
04-09-20,Pending,38,7,,,38,8394,8432,157,0,0,,,7,38,,
04-09-20,Perry,3,0,,,3,33,36,1,0,0,,,0,3,,
04-09-20,Pickett,0,0,,,0,22,22,0,0,0,,,0,0,,
04-09-20,Polk,3,0,,,3,34,37,3,0,0,,,0,3,,
04-09-20,Putnam,82,1,,,82,595,677,20,0,0,,,1,82,,
04-09-20,Rhea,0,0,,,0,151,151,0,0,0,,,0,0,,
04-09-20,Roane,5,0,,,5,229,234,7,0,0,,,0,5,,
04-09-20,Robertson,70,3,,,70,591,661,43,0,0,,,3,70,,
04-09-20,Rutherford,203,10,,,203,1758,1961,62,3,6,,,7,197,,
04-09-20,Scott,5,0,,,5,86,91,2,0,0,,,0,5,,
04-09-20,Sequatchie,1,0,,,1,51,52,1,0,0,,,0,1,,
04-09-20,Sevier,21,2,,,21,422,443,15,0,0,,,2,21,,
04-09-20,Shelby,1006,94,,,1006,4727,5733,705,3,20,,,91,986,,
04-09-20,Smith,5,2,,,5,155,160,10,0,0,,,2,5,,
04-09-20,Stewart,2,0,,,2,83,85,1,0,0,,,0,2,,
04-09-20,Sullivan,34,7,,,34,307,341,15,0,1,,,7,33,,
04-09-20,Sumner,389,13,,,389,1484,1873,84,2,20,,,11,369,,
04-09-20,Tipton,39,1,,,39,370,409,42,0,0,,,1,39,,
04-09-20,Trousdale,14,0,,,14,65,79,4,0,1,,,0,13,,
04-09-20,Unicoi,2,1,,,2,42,44,2,0,0,,,1,2,,
04-09-20,Union,1,-1,,,1,45,46,1,0,0,,,-1,1,,
04-09-20,Van Buren,0,0,,,0,32,32,0,0,0,,,0,0,,
04-09-20,Warren,3,1,,,3,186,189,28,0,0,,,1,3,,
04-09-20,Washington,32,2,,,32,432,464,10,0,0,,,2,32,,
04-09-20,Wayne,2,0,,,2,60,62,1,0,0,,,0,2,,
04-09-20,Weakley,5,0,,,5,122,127,1,0,0,,,0,5,,
04-09-20,White,3,1,,,3,161,164,2,0,0,,,1,3,,
04-09-20,Williamson,288,1,,,288,2210,2498,77,0,3,,,1,285,,
04-09-20,Wilson,123,6,,,123,1226,1349,64,1,1,,,5,122,,
04-10-20,Anderson,11,0,,,11,330,341,23,0,1,,5,-5,5,,
04-10-20,Bedford,15,1,,,15,217,232,23,1,1,,1,-1,13,,
04-10-20,Benton,4,0,,,4,74,78,3,0,0,,0,0,4,,
04-10-20,Bledsoe,3,0,,,3,38,41,2,0,0,,2,-2,1,,
04-10-20,Blount,45,1,,,45,436,481,43,0,3,,20,-19,22,,
04-10-20,Bradley,31,3,,,31,316,347,33,0,0,,18,-15,13,,
04-10-20,Campbell,10,1,,,10,120,130,15,0,0,,4,-3,6,,
04-10-20,Cannon,7,0,,,7,108,115,11,0,0,,0,0,7,,
04-10-20,Carroll,10,0,,,10,187,197,23,0,0,,6,-6,4,,
04-10-20,Carter,3,0,,,3,119,122,4,0,0,,2,-2,1,,
04-10-20,Cheatham,17,2,,,17,392,409,30,0,0,,8,-6,9,,
04-10-20,Chester,6,0,,,6,106,112,11,0,0,,4,-4,2,,
04-10-20,Claiborne,3,1,,,3,92,95,14,0,0,,1,0,2,,
04-10-20,Clay,2,0,,,2,115,117,12,0,0,,1,-1,1,,
04-10-20,Cocke,3,0,,,3,86,89,5,0,0,,1,-1,2,,
04-10-20,Coffee,10,0,,,10,270,280,23,0,0,,2,-2,8,,
04-10-20,Crockett,0,0,,,0,65,65,9,0,0,,0,0,0,,
04-10-20,Cumberland,39,5,,,39,640,679,62,0,0,,5,0,34,,
04-10-20,Davidson,1048,44,,,1048,7061,8109,293,0,13,,204,-160,831,,
04-10-20,Decatur,1,0,,,1,64,65,4,0,0,,0,0,1,,
04-10-20,Dekalb,8,1,,,8,196,204,30,0,0,,1,0,7,,
04-10-20,Dickson,29,1,,,29,272,301,21,0,0,,10,-9,19,,
04-10-20,Dyer,15,1,,,15,192,207,16,0,0,,3,-2,12,,
04-10-20,Fayette,28,3,,,28,261,289,11,0,0,,3,0,25,,
04-10-20,Fentress,2,0,,,2,105,107,7,0,0,,0,0,2,,
04-10-20,Franklin,17,0,,,17,164,181,11,0,1,,14,-14,2,,
04-10-20,Gibson,18,2,,,18,273,291,15,0,0,,5,-3,13,,
04-10-20,Giles,3,0,,,3,127,130,7,0,0,,0,0,3,,
04-10-20,Grainger,4,1,,,4,66,70,6,0,0,,0,1,4,,
04-10-20,Greene,25,3,,,25,163,188,28,0,1,,14,-11,10,,
04-10-20,Grundy,19,2,,,19,85,104,5,0,0,,9,-7,10,,
04-10-20,Hamblen,4,0,,,4,187,191,6,0,1,,1,-1,2,,
04-10-20,Hamilton,102,4,,,102,1142,1244,59,0,10,,38,-34,54,,
04-10-20,Hancock,0,0,,,0,15,15,0,0,0,,0,0,0,,
04-10-20,Hardeman,7,1,,,7,113,120,3,0,0,,1,0,6,,
04-10-20,Hardin,2,0,,,2,206,208,11,0,0,,1,-1,1,,
04-10-20,Hawkins,22,1,,,22,140,162,4,0,1,,5,-4,16,,
04-10-20,Haywood,13,4,,,13,86,99,11,0,1,,2,2,10,,
04-10-20,Henderson,2,0,,,2,155,157,12,0,0,,1,-1,1,,
04-10-20,Henry,6,0,,,6,147,153,4,0,0,,2,-2,4,,
04-10-20,Hickman,2,0,,,2,99,101,2,0,0,,1,-1,1,,
04-10-20,Houston,3,1,,,3,99,102,6,0,0,,1,0,2,,
04-10-20,Humphreys,4,0,,,4,79,83,4,0,0,,2,-2,2,,
04-10-20,Jackson,5,0,,,5,88,93,3,0,0,,1,-1,4,,
04-10-20,Jefferson,13,1,,,13,165,178,11,0,0,,4,-3,9,,
04-10-20,Johnson,2,0,,,2,22,24,4,0,0,,0,0,2,,
04-10-20,Knox,164,7,,,164,1927,2091,170,0,3,,117,-110,44,,
04-10-20,Lake,0,0,,,0,23,23,0,0,0,,0,0,0,,
04-10-20,Lauderdale,8,1,,,8,107,115,12,0,0,,1,0,7,,
04-10-20,Lawrence,12,1,,,12,244,256,14,0,0,,3,-2,9,,
04-10-20,Lewis,2,0,,,2,27,29,1,0,0,,1,-1,1,,
04-10-20,Lincoln,8,1,,,8,85,93,6,0,0,,2,-1,6,,
04-10-20,Loudon,16,1,,,16,213,229,14,0,0,,8,-7,8,,
04-10-20,Macon,19,1,,,19,264,283,7,1,2,,4,-4,13,,
04-10-20,Madison,56,9,,,56,557,613,60,0,0,,4,5,52,,
04-10-20,Marion,22,0,,,22,95,117,9,0,1,,10,-10,11,,
04-10-20,Marshall,9,0,,,9,168,177,5,0,1,,2,-2,6,,
04-10-20,Maury,32,1,,,32,575,607,16,0,0,,10,-9,22,,
04-10-20,McMinn,4,1,,,4,288,292,21,0,0,,2,-1,2,,
04-10-20,McNairy,9,0,,,9,102,111,6,0,0,,4,-4,5,,
04-10-20,Meigs,3,0,,,3,66,69,4,0,0,,1,-1,2,,
04-10-20,Monroe,8,1,,,8,187,195,16,0,0,,2,-1,6,,
04-10-20,Montgomery,84,5,,,84,1053,1137,33,0,2,,15,-10,67,,
04-10-20,Moore,0,0,,,0,30,30,2,0,0,,0,0,0,,
04-10-20,Morgan,5,0,,,5,73,78,9,0,0,,4,-4,1,,
04-10-20,Obion,5,1,,,5,106,111,6,0,1,,1,0,3,,
04-10-20,Out of State,246,-29,,,246,11052,11298,517,0,1,,6,-35,239,,
04-10-20,Overton,5,0,,,5,216,221,16,0,0,,3,-3,2,,
04-10-20,Pending,22,-16,,,22,8564,8586,154,0,0,,1,-17,21,,
04-10-20,Perry,3,0,,,3,33,36,0,0,0,,2,-2,1,,
04-10-20,Pickett,0,0,,,0,26,26,4,0,0,,0,0,0,,
04-10-20,Polk,5,2,,,5,39,44,7,0,0,,2,0,3,,
04-10-20,Putnam,84,2,,,84,631,715,38,0,0,,16,-14,68,,
04-10-20,Rhea,0,0,,,0,158,158,7,0,0,,0,0,0,,
04-10-20,Roane,5,0,,,5,245,250,16,0,0,,2,-2,3,,
04-10-20,Robertson,73,3,,,73,626,699,38,0,0,,28,-25,45,,
04-10-20,Rutherford,222,19,,,222,1851,2073,112,0,6,,49,-30,167,,
04-10-20,Scott,8,3,,,8,90,98,7,0,0,,2,1,6,,
04-10-20,Sequatchie,1,0,,,1,57,58,6,0,0,,0,0,1,,
04-10-20,Sevier,21,0,,,21,442,463,20,0,0,,11,-11,10,,
04-10-20,Shelby,1083,77,,,1083,4965,6048,315,0,20,,129,-52,934,,
04-10-20,Smith,5,0,,,5,161,166,6,0,0,,0,0,5,,
04-10-20,Stewart,3,1,,,3,85,88,3,0,0,,0,1,3,,
04-10-20,Sullivan,35,1,,,35,309,344,3,0,1,,10,-9,24,,
04-10-20,Sumner,413,24,,,413,1565,1978,105,1,21,,78,-55,314,,
04-10-20,Tipton,43,4,,,43,393,436,27,0,0,,14,-10,29,,
04-10-20,Trousdale,14,0,,,14,70,84,5,0,1,,0,0,13,,
04-10-20,Unicoi,1,-1,,,1,45,46,2,0,0,,0,-1,1,,
04-10-20,Union,3,2,,,3,48,51,5,0,0,,0,2,3,,
04-10-20,Van Buren,0,0,,,0,35,35,3,0,0,,0,0,0,,
04-10-20,Warren,3,0,,,3,195,198,9,0,0,,0,0,3,,
04-10-20,Washington,37,5,,,37,445,482,18,0,0,,15,-10,22,,
04-10-20,Wayne,2,0,,,2,69,71,9,0,0,,0,0,2,,
04-10-20,Weakley,5,0,,,5,130,135,8,0,0,,1,-1,4,,
04-10-20,White,3,0,,,3,180,183,19,0,0,,0,0,3,,
04-10-20,Williamson,299,11,,,299,2269,2568,70,1,4,,143,-133,152,,
04-10-20,Wilson,129,6,,,129,1270,1399,50,0,1,,39,-33,89,,
04-11-20,Anderson,12,1,,,12,378,390,49,0,1,4,9,-3,2,,
04-11-20,Bedford,17,2,,,17,235,252,20,0,1,0,1,2,15,,
04-11-20,Benton,4,0,,,4,76,80,2,0,0,1,1,-1,3,,
04-11-20,Bledsoe,3,0,,,3,43,46,5,0,0,0,2,0,1,,
04-11-20,Blount,46,1,,,46,476,522,41,0,3,16,36,-15,7,,
04-11-20,Bradley,31,0,,,31,333,364,17,0,0,2,20,-2,11,,
04-11-20,Campbell,10,0,,,10,124,134,4,0,0,2,6,-2,4,,
04-11-20,Cannon,7,0,,,7,115,122,7,0,0,0,0,0,7,,
04-11-20,Carroll,10,0,,,10,196,206,9,0,0,0,6,0,4,,
04-11-20,Carter,3,0,,,3,131,134,12,0,0,0,2,0,1,,
04-11-20,Cheatham,17,0,,,17,406,423,14,0,0,1,9,-1,8,,
04-11-20,Chester,6,0,,,6,111,117,5,0,0,0,4,0,2,,
04-11-20,Claiborne,3,0,,,3,100,103,8,0,0,1,2,-1,1,,
04-11-20,Clay,2,0,,,2,121,123,6,0,0,0,1,0,1,,
04-11-20,Cocke,3,0,,,3,92,95,6,0,0,0,1,0,2,,
04-11-20,Coffee,11,1,,,11,279,290,10,0,0,0,2,1,9,,
04-11-20,Crockett,0,0,,,0,68,68,3,0,0,0,0,0,0,,
04-11-20,Cumberland,40,1,,,40,686,726,47,0,0,1,6,0,34,,
04-11-20,Davidson,1111,63,,,1111,7390,8501,392,0,13,47,251,16,847,,
04-11-20,Decatur,1,0,,,1,70,71,6,0,0,0,0,0,1,,
04-11-20,Dekalb,9,1,,,9,198,207,3,0,0,0,1,1,8,,
04-11-20,Dickson,30,1,,,30,278,308,7,0,0,1,11,0,19,,
04-11-20,Dyer,18,3,,,18,212,230,23,0,0,0,3,3,15,,
04-11-20,Fayette,30,2,,,30,286,316,27,0,0,4,7,-2,23,,
04-11-20,Fentress,2,0,,,2,111,113,6,0,0,0,0,0,2,,
04-11-20,Franklin,22,5,,,22,183,205,24,0,1,2,16,3,5,,
04-11-20,Gibson,19,1,,,19,294,313,22,0,0,1,6,0,13,,
04-11-20,Giles,3,0,,,3,133,136,6,0,0,0,0,0,3,,
04-11-20,Grainger,4,0,,,4,73,77,7,0,0,3,3,-3,1,,
04-11-20,Greene,26,1,,,26,188,214,26,0,1,4,18,-3,7,,
04-11-20,Grundy,21,2,,,21,117,138,34,0,0,2,11,0,10,,
04-11-20,Hamblen,4,0,,,4,210,214,23,0,1,2,3,-2,0,,
04-11-20,Hamilton,105,3,,,105,1213,1318,74,0,10,2,40,1,55,,
04-11-20,Hancock,0,0,,,0,17,17,2,0,0,0,0,0,0,,
04-11-20,Hardeman,7,0,,,7,124,131,11,0,0,0,1,0,6,,
04-11-20,Hardin,2,0,,,2,222,224,16,0,0,0,1,0,1,,
04-11-20,Hawkins,22,0,,,22,157,179,17,1,2,1,6,-2,14,,
04-11-20,Haywood,13,0,,,13,94,107,8,0,1,1,3,-1,9,,
04-11-20,Henderson,2,0,,,2,167,169,12,0,0,0,1,0,1,,
04-11-20,Henry,6,0,,,6,154,160,7,0,0,0,2,0,4,,
04-11-20,Hickman,2,0,,,2,106,108,7,0,0,0,1,0,1,,
04-11-20,Houston,3,0,,,3,103,106,4,0,0,0,1,0,2,,
04-11-20,Humphreys,4,0,,,4,85,89,6,0,0,0,2,0,2,,
04-11-20,Jackson,5,0,,,5,108,113,20,0,0,0,1,0,4,,
04-11-20,Jefferson,14,1,,,14,179,193,15,0,0,3,7,-2,7,,
04-11-20,Johnson,2,0,,,2,24,26,2,0,0,0,0,0,2,,
04-11-20,Knox,169,5,,,169,2129,2298,207,1,4,8,125,-4,40,,
04-11-20,Lake,0,0,,,0,24,24,1,0,0,0,0,0,0,,
04-11-20,Lauderdale,8,0,,,8,119,127,12,0,0,0,1,0,7,,
04-11-20,Lawrence,12,0,,,12,270,282,26,0,0,1,4,-1,8,,
04-11-20,Lewis,2,0,,,2,32,34,5,0,0,0,1,0,1,,
04-11-20,Lincoln,8,0,,,8,88,96,3,0,0,0,2,0,6,,
04-11-20,Loudon,16,0,,,16,231,247,18,0,0,3,11,-3,5,,
04-11-20,Macon,23,4,,,23,344,367,84,0,2,1,5,3,16,,
04-11-20,Madison,56,0,,,56,594,650,37,0,0,4,8,-4,48,,
04-11-20,Marion,24,2,,,24,111,135,18,0,1,0,10,2,13,,
04-11-20,Marshall,9,0,,,9,176,185,8,0,1,0,2,0,6,,
04-11-20,Maury,32,0,,,32,599,631,24,0,0,4,14,-4,18,,
04-11-20,McMinn,4,0,,,4,296,300,8,0,0,1,3,-1,1,,
04-11-20,McNairy,9,0,,,9,107,116,5,0,0,0,4,0,5,,
04-11-20,Meigs,3,0,,,3,70,73,4,0,0,1,2,-1,1,,
04-11-20,Monroe,8,0,,,8,201,209,14,0,0,3,5,-3,3,,
04-11-20,Montgomery,88,4,,,88,1145,1233,96,0,2,1,16,3,70,,
04-11-20,Moore,0,0,,,0,31,31,1,0,0,0,0,0,0,,
04-11-20,Morgan,5,0,,,5,81,86,8,0,0,0,4,0,1,,
04-11-20,Obion,7,2,,,7,116,123,12,0,1,1,2,1,4,,
04-11-20,Out of State,276,30,,,276,11899,12175,877,0,1,0,6,30,269,,
04-11-20,Overton,5,0,,,5,274,279,58,0,0,0,3,0,2,,
04-11-20,Pending,19,-3,,,19,8817,8836,250,0,0,0,1,-3,18,,
04-11-20,Perry,3,0,,,3,35,38,2,0,0,0,2,0,1,,
04-11-20,Pickett,0,0,,,0,29,29,3,0,0,0,0,0,0,,
04-11-20,Polk,4,-1,,,4,39,43,-1,0,0,0,2,-1,2,,
04-11-20,Putnam,85,1,,,85,687,772,57,0,0,4,20,-3,65,,
04-11-20,Rhea,0,0,,,0,167,167,9,0,0,0,0,0,0,,
04-11-20,Roane,5,0,,,5,273,278,28,0,0,2,4,-2,1,,
04-11-20,Robertson,81,8,,,81,669,750,51,0,0,7,35,1,46,,
04-11-20,Rutherford,235,13,,,235,1948,2183,110,0,6,11,60,2,169,,
04-11-20,Scott,8,0,,,8,96,104,6,0,0,1,3,-1,5,,
04-11-20,Sequatchie,1,0,,,1,62,63,5,0,0,0,0,0,1,,
04-11-20,Sevier,21,0,,,21,469,490,27,0,0,6,17,-6,4,,
04-11-20,Shelby,1130,47,,,1130,5339,6469,421,0,20,28,157,19,953,,
04-11-20,Smith,7,2,,,7,173,180,14,0,0,0,0,2,7,,
04-11-20,Stewart,4,1,,,4,94,98,10,0,0,0,0,1,4,,
04-11-20,Sullivan,37,2,,,37,337,374,30,0,1,4,14,-2,22,,
04-11-20,Sumner,435,22,,,435,1672,2107,129,1,22,15,93,6,320,,
04-11-20,Tipton,44,1,,,44,424,468,32,0,0,3,17,-2,27,,
04-11-20,Trousdale,17,3,,,17,85,102,18,0,1,0,0,3,16,,
04-11-20,Unicoi,1,0,,,1,47,48,2,0,0,0,0,0,1,,
04-11-20,Union,3,0,,,3,54,57,6,0,0,1,1,-1,2,,
04-11-20,Van Buren,0,0,,,0,35,35,0,0,0,0,0,0,0,,
04-11-20,Warren,4,1,,,4,199,203,5,0,0,1,1,0,3,,
04-11-20,Washington,37,0,,,37,473,510,28,0,0,8,23,-8,14,,
04-11-20,Wayne,2,0,,,2,72,74,3,0,0,1,1,-1,1,,
04-11-20,Weakley,5,0,,,5,141,146,11,0,0,0,1,0,4,,
04-11-20,White,3,0,,,3,201,204,21,0,0,0,0,0,3,,
04-11-20,Williamson,312,13,,,312,2349,2661,93,0,4,16,159,-3,149,,
04-11-20,Wilson,135,6,,,135,1325,1460,61,0,1,4,43,2,91,,
04-12-20,Anderson,12,0,,,12,402,414,24,0,1,0,9,0,2,,
04-12-20,Bedford,20,3,,,20,256,276,24,0,1,1,2,2,17,,
04-12-20,Benton,4,0,,,4,83,87,7,0,0,0,1,0,3,,
04-12-20,Bledsoe,3,0,,,3,357,360,314,0,0,0,2,0,1,,
04-12-20,Blount,46,0,,,46,484,530,8,0,3,0,36,0,7,,
04-12-20,Bradley,31,0,,,31,358,389,25,0,0,2,22,-2,9,,
04-12-20,Campbell,10,0,,,10,132,142,8,0,0,0,6,0,4,,
04-12-20,Cannon,7,0,,,7,116,123,1,0,0,0,0,0,7,,
04-12-20,Carroll,11,1,,,11,208,219,13,0,0,0,6,1,5,,
04-12-20,Carter,3,0,,,3,148,151,17,0,0,0,2,0,1,,
04-12-20,Cheatham,18,1,,,18,420,438,15,0,0,2,11,-1,7,,
04-12-20,Chester,6,0,,,6,121,127,10,0,0,0,4,0,2,,
04-12-20,Claiborne,5,2,,,5,100,105,2,0,0,0,2,2,3,,
04-12-20,Clay,2,0,,,2,127,129,6,0,0,0,1,0,1,,
04-12-20,Cocke,4,1,,,4,95,99,4,0,0,0,1,1,3,,
04-12-20,Coffee,11,0,,,11,306,317,27,0,0,1,3,-1,8,,
04-12-20,Crockett,0,0,,,0,70,70,2,0,0,0,0,0,0,,
04-12-20,Cumberland,42,2,,,42,753,795,69,0,0,0,6,2,36,,
04-12-20,Davidson,1178,67,,,1178,7593,8771,270,0,13,28,279,39,886,,
04-12-20,Decatur,2,1,,,2,74,76,5,0,0,0,0,1,2,,
04-12-20,Dekalb,9,0,,,9,214,223,16,0,0,0,1,0,8,,
04-12-20,Dickson,30,0,,,30,282,312,4,0,0,0,11,0,19,,
04-12-20,Dyer,19,1,,,19,232,251,21,0,0,1,4,0,15,,
04-12-20,Fayette,32,2,,,32,322,354,38,0,0,1,8,1,24,,
04-12-20,Fentress,2,0,,,2,117,119,6,0,0,0,0,0,2,,
04-12-20,Franklin,22,0,,,22,211,233,28,0,1,1,17,-1,4,,
04-12-20,Gibson,20,1,,,20,314,334,21,0,0,0,6,1,14,,
04-12-20,Giles,3,0,,,3,139,142,6,0,0,0,0,0,3,,
04-12-20,Grainger,4,0,,,4,80,84,7,0,0,1,4,-1,0,,
04-12-20,Greene,26,0,,,26,213,239,25,0,1,0,18,0,7,,
04-12-20,Grundy,23,2,,,23,169,192,54,0,0,3,14,-1,9,,
04-12-20,Hamblen,5,1,,,5,214,219,5,0,1,0,3,1,1,,
04-12-20,Hamilton,107,2,,,107,1247,1354,36,0,10,3,43,-1,54,,
04-12-20,Hancock,0,0,,,0,17,17,0,0,0,0,0,0,0,,
04-12-20,Hardeman,7,0,,,7,136,143,12,0,0,0,1,0,6,,
04-12-20,Hardin,2,0,,,2,232,234,10,0,0,0,1,0,1,,
04-12-20,Hawkins,23,1,,,23,193,216,37,0,2,0,6,1,15,,
04-12-20,Haywood,13,0,,,13,102,115,8,0,1,0,3,0,9,,
04-12-20,Henderson,2,0,,,2,181,183,14,0,0,0,1,0,1,,
04-12-20,Henry,6,0,,,6,163,169,9,0,0,0,2,0,4,,
04-12-20,Hickman,2,0,,,2,110,112,4,0,0,0,1,0,1,,
04-12-20,Houston,3,0,,,3,106,109,3,0,0,0,1,0,2,,
04-12-20,Humphreys,4,0,,,4,96,100,11,0,0,0,2,0,2,,
04-12-20,Jackson,5,0,,,5,113,118,5,0,0,0,1,0,4,,
04-12-20,Jefferson,15,1,,,15,190,205,12,0,0,1,8,0,7,,
04-12-20,Johnson,2,0,,,2,27,29,3,0,0,0,0,0,2,,
04-12-20,Knox,169,0,,,169,2196,2365,67,0,4,4,129,-4,36,,
04-12-20,Lake,0,0,,,0,32,32,8,0,0,0,0,0,0,,
04-12-20,Lauderdale,8,0,,,8,129,137,10,0,0,0,1,0,7,,
04-12-20,Lawrence,12,0,,,12,289,301,19,0,0,1,5,-1,7,,
04-12-20,Lewis,2,0,,,2,32,34,0,0,0,0,1,0,1,,
04-12-20,Lincoln,8,0,,,8,91,99,3,0,0,0,2,0,6,,
04-12-20,Loudon,16,0,,,16,237,253,6,0,0,0,11,0,5,,
04-12-20,Macon,24,1,,,24,353,377,10,0,2,1,6,0,16,,
04-12-20,Madison,59,3,,,59,651,710,60,0,0,1,9,2,50,,
04-12-20,Marion,25,1,,,25,130,155,20,0,1,3,13,-2,11,,
04-12-20,Marshall,9,0,,,9,184,193,8,0,1,0,2,0,6,,
04-12-20,Maury,32,0,,,32,617,649,18,0,0,2,16,-2,16,,
04-12-20,McMinn,4,0,,,4,309,313,13,0,0,0,3,0,1,,
04-12-20,McNairy,9,0,,,9,111,120,4,0,0,0,4,0,5,,
04-12-20,Meigs,3,0,,,3,74,77,4,0,0,0,2,0,1,,
04-12-20,Monroe,8,0,,,8,211,219,10,0,0,0,5,0,3,,
04-12-20,Montgomery,97,9,,,97,1192,1289,56,0,2,3,19,6,76,,
04-12-20,Moore,0,0,,,0,33,33,2,0,0,0,0,0,0,,
04-12-20,Morgan,5,0,,,5,87,92,6,0,0,0,4,0,1,,
04-12-20,Obion,7,0,,,7,128,135,12,0,1,0,2,0,4,,
04-12-20,Out of State,239,-37,,,239,12473,12712,537,0,1,1,7,-38,231,,
04-12-20,Overton,5,0,,,5,308,313,34,0,0,0,3,0,2,,
04-12-20,Pending,12,-7,,,12,9088,9100,264,0,0,-1,0,-6,12,,
04-12-20,Perry,4,1,,,4,36,40,2,0,0,0,2,1,2,,
04-12-20,Pickett,0,0,,,0,33,33,4,0,0,0,0,0,0,,
04-12-20,Polk,4,0,,,4,41,45,2,0,0,1,3,-1,1,,
04-12-20,Putnam,87,2,,,87,737,824,52,0,0,1,21,1,66,,
04-12-20,Rhea,0,0,,,0,194,194,27,0,0,0,0,0,0,,
04-12-20,Roane,5,0,,,5,295,300,22,0,0,0,4,0,1,,
04-12-20,Robertson,84,3,,,84,708,792,42,0,0,6,41,-3,43,,
04-12-20,Rutherford,243,8,,,243,2032,2275,92,0,6,8,68,0,169,,
04-12-20,Scott,8,0,,,8,105,113,9,0,0,0,3,0,5,,
04-12-20,Sequatchie,1,0,,,1,81,82,19,0,0,0,0,0,1,,
04-12-20,Sevier,21,0,,,21,474,495,5,0,0,0,17,0,4,,
04-12-20,Shelby,1215,85,,,1215,5967,7182,713,0,20,22,179,63,1016,,
04-12-20,Smith,10,3,,,10,183,193,13,0,0,0,0,3,10,,
04-12-20,Stewart,4,0,,,4,95,99,1,0,0,0,0,0,4,,
04-12-20,Sullivan,37,0,,,37,377,414,40,0,1,5,19,-5,17,,
04-12-20,Sumner,445,10,,,445,1721,2166,59,0,22,5,98,5,325,,
04-12-20,Tipton,49,5,,,49,464,513,45,0,0,0,17,5,32,,
04-12-20,Trousdale,20,3,,,20,90,110,8,0,1,0,0,3,19,,
04-12-20,Unicoi,1,0,,,1,53,54,6,0,0,0,0,0,1,,
04-12-20,Union,3,0,,,3,55,58,1,0,0,0,1,0,2,,
04-12-20,Van Buren,0,0,,,0,40,40,5,0,0,0,0,0,0,,
04-12-20,Warren,4,0,,,4,218,222,19,0,0,-1,0,1,4,,
04-12-20,Washington,42,5,,,42,514,556,46,0,0,0,23,5,19,,
04-12-20,Wayne,2,0,,,2,78,80,6,0,0,0,1,0,1,,
04-12-20,Weakley,5,0,,,5,147,152,6,0,0,0,1,0,4,,
04-12-20,White,3,0,,,3,228,231,27,0,0,0,0,0,3,,
04-12-20,Williamson,318,6,,,318,2395,2713,52,0,4,8,167,-2,147,,
