DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-23-21,Anderson,8822,1,6532,0,2290,1,7327,0,65521,29,72848,29,0,172,-2,53,3,8597,0,223,172
05-23-21,Bedford,6545,0,5118,0,1427,0,5905,0,33226,16,39131,16,0,130,-1,27,1,6388,0,138,130
05-23-21,Benton,1682,0,1311,0,371,0,1452,0,9425,3,10877,3,0,40,0,11,0,1631,0,41,40
05-23-21,Bledsoe,2178,0,1953,0,225,0,2072,1,16813,57,18885,58,0,11,0,26,0,2141,0,33,11
05-23-21,Blount,15609,5,13230,2,2379,3,14615,3,80079,54,94694,57,0,196,-2,83,7,15330,0,361,196
05-23-21,Bradley,15176,2,12338,1,2838,1,14026,2,71326,58,85352,60,0,152,-5,95,7,14929,0,678,152
05-23-21,Campbell,4193,2,2284,0,1909,2,2562,0,25625,2,28187,2,0,63,-2,21,4,4109,0,128,63
05-23-21,Cannon,1933,1,1536,1,397,0,1710,1,9818,3,11528,4,0,31,-1,8,2,1894,0,39,31
05-23-21,Carroll,3645,0,2361,0,1284,0,2806,0,20278,6,23084,6,0,84,0,22,0,3539,0,85,84
05-23-21,Carter,6691,2,5798,2,893,0,6373,2,40995,20,47368,22,0,158,-5,44,7,6489,0,234,158
05-23-21,Cheatham,4600,0,3485,0,1115,0,3938,0,29056,22,32994,22,0,56,-3,27,3,4517,0,90,56
05-23-21,Chester,2169,2,1542,1,627,1,1836,1,12468,5,14304,6,0,51,2,21,0,2097,0,45,51
05-23-21,Claiborne,3192,0,2037,0,1155,0,2188,0,25207,4,27395,4,0,74,0,7,0,3111,0,95,74
05-23-21,Clay,1104,0,757,0,347,0,874,0,5794,0,6668,0,0,30,0,1,0,1073,0,25,30
05-23-21,Cocke,4534,0,2970,0,1564,0,3279,0,23434,10,26713,10,0,100,-1,19,1,4415,0,120,100
05-23-21,Coffee,6934,0,4772,0,2162,0,5833,0,47482,17,53315,17,0,124,-1,32,1,6778,0,126,124
05-23-21,Crockett,2041,0,1226,0,815,0,1431,0,7588,4,9019,4,0,49,0,9,0,1983,0,32,49
05-23-21,Cumberland,6811,1,5576,0,1235,1,6408,0,50327,21,56735,21,0,133,-1,53,2,6625,0,167,133
05-23-21,Davidson,90012,15,84020,13,5992,2,102117,18,1054524,870,1156641,888,1,947,-18,514,32,88551,0,2003,946
05-23-21,Decatur,1601,2,1181,2,420,0,1403,2,11202,5,12605,7,0,39,1,11,1,1551,0,40,39
05-23-21,Dekalb,2816,0,2069,0,747,0,2386,0,17715,8,20101,8,0,54,0,12,0,2750,0,57,54
05-23-21,Dickson,6884,1,4979,1,1905,0,5876,1,37691,17,43567,18,0,114,0,27,1,6743,0,122,114
05-23-21,Dyer,5452,0,3578,0,1874,0,4043,0,22567,11,26610,11,0,106,-1,21,1,5325,0,114,106
05-23-21,Fayette,5144,2,4351,0,793,2,5393,0,40074,26,45467,26,1,79,-4,37,5,5028,0,137,79
05-23-21,Fentress,2440,0,2095,0,345,0,2391,0,13855,2,16246,2,0,47,-1,13,1,2380,0,64,47
05-23-21,Franklin,5170,1,4287,0,883,1,5020,0,39882,12,44902,12,0,90,-1,12,2,5068,0,110,90
05-23-21,Gibson,6595,2,3943,2,2652,0,4770,3,30893,23,35663,26,0,147,-2,61,4,6387,0,117,147
05-23-21,Giles,4020,0,3292,0,728,0,3788,0,23848,11,27636,11,0,101,-2,22,2,3897,0,111,100
05-23-21,Grainger,2651,1,1947,0,704,1,2183,1,14556,5,16739,6,0,50,1,14,0,2587,0,75,50
05-23-21,Greene,7954,1,6341,1,1613,0,7061,1,56485,32,63546,33,0,157,-6,41,7,7756,0,201,157
05-23-21,Grundy,1794,0,1499,0,295,0,1717,0,9614,1,11331,1,0,35,0,2,0,1757,0,62,35
