DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-25-21,Anderson,8823,2,6528,0,2295,2,7331,1,65625,45,72956,46,0,172,-10,43,12,8608,0,224,172
05-25-21,Bedford,6547,2,5119,1,1428,1,5906,1,33290,49,39196,50,0,130,1,25,1,6392,0,138,130
05-25-21,Benton,1683,1,1312,1,371,0,1453,1,9438,7,10891,8,0,40,1,8,0,1635,0,41,40
05-25-21,Bledsoe,2178,0,1953,0,225,0,2072,0,16836,13,18908,13,0,11,-3,21,3,2146,0,33,11
05-25-21,Blount,15617,9,13236,7,2381,2,14622,9,80258,112,94880,121,0,196,-1,70,10,15351,0,363,196
05-25-21,Bradley,15187,5,12345,1,2842,4,14036,3,71558,99,85594,102,0,152,-1,83,6,14952,0,683,152
05-25-21,Campbell,4200,3,2288,2,1912,1,2565,1,25660,19,28225,20,0,63,-3,20,6,4117,0,128,63
05-25-21,Cannon,1935,2,1536,0,399,2,1711,1,9828,7,11539,8,0,31,1,9,1,1895,0,39,31
05-25-21,Carroll,3654,7,2367,4,1287,3,2810,4,20303,15,23113,19,0,84,4,25,3,3545,0,85,84
05-25-21,Carter,6695,2,5802,2,893,0,6376,2,41077,54,47453,56,0,158,0,41,2,6496,0,235,158
05-25-21,Cheatham,4604,0,3488,0,1116,0,3941,0,29117,42,33058,42,0,56,-7,19,7,4529,0,90,56
05-25-21,Chester,2170,0,1542,0,628,0,1836,0,12479,7,14315,7,0,51,-5,15,5,2104,0,45,51
05-25-21,Claiborne,3196,1,2039,1,1157,0,2189,1,25238,11,27427,12,0,74,1,7,0,3115,0,95,74
05-25-21,Clay,1104,0,757,0,347,0,874,0,5800,2,6674,2,0,30,-1,0,1,1074,0,25,30
05-25-21,Cocke,4539,2,2972,1,1567,1,3280,1,23468,18,26748,19,0,100,0,16,2,4423,0,120,100
05-25-21,Coffee,6944,4,4776,1,2168,3,5835,1,47559,52,53394,53,0,125,1,34,3,6785,0,126,125
05-25-21,Crockett,2039,0,1224,0,815,0,1432,1,7597,7,9029,8,0,49,-2,6,2,1984,0,32,49
05-25-21,Cumberland,6812,2,5578,2,1234,0,6412,2,50365,25,56777,27,0,133,-1,48,3,6631,0,169,133
05-25-21,Davidson,90066,28,84065,20,6001,8,102172,23,1057276,1413,1159448,1436,0,948,-19,460,47,88658,0,2008,947
05-25-21,Decatur,1601,0,1180,0,421,0,1404,0,11209,4,12613,4,0,39,-2,9,2,1553,0,40,39
05-25-21,Dekalb,2817,1,2070,1,747,0,2388,1,17752,21,20140,22,0,54,0,14,1,2749,0,57,54
05-25-21,Dickson,6895,7,4985,5,1910,2,5883,5,37790,49,43673,54,0,114,7,30,0,6751,0,122,114
05-25-21,Dyer,5458,3,3580,1,1878,2,4041,1,22591,19,26632,20,0,106,1,21,2,5331,0,115,106
05-25-21,Fayette,5153,7,4358,6,795,1,5400,6,40162,53,45562,59,1,80,3,35,3,5038,0,138,80
05-25-21,Fentress,2440,0,2095,0,345,0,2391,0,13882,8,16273,8,0,47,-2,9,2,2384,0,64,47
05-25-21,Franklin,5172,1,4288,1,884,0,5022,2,39929,22,44951,24,0,90,-1,11,2,5071,0,110,90
05-25-21,Gibson,6609,5,3952,4,2657,1,4779,5,30925,31,35704,36,0,147,3,67,2,6395,0,118,147
05-25-21,Giles,4026,4,3298,3,728,1,3793,3,23878,19,27671,22,0,101,2,20,2,3905,0,111,100
05-25-21,Grainger,2653,0,1947,0,706,0,2183,0,14573,11,16756,11,0,50,0,13,0,2590,0,76,50
05-25-21,Greene,7961,5,6345,2,1616,3,7067,2,56568,47,63635,49,0,157,0,33,5,7771,0,201,157
05-25-21,Grundy,1793,0,1498,0,295,0,1717,0,9624,6,11341,6,0,35,0,2,0,1756,0,62,35
05-25-21,Hamblen,8642,4,5979,3,2663,1,6720,3,47595,22,54315,25,0,174,2,19,2,8449,0,268,174
05-25-21,Hamilton,44900,30,38337,16,6563,14,43045,18,336590,380,379635,398,0,499,-7,304,37,44097,0,1191,499
05-25-21,Hancock,602,0,411,0,191,0,437,0,4117,2,4554,2,0,12,0,10,0,580,0,24,12
05-25-21,Hardeman,3550,0,2843,0,707,0,3323,0,26452,15,29775,15,0,64,-2,14,2,3472,0,105,64
05-25-21,Hardin,3588,0,2416,0,1172,0,2872,0,24278,22,27150,22,0,68,-1,5,1,3515,0,70,68
05-25-21,Hawkins,6265,17,5035,15,1230,2,5386,15,38677,44,44063,59,0,110,4,92,13,6063,0,170,110
05-25-21,Haywood,2715,0,2273,0,442,0,2593,0,14152,9,16745,9,0,62,-1,4,1,2649,0,84,62
05-25-21,Henderson,3823,3,2633,1,1190,2,3283,1,16465,9,19748,10,0,76,1,18,2,3729,0,80,76
05-25-21,Henry,3232,3,2472,3,760,0,2860,3,18489,17,21349,20,0,76,-1,28,4,3128,0,80,76
05-25-21,Hickman,2863,0,2303,0,560,0,2652,0,17306,19,19958,19,0,46,-1,15,1,2802,0,59,46
05-25-21,Houston,1103,1,829,1,274,0,949,0,10898,7,11847,7,0,33,0,4,1,1066,0,40,33
05-25-21,Humphreys,1851,0,1163,0,688,0,1356,0,12292,14,13648,14,0,28,-5,35,5,1788,0,38,28
05-25-21,Jackson,1326,0,1032,0,294,0,1204,0,5744,5,6948,5,0,36,-1,5,1,1285,0,41,36
05-25-21,Jefferson,6281,2,4264,2,2017,0,4823,2,40401,25,45224,27,0,125,0,34,2,6122,0,200,125
05-25-21,Johnson,2434,1,2098,1,336,0,2235,1,16704,5,18939,6,0,39,0,12,1,2383,1,61,39
05-25-21,Knox,51564,9,42964,7,8600,2,47015,8,342295,310,389310,318,0,639,-19,216,28,50709,0,1401,639
05-25-21,Lake,1711,0,1518,0,193,0,1788,0,10364,13,12152,13,0,26,-2,6,2,1679,0,28,26
05-25-21,Lauderdale,3231,5,2512,4,719,1,2882,4,21934,38,24816,42,0,47,2,27,3,3157,0,86,46
05-25-21,Lawrence,6022,2,4677,2,1345,0,5159,2,30749,36,35908,38,0,92,-4,48,6,5882,0,156,92
05-25-21,Lewis,1589,0,1181,0,408,0,1278,0,10230,6,11508,6,0,26,-1,6,1,1557,0,43,26
05-25-21,Lincoln,4373,0,3369,0,1004,0,3830,0,18368,16,22198,16,0,64,-1,8,1,4301,0,89,63
05-25-21,Loudon,6217,1,4709,1,1508,0,5161,2,32618,21,37779,23,0,70,-4,34,5,6113,0,144,70
05-25-21,Macon,3639,0,2811,0,828,0,3307,0,17712,27,21019,27,0,78,-1,11,1,3550,0,129,78
05-25-21,Madison,11337,4,6345,0,4992,4,7649,2,58037,60,65686,62,0,241,0,45,4,11051,0,340,241
05-25-21,Marion,3148,2,2681,1,467,1,3000,1,20480,16,23480,17,0,47,2,19,0,3082,0,115,47
05-25-21,Marshall,4211,0,3279,0,932,0,3720,0,23940,19,27660,19,0,58,-1,14,1,4139,0,92,58
05-25-21,Maury,13593,1,11855,1,1738,0,13093,1,78058,78,91151,79,0,173,-11,57,12,13363,0,298,172
05-25-21,McMinn,6579,3,5803,0,776,3,6400,0,44394,43,50794,43,0,99,-5,42,8,6438,0,168,99
05-25-21,McNairy,2857,2,1998,0,859,2,2425,0,19131,10,21556,10,0,54,0,13,2,2790,0,67,54
05-25-21,Meigs,1400,0,1249,0,151,0,1388,0,8443,9,9831,9,0,25,0,8,0,1367,0,46,25
05-25-21,Monroe,5914,3,4642,2,1272,1,5204,2,28579,20,33783,22,0,96,-2,36,5,5782,0,162,96
05-25-21,Montgomery,20666,9,15108,9,5558,0,16609,10,126746,218,143355,228,0,228,-14,198,23,20240,0,313,228
05-25-21,Moore,1020,1,783,0,237,1,884,0,5016,3,5900,3,0,17,0,5,1,998,0,18,17
05-25-21,Morgan,2524,0,1837,0,687,0,1997,0,15942,8,17939,8,0,39,0,10,0,2475,0,46,39
05-25-21,Obion,4580,2,3374,2,1206,0,3826,2,23684,28,27510,30,0,96,-2,27,4,4457,0,105,96
05-25-21,Out of State,17785,19,14070,11,3715,8,15906,7,664873,797,680779,804,0,100,8,173,11,17512,0,219,100
05-25-21,Overton,3032,0,2265,0,767,0,2667,0,15583,7,18250,7,0,61,-1,9,1,2962,0,64,61
05-25-21,Pending,16926,29,10867,8,6059,21,12086,6,441004,577,453090,583,0,134,24,108,5,16684,0,139,133
