DATE,COUNTY,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEW_POS_TESTS,NEG_TESTS,NEW_NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSPITALIZED,TOTAL_HOSPITALIZED,TOTAL_DEATHS_BY_DOD
05-18-21,Anderson,8814,5,6530,1,2284,4,7314,0,65147,91,72461,91,0,172,0,63,5,8579,0,222,172
05-18-21,Bedford,6538,1,5113,0,1425,1,5895,0,33062,42,38957,42,0,129,0,30,1,6379,0,138,129
05-18-21,Benton,1682,1,1310,1,372,0,1452,1,9387,8,10839,9,0,40,-3,18,4,1624,0,41,40
05-18-21,Bledsoe,2168,1,1944,1,224,0,2062,1,16665,31,18727,32,0,11,-3,23,4,2134,0,32,11
05-18-21,Blount,15599,17,13228,14,2371,3,14598,14,79489,158,94087,172,0,196,-2,105,19,15298,1,361,196
05-18-21,Bradley,15145,15,12313,13,2832,2,13997,16,70761,156,84758,172,1,152,7,115,7,14878,2,675,152
05-18-21,Campbell,4182,1,2280,1,1902,0,2558,1,25535,20,28093,21,0,63,-1,24,2,4095,0,129,63
05-18-21,Cannon,1929,1,1533,1,396,0,1707,1,9757,12,11464,13,0,31,-1,9,2,1889,0,39,31
05-18-21,Carroll,3642,4,2359,0,1283,4,2801,0,20201,20,23002,20,0,83,2,31,2,3528,0,83,83
05-18-21,Carter,6682,8,5786,6,896,2,6368,6,40096,46,46464,52,0,158,-1,53,9,6471,0,234,158
05-18-21,Cheatham,4595,2,3483,2,1112,0,3935,2,28845,43,32780,45,0,56,-1,41,3,4498,0,90,56
05-18-21,Chester,2158,1,1537,0,621,1,1830,0,12412,9,14242,9,0,51,0,20,1,2087,0,45,51
05-18-21,Claiborne,3193,3,2037,1,1156,2,2185,1,25097,23,27282,24,0,73,-1,11,4,3109,0,95,73
05-18-21,Clay,1104,0,757,0,347,0,874,0,5778,4,6652,4,0,30,0,1,0,1073,0,25,30
05-18-21,Cocke,4530,3,2969,1,1561,2,3277,1,23272,39,26549,40,1,100,-4,32,6,4398,0,120,100
05-18-21,Coffee,6933,6,4776,5,2157,1,5829,5,47289,53,53118,58,0,124,5,39,1,6770,0,126,124
05-18-21,Crockett,2038,1,1224,0,814,1,1430,0,7561,7,8991,7,0,49,-1,6,2,1983,0,32,49
05-18-21,Cumberland,6785,3,5562,2,1223,1,6392,3,50143,36,56535,39,0,133,-2,50,5,6602,0,167,133
05-18-21,Davidson,89870,51,83908,42,5962,9,101938,50,1048482,1448,1150420,1498,1,945,-2,574,52,88351,0,1996,944
05-18-21,Decatur,1593,0,1173,0,420,0,1395,0,11159,7,12554,7,0,39,0,7,0,1547,0,40,39
05-18-21,Dekalb,2810,1,2068,1,742,0,2385,1,17617,17,20002,18,0,54,0,15,1,2741,0,57,54
05-18-21,Dickson,6861,3,4970,2,1891,1,5865,2,37517,56,43382,58,0,114,2,25,1,6722,0,122,114
05-18-21,Dyer,5447,0,3576,0,1871,0,4037,0,22462,22,26499,22,0,106,-4,24,4,5317,0,114,106
05-18-21,Fayette,5129,1,4340,1,789,0,5375,2,39805,55,45180,57,1,78,-9,50,9,5001,0,135,78
05-18-21,Fentress,2436,1,2093,1,343,0,2389,1,13828,26,16217,27,0,47,-1,19,2,2370,0,64,47
05-18-21,Franklin,5164,0,4283,0,881,0,5014,1,39760,21,44774,22,0,90,-5,20,5,5054,0,110,90
05-18-21,Gibson,6567,3,3928,2,2639,1,4753,2,30720,33,35473,35,1,147,-1,46,3,6374,0,117,147
