Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
04/12/2020,Wayne,0,42,8,624,0.00%,COUNTY
04/12/2020,Westchester,473,19786,1163,59462,40.67%,COUNTY
04/12/2020,Western New York,60,1890,247,8801,24.29%,REGION
04/12/2020,Wyoming,0,31,2,247,0.00%,COUNTY
04/12/2020,Yates,1,4,4,113,25.00%,COUNTY
04/11/2020,Albany,32,478,223,5347,14.35%,COUNTY
04/11/2020,Allegany,0,26,11,275,0.00%,COUNTY
04/11/2020,Bronx,964,21441,2081,41575,46.32%,COUNTY
04/11/2020,Broome,9,126,60,909,15.00%,COUNTY
04/11/2020,Capital Region,69,1181,516,13548,13.37%,REGION
04/11/2020,Cattaraugus,9,28,32,364,28.13%,COUNTY
04/11/2020,Cayuga,1,29,8,510,12.50%,COUNTY
04/11/2020,Central New York,22,583,219,8474,10.05%,REGION
04/11/2020,Chautauqua,1,22,39,472,2.56%,COUNTY
04/11/2020,Chemung,0,60,6,733,0.00%,COUNTY
04/11/2020,Chenango,2,63,12,344,16.67%,COUNTY
04/11/2020,Clinton,0,43,25,411,0.00%,COUNTY
04/11/2020,Columbia,2,79,35,646,5.71%,COUNTY
04/11/2020,Cortland,1,18,18,705,5.56%,COUNTY
04/11/2020,Delaware,0,39,10,316,0.00%,COUNTY
04/11/2020,Dutchess,94,1838,431,7277,21.81%,COUNTY
04/11/2020,Erie,99,1571,317,6547,31.23%,COUNTY
04/11/2020,Essex,0,12,12,150,0.00%,COUNTY
04/11/2020,Finger Lakes,36,1071,297,10079,12.12%,REGION
04/11/2020,Franklin,1,12,8,193,12.50%,COUNTY
04/11/2020,Fulton,0,21,11,302,0.00%,COUNTY
04/11/2020,Genesee,2,69,19,477,10.53%,COUNTY
04/11/2020,Greene,7,44,40,437,17.50%,COUNTY
04/11/2020,Hamilton,0,3,0,19,0.00%,COUNTY
04/11/2020,Herkimer,0,37,11,335,0.00%,COUNTY
04/11/2020,Jefferson,2,46,47,999,4.26%,COUNTY
04/11/2020,Kings,1228,27471,2670,53161,45.99%,COUNTY
04/11/2020,Lewis,0,6,6,166,0.00%,COUNTY
04/11/2020,Livingston,0,30,6,332,0.00%,COUNTY
04/11/2020,Long Island,1902,44369,4522,99918,42.06%,REGION
04/11/2020,Madison,2,101,9,696,22.22%,COUNTY
04/11/2020,Mid-Hudson,1146,35366,3351,104933,34.20%,REGION
04/11/2020,Mohawk Valley,14,337,123,2997,11.38%,REGION
04/11/2020,Monroe,31,798,220,7137,14.09%,COUNTY
04/11/2020,Montgomery,0,29,1,273,0.00%,COUNTY
04/11/2020,Nassau,969,23553,2307,51952,42.00%,COUNTY
04/11/2020,New York,708,14145,1783,34210,39.71%,COUNTY
04/11/2020,New York City,4900,103208,10783,204398,45.44%,REGION
04/11/2020,Niagara,16,183,62,896,25.81%,COUNTY
04/11/2020,North Country,8,207,163,2901,4.91%,REGION
04/11/2020,Oneida,14,195,83,1327,16.87%,COUNTY
04/11/2020,Onondaga,17,397,169,5745,10.06%,COUNTY
04/11/2020,Ontario,1,57,27,706,3.70%,COUNTY
04/11/2020,Orange,180,5027,563,14486,31.97%,COUNTY
04/11/2020,Orleans,1,25,7,258,14.29%,COUNTY
04/11/2020,Oswego,1,38,15,818,6.67%,COUNTY
04/11/2020,Otsego,0,43,15,530,0.00%,COUNTY
04/11/2020,Putnam,3,497,12,1853,25.00%,COUNTY
04/11/2020,Queens,1544,32835,3219,58934,47.97%,COUNTY
04/11/2020,Rensselaer,9,105,65,1671,13.85%,COUNTY
04/11/2020,Richmond,456,7316,1030,16518,44.27%,COUNTY
04/11/2020,Rockland,244,7721,569,17548,42.88%,COUNTY
04/11/2020,STATEWIDE,8236,188694,20621,461601,39.94%,STATEWIDE
04/11/2020,Saratoga,9,196,88,2579,10.23%,COUNTY
04/11/2020,Schenectady,5,199,27,1798,18.52%,COUNTY
04/11/2020,Schoharie,0,12,2,230,0.00%,COUNTY
04/11/2020,Schuyler,0,5,1,152,0.00%,COUNTY
04/11/2020,Seneca,0,16,3,199,0.00%,COUNTY
04/11/2020,Southern Tier,14,542,186,5799,7.53%,REGION
04/11/2020,St. Lawrence,5,85,65,963,7.69%,COUNTY
04/11/2020,Steuben,2,121,12,719,16.67%,COUNTY
04/11/2020,Suffolk,933,20816,2215,47966,42.12%,COUNTY
04/11/2020,Sullivan,18,358,65,1846,27.69%,COUNTY
04/11/2020,Tioga,0,19,8,304,0.00%,COUNTY
04/11/2020,Tompkins,1,109,77,2322,1.30%,COUNTY
04/11/2020,Ulster,23,612,239,3624,9.62%,COUNTY
04/11/2020,Warren,2,46,20,639,10.00%,COUNTY
04/11/2020,Washington,3,34,18,431,16.67%,COUNTY
04/11/2020,Wayne,0,42,7,616,0.00%,COUNTY
04/11/2020,Westchester,584,19313,1472,58299,39.67%,COUNTY
04/11/2020,Western New York,125,1830,461,8554,27.11%,REGION
04/11/2020,Wyoming,0,31,2,245,0.00%,COUNTY
04/11/2020,Yates,1,3,6,109,16.67%,COUNTY
04/10/2020,Albany,20,446,159,5124,12.58%,COUNTY
04/10/2020,Allegany,0,26,16,264,0.00%,COUNTY
04/10/2020,Bronx,1317,20477,2580,39494,51.05%,COUNTY
04/10/2020,Broome,5,117,31,849,16.13%,COUNTY
04/10/2020,Capital Region,45,1112,381,13032,11.81%,REGION
04/10/2020,Cattaraugus,1,19,7,332,14.29%,COUNTY
04/10/2020,Cayuga,1,28,5,502,20.00%,COUNTY
04/10/2020,Central New York,13,561,160,8255,8.13%,REGION
04/10/2020,Chautauqua,1,21,67,433,1.49%,COUNTY
04/10/2020,Chemung,1,60,26,727,3.85%,COUNTY
04/10/2020,Chenango,1,61,17,332,5.88%,COUNTY
04/10/2020,Clinton,0,43,23,386,0.00%,COUNTY
04/10/2020,Columbia,3,77,30,611,10.00%,COUNTY
04/10/2020,Cortland,0,17,20,687,0.00%,COUNTY
04/10/2020,Delaware,0,39,17,306,0.00%,COUNTY
04/10/2020,Dutchess,146,1744,584,6846,25.00%,COUNTY
04/10/2020,Erie,63,1472,297,6230,21.21%,COUNTY
04/10/2020,Essex,2,12,4,138,50.00%,COUNTY
04/10/2020,Finger Lakes,36,1035,390,9782,9.23%,REGION
04/10/2020,Franklin,0,11,5,185,0.00%,COUNTY
04/10/2020,Fulton,3,21,17,291,17.65%,COUNTY
04/10/2020,Genesee,2,67,18,458,11.11%,COUNTY
04/10/2020,Greene,3,37,27,397,11.11%,COUNTY
04/10/2020,Hamilton,0,3,1,19,0.00%,COUNTY
04/10/2020,Herkimer,1,37,12,324,8.33%,COUNTY
04/10/2020,Jefferson,1,44,43,952,2.33%,COUNTY
04/10/2020,Kings,1528,26243,2887,50491,52.93%,COUNTY
04/10/2020,Lewis,0,6,0,160,0.00%,COUNTY
04/10/2020,Livingston,1,30,7,326,14.29%,COUNTY
04/10/2020,Long Island,2263,42467,5083,95396,44.52%,REGION
04/10/2020,Madison,0,99,7,687,0.00%,COUNTY
04/10/2020,Mid-Hudson,1556,34220,4402,101582,35.35%,REGION
04/10/2020,Mohawk Valley,15,323,118,2874,12.71%,REGION
04/10/2020,Monroe,25,767,284,6917,8.80%,COUNTY
04/10/2020,Montgomery,0,29,8,272,0.00%,COUNTY
04/10/2020,Nassau,1072,22584,2527,49645,42.42%,COUNTY
04/10/2020,New York,715,13437,1685,32427,42.43%,COUNTY
04/10/2020,New York City,5924,98308,11762,193615,50.37%,REGION
04/10/2020,Niagara,11,167,46,834,23.91%,COUNTY
04/10/2020,North Country,5,199,95,2738,5.26%,REGION
04/10/2020,Oneida,9,181,42,1244,21.43%,COUNTY
04/10/2020,Onondaga,11,380,116,5576,9.48%,COUNTY
04/10/2020,Ontario,5,56,39,679,12.82%,COUNTY
04/10/2020,Orange,315,4847,879,13923,35.84%,COUNTY
04/10/2020,Orleans,0,24,3,251,0.00%,COUNTY
04/10/2020,Oswego,1,37,12,803,8.33%,COUNTY
04/10/2020,Otsego,2,43,34,515,5.88%,COUNTY
04/10/2020,Putnam,7,494,18,1841,38.89%,COUNTY
04/10/2020,Queens,1988,31291,3803,55715,52.27%,COUNTY
04/10/2020,Rensselaer,5,96,40,1606,12.50%,COUNTY
04/10/2020,Richmond,376,6860,807,15488,46.59%,COUNTY
04/10/2020,Rockland,355,7477,785,16979,45.22%,COUNTY
04/10/2020,STATEWIDE,9946,180458,23095,440980,43.07%,STATEWIDE
04/10/2020,Saratoga,5,187,68,2491,7.35%,COUNTY
04/10/2020,Schenectady,3,194,24,1771,12.50%,COUNTY
04/10/2020,Schoharie,0,12,5,228,0.00%,COUNTY
04/10/2020,Schuyler,0,5,7,151,0.00%,COUNTY
04/10/2020,Seneca,1,16,5,196,20.00%,COUNTY
04/10/2020,Southern Tier,13,528,271,5613,4.80%,REGION
04/10/2020,St. Lawrence,2,80,19,898,10.53%,COUNTY
04/10/2020,Steuben,2,119,28,707,7.14%,COUNTY
04/10/2020,Suffolk,1191,19883,2556,45751,46.60%,COUNTY
04/10/2020,Sullivan,22,340,99,1781,22.22%,COUNTY
04/10/2020,Tioga,1,19,10,296,10.00%,COUNTY
04/10/2020,Tompkins,3,108,135,2245,2.22%,COUNTY
04/10/2020,Ulster,59,589,358,3385,16.48%,COUNTY
04/10/2020,Warren,1,44,17,619,5.88%,COUNTY
04/10/2020,Washington,5,31,16,413,31.25%,COUNTY
04/10/2020,Wayne,1,42,17,609,5.88%,COUNTY
04/10/2020,Westchester,652,18729,1679,56827,38.83%,COUNTY
04/10/2020,Western New York,76,1705,433,8093,17.55%,REGION
04/10/2020,Wyoming,1,31,12,243,8.33%,COUNTY
04/10/2020,Yates,0,2,5,103,0.00%,COUNTY
04/09/2020,Albany,47,426,332,4965,14.16%,COUNTY
04/09/2020,Allegany,4,26,21,248,19.05%,COUNTY
04/09/2020,Bronx,1368,19160,2637,36914,51.88%,COUNTY
04/09/2020,Broome,7,112,58,818,12.07%,COUNTY
04/09/2020,Capital Region,107,1067,896,12651,11.94%,REGION
04/09/2020,Cattaraugus,1,18,26,325,3.85%,COUNTY
04/09/2020,Cayuga,11,27,31,497,35.48%,COUNTY
04/09/2020,Central New York,31,548,290,8095,10.69%,REGION
04/09/2020,Chautauqua,2,20,54,366,3.70%,COUNTY
04/09/2020,Chemung,0,59,39,701,0.00%,COUNTY
04/09/2020,Chenango,5,60,29,315,17.24%,COUNTY
04/09/2020,Clinton,3,43,17,363,17.65%,COUNTY
04/09/2020,Columbia,4,74,55,581,7.27%,COUNTY
04/09/2020,Cortland,1,17,25,667,4.00%,COUNTY
04/09/2020,Delaware,2,39,20,289,10.00%,COUNTY
04/09/2020,Dutchess,105,1598,509,6262,20.63%,COUNTY
04/09/2020,Erie,47,1409,309,5933,15.21%,COUNTY
04/09/2020,Essex,2,10,13,134,15.38%,COUNTY
04/09/2020,Finger Lakes,70,999,560,9392,12.50%,REGION
04/09/2020,Franklin,0,11,6,180,0.00%,COUNTY
04/09/2020,Fulton,3,18,24,274,12.50%,COUNTY
04/09/2020,Genesee,9,65,32,440,28.13%,COUNTY
04/09/2020,Greene,6,34,36,370,16.67%,COUNTY
04/09/2020,Hamilton,0,3,0,18,0.00%,COUNTY
04/09/2020,Herkimer,4,36,23,312,17.39%,COUNTY
04/09/2020,Jefferson,1,43,52,909,1.92%,COUNTY
04/09/2020,Kings,1321,24715,2578,47604,51.24%,COUNTY
04/09/2020,Lewis,0,6,23,160,0.00%,COUNTY
04/09/2020,Livingston,3,29,26,319,11.54%,COUNTY
04/09/2020,Long Island,2651,40204,5963,90313,44.46%,REGION
04/09/2020,Madison,8,99,54,680,14.81%,COUNTY
04/09/2020,Mid-Hudson,2220,32664,6488,97180,34.22%,REGION
04/09/2020,Mohawk Valley,24,308,201,2756,11.94%,REGION
04/09/2020,Monroe,44,742,380,6633,11.58%,COUNTY
04/09/2020,Montgomery,1,29,13,264,7.69%,COUNTY
04/09/2020,Nassau,1372,21512,3021,47118,45.42%,COUNTY
04/09/2020,New York,616,12722,1659,30742,37.13%,COUNTY
04/09/2020,New York City,5356,92384,11027,181853,48.57%,REGION
04/09/2020,Niagara,10,156,79,788,12.66%,COUNTY
04/09/2020,North Country,8,194,135,2643,5.93%,REGION
04/09/2020,Oneida,14,172,85,1202,16.47%,COUNTY
04/09/2020,Onondaga,11,369,148,5460,7.43%,COUNTY
04/09/2020,Ontario,8,51,50,640,16.00%,COUNTY
04/09/2020,Orange,442,4532,1335,13044,33.11%,COUNTY
04/09/2020,Orleans,2,24,14,248,14.29%,COUNTY
04/09/2020,Oswego,0,36,32,791,0.00%,COUNTY
04/09/2020,Otsego,2,41,40,481,5.00%,COUNTY
04/09/2020,Putnam,49,487,169,1823,28.99%,COUNTY
04/09/2020,Queens,1551,29303,2941,51912,52.74%,COUNTY
04/09/2020,Rensselaer,12,91,101,1566,11.88%,COUNTY
04/09/2020,Richmond,500,6484,1212,14681,41.25%,COUNTY
04/09/2020,Rockland,457,7122,1013,16194,45.11%,COUNTY
04/09/2020,STATEWIDE,10575,170512,26336,417885,40.15%,STATEWIDE
04/09/2020,Saratoga,10,182,154,2423,6.49%,COUNTY
04/09/2020,Schenectady,24,191,183,1747,13.11%,COUNTY
04/09/2020,Schoharie,0,12,16,223,0.00%,COUNTY
04/09/2020,Schuyler,1,5,4,144,25.00%,COUNTY
04/09/2020,Seneca,0,15,8,191,0.00%,COUNTY
04/09/2020,Southern Tier,44,515,287,5342,15.33%,REGION
04/09/2020,St. Lawrence,2,78,24,879,8.33%,COUNTY
04/09/2020,Steuben,28,117,97,679,28.87%,COUNTY
04/09/2020,Suffolk,1279,18692,2942,43195,43.47%,COUNTY
04/09/2020,Sullivan,24,318,115,1682,20.87%,COUNTY
04/09/2020,Tioga,1,18,16,286,6.25%,COUNTY
04/09/2020,Tompkins,0,105,24,2110,0.00%,COUNTY
04/09/2020,Ulster,70,530,436,3027,16.06%,COUNTY
04/09/2020,Warren,3,43,21,602,14.29%,COUNTY
04/09/2020,Washington,1,26,14,397,7.14%,COUNTY
04/09/2020,Wayne,2,41,34,592,5.88%,COUNTY
04/09/2020,Westchester,1073,18077,2911,55148,36.86%,COUNTY
04/09/2020,Western New York,64,1629,489,7660,13.09%,REGION
04/09/2020,Wyoming,1,30,13,231,7.69%,COUNTY
04/09/2020,Yates,1,2,3,98,33.33%,COUNTY
04/08/2020,Albany,37,379,229,4633,16.16%,COUNTY
04/08/2020,Allegany,1,22,12,227,8.33%,COUNTY
04/08/2020,Bronx,1166,17792,2348,34277,49.66%,COUNTY
04/08/2020,Broome,17,105,82,760,20.73%,COUNTY
04/08/2020,Capital Region,91,960,609,11755,14.94%,REGION
04/08/2020,Cattaraugus,2,17,15,299,13.33%,COUNTY
04/08/2020,Cayuga,2,16,37,466,5.41%,COUNTY
04/08/2020,Central New York,17,517,396,7805,4.29%,REGION
04/08/2020,Chautauqua,1,18,32,312,3.13%,COUNTY
04/08/2020,Chemung,4,59,38,662,10.53%,COUNTY
04/08/2020,Chenango,2,55,21,286,9.52%,COUNTY
04/08/2020,Clinton,1,40,25,346,4.00%,COUNTY
04/08/2020,Columbia,7,70,27,526,25.93%,COUNTY
04/08/2020,Cortland,0,16,41,642,0.00%,COUNTY
04/08/2020,Delaware,0,37,22,269,0.00%,COUNTY
04/08/2020,Dutchess,98,1493,512,5753,19.14%,COUNTY
04/08/2020,Erie,157,1362,458,5624,34.28%,COUNTY
04/08/2020,Essex,1,8,6,121,16.67%,COUNTY
04/08/2020,Finger Lakes,72,929,580,8832,12.41%,REGION
04/08/2020,Franklin,1,11,5,174,20.00%,COUNTY
04/08/2020,Fulton,1,15,21,250,4.76%,COUNTY
04/08/2020,Genesee,9,56,43,408,20.93%,COUNTY
04/08/2020,Greene,3,28,29,334,10.34%,COUNTY
04/08/2020,Hamilton,1,3,1,18,100.00%,COUNTY
04/08/2020,Herkimer,3,32,44,289,6.82%,COUNTY
04/08/2020,Jefferson,2,42,84,857,2.38%,COUNTY
04/08/2020,Kings,1312,23394,2565,45026,51.15%,COUNTY
04/08/2020,Lewis,0,6,8,137,0.00%,COUNTY
04/08/2020,Livingston,1,26,17,293,5.88%,COUNTY
04/08/2020,Long Island,3161,37553,7487,84350,42.22%,REGION
04/08/2020,Madison,1,91,12,626,8.33%,COUNTY
04/08/2020,Mid-Hudson,1780,30444,5072,90692,35.09%,REGION
04/08/2020,Mohawk Valley,48,284,243,2555,19.75%,REGION
04/08/2020,Monroe,47,698,382,6253,12.30%,COUNTY
04/08/2020,Montgomery,10,28,24,251,41.67%,COUNTY
04/08/2020,Nassau,1592,20140,3598,44097,44.25%,COUNTY
04/08/2020,New York,602,12106,1424,29083,42.28%,COUNTY
04/08/2020,New York City,5225,87028,10696,170826,48.85%,REGION
04/08/2020,Niagara,12,146,53,709,22.64%,COUNTY
04/08/2020,North Country,13,186,179,2508,7.26%,REGION
04/08/2020,Oneida,33,158,104,1117,31.73%,COUNTY
04/08/2020,Onondaga,11,358,245,5312,4.49%,COUNTY
04/08/2020,Ontario,4,43,38,590,10.53%,COUNTY
04/08/2020,Orange,225,4090,578,11709,38.93%,COUNTY
04/08/2020,Orleans,6,22,27,234,22.22%,COUNTY
04/08/2020,Oswego,3,36,61,759,4.92%,COUNTY
04/08/2020,Otsego,1,39,42,441,2.38%,COUNTY
04/08/2020,Putnam,35,438,158,1654,22.15%,COUNTY
04/08/2020,Queens,1504,27752,2831,48971,53.13%,COUNTY
04/08/2020,Rensselaer,4,79,52,1465,7.69%,COUNTY
04/08/2020,Richmond,641,5984,1528,13469,41.95%,COUNTY
04/08/2020,Rockland,252,6665,648,15181,38.89%,COUNTY
04/08/2020,STATEWIDE,10621,159937,26396,391549,40.24%,STATEWIDE
04/08/2020,Saratoga,10,172,113,2269,8.85%,COUNTY
04/08/2020,Schenectady,18,167,104,1564,17.31%,COUNTY
04/08/2020,Schoharie,0,12,8,207,0.00%,COUNTY
04/08/2020,Schuyler,0,4,20,140,0.00%,COUNTY
04/08/2020,Seneca,3,15,20,183,15.00%,COUNTY
04/08/2020,Southern Tier,41,471,564,5055,7.27%,REGION
04/08/2020,St. Lawrence,7,76,50,855,14.00%,COUNTY
04/08/2020,Steuben,7,89,50,582,14.00%,COUNTY
04/08/2020,Suffolk,1569,17413,3889,40253,40.34%,COUNTY
04/08/2020,Sullivan,15,294,60,1567,25.00%,COUNTY
04/08/2020,Tioga,5,17,32,270,15.63%,COUNTY
04/08/2020,Tompkins,6,105,299,2086,2.01%,COUNTY
04/08/2020,Ulster,38,460,227,2591,16.74%,COUNTY
04/08/2020,Warren,7,40,31,581,22.58%,COUNTY
04/08/2020,Washington,5,25,24,383,20.83%,COUNTY
04/08/2020,Wayne,0,39,34,558,0.00%,COUNTY
04/08/2020,Westchester,1117,17004,2889,52237,38.66%,COUNTY
04/08/2020,Western New York,173,1565,570,7171,30.35%,REGION
04/08/2020,Wyoming,2,29,12,218,16.67%,COUNTY
04/08/2020,Yates,0,1,7,95,0.00%,COUNTY
04/07/2020,Albany,9,342,74,4404,12.16%,COUNTY
04/07/2020,Allegany,4,21,16,215,25.00%,COUNTY
04/07/2020,Bronx,1278,16626,2562,31929,49.88%,COUNTY
04/07/2020,Broome,2,88,24,678,8.33%,COUNTY
04/07/2020,Capital Region,34,869,278,11146,12.23%,REGION
04/07/2020,Cattaraugus,2,15,19,284,10.53%,COUNTY
04/07/2020,Cayuga,0,14,11,429,0.00%,COUNTY
04/07/2020,Central New York,16,500,225,7409,7.11%,REGION
04/07/2020,Chautauqua,1,17,6,280,16.67%,COUNTY
04/07/2020,Chemung,6,55,56,624,10.71%,COUNTY
04/07/2020,Chenango,2,53,11,265,18.18%,COUNTY
04/07/2020,Clinton,2,39,25,321,8.00%,COUNTY
04/07/2020,Columbia,2,63,8,499,25.00%,COUNTY
04/07/2020,Cortland,0,16,18,601,0.00%,COUNTY
04/07/2020,Delaware,1,37,16,247,6.25%,COUNTY
04/07/2020,Dutchess,146,1395,462,5241,31.60%,COUNTY
04/07/2020,Erie,70,1205,295,5166,23.73%,COUNTY
04/07/2020,Essex,0,7,4,115,0.00%,COUNTY
04/07/2020,Finger Lakes,88,857,621,8252,14.17%,REGION
04/07/2020,Franklin,0,10,7,169,0.00%,COUNTY
04/07/2020,Fulton,1,14,6,229,16.67%,COUNTY
04/07/2020,Genesee,14,47,31,365,45.16%,COUNTY
04/07/2020,Greene,1,25,6,305,16.67%,COUNTY
04/07/2020,Hamilton,0,2,0,17,0.00%,COUNTY
04/07/2020,Herkimer,2,29,19,245,10.53%,COUNTY
04/07/2020,Jefferson,1,40,25,773,4.00%,COUNTY
04/07/2020,Kings,1203,22082,2607,42461,46.14%,COUNTY
04/07/2020,Lewis,0,6,6,129,0.00%,COUNTY
04/07/2020,Livingston,2,25,23,276,8.70%,COUNTY
04/07/2020,Long Island,3265,34392,7318,76863,44.62%,REGION
04/07/2020,Madison,2,90,43,614,4.65%,COUNTY
04/07/2020,Mid-Hudson,1988,28664,5126,85620,38.78%,REGION
04/07/2020,Mohawk Valley,14,236,144,2312,9.72%,REGION
04/07/2020,Monroe,55,651,420,5871,13.10%,COUNTY
04/07/2020,Montgomery,0,18,9,227,0.00%,COUNTY
04/07/2020,Nassau,1938,18548,4179,40499,46.37%,COUNTY
04/07/2020,New York,492,11504,1257,27659,39.14%,COUNTY
04/07/2020,New York City,4927,81803,10572,160130,46.60%,REGION
04/07/2020,Niagara,8,134,39,656,20.51%,COUNTY
04/07/2020,North Country,12,173,136,2329,8.82%,REGION
04/07/2020,Oneida,7,125,59,1013,11.86%,COUNTY
04/07/2020,Onondaga,12,347,126,5067,9.52%,COUNTY
04/07/2020,Ontario,6,39,50,552,12.00%,COUNTY
04/07/2020,Orange,266,3865,711,11131,37.41%,COUNTY
04/07/2020,Orleans,1,16,14,207,7.14%,COUNTY
04/07/2020,Oswego,2,33,27,698,7.41%,COUNTY
04/07/2020,Otsego,4,38,31,399,12.90%,COUNTY
04/07/2020,Putnam,37,403,115,1496,32.17%,COUNTY
04/07/2020,Queens,1408,26248,2884,46140,48.82%,COUNTY
04/07/2020,Rensselaer,8,75,53,1413,15.09%,COUNTY
04/07/2020,Richmond,546,5343,1262,11941,43.26%,COUNTY
04/07/2020,Rockland,423,6413,1027,14533,41.19%,COUNTY
04/07/2020,STATEWIDE,10453,149316,25095,365153,41.65%,STATEWIDE
04/07/2020,Saratoga,7,162,73,2156,9.59%,COUNTY
04/07/2020,Schenectady,4,149,23,1460,17.39%,COUNTY
04/07/2020,Schoharie,0,12,20,199,0.00%,COUNTY
04/07/2020,Schuyler,0,4,12,120,0.00%,COUNTY
04/07/2020,Seneca,2,12,14,163,14.29%,COUNTY
04/07/2020,Southern Tier,24,430,300,4491,8.00%,REGION
04/07/2020,St. Lawrence,9,69,69,805,13.04%,COUNTY
04/07/2020,Steuben,7,82,67,532,10.45%,COUNTY
04/07/2020,Suffolk,1327,15844,3139,36364,42.27%,COUNTY
04/07/2020,Sullivan,9,279,56,1507,16.07%,COUNTY
04/07/2020,Tioga,4,12,29,238,13.79%,COUNTY
04/07/2020,Tompkins,2,99,85,1787,2.35%,COUNTY
04/07/2020,Ulster,24,422,108,2364,22.22%,COUNTY
04/07/2020,Warren,2,33,14,550,14.29%,COUNTY
04/07/2020,Washington,1,20,27,359,3.70%,COUNTY
04/07/2020,Wayne,4,39,46,524,8.70%,COUNTY
04/07/2020,Westchester,1083,15887,2647,49348,40.91%,COUNTY
04/07/2020,Western New York,85,1392,375,6601,22.67%,REGION
04/07/2020,Wyoming,4,27,18,206,22.22%,COUNTY
04/07/2020,Yates,0,1,5,88,0.00%,COUNTY
04/06/2020,Albany,14,333,86,4330,16.28%,COUNTY
04/06/2020,Allegany,0,17,3,199,0.00%,COUNTY
04/06/2020,Bronx,1021,15348,1996,29367,51.15%,COUNTY
04/06/2020,Broome,10,86,47,654,21.28%,COUNTY
04/06/2020,Capital Region,35,835,247,10868,14.17%,REGION
04/06/2020,Cattaraugus,1,13,14,265,7.14%,COUNTY
04/06/2020,Cayuga,3,14,33,418,9.09%,COUNTY
04/06/2020,Central New York,78,484,881,7184,8.85%,REGION
04/06/2020,Chautauqua,1,16,37,274,2.70%,COUNTY
04/06/2020,Chemung,2,49,22,568,9.09%,COUNTY
04/06/2020,Chenango,5,51,42,254,11.90%,COUNTY
04/06/2020,Clinton,1,37,16,296,6.25%,COUNTY
04/06/2020,Columbia,2,61,15,491,13.33%,COUNTY
04/06/2020,Cortland,3,16,25,583,12.00%,COUNTY
04/06/2020,Delaware,7,36,30,231,23.33%,COUNTY
04/06/2020,Dutchess,60,1249,335,4779,17.91%,COUNTY
04/06/2020,Erie,112,1135,396,4871,28.28%,COUNTY
04/06/2020,Essex,0,7,5,111,0.00%,COUNTY
04/06/2020,Finger Lakes,38,769,458,7631,8.30%,REGION
04/06/2020,Franklin,0,10,5,162,0.00%,COUNTY
04/06/2020,Fulton,2,13,18,223,11.11%,COUNTY
04/06/2020,Genesee,10,33,37,334,27.03%,COUNTY
04/06/2020,Greene,0,24,13,299,0.00%,COUNTY
04/06/2020,Hamilton,0,2,0,17,0.00%,COUNTY
04/06/2020,Herkimer,2,27,19,226,10.53%,COUNTY
04/06/2020,Jefferson,6,39,63,748,9.52%,COUNTY
04/06/2020,Kings,1177,20879,2245,39854,52.43%,COUNTY
04/06/2020,Lewis,0,6,11,123,0.00%,COUNTY
04/06/2020,Livingston,1,23,18,253,5.56%,COUNTY
04/06/2020,Long Island,2024,31127,4420,69545,45.79%,REGION
04/06/2020,Madison,6,88,64,571,9.38%,COUNTY
04/06/2020,Mid-Hudson,1123,26676,3215,80494,34.93%,REGION
04/06/2020,Mohawk Valley,26,222,209,2168,12.44%,REGION
04/06/2020,Monroe,22,596,305,5451,7.21%,COUNTY
04/06/2020,Montgomery,3,18,20,218,15.00%,COUNTY
04/06/2020,Nassau,994,16610,2097,36320,47.40%,COUNTY
04/06/2020,New York,572,11012,1249,26402,45.80%,COUNTY
04/06/2020,New York City,4695,76876,8959,149558,52.41%,REGION
04/06/2020,Niagara,6,126,44,617,13.64%,COUNTY
04/06/2020,North Country,8,161,164,2193,4.88%,REGION
04/06/2020,Oneida,18,118,90,954,20.00%,COUNTY
04/06/2020,Onondaga,64,335,689,4941,9.29%,COUNTY
04/06/2020,Ontario,1,33,32,502,3.13%,COUNTY
04/06/2020,Orange,202,3599,604,10420,33.44%,COUNTY
04/06/2020,Orleans,2,15,17,193,11.76%,COUNTY
04/06/2020,Oswego,2,31,70,671,2.86%,COUNTY
04/06/2020,Otsego,0,34,43,368,0.00%,COUNTY
04/06/2020,Putnam,21,366,72,1381,29.17%,COUNTY
04/06/2020,Queens,1707,24840,2864,43256,59.60%,COUNTY
04/06/2020,Rensselaer,5,67,30,1360,16.67%,COUNTY
04/06/2020,Richmond,218,4797,605,10679,36.03%,COUNTY
04/06/2020,Rockland,287,5990,662,13506,43.35%,COUNTY
04/06/2020,STATEWIDE,8174,138863,19247,340058,42.47%,STATEWIDE
04/06/2020,Saratoga,2,155,40,2083,5.00%,COUNTY
04/06/2020,Schenectady,7,145,35,1437,20.00%,COUNTY
04/06/2020,Schoharie,1,12,19,179,5.26%,COUNTY
04/06/2020,Schuyler,0,4,4,108,0.00%,COUNTY
04/06/2020,Seneca,1,10,8,149,12.50%,COUNTY
04/06/2020,Southern Tier,27,406,200,4191,13.50%,REGION
04/06/2020,St. Lawrence,1,60,64,736,1.56%,COUNTY
04/06/2020,Steuben,0,75,22,465,0.00%,COUNTY
04/06/2020,Suffolk,1030,14517,2323,33225,44.34%,COUNTY
04/06/2020,Sullivan,17,270,77,1451,22.08%,COUNTY
04/06/2020,Tioga,0,8,10,209,0.00%,COUNTY
