Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
03/13/2020,Cortland,0,0,0,1
03/14/2020,Cortland,0,0,1,2
03/15/2020,Cortland,0,0,0,2
03/16/2020,Cortland,0,0,2,4
03/17/2020,Cortland,0,0,1,5
03/18/2020,Cortland,0,0,1,6
03/19/2020,Cortland,0,0,7,13
03/20/2020,Cortland,0,0,15,28
03/21/2020,Cortland,1,1,17,45
03/22/2020,Cortland,1,2,55,100
03/23/2020,Cortland,0,2,30,130
03/24/2020,Cortland,0,2,3,133
03/25/2020,Cortland,0,2,41,174
03/26/2020,Cortland,2,4,34,208
03/27/2020,Cortland,1,5,45,253
03/28/2020,Cortland,1,6,28,281
03/29/2020,Cortland,2,8,48,329
03/30/2020,Cortland,0,8,9,338
03/31/2020,Cortland,0,8,12,350
04/01/2020,Cortland,0,8,42,392
04/02/2020,Cortland,2,10,54,446
04/03/2020,Cortland,0,10,32,478
04/04/2020,Cortland,0,10,38,516
04/05/2020,Cortland,3,13,42,558
04/06/2020,Cortland,3,16,25,583
04/07/2020,Cortland,0,16,18,601
04/08/2020,Cortland,0,16,41,642
04/09/2020,Cortland,1,17,25,667
04/10/2020,Cortland,0,17,20,687
04/11/2020,Cortland,1,18,18,705
04/12/2020,Cortland,2,20,18,723
04/13/2020,Cortland,2,22,38,761
04/14/2020,Cortland,1,23,6,767
04/15/2020,Cortland,1,24,17,784
04/16/2020,Cortland,1,25,13,797
04/17/2020,Cortland,0,25,19,816
04/18/2020,Cortland,0,25,11,827
04/19/2020,Cortland,0,25,12,839
04/20/2020,Cortland,0,25,2,841
04/21/2020,Cortland,0,25,5,846
04/22/2020,Cortland,0,25,30,876
04/23/2020,Cortland,0,25,30,906
04/24/2020,Cortland,3,28,109,1015
04/25/2020,Cortland,0,28,26,1041
04/26/2020,Cortland,0,28,16,1057
04/27/2020,Cortland,0,28,7,1064
04/28/2020,Cortland,0,28,22,1086
04/29/2020,Cortland,0,28,26,1112
04/30/2020,Cortland,0,28,31,1143
05/01/2020,Cortland,0,28,30,1173
05/02/2020,Cortland,0,28,16,1189
05/03/2020,Cortland,0,28,42,1231
05/04/2020,Cortland,0,28,12,1243
05/05/2020,Cortland,0,28,33,1276
05/06/2020,Cortland,1,29,27,1303
05/07/2020,Cortland,0,29,38,1341
05/08/2020,Cortland,0,29,96,1437
05/09/2020,Cortland,0,29,29,1466
05/10/2020,Cortland,0,29,27,1493
05/11/2020,Cortland,1,30,33,1526
05/12/2020,Cortland,1,31,40,1566
05/13/2020,Cortland,2,33,50,1616
05/14/2020,Cortland,0,33,95,1711
05/15/2020,Cortland,1,34,221,1932
05/16/2020,Cortland,0,34,140,2072
05/17/2020,Cortland,1,35,99,2171
05/18/2020,Cortland,1,36,62,2233
05/19/2020,Cortland,0,36,77,2310
05/20/2020,Cortland,0,36,144,2454
05/21/2020,Cortland,1,37,86,2540
05/22/2020,Cortland,1,38,223,2763
05/23/2020,Cortland,1,39,147,2910
05/24/2020,Cortland,0,39,221,3131
05/25/2020,Cortland,0,39,64,3195
05/26/2020,Cortland,0,39,82,3277
05/27/2020,Cortland,0,39,34,3311
05/28/2020,Cortland,0,39,207,3518
05/29/2020,Cortland,2,41,188,3706
05/30/2020,Cortland,0,41,261,3967
05/31/2020,Cortland,0,41,84,4051
06/01/2020,Cortland,0,41,128,4179
06/02/2020,Cortland,0,41,92,4271
06/03/2020,Cortland,0,41,130,4401
06/04/2020,Cortland,0,41,343,4744
06/05/2020,Cortland,0,41,294,5038
06/06/2020,Cortland,0,41,201,5239
06/07/2020,Cortland,1,42,179,5418
06/08/2020,Cortland,0,42,162,5580
06/09/2020,Cortland,0,42,153,5733
06/10/2020,Cortland,0,42,110,5843
06/11/2020,Cortland,0,42,258,6101
06/12/2020,Cortland,0,42,216,6317
06/13/2020,Cortland,0,42,174,6491
06/14/2020,Cortland,0,42,87,6578
06/15/2020,Cortland,0,42,155,6733
06/16/2020,Cortland,0,42,124,6857
06/17/2020,Cortland,2,44,107,6964
06/18/2020,Cortland,0,44,216,7180
06/19/2020,Cortland,0,44,251,7431
06/20/2020,Cortland,0,44,130,7561
06/21/2020,Cortland,0,44,84,7645
06/22/2020,Cortland,0,44,181,7826
06/23/2020,Cortland,0,44,90,7916
06/24/2020,Cortland,0,44,153,8069
06/25/2020,Cortland,0,44,106,8175
06/26/2020,Cortland,0,44,234,8409
06/27/2020,Cortland,2,46,234,8643
06/28/2020,Cortland,1,47,95,8738
06/29/2020,Cortland,0,47,144,8882
06/30/2020,Cortland,0,47,111,8993
07/01/2020,Cortland,0,47,138,9131
07/02/2020,Cortland,1,48,41,9172
07/03/2020,Cortland,2,50,135,9307
07/04/2020,Cortland,1,51,217,9524
07/05/2020,Cortland,1,52,55,9579
07/06/2020,Cortland,1,53,164,9743
07/07/2020,Cortland,1,54,137,9880
07/08/2020,Cortland,1,55,147,10027
07/09/2020,Cortland,1,56,92,10119
07/10/2020,Cortland,2,58,138,10257
07/11/2020,Cortland,0,58,278,10535
07/12/2020,Cortland,1,59,103,10638
07/13/2020,Cortland,0,59,143,10781
07/14/2020,Cortland,2,61,160,10941
07/15/2020,Cortland,2,63,85,11026
07/16/2020,Cortland,4,67,216,11242
07/17/2020,Cortland,1,68,285,11527
07/18/2020,Cortland,1,69,133,11660
07/19/2020,Cortland,0,69,83,11743
07/20/2020,Cortland,4,73,182,11925
07/21/2020,Cortland,4,77,398,12323
07/22/2020,Cortland,3,80,259,12582
07/23/2020,Cortland,2,82,98,12680
07/24/2020,Cortland,2,84,362,13042
07/25/2020,Cortland,1,85,212,13254
07/26/2020,Cortland,2,87,470,13724
07/27/2020,Cortland,2,89,267,13991
07/28/2020,Cortland,1,90,148,14139
07/29/2020,Cortland,0,90,166,14305
07/30/2020,Cortland,1,91,247,14552
07/31/2020,Cortland,0,91,168,14720
08/01/2020,Cortland,1,92,233,14953
08/02/2020,Cortland,0,92,103,15056
08/03/2020,Cortland,1,93,311,15367
08/04/2020,Cortland,1,94,88,15455
08/05/2020,Cortland,0,94,192,15647
08/06/2020,Cortland,1,95,148,15795
08/07/2020,Cortland,0,95,255,16050
08/08/2020,Cortland,0,95,149,16199
08/09/2020,Cortland,0,95,247,16446
08/10/2020,Cortland,0,95,327,16773
08/11/2020,Cortland,1,96,109,16882
08/12/2020,Cortland,1,97,187,17069
08/13/2020,Cortland,0,97,113,17182
08/14/2020,Cortland,0,97,211,17393
08/15/2020,Cortland,0,97,150,17543
08/16/2020,Cortland,0,97,112,17655
08/17/2020,Cortland,0,97,372,18027
08/18/2020,Cortland,0,97,143,18170
08/19/2020,Cortland,1,98,176,18346
08/20/2020,Cortland,0,98,168,18514
08/21/2020,Cortland,0,98,223,18737
08/22/2020,Cortland,0,98,106,18843
08/23/2020,Cortland,0,98,239,19082
08/24/2020,Cortland,0,98,103,19185
08/25/2020,Cortland,0,98,173,19358
08/26/2020,Cortland,0,98,82,19440
08/27/2020,Cortland,0,98,200,19640
08/28/2020,Cortland,0,98,196,19836
08/29/2020,Cortland,1,99,156,19992
08/30/2020,Cortland,1,100,93,20085
08/31/2020,Cortland,1,101,145,20230
09/01/2020,Cortland,1,102,92,20322
09/02/2020,Cortland,0,102,112,20434
09/03/2020,Cortland,0,102,231,20665
09/04/2020,Cortland,0,102,171,20836
09/05/2020,Cortland,1,103,223,21059
09/06/2020,Cortland,0,103,77,21136
09/07/2020,Cortland,0,103,224,21360
09/08/2020,Cortland,0,103,101,21461
09/09/2020,Cortland,1,104,98,21559
09/10/2020,Cortland,5,109,187,21746
09/11/2020,Cortland,10,119,378,22124
09/12/2020,Cortland,9,128,221,22345
09/13/2020,Cortland,4,132,193,22538
09/14/2020,Cortland,5,137,241,22779
09/15/2020,Cortland,0,137,279,23058
09/16/2020,Cortland,4,141,287,23345
09/17/2020,Cortland,9,150,279,23624
09/18/2020,Cortland,5,155,356,23980
09/19/2020,Cortland,4,159,305,24285
09/20/2020,Cortland,2,161,193,24478
09/21/2020,Cortland,1,162,167,24645
09/22/2020,Cortland,2,164,255,24900
09/23/2020,Cortland,3,167,172,25072
09/24/2020,Cortland,2,169,328,25400
09/25/2020,Cortland,2,171,376,25776
09/26/2020,Cortland,0,171,253,26029
09/27/2020,Cortland,0,171,176,26205
09/28/2020,Cortland,10,181,215,26420
09/29/2020,Cortland,3,184,858,27278
09/30/2020,Cortland,11,195,759,28037
10/01/2020,Cortland,3,198,350,28387
10/02/2020,Cortland,7,205,525,28912
10/03/2020,Cortland,18,223,411,29323
10/04/2020,Cortland,0,223,150,29473
10/05/2020,Cortland,14,237,166,29639
10/06/2020,Cortland,3,240,583,30222
10/07/2020,Cortland,20,260,347,30569
10/08/2020,Cortland,17,277,790,31359
03/01/2020,Delaware,0,0,0,0
03/02/2020,Delaware,0,0,0,0
03/03/2020,Delaware,0,0,0,0
03/04/2020,Delaware,0,0,0,0
03/05/2020,Delaware,0,0,0,0
03/06/2020,Delaware,0,0,0,0
03/07/2020,Delaware,0,0,0,0
03/08/2020,Delaware,0,0,0,0
03/09/2020,Delaware,0,0,1,1
03/10/2020,Delaware,0,0,1,2
03/11/2020,Delaware,0,0,2,4
03/12/2020,Delaware,1,1,1,5
03/13/2020,Delaware,0,1,1,6
03/14/2020,Delaware,0,1,1,7
03/15/2020,Delaware,0,1,5,12
03/16/2020,Delaware,0,1,0,12
03/17/2020,Delaware,0,1,0,12
03/18/2020,Delaware,0,1,1,13
03/19/2020,Delaware,0,1,4,17
03/20/2020,Delaware,0,1,8,25
03/21/2020,Delaware,2,3,10,35
03/22/2020,Delaware,0,3,10,45
03/23/2020,Delaware,0,3,5,50
03/24/2020,Delaware,2,5,5,55
03/25/2020,Delaware,2,7,12,67
03/26/2020,Delaware,1,8,7,74
03/27/2020,Delaware,0,8,13,87
03/28/2020,Delaware,0,8,4,91
03/29/2020,Delaware,3,11,12,103
03/30/2020,Delaware,5,16,11,114
03/31/2020,Delaware,4,20,13,127
04/01/2020,Delaware,2,22,7,134
04/02/2020,Delaware,2,24,9,143
04/03/2020,Delaware,2,26,18,161
04/04/2020,Delaware,1,27,12,173
04/05/2020,Delaware,2,29,28,201
04/06/2020,Delaware,7,36,30,231
04/07/2020,Delaware,1,37,16,247
04/08/2020,Delaware,0,37,22,269
04/09/2020,Delaware,2,39,20,289
04/10/2020,Delaware,0,39,17,306
04/11/2020,Delaware,0,39,10,316
04/12/2020,Delaware,3,42,14,330
04/13/2020,Delaware,3,45,48,378
04/14/2020,Delaware,1,46,7,385
04/15/2020,Delaware,1,47,9,394
04/16/2020,Delaware,1,48,10,404
04/17/2020,Delaware,1,49,8,412
04/18/2020,Delaware,0,49,10,422
04/19/2020,Delaware,0,49,5,427
04/20/2020,Delaware,0,49,3,430
04/21/2020,Delaware,1,50,18,448
04/22/2020,Delaware,0,50,21,469
04/23/2020,Delaware,1,51,15,484
04/24/2020,Delaware,7,58,135,619
04/25/2020,Delaware,0,58,35,654
04/26/2020,Delaware,0,58,21,675
04/27/2020,Delaware,1,59,16,691
04/28/2020,Delaware,1,60,14,705
04/29/2020,Delaware,1,61,24,729
04/30/2020,Delaware,0,61,24,753
05/01/2020,Delaware,0,61,29,782
05/02/2020,Delaware,0,61,28,810
05/03/2020,Delaware,1,62,54,864
05/04/2020,Delaware,0,62,31,895
05/05/2020,Delaware,0,62,30,925
05/06/2020,Delaware,1,63,30,955
05/07/2020,Delaware,0,63,24,979
05/08/2020,Delaware,0,63,30,1009
05/09/2020,Delaware,1,64,33,1042
05/10/2020,Delaware,1,65,19,1061
05/11/2020,Delaware,0,65,50,1111
05/12/2020,Delaware,1,66,53,1164
05/13/2020,Delaware,1,67,136,1300
05/14/2020,Delaware,0,67,120,1420
05/15/2020,Delaware,1,68,70,1490
05/16/2020,Delaware,1,69,51,1541
05/17/2020,Delaware,0,69,56,1597
05/18/2020,Delaware,0,69,65,1662
05/19/2020,Delaware,0,69,45,1707
05/20/2020,Delaware,2,71,65,1772
05/21/2020,Delaware,1,72,124,1896
05/22/2020,Delaware,2,74,51,1947
05/23/2020,Delaware,3,77,80,2027
05/24/2020,Delaware,0,77,44,2071
05/25/2020,Delaware,0,77,22,2093
05/26/2020,Delaware,1,78,205,2298
05/27/2020,Delaware,0,78,213,2511
05/28/2020,Delaware,1,79,156,2667
05/29/2020,Delaware,0,79,123,2790
05/30/2020,Delaware,0,79,209,2999
05/31/2020,Delaware,2,81,96,3095
06/01/2020,Delaware,1,82,138,3233
06/02/2020,Delaware,0,82,195,3428
06/03/2020,Delaware,0,82,171,3599
06/04/2020,Delaware,2,84,129,3728
06/05/2020,Delaware,1,85,217,3945
06/06/2020,Delaware,0,85,124,4069
06/07/2020,Delaware,0,85,164,4233
06/08/2020,Delaware,1,86,194,4427
06/09/2020,Delaware,1,87,198,4625
06/10/2020,Delaware,1,88,173,4798
06/11/2020,Delaware,0,88,92,4890
06/12/2020,Delaware,0,88,110,5000
06/13/2020,Delaware,0,88,181,5181
06/14/2020,Delaware,0,88,111,5292
06/15/2020,Delaware,0,88,206,5498
06/16/2020,Delaware,1,89,202,5700
06/17/2020,Delaware,0,89,116,5816
06/18/2020,Delaware,0,89,143,5959
06/19/2020,Delaware,1,90,144,6103
06/20/2020,Delaware,0,90,167,6270
06/21/2020,Delaware,0,90,134,6404
06/22/2020,Delaware,1,91,167,6571
06/23/2020,Delaware,0,91,91,6662
06/24/2020,Delaware,0,91,215,6877
06/25/2020,Delaware,0,91,69,6946
06/26/2020,Delaware,0,91,131,7077
06/27/2020,Delaware,0,91,220,7297
06/28/2020,Delaware,0,91,154,7451
06/29/2020,Delaware,0,91,147,7598
06/30/2020,Delaware,0,91,157,7755
07/01/2020,Delaware,0,91,106,7861
07/02/2020,Delaware,0,91,62,7923
07/03/2020,Delaware,0,91,73,7996
07/04/2020,Delaware,0,91,265,8261
07/05/2020,Delaware,0,91,85,8346
07/06/2020,Delaware,0,91,147,8493
07/07/2020,Delaware,0,91,50,8543
07/08/2020,Delaware,0,91,83,8626
07/09/2020,Delaware,0,91,78,8704
07/10/2020,Delaware,0,91,147,8851
07/11/2020,Delaware,1,92,247,9098
07/12/2020,Delaware,0,92,80,9178
07/13/2020,Delaware,0,92,111,9289
07/14/2020,Delaware,0,92,100,9389
07/15/2020,Delaware,0,92,117,9506
07/16/2020,Delaware,0,92,161,9667
07/17/2020,Delaware,1,93,193,9860
07/18/2020,Delaware,0,93,64,9924
07/19/2020,Delaware,0,93,105,10029
07/20/2020,Delaware,0,93,119,10148
07/21/2020,Delaware,0,93,187,10335
07/22/2020,Delaware,2,95,114,10449
07/23/2020,Delaware,2,97,120,10569
07/24/2020,Delaware,1,98,133,10702
07/25/2020,Delaware,0,98,77,10779
07/26/2020,Delaware,0,98,65,10844
07/27/2020,Delaware,1,99,110,10954
07/28/2020,Delaware,2,101,98,11052
07/29/2020,Delaware,0,101,186,11238
07/30/2020,Delaware,1,102,126,11364
07/31/2020,Delaware,1,103,156,11520
08/01/2020,Delaware,0,103,148,11668
08/02/2020,Delaware,1,104,134,11802
08/03/2020,Delaware,0,104,153,11955
08/04/2020,Delaware,0,104,130,12085
08/05/2020,Delaware,0,104,35,12120
08/06/2020,Delaware,0,104,163,12283
08/07/2020,Delaware,1,105,184,12467
08/08/2020,Delaware,0,105,150,12617
08/09/2020,Delaware,0,105,135,12752
08/10/2020,Delaware,1,106,273,13025
08/11/2020,Delaware,0,106,154,13179
08/12/2020,Delaware,1,107,139,13318
08/13/2020,Delaware,0,107,102,13420
08/14/2020,Delaware,0,107,169,13589
08/15/2020,Delaware,0,107,117,13706
08/16/2020,Delaware,0,107,80,13786
08/17/2020,Delaware,0,107,165,13951
08/18/2020,Delaware,1,108,173,14124
08/19/2020,Delaware,1,109,119,14243
08/20/2020,Delaware,0,109,146,14389
08/21/2020,Delaware,0,109,143,14532
08/22/2020,Delaware,0,109,177,14709
08/23/2020,Delaware,0,109,143,14852
08/24/2020,Delaware,0,109,112,14964
08/25/2020,Delaware,0,109,173,15137
08/26/2020,Delaware,1,110,131,15268
08/27/2020,Delaware,2,112,175,15443
08/28/2020,Delaware,0,112,120,15563
08/29/2020,Delaware,3,115,183,15746
08/30/2020,Delaware,0,115,90,15836
08/31/2020,Delaware,0,115,289,16125
09/01/2020,Delaware,5,120,159,16284
09/02/2020,Delaware,1,121,160,16444
09/03/2020,Delaware,0,121,382,16826
09/04/2020,Delaware,2,123,213,17039
09/05/2020,Delaware,0,123,134,17173
09/06/2020,Delaware,1,124,229,17402
09/07/2020,Delaware,1,125,165,17567
09/08/2020,Delaware,0,125,32,17599
09/09/2020,Delaware,0,125,69,17668
09/10/2020,Delaware,3,128,140,17808
09/11/2020,Delaware,0,128,213,18021
09/12/2020,Delaware,0,128,217,18238
09/13/2020,Delaware,0,128,169,18407
09/14/2020,Delaware,0,128,82,18489
09/15/2020,Delaware,1,129,86,18575
09/16/2020,Delaware,0,129,127,18702
09/17/2020,Delaware,0,129,132,18834
09/18/2020,Delaware,1,130,139,18973
09/19/2020,Delaware,0,130,217,19190
09/20/2020,Delaware,0,130,220,19410
09/21/2020,Delaware,1,131,205,19615
09/22/2020,Delaware,1,132,139,19754
09/23/2020,Delaware,1,133,122,19876
09/24/2020,Delaware,0,133,107,19983
09/25/2020,Delaware,0,133,232,20215
09/26/2020,Delaware,1,134,167,20382
09/27/2020,Delaware,1,135,171,20553
09/28/2020,Delaware,1,136,237,20790
09/29/2020,Delaware,0,136,510,21300
09/30/2020,Delaware,1,137,111,21411
10/01/2020,Delaware,1,138,129,21540
10/02/2020,Delaware,2,140,227,21767
10/03/2020,Delaware,1,141,170,21937
10/04/2020,Delaware,0,141,191,22128
10/05/2020,Delaware,2,143,139,22267
10/06/2020,Delaware,0,143,480,22747
10/07/2020,Delaware,1,144,159,22906
10/08/2020,Delaware,0,144,175,23081
03/01/2020,Dutchess,0,0,0,0
03/02/2020,Dutchess,0,0,0,0
03/03/2020,Dutchess,0,0,0,0
03/04/2020,Dutchess,0,0,0,0
03/05/2020,Dutchess,0,0,0,0
03/06/2020,Dutchess,0,0,0,0
03/07/2020,Dutchess,0,0,0,0
03/08/2020,Dutchess,0,0,0,0
03/09/2020,Dutchess,0,0,0,0
03/10/2020,Dutchess,0,0,2,2
03/11/2020,Dutchess,1,1,5,7
03/12/2020,Dutchess,0,1,3,10
03/13/2020,Dutchess,2,3,10,20
03/14/2020,Dutchess,4,7,17,37
03/15/2020,Dutchess,3,10,20,57
03/16/2020,Dutchess,6,16,32,89
03/17/2020,Dutchess,4,20,23,112
03/18/2020,Dutchess,11,31,107,219
03/19/2020,Dutchess,5,36,59,278
03/20/2020,Dutchess,13,49,205,483
03/21/2020,Dutchess,33,82,205,688
03/22/2020,Dutchess,18,100,135,823
03/23/2020,Dutchess,24,124,111,934
03/24/2020,Dutchess,29,153,146,1080
03/25/2020,Dutchess,37,190,209,1289
03/26/2020,Dutchess,35,225,155,1444
03/27/2020,Dutchess,37,262,200,1644
03/28/2020,Dutchess,58,320,195,1839
03/29/2020,Dutchess,72,392,227,2066
03/30/2020,Dutchess,92,484,300,2366
03/31/2020,Dutchess,63,547,196,2562
04/01/2020,Dutchess,120,667,330,2892
04/02/2020,Dutchess,142,809,415,3307
04/03/2020,Dutchess,129,938,447,3754
04/04/2020,Dutchess,139,1077,352,4106
04/05/2020,Dutchess,112,1189,338,4444
04/06/2020,Dutchess,60,1249,335,4779
04/07/2020,Dutchess,146,1395,462,5241
04/08/2020,Dutchess,98,1493,512,5753
04/09/2020,Dutchess,105,1598,509,6262
04/10/2020,Dutchess,146,1744,584,6846
04/11/2020,Dutchess,94,1838,431,7277
04/12/2020,Dutchess,43,1881,499,7776
04/13/2020,Dutchess,53,1934,566,8342
04/14/2020,Dutchess,114,2048,487,8829
04/15/2020,Dutchess,37,2085,314,9143
04/16/2020,Dutchess,57,2142,300,9443
04/17/2020,Dutchess,59,2201,381,9824
04/18/2020,Dutchess,39,2240,196,10020
04/19/2020,Dutchess,44,2284,357,10377
04/20/2020,Dutchess,47,2331,209,10586
04/21/2020,Dutchess,60,2391,313,10899
04/22/2020,Dutchess,69,2460,366,11265
04/23/2020,Dutchess,57,2517,374,11639
04/24/2020,Dutchess,143,2660,913,12552
04/25/2020,Dutchess,69,2729,485,13037
04/26/2020,Dutchess,64,2793,389,13426
04/27/2020,Dutchess,24,2817,223,13649
04/28/2020,Dutchess,64,2881,566,14215
04/29/2020,Dutchess,73,2954,427,14642
04/30/2020,Dutchess,48,3002,443,15085
05/01/2020,Dutchess,47,3049,473,15558
05/02/2020,Dutchess,37,3086,434,15992
05/03/2020,Dutchess,45,3131,370,16362
05/04/2020,Dutchess,20,3151,307,16669
05/05/2020,Dutchess,41,3192,370,17039
05/06/2020,Dutchess,41,3233,438,17477
05/07/2020,Dutchess,44,3277,482,17959
05/08/2020,Dutchess,42,3319,534,18493
05/09/2020,Dutchess,40,3359,471,18964
05/10/2020,Dutchess,19,3378,348,19312
05/11/2020,Dutchess,21,3399,216,19528
05/12/2020,Dutchess,30,3429,387,19915
05/13/2020,Dutchess,45,3474,459,20374
05/14/2020,Dutchess,24,3498,394,20768
05/15/2020,Dutchess,29,3527,627,21395
05/16/2020,Dutchess,16,3543,491,21886
05/17/2020,Dutchess,9,3552,337,22223
05/18/2020,Dutchess,158,3710,972,23195
05/19/2020,Dutchess,14,3724,536,23731
05/20/2020,Dutchess,21,3745,573,24304
05/21/2020,Dutchess,22,3767,556,24860
05/22/2020,Dutchess,26,3793,549,25409
05/23/2020,Dutchess,14,3807,874,26283
05/24/2020,Dutchess,18,3825,650,26933
05/25/2020,Dutchess,9,3834,301,27234
05/26/2020,Dutchess,13,3847,423,27657
05/27/2020,Dutchess,20,3867,911,28568
05/28/2020,Dutchess,20,3887,1257,29825
05/29/2020,Dutchess,12,3899,1265,31090
05/30/2020,Dutchess,10,3909,765,31855
05/31/2020,Dutchess,15,3924,1034,32889
06/01/2020,Dutchess,12,3936,936,33825
06/02/2020,Dutchess,15,3951,1003,34828
06/03/2020,Dutchess,11,3962,771,35599
06/04/2020,Dutchess,22,3984,1166,36765
06/05/2020,Dutchess,11,3995,1072,37837
06/06/2020,Dutchess,5,4000,793,38630
06/07/2020,Dutchess,6,4006,906,39536
06/08/2020,Dutchess,10,4016,717,40253
06/09/2020,Dutchess,6,4022,944,41197
06/10/2020,Dutchess,5,4027,1072,42269
06/11/2020,Dutchess,8,4035,1046,43315
06/12/2020,Dutchess,14,4049,1186,44501
06/13/2020,Dutchess,7,4056,766,45267
06/14/2020,Dutchess,12,4068,1161,46428
06/15/2020,Dutchess,7,4075,817,47245
06/16/2020,Dutchess,2,4077,841,48086
06/17/2020,Dutchess,11,4088,1071,49157
06/18/2020,Dutchess,22,4110,1206,50363
06/19/2020,Dutchess,17,4127,978,51341
06/20/2020,Dutchess,11,4138,1101,52442
06/21/2020,Dutchess,7,4145,781,53223
06/22/2020,Dutchess,5,4150,494,53717
06/23/2020,Dutchess,8,4158,595,54312
06/24/2020,Dutchess,18,4176,1245,55557
06/25/2020,Dutchess,3,4179,958,56515
06/26/2020,Dutchess,12,4191,1099,57614
06/27/2020,Dutchess,7,4198,828,58442
06/28/2020,Dutchess,3,4201,773,59215
06/29/2020,Dutchess,6,4207,422,59637
06/30/2020,Dutchess,6,4213,1015,60652
07/01/2020,Dutchess,12,4225,973,61625
07/02/2020,Dutchess,6,4231,967,62592
07/03/2020,Dutchess,7,4238,828,63420
07/04/2020,Dutchess,5,4243,1123,64543
07/05/2020,Dutchess,3,4246,1096,65639
07/06/2020,Dutchess,2,4248,772,66411
07/07/2020,Dutchess,2,4250,699,67110
07/08/2020,Dutchess,5,4255,1052,68162
07/09/2020,Dutchess,7,4262,1041,69203
07/10/2020,Dutchess,7,4269,1229,70432
07/11/2020,Dutchess,7,4276,1047,71479
07/12/2020,Dutchess,4,4280,839,72318
07/13/2020,Dutchess,38,4318,1153,73471
07/14/2020,Dutchess,19,4337,907,74378
07/15/2020,Dutchess,20,4357,1278,75656
07/16/2020,Dutchess,6,4363,1198,76854
07/17/2020,Dutchess,10,4373,1125,77979
07/18/2020,Dutchess,3,4376,802,78781
07/19/2020,Dutchess,0,4376,603,79384
07/20/2020,Dutchess,4,4380,852,80236
07/21/2020,Dutchess,7,4387,986,81222
07/22/2020,Dutchess,13,4400,1149,82371
07/23/2020,Dutchess,8,4408,1146,83517
07/24/2020,Dutchess,4,4412,1041,84558
07/25/2020,Dutchess,13,4425,921,85479
07/26/2020,Dutchess,15,4440,739,86218
07/27/2020,Dutchess,7,4447,1020,87238
07/28/2020,Dutchess,6,4453,1250,88488
07/29/2020,Dutchess,15,4468,1715,90203
07/30/2020,Dutchess,22,4490,1610,91813
07/31/2020,Dutchess,14,4504,1376,93189
08/01/2020,Dutchess,16,4520,1429,94618
08/02/2020,Dutchess,23,4543,1047,95665
08/03/2020,Dutchess,14,4557,796,96461
08/04/2020,Dutchess,11,4568,990,97451
08/05/2020,Dutchess,14,4582,1232,98683
08/06/2020,Dutchess,7,4589,992,99675
08/07/2020,Dutchess,11,4600,1191,100866
08/08/2020,Dutchess,7,4607,1244,102110
08/09/2020,Dutchess,6,4613,998,103108
08/10/2020,Dutchess,6,4619,885,103993
08/11/2020,Dutchess,12,4631,1114,105107
08/12/2020,Dutchess,9,4640,1362,106469
08/13/2020,Dutchess,15,4655,1549,108018
08/14/2020,Dutchess,13,4668,1797,109815
08/15/2020,Dutchess,18,4686,1581,111396
08/16/2020,Dutchess,14,4700,1177,112573
08/17/2020,Dutchess,4,4704,787,113360
08/18/2020,Dutchess,6,4710,1253,114613
08/19/2020,Dutchess,11,4721,1406,116019
08/20/2020,Dutchess,13,4734,1832,117851
08/21/2020,Dutchess,19,4753,1522,119373
08/22/2020,Dutchess,14,4767,1475,120848
08/23/2020,Dutchess,10,4777,1245,122093
08/24/2020,Dutchess,13,4790,1523,123616
08/25/2020,Dutchess,8,4798,1335,124951
08/26/2020,Dutchess,17,4815,2006,126957
08/27/2020,Dutchess,12,4827,1803,128760
08/28/2020,Dutchess,19,4846,2102,130862
08/29/2020,Dutchess,6,4852,1867,132729
08/30/2020,Dutchess,13,4865,1455,134184
08/31/2020,Dutchess,3,4868,1515,135699
09/01/2020,Dutchess,10,4878,1329,137028
09/02/2020,Dutchess,14,4892,1400,138428
09/03/2020,Dutchess,10,4902,1308,139736
09/04/2020,Dutchess,12,4914,1692,141428
09/05/2020,Dutchess,14,4928,1404,142832
09/06/2020,Dutchess,11,4939,992,143824
09/07/2020,Dutchess,5,4944,609,144433
09/08/2020,Dutchess,12,4956,867,145300
09/09/2020,Dutchess,6,4962,1341,146641
09/10/2020,Dutchess,13,4975,1436,148077
09/11/2020,Dutchess,9,4984,1632,149709
09/12/2020,Dutchess,2,4986,1298,151007
09/13/2020,Dutchess,8,4994,1157,152164
09/14/2020,Dutchess,12,5006,1047,153211
09/15/2020,Dutchess,8,5014,1186,154397
09/16/2020,Dutchess,28,5042,1294,155691
09/17/2020,Dutchess,8,5050,1205,156896
09/18/2020,Dutchess,3,5053,1444,158340
09/19/2020,Dutchess,6,5059,1591,159931
09/20/2020,Dutchess,17,5076,1090,161021
09/21/2020,Dutchess,8,5084,982,162003
09/22/2020,Dutchess,5,5089,910,162913
09/23/2020,Dutchess,16,5105,1303,164216
09/24/2020,Dutchess,3,5108,1388,165604
09/25/2020,Dutchess,7,5115,1346,166950
09/26/2020,Dutchess,5,5120,1218,168168
09/27/2020,Dutchess,4,5124,886,169054
09/28/2020,Dutchess,6,5130,896,169950
09/29/2020,Dutchess,7,5137,837,170787
09/30/2020,Dutchess,11,5148,1617,172404
10/01/2020,Dutchess,17,5165,2223,174627
