date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,us_admin2_code,us_county_fips,cnt_confirmed,cnt_deaths,cnt_recovered
2021-02-27,US,66,66,GU,00066,00066,7734,130,0
2021-02-27,US,69,69,MP,00069,00069,143,2,0
2021-02-27,US,78,78,VI,00078,00078,2646,25,0
2021-02-27,US,01,01,AL,01000,,0,0,0
2021-02-27,US,01,01,AL,01001,01001,6248,91,0
2021-02-27,US,01,01,AL,01003,01003,19714,283,0
2021-02-27,US,01,01,AL,01005,01005,2113,51,0
2021-02-27,US,01,01,AL,01007,01007,2449,60,0
2021-02-27,US,01,01,AL,01009,01009,6095,127,0
2021-02-27,US,01,01,AL,01011,01011,1167,36,0
2021-02-27,US,01,01,AL,01013,01013,1956,66,0
2021-02-27,US,01,01,AL,01015,01015,13232,286,0
2021-02-27,US,01,01,AL,01017,01017,3406,110,0
2021-02-27,US,01,01,AL,01019,01019,1768,38,0
2021-02-27,US,01,01,AL,01021,01021,3868,100,0
2021-02-27,US,01,01,AL,01023,01023,550,23,0
2021-02-27,US,01,01,AL,01025,01025,3436,50,0
2021-02-27,US,01,01,AL,01027,01027,1438,54,0
2021-02-27,US,01,01,AL,01029,01029,1373,39,0
2021-02-27,US,01,01,AL,01031,01031,5238,102,0
2021-02-27,US,01,01,AL,01033,01033,6000,118,0
2021-02-27,US,01,01,AL,01035,01035,1067,24,0
2021-02-27,US,01,01,AL,01037,01037,888,23,0
2021-02-27,US,01,01,AL,01039,01039,3953,106,0
2021-02-27,US,01,01,AL,01041,01041,1443,54,0
2021-02-27,US,01,01,AL,01043,01043,8891,181,0
2021-02-27,US,01,01,AL,01045,01045,4637,107,0
2021-02-27,US,01,01,AL,01047,01047,3401,141,0
2021-02-27,US,01,01,AL,01049,01049,8441,175,0
2021-02-27,US,01,01,AL,01051,01051,9371,185,0
2021-02-27,US,01,01,AL,01053,01053,3772,72,0
2021-02-27,US,01,01,AL,01055,01055,13163,319,0
2021-02-27,US,01,01,AL,01057,01057,2002,56,0
2021-02-27,US,01,01,AL,01059,01059,3989,77,0
2021-02-27,US,01,01,AL,01061,01061,2390,70,0
2021-02-27,US,01,01,AL,01063,01063,875,32,0
2021-02-27,US,01,01,AL,01065,01065,2094,68,0
2021-02-27,US,01,01,AL,01067,01067,1822,41,0
2021-02-27,US,01,01,AL,01069,01069,10073,261,0
2021-02-27,US,01,01,AL,01071,01071,6487,102,0
2021-02-27,US,01,01,AL,01073,01073,70906,1374,0
2021-02-27,US,01,01,AL,01075,01075,1325,33,0
2021-02-27,US,01,01,AL,01077,01077,8594,211,0
2021-02-27,US,01,01,AL,01079,01079,2826,84,0
2021-02-27,US,01,01,AL,01081,01081,14950,153,0
2021-02-27,US,01,01,AL,01083,01083,9353,134,0
2021-02-27,US,01,01,AL,01085,01085,1308,51,0
2021-02-27,US,01,01,AL,01087,01087,1417,43,0
2021-02-27,US,01,01,AL,01089,01089,32355,455,0
2021-02-27,US,01,01,AL,01091,01091,2353,55,0
2021-02-27,US,01,01,AL,01093,01093,2816,95,0
2021-02-27,US,01,01,AL,01095,01095,11250,209,0
2021-02-27,US,01,01,AL,01097,01097,36044,725,0
2021-02-27,US,01,01,AL,01099,01099,1661,39,0
2021-02-27,US,01,01,AL,01101,01101,22536,501,0
2021-02-27,US,01,01,AL,01103,01103,13641,251,0
2021-02-27,US,01,01,AL,01105,01105,1055,27,0
2021-02-27,US,01,01,AL,01107,01107,2244,54,0
2021-02-27,US,01,01,AL,01109,01109,2932,72,0
2021-02-27,US,01,01,AL,01111,01111,1636,40,0
2021-02-27,US,01,01,AL,01113,01113,4039,30,0
2021-02-27,US,01,01,AL,01115,01115,8813,223,0
2021-02-27,US,01,01,AL,01117,01117,21892,215,0
2021-02-27,US,01,01,AL,01119,01119,983,31,0
2021-02-27,US,01,01,AL,01121,01121,7511,163,0
2021-02-27,US,01,01,AL,01123,01123,3581,142,0
2021-02-27,US,01,01,AL,01125,01125,24093,410,0
2021-02-27,US,01,01,AL,01127,01127,6514,255,0
2021-02-27,US,01,01,AL,01129,01129,1564,35,0
2021-02-27,US,01,01,AL,01131,01131,1216,25,0
2021-02-27,US,01,01,AL,01133,01133,2465,67,0
2021-02-27,US,02,02,AK,02000,,259,0,0
2021-02-27,US,02,02,AK,02013,02013,362,1,0
2021-02-27,US,02,02,AK,02016,02016,557,0,0
2021-02-27,US,02,02,AK,02020,02020,26607,155,0
2021-02-27,US,02,02,AK,02050,02050,3559,18,0
2021-02-27,US,02,02,AK,02060,02060,0,0,0
2021-02-27,US,02,02,AK,02068,02068,73,0,0
2021-02-27,US,02,02,AK,02070,02070,203,1,0
2021-02-27,US,02,02,AK,02090,02090,6236,26,0
2021-02-27,US,02,02,AK,02100,02100,27,0,0
2021-02-27,US,02,02,AK,02110,02110,1243,5,0
2021-02-27,US,02,02,AK,02122,02122,4006,22,0
2021-02-27,US,02,02,AK,02130,02130,362,2,0
2021-02-27,US,02,02,AK,02150,02150,1056,5,0
2021-02-27,US,02,02,AK,02158,02158,1199,3,0
2021-02-27,US,02,02,AK,02164,02164,177,0,0
2021-02-27,US,02,02,AK,02170,02170,8577,34,0
2021-02-27,US,02,02,AK,02180,02180,326,0,0
2021-02-27,US,02,02,AK,02185,02185,1008,4,0
2021-02-27,US,02,02,AK,02188,02188,588,1,0
2021-02-27,US,02,02,AK,02195,02195,85,1,0
2021-02-27,US,02,02,AK,02198,02198,77,1,0
2021-02-27,US,02,02,AK,02220,02220,314,0,0
2021-02-27,US,02,02,AK,02230,02230,20,0,0
2021-02-27,US,02,02,AK,02240,02240,452,3,0
2021-02-27,US,02,02,AK,02261,02261,458,3,0
2021-02-27,US,02,02,AK,02275,02275,29,0,0
2021-02-27,US,02,02,AK,02282,02282,68,1,0
2021-02-27,US,02,02,AK,02290,02290,335,4,0
2021-02-27,US,04,04,AZ,04000,,2,0,0
2021-02-27,US,04,04,AZ,04001,04001,10444,381,0
2021-02-27,US,04,04,AZ,04003,04003,11176,266,0
2021-02-27,US,04,04,AZ,04005,04005,16508,311,0
2021-02-27,US,04,04,AZ,04007,04007,6394,214,0
2021-02-27,US,04,04,AZ,04009,04009,5289,73,0
2021-02-27,US,04,04,AZ,04011,04011,558,10,0
2021-02-27,US,04,04,AZ,04012,04012,2394,71,0
2021-02-27,US,04,04,AZ,04013,04013,509683,9107,0
2021-02-27,US,04,04,AZ,04015,04015,21137,643,0
2021-02-27,US,04,04,AZ,04017,04017,15604,491,0
2021-02-27,US,04,04,AZ,04019,04019,109320,2216,0
2021-02-27,US,04,04,AZ,04021,04021,46130,767,0
2021-02-27,US,04,04,AZ,04023,04023,7630,168,0
2021-02-27,US,04,04,AZ,04025,04025,17027,460,0
2021-02-27,US,04,04,AZ,04027,04027,36411,789,0
2021-02-27,US,05,05,AR,05000,,2761,0,0
2021-02-27,US,05,05,AR,05001,05001,1980,38,0
2021-02-27,US,05,05,AR,05003,05003,1778,33,0
2021-02-27,US,05,05,AR,05005,05005,2828,94,0
2021-02-27,US,05,05,AR,05007,05007,27143,386,0
2021-02-27,US,05,05,AR,05009,05009,3636,79,0
2021-02-27,US,05,05,AR,05011,05011,1322,31,0
2021-02-27,US,05,05,AR,05013,05013,392,3,0
2021-02-27,US,05,05,AR,05015,05015,2718,41,0
2021-02-27,US,05,05,AR,05017,05017,1587,40,0
2021-02-27,US,05,05,AR,05019,05019,2034,37,0
2021-02-27,US,05,05,AR,05021,05021,1680,46,0
2021-02-27,US,05,05,AR,05023,05023,1874,68,0
2021-02-27,US,05,05,AR,05025,05025,916,23,0
2021-02-27,US,05,05,AR,05027,05027,2152,54,0
2021-02-27,US,05,05,AR,05029,05029,2145,31,0
2021-02-27,US,05,05,AR,05031,05031,12753,178,0
2021-02-27,US,05,05,AR,05033,05033,6756,107,0
2021-02-27,US,05,05,AR,05035,05035,5675,94,0
2021-02-27,US,05,05,AR,05037,05037,1900,48,0
2021-02-27,US,05,05,AR,05039,05039,725,12,0
2021-02-27,US,05,05,AR,05041,05041,1332,21,0
2021-02-27,US,05,05,AR,05043,05043,1953,35,0
2021-02-27,US,05,05,AR,05045,05045,11700,155,0
2021-02-27,US,05,05,AR,05047,05047,1630,34,0
2021-02-27,US,05,05,AR,05049,05049,1074,47,0
2021-02-27,US,05,05,AR,05051,05051,9656,233,0
2021-02-27,US,05,05,AR,05053,05053,1562,32,0
2021-02-27,US,05,05,AR,05055,05055,5809,75,0
2021-02-27,US,05,05,AR,05057,05057,1839,18,0
2021-02-27,US,05,05,AR,05059,05059,4846,68,0
2021-02-27,US,05,05,AR,05061,05061,1535,24,0
2021-02-27,US,05,05,AR,05063,05063,3659,121,0
2021-02-27,US,05,05,AR,05065,05065,1652,40,0
