date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,us_admin2_code,us_county_fips,cnt_confirmed,cnt_deaths,cnt_recovered
2021-12-21,US,60,60,AS,00060,00060,10,0,0
2021-12-21,US,66,66,GU,00066,00066,19407,270,0
2021-12-21,US,69,69,MP,00069,00069,2580,8,0
2021-12-21,US,78,78,VI,00078,00078,7726,88,0
2021-12-21,US,01,01,AL,01000,,0,0,0
2021-12-21,US,01,01,AL,01001,01001,10692,160,0
2021-12-21,US,01,01,AL,01003,01003,38569,592,0
2021-12-21,US,01,01,AL,01005,01005,3725,81,0
2021-12-21,US,01,01,AL,01007,01007,4406,95,0
2021-12-21,US,01,01,AL,01009,01009,10990,197,0
2021-12-21,US,01,01,AL,01011,01011,1545,46,0
2021-12-21,US,01,01,AL,01013,01013,3494,102,0
2021-12-21,US,01,01,AL,01015,01015,22825,526,0
2021-12-21,US,01,01,AL,01017,01017,5880,145,0
2021-12-21,US,01,01,AL,01019,01019,3272,64,0
2021-12-21,US,01,01,AL,01021,01021,7225,172,0
2021-12-21,US,01,01,AL,01023,01023,962,30,0
2021-12-21,US,01,01,AL,01025,01025,4878,87,0
2021-12-21,US,01,01,AL,01027,01027,2562,69,0
2021-12-21,US,01,01,AL,01029,01029,2573,60,0
2021-12-21,US,01,01,AL,01031,01031,9526,194,0
2021-12-21,US,01,01,AL,01033,01033,9476,213,0
2021-12-21,US,01,01,AL,01035,01035,1948,62,0
2021-12-21,US,01,01,AL,01037,01037,1894,48,0
2021-12-21,US,01,01,AL,01039,01039,7054,199,0
2021-12-21,US,01,01,AL,01041,01041,2644,79,0
2021-12-21,US,01,01,AL,01043,01043,16513,307,0
2021-12-21,US,01,01,AL,01045,01045,9148,193,0
2021-12-21,US,01,01,AL,01047,01047,5363,212,0
2021-12-21,US,01,01,AL,01049,01049,13272,276,0
2021-12-21,US,01,01,AL,01051,01051,16233,296,0
2021-12-21,US,01,01,AL,01053,01053,7003,148,0
2021-12-21,US,01,01,AL,01055,01055,20248,526,0
2021-12-21,US,01,01,AL,01057,01057,3363,86,0
2021-12-21,US,01,01,AL,01059,01059,6452,109,0
2021-12-21,US,01,01,AL,01061,01061,4709,137,0
2021-12-21,US,01,01,AL,01063,01063,1316,45,0
2021-12-21,US,01,01,AL,01065,01065,3235,89,0
2021-12-21,US,01,01,AL,01067,01067,3263,66,0
2021-12-21,US,01,01,AL,01069,01069,18034,429,0
2021-12-21,US,01,01,AL,01071,01071,10398,200,0
2021-12-21,US,01,01,AL,01073,01073,117886,2021,0
2021-12-21,US,01,01,AL,01075,01075,2560,56,0
2021-12-21,US,01,01,AL,01077,01077,15309,312,0
2021-12-21,US,01,01,AL,01079,01079,4922,133,0
2021-12-21,US,01,01,AL,01081,01081,25964,269,0
2021-12-21,US,01,01,AL,01083,01083,16467,227,0
2021-12-21,US,01,01,AL,01085,01085,1790,68,0
2021-12-21,US,01,01,AL,01087,01087,2500,68,0
2021-12-21,US,01,01,AL,01089,01089,54600,755,0
2021-12-21,US,01,01,AL,01091,01091,3440,93,0
2021-12-21,US,01,01,AL,01093,01093,5486,132,0
2021-12-21,US,01,01,AL,01095,01095,19116,321,0
2021-12-21,US,01,01,AL,01097,01097,75014,1391,0
2021-12-21,US,01,01,AL,01099,01099,3399,66,0
2021-12-21,US,01,01,AL,01101,01101,35080,790,0
2021-12-21,US,01,01,AL,01103,01103,22945,420,0
2021-12-21,US,01,01,AL,01105,01105,1424,41,0
2021-12-21,US,01,01,AL,01107,01107,3384,91,0
2021-12-21,US,01,01,AL,01109,01109,5199,111,0
2021-12-21,US,01,01,AL,01111,01111,3435,67,0
2021-12-21,US,01,01,AL,01113,01113,7206,66,0
2021-12-21,US,01,01,AL,01115,01115,17232,364,0
2021-12-21,US,01,01,AL,01117,01117,39051,378,0
2021-12-21,US,01,01,AL,01119,01119,1413,42,0
2021-12-21,US,01,01,AL,01121,01121,14455,304,0
2021-12-21,US,01,01,AL,01123,01123,7449,204,0
2021-12-21,US,01,01,AL,01125,01125,36591,649,0
2021-12-21,US,01,01,AL,01127,01127,12410,388,0
2021-12-21,US,01,01,AL,01129,01129,2578,51,0
2021-12-21,US,01,01,AL,01131,01131,1799,38,0
2021-12-21,US,01,01,AL,01133,01133,4856,112,0
2021-12-21,US,02,02,AK,02000,,539,1,0
2021-12-21,US,02,02,AK,02013,02013,452,3,0
2021-12-21,US,02,02,AK,02016,02016,949,2,0
2021-12-21,US,02,02,AK,02020,02020,62791,420,0
2021-12-21,US,02,02,AK,02050,02050,6912,28,0
2021-12-21,US,02,02,AK,02060,02060,0,0,0
2021-12-21,US,02,02,AK,02063,02063,1242,9,0
2021-12-21,US,02,02,AK,02066,02066,706,3,0
2021-12-21,US,02,02,AK,02068,02068,297,1,0
2021-12-21,US,02,02,AK,02070,02070,990,10,0
2021-12-21,US,02,02,AK,02090,02090,17507,114,0
2021-12-21,US,02,02,AK,02100,02100,247,1,0
2021-12-21,US,02,02,AK,02110,02110,4351,15,0
2021-12-21,US,02,02,AK,02122,02122,12162,80,0
2021-12-21,US,02,02,AK,02130,02130,2298,14,0
2021-12-21,US,02,02,AK,02150,02150,2733,10,0
2021-12-21,US,02,02,AK,02158,02158,2405,9,0
2021-12-21,US,02,02,AK,02164,02164,562,1,0
2021-12-21,US,02,02,AK,02170,02170,24959,163,0
2021-12-21,US,02,02,AK,02180,02180,2361,3,0
2021-12-21,US,02,02,AK,02185,02185,2916,9,0
2021-12-21,US,02,02,AK,02188,02188,2382,10,0
2021-12-21,US,02,02,AK,02195,02195,539,3,0
2021-12-21,US,02,02,AK,02198,02198,638,6,0
2021-12-21,US,02,02,AK,02220,02220,1294,6,0
2021-12-21,US,02,02,AK,02230,02230,94,0,0
2021-12-21,US,02,02,AK,02240,02240,1399,13,0
2021-12-21,US,02,02,AK,02261,02261,0,0,0
2021-12-21,US,02,02,AK,02275,02275,227,1,0
2021-12-21,US,02,02,AK,02282,02282,288,3,0
2021-12-21,US,02,02,AK,02290,02290,822,8,0
2021-12-21,US,04,04,AZ,04000,,0,0,0
2021-12-21,US,04,04,AZ,04001,04001,15924,536,0
2021-12-21,US,04,04,AZ,04003,04003,19599,448,0
2021-12-21,US,04,04,AZ,04005,04005,26808,405,0
2021-12-21,US,04,04,AZ,04007,04007,11886,298,0
2021-12-21,US,04,04,AZ,04009,04009,8871,150,0
2021-12-21,US,04,04,AZ,04011,04011,1441,26,0
2021-12-21,US,04,04,AZ,04012,04012,3566,105,0
2021-12-21,US,04,04,AZ,04013,04013,844498,13457,0
2021-12-21,US,04,04,AZ,04015,04015,38046,1133,0
2021-12-21,US,04,04,AZ,04017,04017,26309,733,0
2021-12-21,US,04,04,AZ,04019,04019,168481,3094,0
2021-12-21,US,04,04,AZ,04021,04021,86472,1273,0
2021-12-21,US,04,04,AZ,04023,04023,10288,204,0
2021-12-21,US,04,04,AZ,04025,04025,35470,918,0
2021-12-21,US,04,04,AZ,04027,04027,43718,962,0
2021-12-21,US,05,05,AR,05000,,6142,0,0
2021-12-21,US,05,05,AR,05001,05001,3583,62,0
2021-12-21,US,05,05,AR,05003,05003,3286,53,0
2021-12-21,US,05,05,AR,05005,05005,6506,196,0
2021-12-21,US,05,05,AR,05007,05007,45300,668,0
2021-12-21,US,05,05,AR,05009,05009,6810,134,0
2021-12-21,US,05,05,AR,05011,05011,2053,42,0
2021-12-21,US,05,05,AR,05013,05013,615,8,0
2021-12-21,US,05,05,AR,05015,05015,4522,80,0
2021-12-21,US,05,05,AR,05017,05017,2052,48,0
2021-12-21,US,05,05,AR,05019,05019,3440,65,0
2021-12-21,US,05,05,AR,05021,05021,2904,77,0
2021-12-21,US,05,05,AR,05023,05023,4167,99,0
2021-12-21,US,05,05,AR,05025,05025,1480,33,0
2021-12-21,US,05,05,AR,05027,05027,3473,75,0
2021-12-21,US,05,05,AR,05029,05029,3399,48,0
2021-12-21,US,05,05,AR,05031,05031,23200,252,0
2021-12-21,US,05,05,AR,05033,05033,11323,190,0
2021-12-21,US,05,05,AR,05035,05035,9192,186,0
2021-12-21,US,05,05,AR,05037,05037,3095,70,0
2021-12-21,US,05,05,AR,05039,05039,1160,19,0
2021-12-21,US,05,05,AR,05041,05041,1986,35,0
2021-12-21,US,05,05,AR,05043,05043,3015,56,0
2021-12-21,US,05,05,AR,05045,05045,21118,233,0
2021-12-21,US,05,05,AR,05047,05047,2867,58,0
2021-12-21,US,05,05,AR,05049,05049,2000,76,0
2021-12-21,US,05,05,AR,05051,05051,16494,412,0
2021-12-21,US,05,05,AR,05053,05053,2988,52,0
2021-12-21,US,05,05,AR,05055,05055,10747,130,0
2021-12-21,US,05,05,AR,05057,05057,3132,46,0
2021-12-21,US,05,05,AR,05059,05059,7935,113,0
2021-12-21,US,05,05,AR,05061,05061,2620,39,0
2021-12-21,US,05,05,AR,05063,05063,7184,170,0
2021-12-21,US,05,05,AR,05065,05065,2824,57,0
2021-12-21,US,05,05,AR,05067,05067,4683,47,0
2021-12-21,US,05,05,AR,05069,05069,12622,234,0
2021-12-21,US,05,05,AR,05071,05071,4813,61,0
2021-12-21,US,05,05,AR,05073,05073,880,28,0
2021-12-21,US,05,05,AR,05075,05075,3608,62,0
2021-12-21,US,05,05,AR,05077,05077,2237,54,0
2021-12-21,US,05,05,AR,05079,05079,3790,58,0
2021-12-21,US,05,05,AR,05081,05081,2151,84,0
2021-12-21,US,05,05,AR,05083,05083,3804,53,0
2021-12-21,US,05,05,AR,05085,05085,12849,178,0
2021-12-21,US,05,05,AR,05087,05087,2837,44,0
2021-12-21,US,05,05,AR,05089,05089,2521,69,0
2021-12-21,US,05,05,AR,05091,05091,6786,151,0
2021-12-21,US,05,05,AR,05093,05093,8951,156,0
2021-12-21,US,05,05,AR,05095,05095,1225,26,0
2021-12-21,US,05,05,AR,05097,05097,1183,50,0
2021-12-21,US,05,05,AR,05099,05099,1442,42,0
2021-12-21,US,05,05,AR,05101,05101,1317,43,0
2021-12-21,US,05,05,AR,05103,05103,3569,88,0
2021-12-21,US,05,05,AR,05105,05105,1645,24,0
2021-12-21,US,05,05,AR,05107,05107,3311,79,0
2021-12-21,US,05,05,AR,05109,05109,1809,39,0
2021-12-21,US,05,05,AR,05111,05111,5307,104,0
2021-12-21,US,05,05,AR,05113,05113,3048,122,0
2021-12-21,US,05,05,AR,05115,05115,12629,162,0
2021-12-21,US,05,05,AR,05117,05117,1322,30,0
2021-12-21,US,05,05,AR,05119,05119,61565,958,0
2021-12-21,US,05,05,AR,05121,05121,3626,65,0
2021-12-21,US,05,05,AR,05123,05123,4963,72,0
2021-12-21,US,05,05,AR,05125,05125,19497,253,0
2021-12-21,US,05,05,AR,05127,05127,1803,33,0
2021-12-21,US,05,05,AR,05129,05129,1390,27,0
2021-12-21,US,05,05,AR,05131,05131,23928,413,0
