date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,us_admin2_code,us_county_fips,cnt_confirmed,cnt_deaths,cnt_recovered
2021-01-16,US,66,66,GU,00066,00066,7474,125,0
2021-01-16,US,69,69,MP,00069,00069,128,2,0
2021-01-16,US,78,78,VI,00078,00078,2166,24,0
2021-01-16,US,01,01,AL,01000,,0,0,0
2021-01-16,US,01,01,AL,01001,01001,5154,55,0
2021-01-16,US,01,01,AL,01003,01003,16176,182,0
2021-01-16,US,01,01,AL,01005,01005,1723,36,0
2021-01-16,US,01,01,AL,01007,01007,2144,47,0
2021-01-16,US,01,01,AL,01009,01009,5292,83,0
2021-01-16,US,01,01,AL,01011,01011,987,28,0
2021-01-16,US,01,01,AL,01013,01013,1684,58,0
2021-01-16,US,01,01,AL,01015,01015,11078,200,0
2021-01-16,US,01,01,AL,01017,01017,2818,69,0
2021-01-16,US,01,01,AL,01019,01019,1600,30,0
2021-01-16,US,01,01,AL,01021,01021,3353,65,0
2021-01-16,US,01,01,AL,01023,01023,512,24,0
2021-01-16,US,01,01,AL,01025,01025,2796,33,0
2021-01-16,US,01,01,AL,01027,01027,1261,45,0
2021-01-16,US,01,01,AL,01029,01029,1172,23,0
2021-01-16,US,01,01,AL,01031,01031,4381,56,0
2021-01-16,US,01,01,AL,01033,01033,5298,73,0
2021-01-16,US,01,01,AL,01035,01035,942,20,0
2021-01-16,US,01,01,AL,01037,01037,605,15,0
2021-01-16,US,01,01,AL,01039,01039,3269,68,0
2021-01-16,US,01,01,AL,01041,01041,1186,44,0
2021-01-16,US,01,01,AL,01043,01043,7999,105,0
2021-01-16,US,01,01,AL,01045,01045,3943,81,0
2021-01-16,US,01,01,AL,01047,01047,3028,96,0
2021-01-16,US,01,01,AL,01049,01049,7671,97,0
2021-01-16,US,01,01,AL,01051,01051,7783,101,0
2021-01-16,US,01,01,AL,01053,01053,3161,42,0
2021-01-16,US,01,01,AL,01055,01055,11687,168,0
2021-01-16,US,01,01,AL,01057,01057,1671,26,0
2021-01-16,US,01,01,AL,01059,01059,3652,48,0
2021-01-16,US,01,01,AL,01061,01061,1995,35,0
2021-01-16,US,01,01,AL,01063,01063,757,23,0
2021-01-16,US,01,01,AL,01065,01065,1754,42,0
2021-01-16,US,01,01,AL,01067,01067,1527,21,0
2021-01-16,US,01,01,AL,01069,01069,8556,148,0
2021-01-16,US,01,01,AL,01071,01071,5788,41,0
2021-01-16,US,01,01,AL,01073,01073,61755,921,0
2021-01-16,US,01,01,AL,01075,01075,1175,19,0
2021-01-16,US,01,01,AL,01077,01077,7528,83,0
2021-01-16,US,01,01,AL,01079,01079,2425,47,0
2021-01-16,US,01,01,AL,01081,01081,12393,101,0
2021-01-16,US,01,01,AL,01083,01083,7962,74,0
2021-01-16,US,01,01,AL,01085,01085,1095,35,0
2021-01-16,US,01,01,AL,01087,01087,1143,35,0
2021-01-16,US,01,01,AL,01089,01089,26852,186,0
2021-01-16,US,01,01,AL,01091,01091,1978,29,0
2021-01-16,US,01,01,AL,01093,01093,2446,50,0
2021-01-16,US,01,01,AL,01095,01095,10158,107,0
2021-01-16,US,01,01,AL,01097,01097,30058,548,0
2021-01-16,US,01,01,AL,01099,01099,1450,17,0
2021-01-16,US,01,01,AL,01101,01101,18876,305,0
2021-01-16,US,01,01,AL,01103,01103,12175,113,0
2021-01-16,US,01,01,AL,01105,01105,969,19,0
2021-01-16,US,01,01,AL,01107,01107,1962,31,0
2021-01-16,US,01,01,AL,01109,01109,2476,29,0
2021-01-16,US,01,01,AL,01111,01111,1388,35,0
2021-01-16,US,01,01,AL,01113,01113,3268,10,0
2021-01-16,US,01,01,AL,01115,01115,7502,120,0
2021-01-16,US,01,01,AL,01117,01117,18421,114,0
2021-01-16,US,01,01,AL,01119,01119,888,26,0
2021-01-16,US,01,01,AL,01121,01121,6145,108,0
2021-01-16,US,01,01,AL,01123,01123,2607,107,0
2021-01-16,US,01,01,AL,01125,01125,20652,266,0
2021-01-16,US,01,01,AL,01127,01127,5880,174,0
2021-01-16,US,01,01,AL,01129,01129,1370,26,0
2021-01-16,US,01,01,AL,01131,01131,1026,21,0
2021-01-16,US,01,01,AL,01133,01133,2255,35,0
2021-01-16,US,02,02,AK,02000,,222,0,0
2021-01-16,US,02,02,AK,02013,02013,40,0,0
2021-01-16,US,02,02,AK,02016,02016,245,0,0
2021-01-16,US,02,02,AK,02020,02020,24589,129,0
2021-01-16,US,02,02,AK,02050,02050,2931,12,0
2021-01-16,US,02,02,AK,02060,02060,0,0,0
2021-01-16,US,02,02,AK,02068,02068,63,0,0
2021-01-16,US,02,02,AK,02070,02070,150,1,0
2021-01-16,US,02,02,AK,02090,02090,5596,23,0
2021-01-16,US,02,02,AK,02100,02100,23,0,0
2021-01-16,US,02,02,AK,02110,02110,1100,5,0
2021-01-16,US,02,02,AK,02122,02122,3829,19,0
2021-01-16,US,02,02,AK,02130,02130,269,1,0
2021-01-16,US,02,02,AK,02150,02150,998,2,0
2021-01-16,US,02,02,AK,02158,02158,974,3,0
2021-01-16,US,02,02,AK,02164,02164,163,0,0
2021-01-16,US,02,02,AK,02170,02170,7126,18,0
2021-01-16,US,02,02,AK,02180,02180,294,0,0
2021-01-16,US,02,02,AK,02185,02185,955,3,0
2021-01-16,US,02,02,AK,02188,02188,516,0,0
2021-01-16,US,02,02,AK,02195,02195,46,1,0
2021-01-16,US,02,02,AK,02198,02198,75,1,0
2021-01-16,US,02,02,AK,02220,02220,290,0,0
2021-01-16,US,02,02,AK,02230,02230,16,0,0
2021-01-16,US,02,02,AK,02240,02240,411,3,0
2021-01-16,US,02,02,AK,02261,02261,396,3,0
2021-01-16,US,02,02,AK,02275,02275,25,0,0
2021-01-16,US,02,02,AK,02282,02282,61,1,0
2021-01-16,US,02,02,AK,02290,02290,250,4,0
2021-01-16,US,04,04,AZ,04000,,0,0,0
2021-01-16,US,04,04,AZ,04001,04001,8569,277,0
2021-01-16,US,04,04,AZ,04003,04003,9540,191,0
2021-01-16,US,04,04,AZ,04005,04005,13802,245,0
2021-01-16,US,04,04,AZ,04007,04007,5333,166,0
2021-01-16,US,04,04,AZ,04009,04009,4316,58,0
2021-01-16,US,04,04,AZ,04011,04011,479,4,0
2021-01-16,US,04,04,AZ,04012,04012,1995,45,0
2021-01-16,US,04,04,AZ,04013,04013,413282,6437,0
2021-01-16,US,04,04,AZ,04015,04015,16623,437,0
2021-01-16,US,04,04,AZ,04017,04017,13193,392,0
2021-01-16,US,04,04,AZ,04019,04019,88878,1421,0
2021-01-16,US,04,04,AZ,04021,04021,36552,487,0
2021-01-16,US,04,04,AZ,04023,04023,7001,131,0
2021-01-16,US,04,04,AZ,04025,04025,14602,325,0
2021-01-16,US,04,04,AZ,04027,04027,32736,632,0
2021-01-16,US,05,05,AR,05000,,2824,0,0
2021-01-16,US,05,05,AR,05001,05001,1549,35,0
2021-01-16,US,05,05,AR,05003,05003,1480,24,0
2021-01-16,US,05,05,AR,05005,05005,2464,85,0
2021-01-16,US,05,05,AR,05007,05007,22931,306,0
2021-01-16,US,05,05,AR,05009,05009,2996,72,0
2021-01-16,US,05,05,AR,05011,05011,1154,24,0
2021-01-16,US,05,05,AR,05013,05013,289,2,0
2021-01-16,US,05,05,AR,05015,05015,2400,34,0
2021-01-16,US,05,05,AR,05017,05017,1502,35,0
2021-01-16,US,05,05,AR,05019,05019,1643,30,0
2021-01-16,US,05,05,AR,05021,05021,1476,39,0
2021-01-16,US,05,05,AR,05023,05023,1601,45,0
2021-01-16,US,05,05,AR,05025,05025,681,23,0
2021-01-16,US,05,05,AR,05027,05027,1787,46,0
2021-01-16,US,05,05,AR,05029,05029,1767,21,0
2021-01-16,US,05,05,AR,05031,05031,11501,150,0
2021-01-16,US,05,05,AR,05033,05033,5543,74,0
2021-01-16,US,05,05,AR,05035,05035,5029,79,0
2021-01-16,US,05,05,AR,05037,05037,1696,39,0
2021-01-16,US,05,05,AR,05039,05039,609,12,0
2021-01-16,US,05,05,AR,05041,05041,1086,14,0
2021-01-16,US,05,05,AR,05043,05043,1700,26,0
2021-01-16,US,05,05,AR,05045,05045,9557,118,0
2021-01-16,US,05,05,AR,05047,05047,1330,28,0
2021-01-16,US,05,05,AR,05049,05049,996,38,0
2021-01-16,US,05,05,AR,05051,05051,7472,184,0
2021-01-16,US,05,05,AR,05053,05053,1266,23,0
2021-01-16,US,05,05,AR,05055,05055,5090,59,0
2021-01-16,US,05,05,AR,05057,05057,1454,11,0
2021-01-16,US,05,05,AR,05059,05059,4081,61,0
2021-01-16,US,05,05,AR,05061,05061,1245,19,0
2021-01-16,US,05,05,AR,05063,05063,3250,106,0
2021-01-16,US,05,05,AR,05065,05065,1474,26,0
2021-01-16,US,05,05,AR,05067,05067,2982,28,0
2021-01-16,US,05,05,AR,05069,05069,7428,139,0
2021-01-16,US,05,05,AR,05071,05071,2282,26,0
2021-01-16,US,05,05,AR,05073,05073,392,6,0
2021-01-16,US,05,05,AR,05075,05075,1801,40,0
2021-01-16,US,05,05,AR,05077,05077,1550,29,0
2021-01-16,US,05,05,AR,05079,05079,2949,29,0
2021-01-16,US,05,05,AR,05081,05081,951,39,0
2021-01-16,US,05,05,AR,05083,05083,1784,13,0
2021-01-16,US,05,05,AR,05085,05085,5239,96,0
2021-01-16,US,05,05,AR,05087,05087,1198,15,0
2021-01-16,US,05,05,AR,05089,05089,792,26,0
2021-01-16,US,05,05,AR,05091,05091,3130,26,0
2021-01-16,US,05,05,AR,05093,05093,4877,101,0
2021-01-16,US,05,05,AR,05095,05095,599,11,0
2021-01-16,US,05,05,AR,05097,05097,619,22,0
2021-01-16,US,05,05,AR,05099,05099,645,22,0
