date_stamp,iso3166_1,subdivision_code,us_state_fips,us_state_postal,us_admin2_code,us_county_fips,cnt_confirmed,cnt_deaths,cnt_recovered
2022-03-09,US,60,60,AS,00060,00060,352,0,0
2022-03-09,US,66,66,GU,00066,00066,46000,335,0
2022-03-09,US,69,69,MP,00069,00069,10284,30,0
2022-03-09,US,78,78,VI,00078,00078,15444,109,0
2022-03-09,US,01,01,AL,01000,,0,0,0
2022-03-09,US,01,01,AL,01001,01001,15555,205,0
2022-03-09,US,01,01,AL,01003,01003,55142,657,0
2022-03-09,US,01,01,AL,01005,01005,5456,94,0
2022-03-09,US,01,01,AL,01007,01007,6398,99,0
2022-03-09,US,01,01,AL,01009,01009,14856,227,0
2022-03-09,US,01,01,AL,01011,01011,2283,51,0
2022-03-09,US,01,01,AL,01013,01013,5041,124,0
2022-03-09,US,01,01,AL,01015,01015,32144,599,0
2022-03-09,US,01,01,AL,01017,01017,8445,158,0
2022-03-09,US,01,01,AL,01019,01019,5102,81,0
2022-03-09,US,01,01,AL,01021,01021,10774,195,0
2022-03-09,US,01,01,AL,01023,01023,2039,35,0
2022-03-09,US,01,01,AL,01025,01025,7059,97,0
2022-03-09,US,01,01,AL,01027,01027,4082,78,0
2022-03-09,US,01,01,AL,01029,01029,3550,68,0
2022-03-09,US,01,01,AL,01031,01031,13325,228,0
2022-03-09,US,01,01,AL,01033,01033,16208,245,0
2022-03-09,US,01,01,AL,01035,01035,2840,67,0
2022-03-09,US,01,01,AL,01037,01037,2932,56,0
2022-03-09,US,01,01,AL,01039,01039,9249,224,0
2022-03-09,US,01,01,AL,01041,01041,3778,95,0
2022-03-09,US,01,01,AL,01043,01043,24449,356,0
2022-03-09,US,01,01,AL,01045,01045,12436,222,0
2022-03-09,US,01,01,AL,01047,01047,8342,235,0
2022-03-09,US,01,01,AL,01049,01049,18659,316,0
2022-03-09,US,01,01,AL,01051,01051,22920,335,0
2022-03-09,US,01,01,AL,01053,01053,9968,161,0
2022-03-09,US,01,01,AL,01055,01055,28721,618,0
2022-03-09,US,01,01,AL,01057,01057,4949,93,0
2022-03-09,US,01,01,AL,01059,01059,9831,137,0
2022-03-09,US,01,01,AL,01061,01061,6200,156,0
2022-03-09,US,01,01,AL,01063,01063,1858,48,0
2022-03-09,US,01,01,AL,01065,01065,4672,101,0
2022-03-09,US,01,01,AL,01067,01067,4446,71,0
2022-03-09,US,01,01,AL,01069,01069,24959,484,0
2022-03-09,US,01,01,AL,01071,01071,14978,230,0
2022-03-09,US,01,01,AL,01073,01073,183690,2248,0
2022-03-09,US,01,01,AL,01075,01075,3687,62,0
2022-03-09,US,01,01,AL,01077,01077,23978,375,0
2022-03-09,US,01,01,AL,01079,01079,7605,153,0
2022-03-09,US,01,01,AL,01081,01081,37559,322,0
2022-03-09,US,01,01,AL,01083,01083,24747,276,0
2022-03-09,US,01,01,AL,01085,01085,2603,75,0
2022-03-09,US,01,01,AL,01087,01087,3840,78,0
2022-03-09,US,01,01,AL,01089,01089,88558,905,0
2022-03-09,US,01,01,AL,01091,01091,5155,104,0
2022-03-09,US,01,01,AL,01093,01093,8035,147,0
2022-03-09,US,01,01,AL,01095,01095,27149,376,0
2022-03-09,US,01,01,AL,01097,01097,112855,1593,0
2022-03-09,US,01,01,AL,01099,01099,5261,78,0
2022-03-09,US,01,01,AL,01101,01101,54517,891,0
2022-03-09,US,01,01,AL,01103,01103,35902,490,0
