date_stamp,ca_provterr,ca_covid19_geo,cnt_confirmed,cnt_probable,cnt_death,cnt_total,cnt_total_new,pct_total_new,cnt_tested,cnt_recovered,pct_recovered
2020-03-31,35,35,1966,0,33,1966,260,15.24,55909,534,27.16
2020-03-31,24,24,4162,0,31,4162,732,21.34,67540,29,0.7
2020-03-31,10,10,152,0,1,152,4,2.7,2500,7,4.61
2020-03-31,13,13,70,0,0,70,2,2.94,3630,9,12.86
2020-03-31,12,12,147,0,0,147,20,15.75,6614,10,6.8
2020-03-31,11,11,21,0,0,21,3,16.67,551,1,4.76
2020-03-31,61,61,1,0,0,1,0,0.0,808,0,
2020-03-31,62,62,0,0,0,0,0,0.0,167,0,
2020-03-31,60,60,5,0,0,5,0,0.0,702,0,
2020-03-31,,99,13,0,0,13,0,0.0,76,12,92.31
2020-04-01,59,59,1066,0,25,1066,96,9.9,36364,606,56.85
2020-04-01,48,48,754,0,9,754,0,0.0,53141,142,18.83
2020-04-01,47,47,193,0,3,193,9,4.89,10202,30,15.54
2020-04-01,46,46,109,18,1,127,24,23.3,9811,4,3.15
2020-04-01,35,35,2392,0,37,2392,426,21.67,61009,689,28.8
2020-04-01,24,24,4611,0,33,4611,449,10.79,69711,29,0.63
2020-04-01,10,10,175,0,1,175,23,15.13,2762,10,5.71
2020-04-01,13,13,81,0,0,81,11,15.71,4121,14,17.28
2020-04-01,12,12,173,0,0,173,26,17.69,7405,11,6.36
2020-04-01,11,11,21,0,0,21,0,0.0,551,3,14.29
2020-04-01,61,61,2,0,0,2,1,100.0,951,0,
2020-04-01,62,62,0,0,0,0,0,0.0,183,0,
2020-04-01,60,60,5,0,0,5,0,0.0,722,3,60.0
2020-04-01,,99,13,0,0,13,0,0.0,76,12,92.31
2020-04-02,59,59,1121,0,31,1121,55,5.16,36966,641,57.18
2020-04-02,48,48,968,0,13,968,214,28.38,57096,174,17.98
2020-04-02,47,47,206,0,3,206,13,6.74,11034,36,17.48
2020-04-02,46,46,152,15,1,167,40,31.5,11098,11,6.59
2020-04-02,35,35,2793,0,53,2793,401,16.76,64785,831,29.75
2020-04-02,24,24,5518,0,36,5518,907,19.67,74542,224,4.06
2020-04-02,10,10,183,0,1,183,8,4.57,2904,10,5.46
2020-04-02,13,13,91,0,0,91,10,12.35,4625,22,24.18
2020-04-02,12,12,193,0,0,193,20,11.56,8059,16,8.29
2020-04-02,11,11,22,0,0,22,1,4.76,653,3,13.64
2020-04-02,60,60,6,0,0,6,4,200.0,742,3,50.0
2020-04-02,61,61,2,0,0,2,2,0.0,969,0,
2020-04-02,62,62,0,0,0,0,-5,-100.0,193,0,
2020-04-02,,99,13,0,0,13,0,0.0,76,12,92.31
2020-04-03,59,59,1174,0,35,1174,53,4.73,39926,641,54.6
2020-04-03,48,48,1075,0,18,1075,107,11.05,60508,0,
2020-04-03,47,47,220,0,3,220,14,6.8,11720,0,
2020-04-03,46,46,164,18,2,182,15,8.98,11650,0,
2020-04-03,35,35,3255,0,67,3255,462,16.54,67998,0,
2020-04-03,24,24,6101,0,61,6101,583,10.57,83570,0,
2020-04-03,10,10,183,0,1,183,0,0.0,3136,0,
2020-04-03,13,13,95,0,0,95,4,4.4,5036,0,
2020-04-03,12,12,207,0,0,207,14,7.25,8799,0,
2020-04-03,11,11,22,0,0,22,0,0.0,653,0,
2020-04-03,60,60,6,0,0,6,0,0.0,753,0,
2020-04-03,61,61,4,0,0,4,2,100.0,1109,0,
2020-04-03,62,62,0,0,0,0,0,0.0,207,0,
2020-04-03,,99,13,0,0,13,0,0.0,76,0,
2020-04-04,59,59,1203,0,38,1203,29,2.47,40771,705,58.6
2020-04-04,48,48,1075,0,18,1075,0,0.0,62520,0,
2020-04-04,47,47,231,0,3,231,11,5.0,12244,0,
2020-04-04,46,46,172,22,2,194,12,6.59,12191,0,
2020-04-04,35,35,3630,0,94,3630,375,11.52,72674,0,
2020-04-04,24,24,6997,0,75,6997,896,14.69,90227,0,
2020-04-04,10,10,195,0,1,195,12,6.56,3345,0,
2020-04-04,13,13,98,0,0,98,3,3.16,5297,0,
2020-04-04,12,12,236,0,0,236,29,14.01,9722,0,
2020-04-04,11,11,22,0,0,22,0,0.0,839,0,
2020-04-04,60,60,6,0,0,6,0,0.0,765,0,
2020-04-04,61,61,4,0,0,4,0,0.0,1169,0,
2020-04-04,62,62,0,0,0,0,0,0.0,207,0,
2020-04-04,,99,13,0,0,13,0,0.0,76,0,
2020-04-05,59,59,1203,0,38,1203,0,0.0,41556,704,58.52
2020-04-05,48,48,1250,0,23,1250,175,16.28,63315,240,19.2
2020-04-05,47,47,249,0,3,249,18,7.79,13055,55,22.09
2020-04-05,46,46,187,16,2,203,9,4.64,12771,17,8.37
2020-04-05,35,35,4038,0,119,4038,408,11.24,76027,1219,30.19
2020-04-05,24,24,7944,0,94,7944,947,13.53,95955,0,0.0
2020-04-05,10,10,217,0,1,217,22,11.28,3556,11,5.07
2020-04-05,13,13,101,0,0,101,3,3.06,5421,28,27.72
2020-04-05,12,12,262,0,0,262,26,11.02,10084,50,19.08
2020-04-05,11,11,22,0,0,22,0,0.0,839,6,27.27
2020-04-05,60,60,6,0,0,6,0,0.0,770,4,66.67
2020-04-05,61,61,4,0,0,4,0,0.0,1215,1,25.0
2020-04-05,62,62,0,0,0,0,0,0.0,227,0,
2020-04-05,,99,13,0,0,13,0,0.0,76,0,0.0
2020-04-06,59,59,1266,0,39,1266,63,5.24,42665,783,61.85
2020-04-06,48,48,1348,0,24,1348,98,7.84,64183,361,26.78
2020-04-06,47,47,253,0,3,253,4,1.61,13680,81,32.02
2020-04-06,46,46,190,14,2,204,1,0.49,13788,17,8.33
2020-04-06,35,35,4347,0,132,4347,309,7.65,79125,1624,37.36
2020-04-06,24,24,8580,0,121,8580,636,8.01,100113,611,7.12
2020-04-06,10,10,226,0,2,226,9,4.15,3776,32,14.16
2020-04-06,13,13,103,0,0,103,2,1.98,5678,30,29.13
2020-04-06,12,12,293,0,0,293,31,11.83,10738,64,21.84
2020-04-06,11,11,22,0,0,22,0,0.0,839,8,36.36
2020-04-06,60,60,7,0,0,7,1,16.67,775,4,57.14
2020-04-06,61,61,5,0,0,5,1,25.0,1217,1,20.0
2020-04-06,62,62,0,0,0,0,0,0.0,229,0,
2020-04-06,,99,13,0,0,13,0,0.0,76,0,0.0
2020-04-07,59,59,1291,0,43,1291,25,1.97,43257,783,60.65
2020-04-07,48,48,1373,0,26,1373,25,1.85,65265,0,
2020-04-07,47,47,260,0,3,260,7,2.77,14203,0,
2020-04-07,46,46,203,14,3,217,13,6.37,13990,0,
2020-04-07,35,35,4726,0,153,4726,379,8.72,82055,0,
2020-04-07,24,24,9340,0,150,9340,760,8.86,104526,0,
2020-04-07,10,10,228,0,2,228,2,0.88,3958,0,
2020-04-07,13,13,105,0,0,105,2,1.94,6102,0,
2020-04-07,12,12,310,0,0,310,17,5.8,11559,0,
2020-04-07,11,11,22,0,0,22,0,0.0,939,0,
2020-04-07,60,60,7,0,0,7,0,0.0,787,0,
2020-04-07,61,61,5,0,0,5,0,0.0,1230,0,
2020-04-07,62,62,0,0,0,0,0,0.0,234,0,
