DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
05-12-21,856428,933,706311,670,150117,263,813394,6990415,7803809,17252,9,12305,-15,8409,939,835714,6,21548,12296,1
05-11-21,855495,858,705641,615,149854,243,812567,6973990,7786557,11483,4,12296,-126,8424,980,834775,19,21542,12295,2
05-10-21,854637,630,705026,371,149611,259,811916,6963158,7775074,7516,16,12292,-577,8550,1191,833795,25,21523,12293,7
05-09-21,854007,376,704655,281,149352,95,811483,6956075,7767558,6856,19,12276,-336,9127,693,832604,17,21498,12286,7
05-08-21,853631,561,704374,395,149257,166,811157,6949545,7760702,10283,0,12257,-72,9463,633,831911,10,21481,12279,6
05-07-21,853070,1040,703979,734,149091,306,810650,6939769,7750419,15004,2,12257,77,9535,961,831278,16,21471,12273,7
05-06-21,852030,791,703245,538,148785,253,809796,6925619,7735415,11580,11,12255,-290,9458,1070,830317,22,21455,12266,8
05-05-21,851239,1212,702707,760,148532,452,809157,6914678,7723835,17619,16,12244,224,9748,972,829247,27,21433,12258,10
05-04-21,850027,855,701947,594,148080,261,808278,6897938,7706216,12167,11,12228,-318,9524,1162,828275,27,21406,12248,9
05-03-21,849172,656,701353,449,147819,207,807584,6886465,7694049,8388,13,12217,-651,9842,1294,827113,25,21379,12239,5
05-02-21,848516,500,700904,373,147612,127,807060,6878601,7685661,7365,1,12204,-226,10493,725,825819,18,21354,12234,10
05-01-21,848016,620,700531,448,147485,172,806619,6871677,7678296,10368,-1,12203,-123,10719,744,825094,21,21336,12224,6
04-30-21,847396,1096,700083,779,147313,317,806116,6861812,7667928,14985,7,12204,24,10842,1065,824350,25,21315,12218,10
04-29-21,846300,1061,699304,695,146996,366,805242,6847701,7652943,14650,9,12197,-99,10818,1151,823285,26,21290,12208,9
04-28-21,845239,1202,698609,863,146630,339,804460,6833833,7638293,20541,17,12188,-88,10917,1273,822134,40,21264,12199,9
04-27-21,844037,1163,697746,711,146291,452,803461,6814291,7617752,13783,8,12171,-80,11005,1235,820861,40,21224,12190,12
04-26-21,842874,1096,697035,712,145839,384,802660,6801309,7603969,9833,11,12163,-367,11085,1452,819626,26,21184,12178,10
04-25-21,841778,553,696323,426,145455,127,801869,6792267,7594136,8248,6,12152,-273,11452,820,818174,25,21158,12168,7
04-24-21,841225,754,695897,566,145328,188,801354,6784534,7585888,13048,0,12146,-176,11725,930,817354,29,21133,12161,7
04-23-21,840471,955,695331,691,145140,264,800705,6772135,7572840,14913,4,12146,-219,11901,1170,816424,22,21104,12154,5
04-22-21,839516,1895,694640,1075,144876,820,799859,6758068,7557927,22084,12,12142,600,12120,1283,815254,29,21082,12149,12
04-21-21,837621,1408,693565,951,144056,457,798668,6737175,7535843,17944,19,12130,142,11520,1247,813971,20,21053,12137,15
04-20-21,836213,1113,692614,915,143599,198,797606,6720293,7517899,13985,15,12111,-242,11378,1340,812724,45,21033,12122,7
04-19-21,835100,848,691699,549,143401,299,796621,6707293,7503914,9283,15,12096,-682,11620,1515,811384,36,20988,12115,11
04-18-21,834252,562,691150,481,143102,81,796006,6698625,7494631,8187,17,12081,-162,12302,707,809869,16,20952,12104,10
04-17-21,833690,706,690669,574,143021,132,795427,6691017,7486444,11807,1,12064,-77,12464,782,809162,17,20936,12094,10
04-16-21,832984,4217,690095,3995,142889,222,794756,6679881,7474637,35546,14,12063,3247,12541,956,808380,37,20919,12084,6
04-15-21,828767,1377,686100,1000,142667,377,790055,6649036,7439091,18283,8,12049,158,9294,1211,807424,32,20882,12078,11
04-14-21,827390,1807,685100,1337,142290,470,788949,6631859,7420808,24938,9,12041,652,9136,1146,806213,36,20850,12067,11
04-13-21,825583,1139,683763,706,141820,433,787422,6608448,7395870,10970,10,12032,-96,8484,1225,805067,32,20814,12056,11
04-12-21,824444,1232,683057,882,141387,350,786664,6598236,7384900,9378,7,12022,-151,8580,1376,803842,29,20782,12045,15
04-11-21,823212,655,682175,461,141037,194,785667,6589855,7375522,7668,3,12015,-188,8731,840,802466,21,20753,12030,5
04-10-21,822557,873,681714,606,140843,267,785146,6582708,7367854,12240,8,12012,126,8919,739,801626,24,20732,12025,10
04-09-21,821684,1338,681108,1043,140576,295,784409,6571205,7355614,16481,3,12004,217,8793,1118,800887,35,20708,12015,13
04-08-21,820346,1150,680065,782,140281,368,783262,6555871,7339133,15056,4,12001,-49,8576,1195,799769,22,20673,12002,5
