DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
04-20-21,835952,1113,692415,915,143537,198,797570,6720272,7517842,13985,15,12111,-242,11238,1340,812603,45,21044,12123,7
04-19-21,834839,848,691500,549,143339,299,796585,6707272,7503857,9282,15,12096,-682,11480,1515,811263,37,20999,12116,11
04-18-21,833991,562,690951,481,143040,81,795971,6698604,7494575,8187,17,12081,-161,12162,706,809748,16,20962,12105,10
04-17-21,833429,706,690470,574,142959,132,795392,6690996,7486388,11807,1,12064,-78,12323,783,809042,17,20946,12095,10
04-16-21,832723,4217,689896,3995,142827,222,794721,6679860,7474581,35546,14,12063,3247,12401,956,808259,37,20929,12085,6
04-15-21,828506,1377,685901,1000,142605,377,790020,6649015,7439035,18283,8,12049,158,9154,1211,807303,33,20892,12079,11
04-14-21,827129,1807,684901,1337,142228,470,788914,6631838,7420752,24938,9,12041,652,8996,1146,806092,36,20859,12068,11
04-13-21,825322,1139,683564,707,141758,432,787387,6608427,7395814,10970,10,12032,-99,8344,1228,804946,33,20823,12057,11
04-12-21,824183,1232,682857,882,141326,350,786629,6598215,7384844,9378,7,12022,-152,8443,1377,803718,30,20790,12046,15
04-11-21,822951,655,681975,461,140976,194,785632,6589834,7375466,7668,3,12015,-188,8595,840,802341,21,20760,12031,5
04-10-21,822296,873,681514,606,140782,267,785111,6582687,7367798,12240,8,12012,123,8783,742,801501,24,20739,12026,10
04-09-21,821423,1338,680908,1043,140515,295,784374,6571184,7355558,16481,3,12004,216,8660,1119,800759,35,20715,12016,13
04-08-21,820085,1150,679865,782,140220,368,783227,6555850,7339077,15056,4,12001,-49,8444,1195,799640,22,20680,12003,5
04-07-21,818935,1586,679083,1189,139852,397,782338,6541683,7324021,21235,21,11997,329,8493,1236,798445,34,20658,11998,8
04-06-21,817349,1337,677894,884,139455,453,781030,6521756,7302786,14562,9,11976,70,8164,1258,797209,26,20624,11990,5
04-05-21,816012,892,677010,516,139002,376,780023,6508201,7288224,6198,38,11967,-618,8094,1472,795951,42,20598,11985,10
04-04-21,815120,552,676494,415,138626,137,779469,6502557,7282026,9622,7,11929,-262,8712,807,794479,10,20556,11975,16
04-03-21,814568,896,676079,637,138489,259,778968,6493436,7272404,10432,0,11922,9,8974,887,793672,16,20546,11959,14
04-02-21,813672,1067,675442,810,138230,257,778242,6483730,7261972,14204,1,11922,-65,8965,1131,792785,17,20530,11945,11
04-01-21,812605,1254,674632,901,137973,353,777288,6470480,7247768,14416,6,11921,-190,9030,1438,791654,18,20513,11934,7
03-31-21,811351,1870,673731,1197,137620,673,776293,6457059,7233352,22841,11,11915,594,9220,1265,790216,29,20495,11927,11
03-30-21,809481,1193,672534,879,136947,314,774906,6435605,7210511,14242,10,11904,-101,8626,1284,788951,34,20466,11916,9
03-29-21,808288,1192,671655,615,136633,577,773883,6422386,7196269,8856,29,11894,-287,8727,1450,787667,25,20432,11907,6
03-28-21,807096,815,671040,566,136056,249,773142,6414271,7187413,10825,13,11865,-46,9014,848,786217,23,20407,11901,8
03-27-21,806281,814,670474,744,135807,70,772493,6404095,7176588,13029,11,11852,3,9060,800,785369,22,20384,11893,9
03-26-21,805467,998,669730,800,135737,198,771587,6391972,7163559,11726,25,11841,-240,9057,1213,784569,14,20362,11884,15
03-25-21,804469,1146,668930,871,135539,275,770735,6381098,7151833,16338,20,11816,-107,9297,1233,783356,35,20348,11869,6
03-24-21,803323,1610,668059,1279,135264,331,769754,6365741,7135495,21274,4,11796,381,9404,1225,782123,28,20313,11863,6
03-23-21,801713,1173,666780,723,134933,450,768391,6345830,7114221,14489,45,11792,-131,9023,1259,780898,33,20285,11857,12
03-22-21,800540,1267,666057,808,134483,459,767578,6332154,7099732,9718,34,11747,-54,9154,1287,779639,35,20252,11845,13
03-21-21,799273,757,665249,562,134024,195,766648,6323366,7090014,8881,8,11713,-9,9208,758,778352,7,20217,11832,13
03-20-21,798516,755,664687,518,133829,237,766027,6315106,7081133,9696,4,11705,-24,9217,775,777594,17,20210,11819,7
03-19-21,797761,1943,664169,1287,133592,656,765470,6305967,7071437,22137,28,11701,758,9241,1157,776819,32,20193,11812,11
03-18-21,795818,1415,662882,965,132936,450,764054,6285246,7049300,18715,23,11673,277,8483,1115,775662,42,20161,11801,14
03-17-21,794403,1073,661917,826,132486,247,762934,6267651,7030585,15441,8,11650,-81,8206,1146,774547,24,20119,11787,19
03-16-21,793330,1939,661091,1248,132239,691,762034,6253110,7015144,19037,12,11642,727,8287,1200,773401,50,20095,11768,9
03-15-21,791391,903,659843,498,131548,405,760589,6235518,6996107,5278,11,11630,-247,7560,1139,772201,24,20045,11759,8
03-14-21,790488,663,659345,461,131143,202,760041,6230788,6990829,8041,0,11619,-91,7807,754,771062,17,20021,11751,15
03-13-21,789825,1486,658884,802,130941,684,759485,6223303,6982788,16650,-12,11619,604,7898,894,770308,22,20004,11736,12
03-12-21,788339,1114,658082,841,130257,273,758549,6207589,6966138,13855,16,11631,-17,7294,1115,769414,13,19982,11724,19
03-11-21,787225,1368,657241,923,129984,445,757546,6194737,6952283,19248,17,11615,171,7311,1180,768299,15,19969,11705,12
03-10-21,785857,1602,656318,1136,129539,466,756517,6176518,6933035,23679,18,11598,303,7140,1281,767119,30,19954,11693,25
03-09-21,784255,1350,655182,806,129073,544,755240,6154116,6909356,17108,32,11580,-37,6837,1355,765838,24,19924,11668,21
03-08-21,782905,1089,654376,677,128529,412,754290,6137958,6892248,7646,9,11548,-554,6874,1634,764483,15,19900,11647,26
03-07-21,781816,753,653699,473,128117,280,753516,6131086,6884602,7138,4,11539,-198,7428,947,762849,9,19885,11621,23
03-06-21,781063,1237,653226,843,127837,394,752940,6124524,6877464,18288,9,11535,173,7626,1055,761902,20,19876,11598,20
03-05-21,779826,1227,652383,780,127443,447,751913,6107263,6859176,14118,33,11526,-68,7453,1262,760847,14,19856,11578,19
03-04-21,778599,1609,651603,1066,126996,543,750997,6094061,6845058,25299,42,11493,570,7521,997,759585,27,19842,11559,18
03-03-21,776990,1309,650537,883,126453,426,749705,6070054,6819759,18081,23,11451,19,6951,1267,758588,22,19815,11541,23
03-02-21,775681,1552,649654,983,126027,569,748672,6053006,6801678,16000,15,11428,529,6932,1008,757321,32,19793,11518,11
03-01-21,774129,569,648671,359,125458,210,747499,6038179,6785678,3825,10,11413,-432,6403,991,756313,16,19761,11507,14
02-28-21,773560,841,648312,582,125248,259,747101,6034752,6781853,10209,18,11403,-69,6835,892,755322,11,19745,11493,13
02-27-21,772719,1438,647730,855,124989,583,746420,6025224,6771644,18087,16,11385,375,6904,1047,754430,23,19734,11480,16
02-26-21,771281,1131,646875,794,124406,337,745381,6008176,6753557,11962,56,11369,-560,6529,1635,753383,16,19711,11464,11
02-25-21,770150,1682,646081,1175,124069,507,744455,5997140,6741595,22430,55,11313,-97,7089,1724,751748,37,19695,11453,23
02-24-21,768468,1923,644906,1476,123562,447,743098,5976067,6719165,24679,68,11258,-40,7186,1895,750024,39,19658,11430,19
02-23-21,766545,1846,643430,1127,123115,719,741367,5953119,6694486,16868,45,11190,-375,7226,2176,748129,44,19619,11411,21
02-22-21,764699,1057,642303,601,122396,456,740125,5937493,6677618,6162,20,11145,-1276,7601,2313,745953,37,19575,11390,23
02-21-21,763642,872,641702,583,121940,289,739423,5932033,6671456,6860,18,11125,-273,8877,1127,743640,15,19538,11367,30
02-20-21,762770,1366,641119,836,121651,530,738721,5925875,6664596,12464,51,11107,-58,9150,1373,742513,31,19523,11337,20
02-19-21,761404,998,640283,643,121121,355,737807,5914325,6652132,6668,7,11056,-925,9208,1916,741140,37,19492,11317,29
02-18-21,760406,1486,639640,952,120766,534,737072,5908392,6645464,12981,72,11049,-646,10133,2060,739224,42,19455,11288,30
02-17-21,758920,932,638688,596,120232,336,735992,5896491,6632483,6597,31,10977,-1298,10779,2199,737164,16,19413,11258,38
02-16-21,757988,1232,638092,784,119896,448,735306,5890580,6625886,9891,17,10946,-1244,12077,2459,734965,30,19397,11220,31
02-15-21,756756,780,637308,454,119448,326,734416,5881579,6615995,6227,4,10929,-2025,13321,2801,732506,12,19367,11189,26
02-14-21,755976,1255,636854,899,119122,356,733889,5875879,6609768,13046,31,10925,-355,15346,1579,729705,23,19355,11163,31
02-13-21,754721,1678,635955,1120,118766,558,732840,5863882,6596722,19167,9,10894,14,15701,1655,728126,30,19332,11132,33
02-12-21,753043,1928,634835,1382,118208,546,731505,5846050,6577555,22324,81,10885,-394,15687,2241,726471,21,19302,11099,27
02-11-21,751115,2421,633453,1739,117662,682,729879,5825352,6555231,25279,81,10804,-274,16081,2614,724230,35,19281,11072,34
02-10-21,748694,2141,631714,1518,116980,623,727886,5802066,6529952,24637,100,10723,-578,16355,2619,721616,39,19246,11038,37
02-09-21,746553,2701,630196,1781,116357,920,726111,5779204,6505315,21681,65,10623,-585,16933,3221,718997,57,19207,11001,40
02-08-21,743852,1251,628415,787,115437,464,723975,5759659,6483634,6680,97,10558,-2325,17518,3479,715776,30,19150,10961,36
02-07-21,742601,1354,627628,940,114973,414,723061,5753893,6476954,12767,6,10461,-435,19843,1783,712297,27,19120,10925,26
02-06-21,741247,3663,626688,2593,114559,1070,722020,5742167,6464187,39535,58,10455,1597,20278,2008,710514,44,19093,10899,58
02-05-21,737584,2184,624095,1569,113489,615,718761,5705891,6424652,22624,203,10397,-768,18681,2749,708506,53,19049,10841,50
02-04-21,735400,2897,622526,2081,112874,816,716818,5685210,6402028,32437,169,10194,-545,19449,3273,705757,69,18996,10791,49
02-03-21,732503,3352,620445,2254,112058,1098,714465,5655126,6369591,27517,133,10025,33,19994,3186,702484,87,18927,10742,40
02-02-21,729151,1315,618191,837,110960,478,711893,5630181,6342074,6562,147,9892,-2880,19961,4048,699298,25,18840,10702,43
02-01-21,727836,1692,617354,1052,110482,640,710988,5624524,6335512,8145,103,9745,-1894,22841,3483,695250,50,18815,10659,51
01-31-21,726144,2176,616302,1382,109842,794,709837,5617530,6327367,17538,76,9642,-1,24735,2101,691767,48,18765,10608,48
01-30-21,723968,3524,614920,2946,109048,578,708109,5601720,6309829,38108,113,9566,805,24736,2606,689666,50,18717,10560,50
01-29-21,720444,1766,611974,1238,108470,528,704582,5567139,6271721,13890,44,9453,-1900,23931,3622,687060,36,18667,10510,55
01-28-21,718678,3963,610736,2019,107942,1944,703084,5554747,6257831,20462,101,9409,-352,25831,4214,683438,82,18631,10455,70
01-27-21,714715,2728,608717,2066,105998,662,700816,5536553,6237369,20358,154,9308,-1246,26183,3820,679224,59,18549,10385,62
01-26-21,711987,3140,606651,2322,105336,818,698527,5518484,6217011,22545,192,9154,-1949,27429,4897,675404,72,18490,10323,82
01-25-21,708847,1822,604329,1221,104518,601,695934,5498532,6194466,11642,111,8962,-3560,29378,5271,670507,52,18418,10241,76
01-24-21,707025,1599,603108,1308,103917,291,694556,5488268,6182824,13243,40,8851,-1658,32938,3217,665236,40,18366,10165,82
01-23-21,705426,4488,601800,3170,103626,1318,693034,5476547,6169581,38169,42,8811,1106,34596,3340,662019,88,18326,10083,73
01-22-21,700938,2638,598630,1967,102308,671,688984,5442428,6131412,21626,93,8769,-2521,33490,5066,658679,52,18238,10010,74
01-21-21,698300,4713,596663,3509,101637,1204,686701,5423085,6109786,31119,128,8676,-1948,36011,6533,653613,82,18186,9936,107
01-20-21,693587,3115,593154,2096,100433,1019,682749,5395918,6078667,19977,86,8548,-2772,37959,5801,647080,57,18104,9829,86
01-19-21,690472,4774,591058,2772,99414,2002,680301,5378389,6058690,22859,40,8462,-3157,40731,7891,641279,111,18047,9743,99
01-18-21,685698,1617,588286,1068,97412,549,676976,5358855,6035831,7863,39,8422,-7213,43888,8791,633388,42,17936,9644,80
01-17-21,684081,2569,587218,1875,96863,694,675885,5352083,6027968,15257,36,8383,-1883,51101,4416,624597,52,17894,9564,90
01-16-21,681512,6935,585343,5347,96169,1588,673817,5338894,6012711,46124,44,8347,1314,52984,5577,620181,122,17842,9474,89
01-15-21,674577,2761,579996,1813,94581,948,667295,5299292,5966587,14582,79,8303,-667,51670,3349,614604,58,17720,9385,90
01-14-21,671816,6158,578183,4797,93633,1361,665318,5286687,5952005,37433,84,8224,-280,52337,6354,611255,98,17662,9295,106
01-13-21,665658,4120,573386,2877,92272,1243,659760,5254812,5914572,20740,137,8140,-4020,52617,8003,604901,65,17564,9189,77
01-12-21,661538,4749,570509,3008,91029,1741,656750,5237082,5893832,20608,146,8003,-5992,56637,10595,596898,75,17499,9112,98
01-11-21,656789,3787,567501,2679,89288,1108,653495,5219729,5873224,14872,80,7857,-6336,62629,10043,586303,77,17424,9014,102
01-10-21,653002,5382,564822,3698,88180,1684,650563,5207789,5858352,29950,81,7777,1032,68965,4269,576260,84,17347,8912,107
01-09-21,647620,7223,561124,5752,86496,1471,645947,5182455,5828402,39412,86,7696,2006,67933,5131,571991,88,17263,8805,89
01-08-21,640397,6054,555372,4577,85025,1477,639241,5149749,5788990,33879,126,7610,4241,65927,1687,566860,96,17175,8716,118
01-07-21,634343,7345,550795,6305,83548,1040,633262,5121849,5755111,33694,111,7484,3156,61686,4078,565173,99,17079,8598,91
01-06-21,626998,7363,544490,5162,82508,2201,626893,5094524,5721417,28877,114,7373,442,58530,6807,561095,129,16980,8507,115
01-05-21,619635,8411,539328,5142,80307,3269,621361,5071179,5692540,25835,99,7259,-772,58088,9084,554288,129,16851,8392,115
01-04-21,611224,4054,534186,3003,77038,1051,616034,5050671,5666705,10898,143,7160,-4617,58860,8528,545204,67,16722,8277,107
01-03-21,607170,3515,531183,2375,75987,1140,613056,5042751,5655807,12412,55,7017,-262,63477,3722,536676,56,16655,8170,103
01-02-21,603655,7202,528808,5733,74847,1469,610607,5032788,5643395,30052,15,6962,3107,63739,4080,532954,99,16599,8067,86
01-01-21,596453,6683,523075,5229,73378,1454,604031,5009312,5613343,28072,48,6947,-423,60632,7058,528874,76,16500,7981,98
12-31-20,589770,9175,517846,7235,71924,1940,598424,4986847,5585271,35514,97,6899,1906,61055,7172,521816,74,16424,7883,99
12-30-20,580595,6703,510611,4532,69984,2171,590339,4959418,5549757,22254,100,6802,-745,59149,7348,514644,81,16350,7784,99
12-29-20,573892,8082,506079,4952,67813,3130,585395,4942108,5527503,23338,122,6702,27,59894,7933,507296,115,16269,7685,98
12-28-20,565810,3549,501127,2632,64683,917,580070,4924095,5504165,10183,76,6580,-6636,59867,10109,499363,78,16154,7587,89
12-27-20,562261,3379,498495,2294,63766,1085,577218,4916764,5493982,13197,69,6504,-457,66503,3767,489254,76,16076,7498,87
12-26-20,558882,4890,496201,3547,62681,1343,574432,4906353,5480785,21744,7,6435,823,66960,4060,485487,86,16000,7411,92
12-25-20,553992,6630,492654,5438,61338,1192,570550,4888491,5459041,33415,5,6428,-606,66137,7231,481427,54,15914,7319,81
12-24-20,547362,6646,487216,5030,60146,1616,564519,4861107,5425626,32449,51,6423,-571,66743,7166,474196,46,15860,7238,106
12-23-20,540716,6097,482186,3970,58530,2127,558792,4834385,5393177,26396,111,6372,-1371,67314,7357,467030,84,15814,7132,97
12-22-20,534619,6914,478216,4717,56403,2197,554215,4812566,5366781,29092,133,6261,-857,68685,7638,459673,125,15730,7035,109
12-21-20,527705,5826,473499,4381,54206,1445,548932,4788757,5337689,26620,65,6128,-3977,69542,9738,452035,83,15605,6926,104
12-20-20,521879,10057,469118,8397,52761,1660,544037,4767032,5311069,61067,54,6063,6472,73519,3531,442297,106,15522,6822,101
12-19-20,511822,7127,460721,6080,51101,1047,534471,4715531,5250002,41320,57,6009,3219,67047,3851,438766,71,15416,6721,93
12-18-20,504695,8318,454641,7029,50054,1289,527069,4681613,5208682,40593,115,5952,1884,63828,6319,434915,93,15345,6628,96
12-17-20,496377,10223,447612,8115,48765,2108,519625,4648464,5168089,44542,177,5837,3178,61944,6868,428596,115,15252,6532,92
12-16-20,486154,9377,439497,6519,46657,2858,510958,4612589,5123547,35802,53,5660,2291,58766,7033,421728,145,15137,6440,85
12-15-20,476777,11905,432978,10386,43799,1519,503840,4583905,5087745,65214,74,5607,4646,56475,7185,414695,158,14992,6355,66
12-14-20,464872,7985,422592,6909,42280,1076,492132,4530399,5022531,42299,79,5533,-2529,51829,10435,407510,112,14834,6289,76
12-13-20,456887,11295,415683,9908,41204,1387,484363,4495869,4980232,68970,62,5454,7818,54358,3415,397075,125,14722,6213,85
12-12-20,445592,8985,405775,7346,39817,1639,473288,4437974,4911262,47612,73,5392,5083,46540,3829,393660,136,14597,6128,80
12-11-20,436607,6081,398429,5144,38178,937,464991,4398659,4863650,32160,87,5319,1740,41457,4254,389831,116,14461,6048,68
12-10-20,430526,8935,393285,7807,37241,1128,459374,4372116,4831490,52303,69,5232,7598,39717,1268,385577,122,14345,5980,75
12-09-20,421591,5825,385478,5138,36113,687,450575,4328612,4779187,27608,62,5163,158,32119,5605,384309,100,14223,5905,62
12-08-20,415766,8105,380340,7025,35426,1080,444939,4306640,4751579,45066,100,5101,2332,31961,5673,378704,105,14123,5843,79
12-07-20,407661,7163,373315,6156,34346,1007,437228,4269285,4706513,35778,66,5001,-730,29629,7827,373031,87,14018,5764,72
12-06-20,400498,4061,367159,3420,33339,641,430553,4240182,4670735,19691,38,4935,1162,30359,2861,365204,46,13931,5692,86
12-05-20,396437,3073,363739,2522,32698,551,426809,4224235,4651044,15631,29,4897,9,29197,3035,362343,51,13885,5606,78
12-04-20,393364,5393,361217,4316,32147,1077,424128,4211285,4635413,27003,95,4868,-328,29188,5626,359308,94,13834,5528,83
12-03-20,387971,4821,356901,4010,31070,811,419276,4189134,4608410,25644,93,4773,576,29516,4152,353682,81,13740,5445,72
12-02-20,383150,2515,352891,2121,30259,394,414798,4167968,4582766,11857,50,4680,-2568,28940,5033,349530,61,13659,5373,67
12-01-20,380635,6708,350770,5709,29865,999,412640,4158269,4570909,36185,36,4630,1055,31508,5617,344497,110,13598,5306,68
11-30-20,373927,6009,345061,5434,28866,575,406489,4128235,4534724,40767,48,4594,-1182,30453,7143,338880,89,13488,5238,80
11-29-20,367918,5543,339627,5113,28291,430,400488,4093469,4493957,37944,13,4546,2509,31635,3021,331737,72,13399,5158,58
11-28-20,362375,4732,334514,4104,27861,628,394760,4061253,4456013,31938,15,4533,1636,29126,3081,328716,75,13327,5100,62
11-27-20,357643,5441,330410,4849,27233,592,390163,4033912,4424075,32651,7,4518,419,27490,5015,325635,81,13252,5038,80
11-26-20,352202,5303,325561,4941,26641,362,384601,4006823,4391424,52396,53,4511,-438,27071,5688,320620,60,13171,4958,47
11-25-20,346899,2184,320620,1583,26279,601,378714,3960314,4339028,12063,92,4458,-2390,27509,4482,314932,91,13111,4911,64
11-24-20,344715,2060,319037,1522,25678,538,377266,3949699,4326965,10737,73,4366,-3444,29899,5431,310450,91,13020,4847,66
11-23-20,342655,2216,317515,1854,25140,362,375759,3940469,4316228,11119,35,4293,-4680,33343,6861,305019,70,12929,4781,69
11-22-20,340439,5570,315661,5065,24778,505,373887,3931222,4305109,43868,55,4258,2916,38023,2599,298158,111,12859,4712,59
11-21-20,334869,3429,310596,2908,24273,521,368187,3893054,4261241,25935,9,4203,802,35107,2618,295559,81,12748,4653,74
11-20-20,331440,4053,307688,3537,23752,516,365025,3870281,4235306,24344,74,4194,-38,34305,4017,292941,66,12667,4579,67
11-19-20,327387,3004,304151,2287,23236,717,361191,3849771,4210962,16865,80,4120,-1359,34343,4283,288924,81,12601,4512,57
11-18-20,324383,4045,301864,3055,22519,990,358756,3835341,4194097,24020,53,4040,-93,35702,4085,284641,96,12520,4455,43
11-17-20,320338,3507,298809,3183,21529,324,355302,3814775,4170077,21243,72,3987,-128,35795,3563,280556,66,12424,4412,68
11-16-20,316831,4656,295626,4245,21205,411,351738,3797096,4148834,35167,30,3915,-74,35923,4700,276993,78,12358,4344,51
11-15-20,312175,6473,291381,5859,20794,614,347082,3766585,4113667,55527,16,3885,4526,35997,1931,272293,111,12280,4293,48
11-14-20,305702,4900,285522,4462,20180,438,340462,3717678,4058140,38286,25,3869,3071,31471,1804,270362,85,12169,4245,60
11-13-20,300802,4375,281060,3755,19742,620,335436,3684418,4019854,27169,64,3844,1537,28400,2774,268558,70,12084,4185,43
11-12-20,296427,3147,277305,2576,19122,571,331433,3661252,3992685,19299,27,3780,410,26863,2710,265784,55,12014,4142,36
11-11-20,293280,3928,274729,3304,18551,624,328690,3644696,3973386,28178,89,3753,990,26453,2849,263074,72,11959,4106,50
11-10-20,289352,3033,271425,2493,17927,540,324853,3620355,3945208,25726,62,3664,93,25463,2878,260225,83,11887,4056,50
11-09-20,286319,2384,268932,2053,17387,331,322087,3597395,3919482,19718,15,3602,-881,25370,3250,257347,43,11804,4006,42
11-08-20,283935,5408,266879,4866,17056,542,319785,3579979,3899764,55010,5,3587,3588,26251,1815,254097,89,11761,3964,40
11-07-20,278527,4188,262013,3856,16514,332,314248,3530506,3844754,43217,49,3582,2265,22663,1874,252282,87,11672,3924,33
11-06-20,274339,3602,258157,3027,16182,575,309735,3491802,3801537,28586,32,3533,953,20398,2617,250408,62,11585,3891,47
11-05-20,270737,1405,255130,1110,15607,295,306365,3466586,3772951,10920,31,3501,-1314,19445,2688,247791,52,11523,3844,40
11-04-20,269332,2648,254020,2347,15312,301,305148,3456883,3762031,23448,24,3470,-166,20759,2790,245103,68,11471,3804,50
11-03-20,266684,3019,251673,2715,15011,304,302537,3436046,3738583,24960,75,3446,235,20925,2709,242313,54,11403,3754,45
11-02-20,263665,1903,248958,1779,14707,124,299480,3414143,3713623,16695,26,3371,-1340,20690,3217,239604,64,11349,3709,38
11-01-20,261762,2483,247179,2118,14583,365,297529,3399399,3696928,34033,0,3345,775,22030,1708,236387,64,11285,3671,32
10-31-20,259279,149,245061,137,14218,12,295030,3367865,3662895,807,12,3345,-1542,21255,1679,234679,2,11221,3639,29
10-30-20,259130,2405,244924,2186,14206,219,294891,3367197,3662088,22327,78,3333,91,22797,2236,233000,62,11219,3610,40
10-29-20,256725,2374,242738,2040,13987,334,292556,3347205,3639761,25466,22,3255,29,22706,2323,230764,66,11157,3570,38
10-28-20,254351,2678,240698,2391,13653,287,290260,3324035,3614295,23114,34,3233,139,22677,2505,228441,67,11091,3532,38
10-27-20,251673,2446,238307,2039,13366,407,287625,3303556,3591181,22838,44,3199,-16,22538,2418,225936,101,11024,3494,46
10-26-20,249227,1507,236268,1319,12959,188,285335,3283008,3568343,11258,32,3155,-1380,22554,2855,223518,45,10923,3448,31
10-25-20,247720,3085,234949,2897,12771,188,283887,3273198,3557085,35758,31,3123,1586,23934,1468,220663,82,10878,3417,42
10-24-20,244635,3609,232052,3313,12583,296,280409,3240918,3521327,39876,24,3092,1919,22348,1666,219195,85,10796,3375,45
10-23-20,241026,2655,228739,2404,12287,251,276590,3204861,3481451,29993,65,3068,504,20429,2086,217529,73,10711,3330,33
10-22-20,238371,3183,226335,2830,12036,353,273920,3177538,3451458,35909,41,3003,1134,19925,2008,215443,90,10638,3297,28
10-21-20,235188,1734,223505,1487,11683,247,270715,3144834,3415549,15344,18,2962,-530,18791,2246,213435,44,10548,3269,38
10-20-20,233454,1967,222018,1682,11436,285,269001,3131204,3400205,18701,30,2944,-77,19321,2014,211189,60,10504,3231,37
10-19-20,231487,2190,220336,1996,11151,194,266976,3114528,3381504,20252,13,2914,-175,19398,2352,209175,91,10444,3194,33
10-18-20,229297,2637,218340,2462,10957,175,264936,3096316,3361252,39723,6,2901,1327,19573,1304,206823,73,10353,3161,21
10-17-20,226660,2684,215878,2478,10782,206,262025,3059504,3321529,36781,32,2895,1307,18246,1345,205519,75,10280,3140,27
