DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
05-19-21,859701,649,708549,462,151152,187,816614,7058999,7875613,13967,12,12364,-173,6744,810,840593,10,21726,12355,3
05-18-21,859052,577,708087,391,150965,186,816062,7045584,7861646,10664,14,12352,-266,6917,829,839783,15,21716,12352,3
05-17-21,858475,661,707696,390,150779,271,815616,7035366,7850982,9144,12,12338,-307,7183,956,838954,15,21701,12349,9
05-16-21,857814,278,707306,200,150508,78,815147,7026691,7841838,5296,4,12326,-252,7490,526,837998,11,21686,12340,7
05-15-21,857536,399,707106,290,150430,109,814892,7021650,7836542,8617,1,12322,-212,7742,610,837472,10,21675,12333,4
05-14-21,857137,809,706816,578,150321,231,814504,7013421,7827925,12090,10,12321,66,7954,733,836862,24,21665,12329,10
05-13-21,856328,711,706238,469,150090,242,813830,7002005,7815835,12397,7,12311,-176,7888,880,836129,13,21641,12319,5
05-12-21,855617,900,705769,661,149848,239,813274,6990164,7803438,17231,9,12304,-33,8064,924,835249,28,21628,12314,8
05-11-21,854717,847,705108,617,149609,230,812456,6973751,7786207,11475,4,12295,-140,8097,983,834325,26,21600,12306,5
05-10-21,853870,629,704491,374,149379,255,811813,6962919,7774732,7515,16,12291,-571,8237,1184,833342,29,21574,12301,9
05-09-21,853241,376,704117,282,149124,94,811379,6955838,7767217,6855,19,12275,-333,8808,690,832158,18,21545,12292,7
05-08-21,852865,559,703835,394,149030,165,811053,6949309,7760362,10282,0,12256,-81,9141,640,831468,12,21527,12285,8
05-07-21,852306,1036,703441,733,148865,303,810546,6939534,7750080,15003,2,12256,75,9222,959,830828,23,21515,12277,7
05-06-21,851270,789,702708,542,148562,247,809689,6925388,7735077,11577,11,12254,-292,9147,1070,829869,22,21492,12270,9
05-05-21,850481,1209,702166,760,148315,449,809052,6914448,7723500,17621,16,12243,228,9439,965,828799,33,21470,12261,10
05-04-21,849272,854,701406,597,147866,257,808171,6897708,7705879,12173,11,12227,-299,9211,1142,827834,29,21437,12251,9
05-03-21,848418,656,700809,450,147609,206,807471,6886235,7693706,8387,13,12216,-628,9510,1271,826692,28,21408,12242,5
05-02-21,847762,499,700359,373,147403,126,806947,6878372,7685319,7365,1,12203,-220,10138,718,825421,21,21380,12237,10
05-01-21,847263,607,699986,444,147277,163,806506,6871448,7677954,10367,-1,12202,-133,10358,741,824703,22,21359,12227,7
04-30-21,846656,1074,699542,770,147114,304,806003,6861584,7667587,14983,7,12203,12,10491,1055,823962,28,21337,12220,10
04-29-21,845582,1029,698772,681,146810,348,805130,6847474,7652604,14649,9,12196,-117,10479,1137,822907,28,21309,12210,10
04-28-21,844553,1194,698091,858,146462,336,804349,6833606,7637955,20540,17,12187,-95,10596,1272,821770,43,21281,12200,9
04-27-21,843359,1159,697233,710,146126,449,803350,6814065,7617415,13783,8,12170,-82,10691,1233,820498,43,21238,12191,12
